genesymbol,Padj_maxP_BIO2195127_CHX_vs_U1_mut1_100_CHX,dPSI_BIO2195127_CHX_vs_U1_mut1_100_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_mut1_500_CHX,dPSI_BIO2195127_CHX_vs_U1_mut1_500_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_mut2_100_CHX,dPSI_BIO2195127_CHX_vs_U1_mut2_100_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_mut2_500_CHX,dPSI_BIO2195127_CHX_vs_U1_mut2_500_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_WT_100_CHX,dPSI_BIO2195127_CHX_vs_U1_WT_100_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_WT_500_CHX,dPSI_BIO2195127_CHX_vs_U1_WT_500_CHX,Padj_maxP_BIO2195127_EtOH_vs_U1_mut1_100_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut1_100_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_mut1_500_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut1_500_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_mut2_100_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut2_100_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_mut2_500_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut2_500_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_WT_100_EtOH,dPSI_BIO2195127_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_WT_500_EtOH,dPSI_BIO2195127_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_BIO2197294_CHX_vs_U1_mut1_100_CHX,dPSI_BIO2197294_CHX_vs_U1_mut1_100_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_mut1_500_CHX,dPSI_BIO2197294_CHX_vs_U1_mut1_500_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_mut2_100_CHX,dPSI_BIO2197294_CHX_vs_U1_mut2_100_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_mut2_500_CHX,dPSI_BIO2197294_CHX_vs_U1_mut2_500_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_WT_100_CHX,dPSI_BIO2197294_CHX_vs_U1_WT_100_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_WT_500_CHX,dPSI_BIO2197294_CHX_vs_U1_WT_500_CHX,Padj_maxP_BIO2197294_EtOH_vs_U1_mut1_100_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut1_100_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_mut1_500_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut1_500_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_mut2_100_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut2_100_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_mut2_500_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut2_500_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_WT_100_EtOH,dPSI_BIO2197294_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_WT_500_EtOH,dPSI_BIO2197294_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_Branaplam_CHX_vs_U1_mut1_100_CHX,dPSI_Branaplam_CHX_vs_U1_mut1_100_CHX,Padj_maxP_Branaplam_CHX_vs_U1_mut1_500_CHX,dPSI_Branaplam_CHX_vs_U1_mut1_500_CHX,Padj_maxP_Branaplam_CHX_vs_U1_mut2_100_CHX,dPSI_Branaplam_CHX_vs_U1_mut2_100_CHX,Padj_maxP_Branaplam_CHX_vs_U1_mut2_500_CHX,dPSI_Branaplam_CHX_vs_U1_mut2_500_CHX,Padj_maxP_Branaplam_CHX_vs_U1_WT_100_CHX,dPSI_Branaplam_CHX_vs_U1_WT_100_CHX,Padj_maxP_Branaplam_CHX_vs_U1_WT_500_CHX,dPSI_Branaplam_CHX_vs_U1_WT_500_CHX,Padj_maxP_Branaplam_EtOH_vs_U1_mut1_100_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut1_100_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_mut1_500_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut1_500_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_mut2_100_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut2_100_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_mut2_500_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut2_500_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_WT_100_EtOH,dPSI_Branaplam_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_WT_500_EtOH,dPSI_Branaplam_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut1_100_CHX_vs_U1_WT_100_CHX,dPSI_U1_mut1_100_CHX_vs_U1_WT_100_CHX,Padj_maxP_U1_mut1_100_CHX_vs_U1_WT_100_EtOH,dPSI_U1_mut1_100_CHX_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut1_100_EtOH_vs_U1_WT_100_EtOH,dPSI_U1_mut1_100_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut1_500_CHX_vs_U1_WT_500_CHX,dPSI_U1_mut1_500_CHX_vs_U1_WT_500_CHX,Padj_maxP_U1_mut1_500_CHX_vs_U1_WT_500_EtOH,dPSI_U1_mut1_500_CHX_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut1_500_EtOH_vs_U1_WT_500_EtOH,dPSI_U1_mut1_500_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut2_100_CHX_vs_U1_WT_100_CHX,dPSI_U1_mut2_100_CHX_vs_U1_WT_100_CHX,Padj_maxP_U1_mut2_100_CHX_vs_U1_WT_100_EtOH,dPSI_U1_mut2_100_CHX_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut2_100_EtOH_vs_U1_WT_100_EtOH,dPSI_U1_mut2_100_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut2_500_CHX_vs_U1_WT_500_CHX,dPSI_U1_mut2_500_CHX_vs_U1_WT_500_CHX,Padj_maxP_U1_mut2_500_CHX_vs_U1_WT_500_EtOH,dPSI_U1_mut2_500_CHX_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut2_500_EtOH_vs_U1_WT_500_EtOH,dPSI_U1_mut2_500_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_U1_WT_500_BIO2197294_vs_BIO2197294_EtOH,dPSI_U1_WT_500_BIO2197294_vs_BIO2197294_EtOH,Padj_maxP_U1_WT_500_BIO2197294_vs_U1_WT_500_EtOH,dPSI_U1_WT_500_BIO2197294_vs_U1_WT_500_EtOH,Padj_maxP_U1_WT_500_Branaplam_vs_Branaplam_EtOH,dPSI_U1_WT_500_Branaplam_vs_Branaplam_EtOH,Padj_maxP_U1_WT_500_Branaplam_vs_U1_WT_500_EtOH,dPSI_U1_WT_500_Branaplam_vs_U1_WT_500_EtOH
EXOC6B,8.52033626332106e-06,0.254974101425833,2.99434471555655e-08,0.303602924256752,2.02505887481317e-07,0.273983090511164,1.0358745307555e-07,-0.443605210485404,2.25971639009788e-07,0.275808981034401,5.66868275974997e-07,0.284330738558994,1.27749009102645e-05,0.250571862868679,1.30305508479062e-06,-0.476937978563357,2.8742761667115e-05,-0.454077747129851,1.50495393240797e-06,0.255904822649362,5.21961814981932e-07,0.289742257741727,8.55180229050948e-07,0.274229023740539,NA,NA,1.62105961326168e-05,-0.262617120406519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265834615225121,-0.250806147316173,6.16137944288922e-05,-0.347205786161132,0.00170373631950169,-0.286560430227731,NA,NA,0.00183385367704621,-0.288312607625,0.00351522027852833,-0.282385967705935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXOG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000574560352805867,-0.316713877169933,NA,NA,NA,NA
EYA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84905133838901e-07,0.254799300752366,NA,NA,NA,NA,6.82701601601467e-10,-0.405658117982475,NA,NA,NA,NA,5.07813644398167e-07,-0.48100611659059,NA,NA,NA,NA,1.4158707530718e-09,-0.461513516374106,NA,NA,0.00535666498882329,-0.37958483555844,0.0112505921566472,-0.362176290472319,NA,NA,NA,NA
EZH2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25111594939428e-12,-0.25596667221924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAAHP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00775524136348347,-0.250657206904745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00417159644480281,-0.256633980199077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAAP20,3.19490694611088e-05,-0.282689005238953,NA,NA,9.13705263789426e-08,-0.348649998054108,0.00671244509397112,0.277665435511887,4.88180034769861e-07,-0.335621607016754,NA,NA,NA,NA,NA,NA,4.05195721922648e-07,-0.291919103002963,9.66522150398508e-08,-0.328295930580563,1.05006305733996e-07,-0.298799487721155,1.63034819826337e-08,-0.304262107031568,NA,NA,NA,NA,4.16243535749717e-06,-0.293235148742098,NA,NA,2.5584627871384e-05,-0.280008890053819,NA,NA,NA,NA,NA,NA,NA,NA,2.63945167272192e-06,-0.287520637429382,NA,NA,1.31068781937585e-06,-0.251653439552598,1.51296885395646e-05,-0.282512445195103,NA,NA,2.62251798635504e-08,-0.347554528599449,0.00999996435947953,0.260775281198487,1.57974873182514e-07,-0.334810474380756,8.05453881346988e-07,-0.323130515885841,NA,NA,NA,NA,3.52124559930217e-06,-0.3054469327923,3.37571254157631e-08,-0.346935584827449,3.57648988931168e-08,-0.305152353393332,5.26649145947181e-09,-0.310067207043203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00994645352946281,0.253947295982727
FAIM,NA,NA,1.09495635575725e-14,0.274190422948166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46693544834009e-11,0.299991449221163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM120C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0325903930389531,0.31507175716188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122276320423171,0.259320493523746,NA,NA,NA,NA,0.0207747165806497,0.303200019474596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM122C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00268688952425475,0.331262447862506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0130292134674409,0.333900404615766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00346563381369596,0.356043823834326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM133B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91561735204345e-11,-0.344784444752126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM13A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18945416886467e-05,-0.313350330614483,NA,NA,NA,NA,5.07933276987844e-05,-0.272007963333084,NA,NA,NA,NA,6.80450988365312e-06,-0.34744291911501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM13B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000189610658242991,-0.260362097890776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM149B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26401246590301e-06,-0.313999168990476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6443249219361e-05,-0.264588643675687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM155B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00859073033835825,-0.265133579424517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM156B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00984964708453401,-0.276387335314781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM157C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00685115163612221,0.250151528997661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM168B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04274288870236e-05,0.25372395157286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8489676317614e-05,0.252532421370748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30308806083913e-06,0.271431696627839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68764939141696e-05,0.260549220389748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13831080946138e-14,-0.306879492146088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM172A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63072975851112e-05,-0.321980998295915,NA,NA,NA,NA,0.00192887516393694,0.339979246174211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM174C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78523420428451e-07,-0.258350529708918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59926980177762e-09,-0.25986700403882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM184A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32890308904937e-05,-0.252391479991385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98396366093501e-05,-0.299207307466929,NA,NA,NA,NA,0.00018361749995789,-0.278681341080612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM193A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26555225533764e-13,-0.310463593714585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM200A,NA,NA,NA,NA,NA,NA,0.000657565552938517,0.290726510156052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00310158262217101,0.306755405821622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174644711319282,0.276913432053859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65725528599659e-08,-0.284809845368327,1.52329652461613e-08,-0.303751539332781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM214A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00568998619198404,-0.269652136697537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00109053070102509,0.271104834821907,NA,NA,NA,NA,NA,NA,0.0309858486003604,-0.361026771244014,NA,NA,NA,NA,NA,NA,NA,NA,0.000178876124908707,0.285992267191071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM222B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000431697643859369,0.670161653574549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000467329938648313,0.670169466599913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM66D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0203388500457578,0.255020681221663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM81A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0464200294892879,-0.271297131136787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM92A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13856154390142e-05,0.25433786546178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149346622783769,0.545861443680295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM95C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0468249037563365,-0.256352080327004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111575852546227,0.280021714974697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
