UniqueID,Gene.Name,U1-WT-500-BIO2197294_vs_DMSO_logFC,P.Value.x,Adj.P.Value.x,U1-WT-500-BIO2197294_vs_WT-500_logFC,P.Value.y,Adj.P.Value.y,U1-WT-500-Branaplam_vs_DMSO_logFC,P.Value.x.1,Adj.P.Value.x.1,U1-WT-500-Branaplam_vs_WT-500_logFC,P.Value.y.1,Adj.P.Value.y.1
ENSG00000232656.8,IDI2-AS1,1.43791317876453,9.1285118521197e-05,0.00115477898984719,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000279696.1,AP001273.1,1.43741089949194,3.71557135296627e-13,3.6172635275857e-11,1.51642256452203,2.17837775593903e-14,4.2033381382974e-12,NA,NA,NA,NA,NA,NA
ENSG00000003756.17,RBM5,1.43735593421112,1.41802467489045e-12,1.20044009162375e-10,1.49151317902099,1.63613571696428e-13,2.39853246403803e-11,NA,NA,NA,NA,NA,NA
ENSG00000253463.1,HMGB1P19,1.43621817486876,0.00801442923020139,0.0516428954670865,0.643186217003729,0.0473705200697199,0.199479496148655,NA,NA,NA,NA,NA,NA
ENSG00000015592.16,STMN4,1.43300142903115,0.0163269262190637,0.0923453476418358,0.192319660009353,0.215890154537639,0.608709395384256,NA,NA,NA,NA,NA,NA
ENSG00000243302.3,AC018638.4,1.43268506761892,5.54248865158501e-09,2.0555594816553e-07,1.71153175920559,3.12735939054713e-12,3.16606572201758e-10,NA,NA,NA,NA,NA,NA
ENSG00000179406.8,LINC00174,1.43239816974702,5.04088032879049e-10,2.37954383280062e-08,1.94517131318886,1.08146299076526e-17,8.41900292397121e-15,NA,NA,NA,NA,NA,NA
ENSG00000196378.12,ZNF34,1.43020027911714,1.42570479016765e-09,6.06768532281734e-08,1.1978828479124,5.01708866270383e-07,1.20112188387276e-05,NA,NA,NA,NA,NA,NA
ENSG00000182389.19,CACNB4,1.42996070105003,4.18107624327372e-12,3.16151606550455e-10,1.29773220502109,4.54457500329654e-10,2.33709169190029e-08,NA,NA,NA,NA,NA,NA
ENSG00000175697.10,GPR156,1.42716091142814,7.0674364992722e-06,0.000121063529182914,1.12016454234281,0.000354234730458535,0.00364503339782675,NA,NA,NA,NA,NA,NA
ENSG00000267254.7,ZNF790-AS1,1.42715668996546,2.36394295896965e-06,4.56852996164813e-05,1.70440900967387,4.43544931431428e-08,1.37358990013661e-06,NA,NA,NA,NA,NA,NA
ENSG00000162669.16,HFM1,1.42680737297578,4.61111521675771e-07,1.06989778589418e-05,1.69056453964877,2.0875177584356e-09,9.11562880356714e-08,NA,NA,NA,NA,NA,NA
