UniqueID,Gene.Name,BIO2197294-CHX_vs_DMSO_logFC,P.Value.x,Adj.P.Value.x,BIO2197294-CHX_vs_DMSO-CHX_logFC,P.Value.y,Adj.P.Value.y,BIO2197294-CHX_vs_7294_logFC,P.Value.x.1,Adj.P.Value.x.1,BIO2197294-EtOH_vs_DMSO_logFC,P.Value.y.1,Adj.P.Value.y.1,BIO2197294-EtOH_vs_U1_WT100_EtOH_logFC,P.Value.x.2,Adj.P.Value.x.2,BIO2197294-EtOH_vs_U1_WT500_EtOH_logFC,P.Value.y.2,Adj.P.Value.y.2,BIO2197294-CHX_vs_U1_WT100_CHX_logFC,P.Value.x.3,Adj.P.Value.x.3,BIO2197294-CHX_vs_U1_WT500_CHX_logFC,P.Value.y.3,Adj.P.Value.y.3,BIO2197294-EtOH_vs_U1_U1_mut1_100_EtOH_logFC,P.Value.x.4,Adj.P.Value.x.4,BIO2197294-EtOH_vs_U1_U1_mut1_500_EtOH_logFC,P.Value.y.4,Adj.P.Value.y.4,BIO2197294-CHX_vs_U1_U1_mut1_100_CHX_logFC,P.Value.x.5,Adj.P.Value.x.5,BIO2197294-CHX_vs_U1_U1_mut1_500_CHX_logFC,P.Value.y.5,Adj.P.Value.y.5,BIO2197294-EtOH_vs_U1_U1_mut2_100_EtOH_logFC,P.Value.x.6,Adj.P.Value.x.6,BIO2197294-EtOH_vs_U1_U1_mut2_500_EtOH_logFC,P.Value.y.6,Adj.P.Value.y.6,BIO2197294-CHX_vs_U1_U1_mut2_100_CHX_logFC,P.Value.x.7,Adj.P.Value.x.7,BIO2197294-CHX_vs_U1_U1_mut2_500_CHX_logFC,P.Value.y.7,Adj.P.Value.y.7
ENSG00000197386.12,HTT,-1.55602999241289,4.21288007243949e-51,1.01753692389631e-46,NA,NA,NA,NA,NA,NA,-1.52746385129829,3.23693554160576e-49,6.28742359601503e-45,-1.28082882691685,2.01731385455569e-33,3.31091636378952e-29,-1.36039266371348,3.65123739542373e-38,7.66759853038983e-34,NA,NA,NA,-0.469621761401435,0.000815276513631044,0.470952630864109,-1.22962610326188,1.50537642849527e-30,3.99195721308376e-26,-0.86072558482343,7.89660474656315e-14,7.687673745977e-11,NA,NA,NA,NA,NA,NA,-1.3542357015695,1.43612846322332e-38,3.58184800012528e-34,-1.27804798146787,2.88175648596369e-33,2.24440800981805e-29,NA,NA,NA,-0.443275041619785,0.0025896936582207,0.0991559789077656
ENSG00000111206.13,FOXM1,-0.460778486704196,6.56890617251558e-05,0.000410395216722113,NA,NA,NA,-0.498281657589647,4.83415313693731e-06,3.54631045665746e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000113318.11,MSH3,0.401198708280988,0.00484859057738688,0.0202819550079018,NA,NA,NA,0.458976032899846,0.000528186827254995,0.00258940101108119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
