UniqueID,Gene.Name,U1-mut1-100-CHX_vs_DMSO_logFC,P.Value.x,Adj.P.Value.x,U1-mut1-100-CHX_vs_DMSO-CHX_logFC,P.Value.y,Adj.P.Value.y,U1-mut1-100-CHX_vs_mut1-100_logFC,P.Value.x.1,Adj.P.Value.x.1,U1-mut1-100-EtOH_vs_DMSO_logFC,P.Value.y.1,Adj.P.Value.y.1,U1-mut1-100-CHX_vs_WT_EtOH_logFC,P.Value.x.2,Adj.P.Value.x.2,U1-mut1-100-CHX_vs_WT_CHX_logFC,P.Value.y.2,Adj.P.Value.y.2,U1-mut1-100-EtOH_vs_WT_EtOH_logFC,P.Value.x.3,Adj.P.Value.x.3,U1-mut1-500-CHX_vs_DMSO_logFC,P.Value.y.3,Adj.P.Value.y.3,U1-mut1-500-CHX_vs_DMSO-CHX_logFC,P.Value.x.4,Adj.P.Value.x.4,U1-mut1-500-CHX_vs_mut1-500_logFC,P.Value.y.4,Adj.P.Value.y.4,U1-mut1-500-EtOH_vs_DMSO_logFC,P.Value.x.5,Adj.P.Value.x.5,U1-mut1-500-CHX_vs_WT_EtOH_logFC,P.Value.y.5,Adj.P.Value.y.5,U1-mut1-500-CHX_vs_WT_CHX_logFC,P.Value.x.6,Adj.P.Value.x.6,U1-mut1-500-EtOH_vs_WT_EtOH_logFC,P.Value.y.6,Adj.P.Value.y.6
ENSG00000197386.12,HTT,-1.26568981671373,1.71502622293205e-32,4.14230283624777e-29,NA,NA,NA,-0.956341779946466,7.32019490649951e-18,4.60428821814278e-16,NA,NA,NA,-1.01381207202121,4.80589302092746e-20,5.5750594341838e-18,NA,NA,NA,NA,NA,NA,-1.34761202252123,2.84263591683836e-37,4.57721235329312e-34,NA,NA,NA,-0.682707446784486,4.13700118315141e-08,7.48646028060656e-07,-0.636637633234591,3.8987506036746e-07,5.94027819250785e-05,-1.18067845859531,8.53661579441162e-28,1.4247002002602e-24,NA,NA,NA,-0.46198018769658,0.00118680671210192,0.0954843426017225
ENSG00000111206.13,FOXM1,-0.473833153996871,2.77147730444117e-05,0.00018111334235435,NA,NA,NA,-0.519097258208747,7.97745564319832e-07,6.36325911988669e-06,NA,NA,NA,-0.474774363776632,2.46064493092628e-05,0.00016027930327039,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318429574779803,0.0394767757549867,0.577205798194783,-0.435045255860238,0.00034419900886764,0.00230184407771889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000113318.11,MSH3,0.319683931716931,0.0874566659261101,0.239711853394614,NA,NA,NA,0.428981984762476,0.00143345145976392,0.00614849105091067,NA,NA,NA,0.379294588295673,0.0130567646758314,0.0473946685751581,NA,NA,NA,NA,NA,NA,0.271588366330049,0.29459947180791,0.61282069094621,NA,NA,NA,0.357084834436916,0.0246145163944055,0.0911766547435069,NA,NA,NA,0.259654130764141,0.37102748116278,0.720799625623045,NA,NA,NA,NA,NA,NA
