UniqueID,Gene.Name,U1-WT-500-BIO2197294_vs_DMSO_logFC,P.Value.x,Adj.P.Value.x,U1-WT-500-BIO2197294_vs_WT-500_logFC,P.Value.y,Adj.P.Value.y,U1-WT-500-Branaplam_vs_DMSO_logFC,P.Value.x.1,Adj.P.Value.x.1,U1-WT-500-Branaplam_vs_WT-500_logFC,P.Value.y.1,Adj.P.Value.y.1
ENSG00000197386.12,HTT,-1.28766011312776,8.12413071969804e-34,9.49101571328724e-30,-1.12051477718374,7.80659169580358e-25,3.52483228248923e-21,-1.32776178897391,3.29943396140224e-36,7.4488021112617e-32,-1.16013195310501,6.99428320726437e-27,1.68932922305056e-22
ENSG00000113318.11,MSH3,0.300388133891195,0.134331680057459,0.45369466674509,0.288633861558996,0.179125117143702,0.532867129349877,NA,NA,NA,NA,NA,NA
ENSG00000111206.13,FOXM1,-0.262635842294768,0.286581146221111,0.753202303875845,-0.282134387577913,0.199864083876555,0.576998920408838,NA,NA,NA,NA,NA,NA
