,dPSI_iPSC-4088-10x,dPSI_iPSC-4088-3x,dPSI_iPSC-4090-10x,dPSI_iPSC-4090-3x,dPSI_iPSC-4714-10x,dPSI_iPSC-4714-3x,dPSI_iPSC-4741-10x,dPSI_iPSC-4741-3x,dPSI_iPSC-4748-10x,dPSI_iPSC-4748-3x,dPSI_iPSC-5420-10x,dPSI_iPSC-5420-3x,dPSI_iPSC-6152-10x,dPSI_iPSC-6152-3x,dPSI_iPSC-6527-10x,dPSI_iPSC-6527-3x,dPSI_iPSC-6866-10x,dPSI_iPSC-6866-3x,dPSI_iPSC-6960-10x,dPSI_iPSC-6960-3x,dPSI_iPSC-9701-10x,dPSI_iPSC-9701-3x,dPSI_NGN2-4088-10x,dPSI_NGN2-4088-3x,dPSI_NGN2-4090-10x,dPSI_NGN2-4090-3x,dPSI_NGN2-4714-10x,dPSI_NGN2-4714-3x,dPSI_NGN2-4741-10x,dPSI_NGN2-4741-3x,dPSI_NGN2-4748-10x,dPSI_NGN2-4748-3x,dPSI_NGN2-5420-10x,dPSI_NGN2-5420-3x,dPSI_NGN2-6152-10x,dPSI_NGN2-6152-3x,dPSI_NGN2-6527-10x,dPSI_NGN2-6527-3x,dPSI_NGN2-6866-10x,dPSI_NGN2-6866-3x,dPSI_NGN2-6960-10x,dPSI_NGN2-6960-3x,dPSI_NGN2-9701-10x,dPSI_NGN2-9701-3x,minpadj_maxPdPSI_iPSC-4088-10x,minpadj_maxPdPSI_iPSC-4088-3x,minpadj_maxPdPSI_iPSC-4090-10x,minpadj_maxPdPSI_iPSC-4090-3x,minpadj_maxPdPSI_iPSC-4714-10x,minpadj_maxPdPSI_iPSC-4714-3x,minpadj_maxPdPSI_iPSC-4741-10x,minpadj_maxPdPSI_iPSC-4741-3x,minpadj_maxPdPSI_iPSC-4748-10x,minpadj_maxPdPSI_iPSC-4748-3x,minpadj_maxPdPSI_iPSC-5420-10x,minpadj_maxPdPSI_iPSC-5420-3x,minpadj_maxPdPSI_iPSC-6152-10x,minpadj_maxPdPSI_iPSC-6152-3x,minpadj_maxPdPSI_iPSC-6527-10x,minpadj_maxPdPSI_iPSC-6527-3x,minpadj_maxPdPSI_iPSC-6866-10x,minpadj_maxPdPSI_iPSC-6866-3x,minpadj_maxPdPSI_iPSC-6960-10x,minpadj_maxPdPSI_iPSC-6960-3x,minpadj_maxPdPSI_iPSC-9701-10x,minpadj_maxPdPSI_iPSC-9701-3x,minpadj_maxPdPSI_NGN2-4088-10x,minpadj_maxPdPSI_NGN2-4088-3x,minpadj_maxPdPSI_NGN2-4090-10x,minpadj_maxPdPSI_NGN2-4090-3x,minpadj_maxPdPSI_NGN2-4714-10x,minpadj_maxPdPSI_NGN2-4714-3x,minpadj_maxPdPSI_NGN2-4741-10x,minpadj_maxPdPSI_NGN2-4741-3x,minpadj_maxPdPSI_NGN2-4748-10x,minpadj_maxPdPSI_NGN2-4748-3x,minpadj_maxPdPSI_NGN2-5420-10x,minpadj_maxPdPSI_NGN2-5420-3x,minpadj_maxPdPSI_NGN2-6152-10x,minpadj_maxPdPSI_NGN2-6152-3x,minpadj_maxPdPSI_NGN2-6527-10x,minpadj_maxPdPSI_NGN2-6527-3x,minpadj_maxPdPSI_NGN2-6866-10x,minpadj_maxPdPSI_NGN2-6866-3x,minpadj_maxPdPSI_NGN2-6960-10x,minpadj_maxPdPSI_NGN2-6960-3x,minpadj_maxPdPSI_NGN2-9701-10x,minpadj_maxPdPSI_NGN2-9701-3x
MMS22L,0.493673118444258,NA,NA,NA,0.589088001170007,NA,0.748805353326555,NA,NA,NA,0.537393610455891,NA,0.398299949844823,NA,NA,NA,0.722861642330115,NA,0.357751096883243,NA,0.326499244296809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14329148709832e-11,NA,NA,NA,2.90512384596425e-11,NA,9.98917574197958e-12,NA,NA,NA,5.50205000152337e-11,NA,8.89275231229576e-10,NA,NA,NA,2.41523230434934e-10,NA,2.16013858031352e-09,NA,1.50940543878581e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MORN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408167927440548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962996643852818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRPL39,0.329659995224539,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267786391117769,NA,NA,NA,NA,NA,0.462296326964111,NA,NA,NA,NA,NA,0.445579907208228,NA,NA,NA,0.364795357942069,NA,NA,NA,0.251313527584084,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266838587130924,NA,NA,NA,5.25547362453191e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02017062336892e-15,NA,NA,NA,NA,NA,1.16584440719173e-19,NA,NA,NA,NA,NA,6.49528035694717e-16,NA,NA,NA,5.33686239677471e-16,NA,NA,NA,2.69717628961973e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74324437716127e-12,NA,NA,NA
MRPS5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442060945365944,NA,NA,NA,0.509088008906724,NA,0.656231772078623,0.413022720759912,0.527027661938117,NA,NA,NA,0.412073431359149,NA,NA,NA,NA,NA,0.427712245321578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989096739282707,NA,NA,NA,0.999716857507767,NA,0.999999999953928,0.956433519622691,0.99979614881967,NA,NA,NA,0.97294116707486,NA,NA,NA,NA,NA,0.987175628708689,NA,NA,NA
MSL3,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0425753610909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSMO1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272958107899807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54084048633805e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTERF3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31857089185205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00198397865044341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTG1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00517548254262,NA,NA,NA,NA,0.0134049948746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTMR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484797339833643,NA,NA,NA,NA,NA,0.598877390312577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22469082422088e-09,NA,NA,NA,NA,NA,5.63999105729033e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUC20-OT1,NA,NA,NA,NA,NA,NA,0.271671622036349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261664504268568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0439868727523446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0188940698649881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYCBP2,-0.412,-0.383,-0.481,-0.328,-0.448,NA,0.344516858862064,NA,-0.464,NA,NA,NA,-0.398,NA,-0.357,NA,0.401038532217169,NA,-0.35,NA,-0.43,-0.319,-0.463,-0.35,-0.391,NA,-0.324,NA,0.401967562894165,-0.395,-0.415,-0.311,-0.483,-0.361,-0.448,NA,-0.405,NA,-0.303,NA,-0.314,-0.313,-0.304,NA,1.40758408929e-08,7.66768668962e-07,0,0.000814954186273,2.74481405633e-09,NA,7.44007370894632e-09,NA,3.43442236675e-11,NA,NA,NA,1.48537986613e-07,NA,0.00157180714191,NA,0.966108800290954,NA,3.4428775102e-06,NA,2.14856917204e-10,0.000777793946513,0,0,0,NA,0,NA,7.00823408363004e-07,0.0025087165278,0,6.27871902618e-10,0,0,0,NA,0.0436112052415,NA,0,NA,0,2.14490537541e-08,0,NA
MYLK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487785820542579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997605350032167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYO19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470977558017291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982920189956768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYO5A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302276376535354,NA,NA,NA,0.265004939168962,NA,NA,NA,0.263920266248561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21876854642189e-06,NA,NA,NA,5.70861922444579e-06,NA,NA,NA,0.000208768485103056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYT1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363159472823544,NA,NA,NA,0.363285956481764,NA,NA,NA,NA,NA,0.397774757856833,NA,NA,NA,-0.257252890912441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90526067110837e-08,NA,NA,NA,7.82610454824655e-11,NA,NA,NA,NA,NA,2.35968364015128e-09,NA,NA,NA,0.00158930690964389,NA,NA,NA,NA,NA,NA,NA
NAA40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01984408394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAALAD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25774497722528,NA,0.265558132475689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467283744375075,NA,0.0273354170902193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294066273536763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00693647987412557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00258493297464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAV2,-0.583,0.391397880396102,-0.486,0.334750985618821,-0.568,-0.59,-0.764,0.528293036584046,-0.73,-0.325,-0.463,0.355014227840806,-0.516,-0.318,-0.61,0.444036242595472,-0.742,-0.518,-0.577,0.484710931313115,-0.523,0.374036523904326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000179437881037675,0,0.000200489072071545,0,5.75756499558e-09,0,9.62706053294259e-06,0,0,0,0.000260795727816521,0,0,1.74501154268e-13,2.34890790580462e-05,0,0,0,0.000690206622584963,0,7.03148031297352e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCOA6,NA,NA,NA,NA,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25700202167e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCOR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395284547755982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0211821552051348,NA,NA,NA
NEK9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334583528124961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010064618757256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NELFA,NA,NA,NA,NA,NA,NA,0.316490670994693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366423914096918,NA,0.509125770273687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3135029241782e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928806187079952,NA,4.27685856209807e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NIPA1,NA,NA,NA,NA,NA,NA,0.579715106551001,NA,NA,NA,NA,NA,-0.470237143232191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374117643448937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3954014323439e-09,NA,NA,NA,NA,NA,0.991698679643356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00425026537888272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NKAIN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422767324880691,NA,0.362165436683917,NA,0.483484916884228,0.252183401997738,0.806038162544447,0.425861396852347,0.38915972812992,NA,0.339494113473274,NA,0.582743057267103,0.270997176490272,NA,NA,0.364525719141985,NA,0.265215177045404,NA,0.330434546906231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000941689567538459,NA,0.00495863699056007,NA,0.000267979225279758,0.00267807356673521,9.47383441660142e-19,0.0207610256169189,0.00333076579262623,NA,8.66024352528078e-19,NA,0.000466475906243661,1.23131115303247e-15,NA,NA,0.00455846245205176,NA,3.71733537810664e-16,NA,0.0084575348139695,NA
NKTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000199612535845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1104161034e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLGN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443303983577395,NA,0.519114747701183,NA,0.626247201614391,NA,0.578859275638859,NA,0.435442725605611,NA,NA,NA,0.304792016986312,NA,NA,NA,0.330615554063724,NA,0.420231578116286,NA,0.300109609835851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91686954002167e-10,NA,3.69475313913787e-11,NA,4.16369080081191e-11,NA,9.89234069192612e-09,NA,6.30860836237538e-07,NA,NA,NA,6.11950979232114e-08,NA,NA,NA,7.71498345462079e-09,NA,2.3034194549589e-09,NA,4.29757589707715e-10,NA
NLGN4Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262922657237172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000248998113262199,NA,NA,NA,NA,NA,NA,NA
NLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259779336236373,NA,NA,NA,0.433942295288258,NA,NA,NA,0.29158146088769,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259259554425001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63373180081839e-10,NA,NA,NA,1.10658129308581e-10,NA,NA,NA,7.10792354845768e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93891785345977e-10,NA,NA,NA
NME4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40671177900685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962105326678977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NMT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254139284952808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00485462844436369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOL12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415278226350524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919221550755196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOP56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44087503836356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999976012835589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPHP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1225116301e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPRL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000596218439731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NQO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404997975378794,NA,NA,NA,NA,NA,-0.331,NA,NA,NA,NA,NA,NA,NA,0.353951505491677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973970868975307,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4.48078431545017e-08,NA,NA,NA
NR1H3,-0.398254470645489,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481528181042083,NA,NA,NA,NA,NA,0.289413543928881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.911297448320952,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998274247983652,NA,NA,NA,NA,NA,2.40206061040097e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NREP,NA,-0.264672427937033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412518988986909,NA,NA,NA,NA,NA,NA,NA,NA,0.000635272710658412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56675919598827e-08,NA,NA,NA,NA,NA,NA,NA
NRG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378167240734944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176205269997931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
