,dPSI_iPSC-4088-10x,dPSI_iPSC-4088-3x,dPSI_iPSC-4090-10x,dPSI_iPSC-4090-3x,dPSI_iPSC-4714-10x,dPSI_iPSC-4714-3x,dPSI_iPSC-4741-10x,dPSI_iPSC-4741-3x,dPSI_iPSC-4748-10x,dPSI_iPSC-4748-3x,dPSI_iPSC-5420-10x,dPSI_iPSC-5420-3x,dPSI_iPSC-6152-10x,dPSI_iPSC-6152-3x,dPSI_iPSC-6527-10x,dPSI_iPSC-6527-3x,dPSI_iPSC-6866-10x,dPSI_iPSC-6866-3x,dPSI_iPSC-6960-10x,dPSI_iPSC-6960-3x,dPSI_iPSC-9701-10x,dPSI_iPSC-9701-3x,dPSI_NGN2-4088-10x,dPSI_NGN2-4088-3x,dPSI_NGN2-4090-10x,dPSI_NGN2-4090-3x,dPSI_NGN2-4714-10x,dPSI_NGN2-4714-3x,dPSI_NGN2-4741-10x,dPSI_NGN2-4741-3x,dPSI_NGN2-4748-10x,dPSI_NGN2-4748-3x,dPSI_NGN2-5420-10x,dPSI_NGN2-5420-3x,dPSI_NGN2-6152-10x,dPSI_NGN2-6152-3x,dPSI_NGN2-6527-10x,dPSI_NGN2-6527-3x,dPSI_NGN2-6866-10x,dPSI_NGN2-6866-3x,dPSI_NGN2-6960-10x,dPSI_NGN2-6960-3x,dPSI_NGN2-9701-10x,dPSI_NGN2-9701-3x,minpadj_maxPdPSI_iPSC-4088-10x,minpadj_maxPdPSI_iPSC-4088-3x,minpadj_maxPdPSI_iPSC-4090-10x,minpadj_maxPdPSI_iPSC-4090-3x,minpadj_maxPdPSI_iPSC-4714-10x,minpadj_maxPdPSI_iPSC-4714-3x,minpadj_maxPdPSI_iPSC-4741-10x,minpadj_maxPdPSI_iPSC-4741-3x,minpadj_maxPdPSI_iPSC-4748-10x,minpadj_maxPdPSI_iPSC-4748-3x,minpadj_maxPdPSI_iPSC-5420-10x,minpadj_maxPdPSI_iPSC-5420-3x,minpadj_maxPdPSI_iPSC-6152-10x,minpadj_maxPdPSI_iPSC-6152-3x,minpadj_maxPdPSI_iPSC-6527-10x,minpadj_maxPdPSI_iPSC-6527-3x,minpadj_maxPdPSI_iPSC-6866-10x,minpadj_maxPdPSI_iPSC-6866-3x,minpadj_maxPdPSI_iPSC-6960-10x,minpadj_maxPdPSI_iPSC-6960-3x,minpadj_maxPdPSI_iPSC-9701-10x,minpadj_maxPdPSI_iPSC-9701-3x,minpadj_maxPdPSI_NGN2-4088-10x,minpadj_maxPdPSI_NGN2-4088-3x,minpadj_maxPdPSI_NGN2-4090-10x,minpadj_maxPdPSI_NGN2-4090-3x,minpadj_maxPdPSI_NGN2-4714-10x,minpadj_maxPdPSI_NGN2-4714-3x,minpadj_maxPdPSI_NGN2-4741-10x,minpadj_maxPdPSI_NGN2-4741-3x,minpadj_maxPdPSI_NGN2-4748-10x,minpadj_maxPdPSI_NGN2-4748-3x,minpadj_maxPdPSI_NGN2-5420-10x,minpadj_maxPdPSI_NGN2-5420-3x,minpadj_maxPdPSI_NGN2-6152-10x,minpadj_maxPdPSI_NGN2-6152-3x,minpadj_maxPdPSI_NGN2-6527-10x,minpadj_maxPdPSI_NGN2-6527-3x,minpadj_maxPdPSI_NGN2-6866-10x,minpadj_maxPdPSI_NGN2-6866-3x,minpadj_maxPdPSI_NGN2-6960-10x,minpadj_maxPdPSI_NGN2-6960-3x,minpadj_maxPdPSI_NGN2-9701-10x,minpadj_maxPdPSI_NGN2-9701-3x
CASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298640770957358,NA,NA,NA,NA,NA,NA,NA,0.558955540482946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000791359554104329,NA,NA,NA,NA,NA,NA,NA,0.000106617164747642,NA,NA,NA,NA,NA,NA,NA
CBARP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284995560889103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0445908454632998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC2D1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271907603016274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0167677927684912
CCDC18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.260735060515354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0290294011984395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.308,NA,NA,NA,NA,-0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021131812523,NA,NA,NA,NA,0.0444260494056,NA,NA,NA,NA,NA,NA
CCDC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.444087343672643,NA,NA,NA,NA,NA,-0.271093207271876,NA,-0.254302995340838,NA,NA,-0.254117275642818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988907038364944,NA,NA,NA,NA,NA,0.00466959005772205,NA,7.683251072923e-09,NA,NA,0.0162538223230279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290294033421135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00212760203874627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538336701031739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998690772814978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCT6P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302558242735319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00875892209152762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCT7,-0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08090002284e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317866717178394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25448085852e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0379645967821334,NA,NA,NA,NA,NA,NA,NA
CDAN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269118978448372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0326719686880709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC37L1,NA,NA,NA,NA,0.63933277321371,NA,0.625682125274888,NA,0.292127549088664,NA,NA,NA,NA,NA,NA,NA,0.435955541592942,NA,0.276122291915852,NA,NA,NA,0.375971730013782,NA,0.377218910561143,NA,0.730250105909309,0.421224428542825,0.768129206539905,0.353790312663313,0.680917419456962,NA,NA,NA,NA,NA,0.449704723411363,NA,0.432911405686804,NA,0.555708697843302,NA,0.405631173553773,NA,NA,NA,NA,NA,5.85743985955603e-06,NA,3.06843901791401e-06,NA,1.11675052249952e-05,NA,NA,NA,NA,NA,NA,NA,3.60500508976188e-06,NA,1.69098744430744e-05,NA,NA,NA,5.14649336227343e-06,NA,0.000118106101110873,NA,4.62484293623062e-07,1.53741720235777e-05,1.9672157825852e-05,2.94789052948046e-05,1.04968285870273e-05,NA,NA,NA,NA,NA,0.000251515357932612,NA,1.04404299155201e-05,NA,8.57580487468302e-06,NA,2.14436415265436e-05,NA
CDCA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.406398413317952,NA,-0.483232584668744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965431731505011,NA,0.996411802455906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDH18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353463620029956,NA,NA,NA,0.403611923340662,NA,NA,NA,0.362365558510805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921435171067521,NA,NA,NA,0.998737861103853,NA,NA,NA,0.940705420450562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDK12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33295041183723,NA,NA,NA,NA,NA,NA,NA,NA,0.456792306162453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00950748007720266,NA,NA,NA,NA,NA,NA,NA,NA,0.995792894250918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDK14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390245162510014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00658279353001074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDK16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362355231933153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108294579632471,NA,NA,NA,NA,NA,NA,NA
CENPI,NA,NA,NA,NA,0.267973276628461,NA,0.419778977791546,0.577581633137126,NA,NA,NA,NA,0.330672323038403,NA,NA,NA,0.264237373596364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.70787097912122e-18,NA,0.00317876326424406,0.999999999999999,NA,NA,NA,NA,8.98166296104037e-24,NA,NA,NA,4.47652720494634e-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP162,NA,NA,NA,NA,-0.4552880740655,NA,NA,NA,NA,NA,-0.580496948454788,NA,-0.480872937696955,NA,NA,NA,-0.398642613802559,NA,0.382752791783285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461204069566618,NA,NA,NA,NA,NA,NA,NA,0.971519281273825,NA,NA,NA,NA,NA,0.999916869567196,NA,0.997596041423992,NA,NA,NA,0.924789693965861,NA,0.911075845959707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000432973304148589,NA,NA,NA
CEP41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27350119064911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000242420771696292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264318775656263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000433812937577308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP57L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292168184860126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372117536790607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298808373618754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0468046899797512,NA,NA,NA,NA,NA,NA,NA
CEP95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252374247804535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031590895961299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CERT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174952872188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CFAP70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26691036394e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CFLAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.296304671476202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454260920013628,NA,NA,NA
CHD9,-0.302,0.252991797301544,0.342037322059822,NA,0.497917695172257,NA,0.47015720787422,NA,0.408841061854046,NA,0.277641693729403,NA,0.37213397782084,NA,0.368033455083046,NA,0.466400325569693,0.257853468553429,0.354097146199594,NA,0.286050913976834,NA,0.361780797530511,NA,0.350407654696666,NA,-0.364,NA,0.403750941069698,NA,0.425896680932483,NA,NA,NA,NA,NA,0.368031137736519,NA,NA,NA,-0.364,NA,NA,NA,0,0.0386347476497504,3.05290418210286e-05,NA,1.26050760591852e-05,NA,1.79745841897117e-06,NA,0.00500271204424377,NA,0.0434736074590638,NA,8.82648152932079e-08,NA,5.33618560057762e-05,NA,0.000123448619012318,0.000296094102324579,0.000735159905854825,NA,0.000357244778125855,NA,2.33671193227282e-06,NA,9.4436365923899e-08,NA,0,NA,9.98084034654953e-14,NA,1.6372609154979e-08,NA,NA,NA,NA,NA,5.56934241436531e-08,NA,NA,NA,1.41718171982e-07,NA,NA,NA
CHEK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407498852731915,NA,0.419627397752006,0.385976480312404,0.427397182748068,NA,0.345911620351878,NA,0.41727288317246,NA,0.386818566205802,0.353555764358682,NA,NA,0.413845110017672,NA,0.426659388471969,NA,0.419404165972602,0.382820514986207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66694965994381e-05,NA,0.000932465843340168,0.0114802553105418,2.25076155455322e-06,NA,0.0340084199867842,NA,0.000262814276821947,NA,0.00698058510784984,0.0429689633838585,NA,NA,0.00132583643159793,NA,3.60941743748103e-05,NA,0.000806600195618263,0.00243557903297681,NA,NA
CHRM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.258395267611519,NA,0.400729447851094,NA,0.257234040925877,NA,-0.854554260459823,NA,0.622470553218793,NA,-0.543457121061977,NA,0.497280473544942,NA,NA,NA,NA,NA,0.253524234710672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0067215685273769,NA,0.91871566290532,NA,5.69232100590206e-05,NA,0.999999999878214,NA,0.999889548375791,NA,0.999814859187623,NA,0.996307928494797,NA,NA,NA,NA,NA,6.82013531888231e-05,NA,NA,NA
CHROMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00238547591915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020140119955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHST8,NA,NA,-0.335487177784085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0350138873392786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIP2A,0.31553256768644,NA,NA,NA,NA,NA,0.329767560066575,NA,0.330661538639153,NA,0.423820433418084,NA,NA,NA,NA,NA,0.517737075963429,NA,0.275020258875641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000122003112474482,NA,NA,NA,NA,NA,0.000120644364669361,NA,0.000101060730314252,NA,0.000404886362284356,NA,NA,NA,NA,NA,0.00125479947286277,NA,1.25724577646069e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIRBP,NA,NA,NA,NA,NA,NA,0.452828313322437,NA,NA,NA,NA,NA,0.451987169877738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105318644998943,NA,NA,NA,NA,NA,0.0340435039636385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIZ1,NA,NA,NA,NA,0.281635178679981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0290658296305798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLASP2,-0.985,-0.504991637084166,-0.554408038600687,-0.406253267698805,0.830992075057653,-0.507380927020373,0.825164257025692,-0.429743308336532,-0.557192378591908,-0.459469030774617,-0.574107406088459,-0.461384974878308,-0.558287601428892,-0.40467979927305,-0.563920549631736,-0.388923572166994,-0.554723587027829,-0.537248958897654,-0.556716459863347,-0.413434611866087,-0.557745295956195,-0.411206061845845,0.705083130499807,0.472007647812452,0.65325262034812,-0.418096090406268,0.861463188712355,0.452515571247205,0.640050502912737,NA,0.683888251696287,-0.429331244683899,0.616321460015212,-0.379139769021231,0.603822766341762,-0.362310210851436,0.605616417026859,-0.34952104189021,0.628997250516845,-0.371464985819791,0.657975054050511,-0.439709469633295,0.605997113525147,NA,9.47855549441e-10,0.999999994444414,0.999999999999978,0.994327047817078,0.0178419496473482,0.999999972636228,0.0296571024142026,0.998340858716615,1,0.999962402401977,1,0.999955331005156,1,0.993719164795192,0.999999999999988,0.980749665142442,1,0.999999999999735,1,0.993418799572161,1,0.994376038418494,1,1,1,0.999999947126434,9.65657204070633e-09,1,0.0430359325727659,NA,1,0.999999881229948,1,0.992448421748733,1,0.961800166236449,1,0.919611073578967,1,0.977088231354245,1,0.999999997778285,1,NA
CLK4,NA,NA,NA,NA,NA,NA,-0.381,NA,-0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315,NA,-0.369,-0.351,-0.509,-0.301,-0.538,NA,-0.564,NA,-0.506,NA,-0.427,NA,NA,NA,-0.359,NA,-0.359,NA,-0.408,NA,NA,NA,NA,NA,NA,NA,0.000939307673045,NA,0.0446594290082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24101006446e-05,NA,0.00016488508466,0.0299511892509,5.88483151099e-11,0.0115998596408,2.63018812144e-07,NA,0,NA,6.67670289056e-08,NA,5.29311518838e-07,NA,NA,NA,7.93364810518e-05,NA,0.00012896475553,NA,0.000360639633152,NA
CLN3,-0.433,NA,-0.391,NA,-0.431,-0.322,-0.368,NA,-0.417,-0.353,NA,NA,-0.37,NA,-0.335,NA,-0.411,NA,-0.393,NA,-0.354,NA,NA,NA,-0.319,NA,-0.337,-0.317,-0.325,NA,-0.323,NA,-0.314,NA,NA,NA,NA,NA,NA,NA,-0.344,NA,NA,NA,0,NA,0,NA,0,1.38851942499e-07,0,NA,0,6.82824130572e-10,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
