"","dPSI_iPSC_1755497_3x"
"RASSF8-AS1",0.582
"SKP1",0.486282912862705
"NOD1",0.469
"MYCBP2",0.446443997501062
"LARS1",0.446
"AC104109.3",0.44107860966806
"C12orf4",0.434156919446293
"IFT27",0.424
"ARL15",0.401
"CHROMR",0.401
"KDM6A",0.398951694419709
"POMT2",0.389
"NAV2",0.380491764727469
"LARP7",0.374302294775658
"MADD",0.35060088424525
"PILRB",0.343
"PDE7A",0.342075444372789
"LINC01128",0.34
"STRN3",0.34
"HDX",0.337220130914697
"ZSCAN23",0.328
"ASAP1",0.320603814992779
"LRRC42",0.305
