"","dPSI_NGN2_2197294_10x"
"PPIP5K1",0.917386643969922
"POMT2",0.878
"EVC",0.860343314509103
"WDR27",0.859266698927741
"ABCB8",0.852
"LIMCH1",0.847
"PDE7A",0.835
"ARL15",0.812
"AC009022.1",0.772164038330996
"HDX",0.77
"PDXDC2P",0.769096450380301
"NUP58",0.753
"LINC02210",0.751004716888836
"MELTF",0.684929589075264
"DHFR",0.668847149912409
"AXIN1",0.667
"LRRC42",0.664
"CLASP2",0.658519227586833
"TAF2",0.655
"ASCC3",0.628962837962387
"ZMYM6",0.628797358946494
"AC136604.3",0.625002484496663
"HTT",0.614096990065583
"RBBP8",0.611161068932238
"RAB3IP",0.605
"RAF1",0.602
"PDXDC1",0.573018765899125
"WDR17",0.564
"ZFP82",0.546243154687925
"TET1",0.540610669961385
"DLGAP4",0.537
"PHOX2B-AS1",0.532509446059758
"CACNA1C",0.532
"USP9Y",0.531758293329393
"ENAH",0.528673985246889
"GXYLT1",0.524703576891913
"XRN2",0.52033314902597
"LRIG2",0.515426197357225
"KDM6A",0.514
"AC114490.2",0.505490326930523
"C12orf4",0.497733673234193
"LARP7",0.497
"ARMH3",0.494968889337963
"TENT2",0.490428729466494
"ERCC8",0.487029500037488
"MANBA",0.487
"SETX",0.484843088391726
"ENOX1",0.483125930695279
"CDC37L1",0.452157306991496
"LIN37",0.45
"AC068547.1",0.444629419204978
"MACROD2",0.434443602735341
"STXBP5L",0.43265306694661
"C14orf132",0.432556470863737
"AC026786.1",0.432409036601548
"HAUS3",0.431611648944411
"ANP32A",0.430703842151834
"PNISR",0.413155794161865
"SKP1",0.408
"CLK4",0.405
"STRN4",0.402321140165383
"LYRM1",0.401
"STIM2",0.398
"CACNB4",0.397237318065325
"GLI4",0.393903725807337
"SULF1",0.393471925755017
"TIAM1",0.392698467092452
"AC138894.1",0.392
"CHRM2",0.390445384663298
"WNK1",0.379060656520302
"TRIM65",0.377
"DENND4A",0.373
"MYCBP2",0.373
"PRKG1",0.369694561391051
"ADAM17",0.368152838981741
"FGD4",0.363325326285684
"DENND1A",0.356
"CLN3",0.353
"KLHL1",0.349192442372368
"GPHN",0.338148259325693
"ZNF618",0.338
"ELMO2",0.326
"CRYL1",0.324
"STRN",0.320972384726511
"GNAQ",0.320848002233426
"EXOC6B",0.32
"KCNT2",0.319
"SENP6",0.314367528474022
"STRN3",0.314
"LINC01011",0.307705423278518
"NLGN1",0.303041457966947
"FAAP20",0.303
"PTPRT",0.302834677116786
"ADGRL1",0.302163841684157
"ZNF266",0.302
"GRIA1",0.297311136046252
"TMEM50B",0.287973476418422
"ATP8A2",0.286185908067575
"BECN1",0.279239469314353
"SCO1",0.276759184660792
"AC022433.1",0.272509573956682
"SF3B3",0.269475678579615
"CSTF3",0.267859962537972
