,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,Algorithem.x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,Algorithem.y,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,Algorithem.x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,Algorithem.y,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,Algorithem.x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x,Algorithem.y
DNM3OS,0.909707369,0.012980363,leafcutter,0.732129503,0.018741918,leafcutter,0.948469266,0.004700431,leafcutter,0.874437339,0.041367242,leafcutter,0.987247715,0.008436719,leafcutter,0.923385854,0.014675856,leafcutter
DNMBP,0.895498402,0.021138755,leafcutter,0.523574812,0.071267455,leafcutter,0.341052194,0.08734342,leafcutter,0.884770659,0.016504947,leafcutter,0.845767778,0.022157801,leafcutter,0.919283823,0.031382747,leafcutter
DNMT1,0.375097908,0.052671432,leafcutter,1.26E-08,0.258,rmats,0.755046319,0.034165775,leafcutter,0.917088394,0.098036454,leafcutter,0.969076271,0.026407921,leafcutter,0.070383935,0.162,rmats
DNPEP,0.877106115,0.033656744,leafcutter,0.941202187,0.015647545,leafcutter,0.554709198,0.066092781,leafcutter,0.874437339,0.077896141,leafcutter,0.906724824,0.036624274,leafcutter,0.743516999,0.065532363,leafcutter
DNPH1,0.99849728,-0.028530009,majiq,0.999999973,-0.008273894,majiq,0.99977721,-0.02193237,majiq,0.92241519,0.01153718,leafcutter,0.986316931,0.005240992,majiq,0.99907907,-0.03015551,majiq
DNTTIP1,0.030757254,0.076257957,leafcutter,4.27E-06,0.207632436,leafcutter,4.30E-08,0.263371115,leafcutter,0.999999809,-7.57E-05,majiq,0.996931481,0.004666534,leafcutter,0.988933507,0.002753668,leafcutter
DNTTIP2,0.99999902,-8.94E-07,majiq,1,-4.11E-06,majiq,0.99999994,-7.65E-06,majiq,0.999999259,-2.16E-06,majiq,0.99999831,6.04E-06,majiq,0.999999958,-7.82E-06,majiq
DOCK1,0.412627728,0.011580417,leafcutter,0.740069216,0.056107643,leafcutter,0.768352278,0.053084062,leafcutter,0.874437339,0.103630365,leafcutter,0.257798578,0.168779161,leafcutter,0.018886879,0.111308381,leafcutter
DOCK10,0.714346499,0.036296877,leafcutter,0.628601772,0.038487773,leafcutter,0.814932288,0.020482853,leafcutter,0.461302203,0.07,rmats,0.963699798,0.035337957,leafcutter,0.919283823,0.022037825,leafcutter
DOCK11,0.997989961,0.000527253,majiq,0.999999376,-0.003406005,majiq,0.999988753,1.32E-05,majiq,0.999875037,-3.75E-06,majiq,0.999382977,0.039109539,leafcutter,0.99924693,0.000247781,majiq
DOCK5,0.742545509,0.048645258,leafcutter,0.06926272,-0.093,rmats,0.525533514,0.036889496,leafcutter,0.99972707,0.018452032,leafcutter,0.845767778,0.048645957,leafcutter,0.275452555,-0.093,rmats
DOCK6,0.476107651,0.025,rmats,1,-9.66E-06,majiq,0.99990347,-0.000147052,majiq,0.313930284,0.117,rmats,0.999955743,-0.000165611,majiq,0.999989381,-0.000181259,majiq
DOCK7,0.856879157,0.008933838,leafcutter,0.591160282,0.059825981,leafcutter,0.608372612,0.052669694,leafcutter,0.917088394,0.023271637,leafcutter,0.24845692,-0.419,rmats,0.311338846,-0.284,rmats
DOCK9,0.999910059,-0.000703687,majiq,0.561414758,0.133,rmats,0.673463918,0.169,rmats,0.999982958,-0.000101303,majiq,0.999994019,-0.000108323,majiq,0.999983505,-0.000101448,majiq
DOK1,0.998093737,0.028763749,leafcutter,0.626425141,0.105105561,leafcutter,0.968427406,0.02179069,leafcutter,0.999652142,0.056201682,leafcutter,0.854348788,0.092152946,leafcutter,0.963975564,0.026118394,leafcutter
DOK4,0.997332968,-0.028740642,majiq,0.323132376,-0.088,rmats,0.995282706,0.034309755,majiq,0.994320925,0.031467205,majiq,0.99745229,0.022148359,majiq,0.987889139,0.043714349,majiq
DOK5,0.997277391,-0.004060927,majiq,,,,0.993287099,-0.002995286,majiq,0.999622026,-0.005230911,majiq,0.951570237,0.006438082,majiq,0.941084396,0.008601279,majiq
DOLPP1,0.996914405,0.055941421,leafcutter,0.835999386,0.039487473,leafcutter,0.753922456,0.055990884,leafcutter,0.917088394,0.069047185,leafcutter,0.854348788,0.072062448,leafcutter,0.800579381,0.052296359,leafcutter
DONSON,0.763252478,0.067519474,leafcutter,0.472043066,0.094,rmats,0.705110309,-0.044,rmats,0.302086884,0.129,rmats,0.845767778,0.125654649,leafcutter,0.973818681,0.070607148,leafcutter
DOPEY1,0.999940198,0.000487117,majiq,0.999999999,-0.000758184,majiq,0.999238419,-0.035281967,majiq,0.997963841,0.00090055,majiq,0.999837884,-0.018936714,majiq,0.989030918,0.004578075,leafcutter
DOPEY2,,,,,,,,,,,,,,,,0.995675604,0.006996896,leafcutter
DOT1L,0.999964748,0.000381049,majiq,0.999989797,-0.000110461,majiq,0.999956283,0.000378308,majiq,0.999970766,-0.001665583,majiq,0.999976845,-0.001459192,majiq,0.97932071,0.006089839,majiq
DPAGT1,0.72417985,0.030670238,leafcutter,0.385259707,-0.058,rmats,0.337045884,0.097,rmats,0.998872571,-0.009315294,majiq,0.995737098,0.026116773,leafcutter,0.824326439,0.102,rmats
DPCD,0.910318739,0.029893635,leafcutter,0.795042417,0.031561411,leafcutter,0.871991588,0.046474125,leafcutter,0.917088394,0.052734922,leafcutter,0.999382977,0.018186409,leafcutter,0.999830875,0.001591983,leafcutter
DPF2,0.612431168,0.032,rmats,0.909094811,0.018687124,leafcutter,0.960819765,0.008801459,leafcutter,0.97868677,0.021026808,leafcutter,0.969076271,0.024608688,leafcutter,0.807353146,-0.023,rmats
DPF3,,,,,,,,,,0.019899419,0.093,rmats,,,,,,
DPH1,0.000609175,0.097378407,leafcutter,7.07E-07,0.210487504,leafcutter,9.12E-08,0.218187284,leafcutter,0.874437339,0.034460327,leafcutter,0.019344498,0.087027804,leafcutter,4.51E-07,0.225936735,leafcutter
DPH2,0.994729705,-0.014170119,majiq,0.999861096,-0.018908835,majiq,0.996858445,-0.016054532,majiq,0.994557366,-0.012995046,majiq,0.996297697,-0.019258618,majiq,0.952966169,0.000698432,majiq
DPH3,0.847296484,0.035052092,leafcutter,0.674291796,0.038505246,leafcutter,0.817326453,0.031190479,leafcutter,0.994906618,-0.007343866,majiq,0.900662827,0.057866895,leafcutter,0.945039905,0.040138745,leafcutter
DPH5,0.951447188,0.022643899,leafcutter,0.874687432,0.057843757,leafcutter,0.17964382,0.04,rmats,0.68244863,0.085,rmats,0.999382977,0.038986198,leafcutter,0.584465996,0.034,rmats
DPH6,0.999991225,-0.001869402,majiq,0.999999693,-0.002863403,majiq,0.99998159,-0.002643661,majiq,0.999972721,-0.003442674,majiq,0.999990717,0.001994885,majiq,0.999975035,-0.003195632,majiq
DPH7,0.956905101,0.067030402,leafcutter,0.46300599,0.043675192,leafcutter,0.378789771,0.038,rmats,0.878641114,0.063779404,leafcutter,0.505141999,0.165,rmats,0.452505019,-0.141,rmats
DPM1,0.622443615,-0.022,rmats,0.627499057,0.108,rmats,0.596737763,0.153,rmats,0.919539881,0.131,rmats,0.561075127,-0.024,rmats,0.33295323,0.156,rmats
DPM2,0.763252478,0.061739344,leafcutter,0.964686863,0.016,rmats,0.822531712,0.048218357,leafcutter,0.999652142,0.0171434,leafcutter,0.64407048,0.034,rmats,0.962167788,0.00491897,leafcutter
DPM3,0.72106815,0.047956056,leafcutter,0.635806311,0.041614742,leafcutter,0.787912665,0.022953951,leafcutter,0.999717035,-0.006144293,majiq,0.999382977,0.005779376,leafcutter,0.957930867,0.015849153,leafcutter
DPP3,0.887386031,0.016715617,leafcutter,0.851548494,0.045381362,leafcutter,0.785429921,0.024184229,leafcutter,0.917088394,0.013229705,leafcutter,0.995116714,0.016586883,leafcutter,0.917754295,0.029951839,leafcutter
DPP4,0.442343481,0.019569444,leafcutter,0.151385998,0.007,rmats,0.668030952,0.034906573,leafcutter,0.176564566,0.01,rmats,0.93715941,0.032133932,leafcutter,0.923385854,0.022913823,leafcutter
DPP7,0.94431247,0.020978055,leafcutter,0.286521783,0.019443309,leafcutter,0.809377478,0.01072194,leafcutter,0.874437339,0.019444894,leafcutter,0.90578689,0.013757825,leafcutter,0.405515811,0.011,rmats
DPP8,0.006843425,0.13,rmats,0.612711776,0.056693635,leafcutter,0.571590931,0.088612425,leafcutter,0.979917503,0.093530191,leafcutter,0.983739062,0.041449252,leafcutter,0.835364815,0.089937301,leafcutter
DPP9,0.269531563,0.132664032,leafcutter,0.444553596,0.048763832,leafcutter,0.906785474,0.012501638,leafcutter,0.664190228,0.017,rmats,0.846733558,0.034462346,leafcutter,0.476477387,0.112994268,leafcutter
DPT,0.961876175,0.001710362,leafcutter,1,9.82E-16,majiq,1,5.86E-13,majiq,0.99353577,0.001841459,leafcutter,1,1.33E-13,majiq,1,2.97E-10,majiq
DPY19L1,0.999999703,-0.000328018,majiq,1,-0.000319947,majiq,0.91945694,0.007068631,leafcutter,0.999996102,-0.000315313,majiq,0.877232813,0.039191683,leafcutter,0.962167788,0.009409164,leafcutter
DPY19L2,0.156526248,0.314,rmats,,,,0.033853885,0.227,rmats,,,,,,,,,
DPY19L2P2,,,,0.246489129,-0.301,rmats,,,,,,,0.369063488,-0.401,rmats,0.343595716,-0.267,rmats
DPY19L3,0.838281586,0.083,rmats,0.387109163,-0.015,rmats,0.999670053,-0.003453327,majiq,0.999985303,-0.003651131,majiq,0.999808283,5.17E-05,majiq,0.995798421,0.0016928,leafcutter
DPY19L4,0.992840506,0.01503723,leafcutter,0.537050745,0.055033434,leafcutter,0.603104564,-0.058,rmats,0.874437339,0.135186449,leafcutter,0.985336331,0.061817067,leafcutter,0.64345502,0.032104277,leafcutter
DPY30,0.873661053,0.022220267,leafcutter,0.635664052,0.025748595,leafcutter,0.747931934,0.026401425,leafcutter,0.300763646,-0.053,rmats,0.988587663,0.023818738,leafcutter,0.957930867,0.021656496,leafcutter
DPYD,0.956905101,0.019851839,leafcutter,0.795096357,0.019958203,leafcutter,0.847618355,0.024798019,leafcutter,0.90177511,0.006914485,leafcutter,0.93715941,0.020967676,leafcutter,0.65900972,0.028066461,leafcutter
DPYSL2,0.763252478,0.003465868,leafcutter,1,1.22E-11,majiq,1,-1.01E-08,majiq,0.874437339,0.003465932,leafcutter,1,1.58E-09,majiq,1,1.40E-07,majiq
DPYSL3,0.891633702,0.028419378,leafcutter,0.980295749,0.007219778,leafcutter,0.998234178,0.000338023,leafcutter,0.996621251,-0.008719531,majiq,0.999382977,0.001649695,leafcutter,0.994117119,0.004845381,leafcutter
DR1,0.681776915,0.019698147,leafcutter,1,0.000122434,majiq,0.99999963,-0.000263237,majiq,0.99999864,-0.000509111,majiq,0.99999993,0.000115413,majiq,0.999999827,0.00017924,majiq
DRAM1,0.867632389,0.016188376,leafcutter,0.783994103,0.019707021,leafcutter,0.650760333,0.026085052,leafcutter,0.999942975,-0.002499217,majiq,0.962429992,0.016943558,leafcutter,0.943745896,0.024887683,leafcutter
DRAM2,0.865401816,0.043929938,leafcutter,0.732129503,0.083941402,leafcutter,0.261022447,0.054,rmats,0.957463848,0.065374287,leafcutter,0.94517268,0.032891628,leafcutter,0.526825869,0.071364151,leafcutter
DRAP1,0.909411718,0.001519607,leafcutter,0.580091871,0.01,rmats,0.769023195,0.007,rmats,0.877859578,0.002539321,leafcutter,0.999993797,0.003223839,majiq,0.999973709,-0.006326788,majiq
DRC3,,,,,,,0.598786921,-0.272,rmats,1.24E-05,0.562,rmats,,,,,,
DRG1,0.763252478,0.016700724,leafcutter,0.90013993,0.005551138,leafcutter,0.861465407,0.009754803,leafcutter,0.917931581,0.041356061,leafcutter,0.999382977,0.002198578,leafcutter,0.975803305,0.004640995,leafcutter
DRG2,0.620374687,0.039612484,leafcutter,0.603639825,0.012099877,leafcutter,0.901948264,0.013089401,leafcutter,0.234150647,-0.178,rmats,0.863831453,0.03347067,leafcutter,0.329792668,0.069555252,leafcutter
DROSHA,0.735181874,0.027648906,leafcutter,0.241487143,0.129,rmats,0.137598782,-0.136,rmats,0.874437339,0.027648717,leafcutter,0.959029205,0.041001297,leafcutter,0.678444717,0.027648875,leafcutter
DSCR3,0.482349276,0.005,rmats,0.691602118,0.025971044,leafcutter,0.954262369,0.00428127,leafcutter,0.432699994,0.006,rmats,0.151969149,-0.277,rmats,0.742472438,0.053328574,leafcutter
DSE,0.074725245,0.049,rmats,0.862246744,0.018457468,leafcutter,0.062372652,0.047,rmats,0.874437339,0.050609714,leafcutter,0.656221286,0.271,rmats,0.917754295,0.0277234,leafcutter
DSEL,0.898727642,0.02090123,leafcutter,0.943663217,0.004727998,leafcutter,0.932359957,0.004958579,leafcutter,0.796386776,0.023168621,leafcutter,0.995116714,0.005254466,leafcutter,0.97604731,0.004702409,leafcutter
DSN1,0.031432911,0.159,rmats,0.455366274,0.136,rmats,0.050064566,0.138,rmats,0.99396776,0.052157461,leafcutter,0.966728867,0.056577056,leafcutter,0.256637087,0.141,rmats
DSP,0.999998726,0.019892161,leafcutter,0.626425141,0.137900151,leafcutter,0.587834985,0.132895321,leafcutter,0.99881255,-0.021067888,majiq,0.845767778,0.109597708,leafcutter,0.943704883,0.069576766,leafcutter
DST,0.611316043,0.062440492,leafcutter,0.523201763,0.025100493,leafcutter,0.21173374,-0.031,rmats,0.874437339,0.079370643,leafcutter,0.845767778,0.124352059,leafcutter,0.932052312,0.038363833,leafcutter
DSTN,0.962668071,0.005323224,leafcutter,0.87791942,0.007413184,leafcutter,0.931949023,0.004359817,leafcutter,0.874437339,0.01507847,leafcutter,0.547738565,0.020038733,leafcutter,0.999098868,0.00143721,leafcutter
DSTYK,0.763252478,0.131251403,leafcutter,0.788974311,0.041748687,leafcutter,0.850360035,0.069967895,leafcutter,0.930368299,0.030501479,leafcutter,0.342860682,-0.106,rmats,0.936239642,0.083809094,leafcutter
DTD1,0.851636766,0.035554612,leafcutter,0.995333134,0.00038297,leafcutter,0.937023149,0.00579607,leafcutter,0.939245431,0.013380358,leafcutter,0.995737098,0.005798467,leafcutter,0.994117119,0.001681585,leafcutter
DTD2,0.786207136,0.045363714,majiq,0.523201763,0.156646554,leafcutter,0.557756537,0.14835285,leafcutter,0.983046522,0.060670295,leafcutter,0.845767778,0.169324965,leafcutter,0.977794433,0.008760163,majiq
DTNA,0.999781063,-0.000491329,majiq,0.12136366,0.162,rmats,0.999660059,-0.000451944,majiq,0.99987345,-0.000526458,majiq,0.999976197,-0.000219777,majiq,0.999979731,0.000193465,majiq
DTNB,0.838482866,-0.29,rmats,0.930149849,-0.401,rmats,,,,0.268491294,-0.466,rmats,,,,0.701045306,-0.37,rmats
DTNBP1,0.776416663,0.079187773,leafcutter,0.22572454,-0.035,rmats,0.388790765,-0.047,rmats,0.582892392,-0.134,rmats,0.851098643,0.113061704,leafcutter,0.89447718,0.051299816,leafcutter
DTWD1,0.463738403,-0.018,rmats,0.810937658,0.026475041,leafcutter,0.037286032,0.093,rmats,0.917088394,0.026738083,leafcutter,0.845767778,0.029565692,leafcutter,0.929061401,0.02346701,leafcutter
DTX2,0.175949884,-0.41,rmats,0.017216666,0.474,rmats,,,,,,,0.999829749,-0.01413595,majiq,0.627721788,0.003,rmats
DTX2P1,0.701039275,-0.343,rmats,,,,0.705937939,-0.331,rmats,,,,,,,,,
DTX3,0.247743609,0.157,rmats,0.209115868,0.096267357,leafcutter,0.623549447,-0.112,rmats,0.941817943,0.048630536,leafcutter,0.995116714,0.038349127,leafcutter,0.152002465,-0.084,rmats
DTX3L,0.999975066,-0.006797768,majiq,0.999999987,-0.001373834,majiq,0.999999578,-1.72E-06,majiq,0.999966345,-0.003849356,majiq,0.999999765,-0.000351362,majiq,0.99999896,0.00072649,majiq
DTYMK,0.999998726,0.021492739,leafcutter,0.953182433,0.010704597,leafcutter,0.722057327,0.074234834,leafcutter,0.954919273,0.052488647,leafcutter,0.999382977,0.011784817,leafcutter,0.428308693,-0.014,rmats
DUS1L,0.767696116,0.021660728,leafcutter,0.255824572,0.02891031,leafcutter,0.532434289,-0.082,rmats,0.878641114,0.021289629,leafcutter,0.8848579,0.021006225,leafcutter,0.878541078,0.025711989,leafcutter
DUS2,0.999998726,0.013575057,leafcutter,0.29140719,-0.18,rmats,0.894623912,0.085044843,leafcutter,0.977609011,-0.004886152,majiq,0.254033535,-0.161,rmats,0.340155011,-0.147,rmats
DUS3L,0.587326081,-0.094,rmats,0.021058706,-0.209,rmats,0.224325266,-0.106,rmats,0.333342165,-0.159,rmats,0.221865128,-0.106,rmats,0.115436483,-0.05,rmats
DUS4L,0.002917543,0.331,rmats,0.010772719,0.319,rmats,0.236810343,0.276,rmats,,,,0.169915934,0.301,rmats,0.355103339,0.28,rmats
DUSP10,0.759015223,0.131889477,leafcutter,0.709349696,0.056253283,leafcutter,0.803841855,0.090807018,leafcutter,0.926681267,0.03036562,leafcutter,0.058406236,-0.09,rmats,2.56E-05,-0.158,rmats
DUSP11,0.962692864,0.021782198,leafcutter,0.999999964,-0.001742297,majiq,0.999993647,0.001667939,majiq,0.999990528,-0.001318032,majiq,0.999382977,0.015376448,leafcutter,0.993634524,0.007281431,leafcutter
DUSP12,0.855257652,0.08722764,leafcutter,0.886942241,0.044915925,leafcutter,0.982543107,0.008824407,leafcutter,0.874437339,0.048136745,leafcutter,0.995116714,0.033573668,leafcutter,0.957930867,0.05341518,leafcutter
DUSP14,0.999998726,0.007629465,leafcutter,0.871016708,0.019114332,leafcutter,0.659220457,0.03543415,leafcutter,0.933683935,0.027895393,leafcutter,0.999382977,0.004359327,leafcutter,0.9296129,0.039231836,leafcutter
DUSP18,,,,,,,,,,,,,,,,0.476929401,0.109,rmats
DUSP22,0.999998726,0.012424579,leafcutter,0.748360933,-0.127,rmats,0.725803031,0.115522604,leafcutter,0.99396776,0.048422918,leafcutter,0.999382977,0.025401131,leafcutter,0.98039083,0.041993875,leafcutter
DUSP28,,,,0.542874078,-0.124,rmats,,,,,,,,,,,,
DUSP3,0.999998726,0.002740176,leafcutter,0.832080914,0.012802599,leafcutter,0.809748318,0.012602212,leafcutter,0.997541182,-9.76E-05,majiq,0.997922912,0.000294884,majiq,0.957930867,0.00863726,leafcutter
DUSP5,0.999998726,0.010481136,leafcutter,0.556246668,0.020575733,leafcutter,0.877035424,0.025110618,leafcutter,0.999799283,0.014171081,majiq,0.995116714,0.010540693,leafcutter,0.994117119,0.017025941,leafcutter
DUSP6,0.763252478,0.084245738,leafcutter,0.999999998,-0.003083197,majiq,0.999983422,0.005346368,majiq,0.874437339,0.092244949,leafcutter,0.999983332,0.001762451,majiq,0.999978515,-0.009110614,majiq
DUT,0.950749267,0.004097229,leafcutter,0.910010717,0.048597892,leafcutter,0.610153277,0.125725401,leafcutter,0.874437339,0.004684112,leafcutter,0.999382977,0.015341276,leafcutter,0.932845341,0.022828292,leafcutter
DVL1,0.438248167,0.052,rmats,0.18157597,0.06,rmats,0.486268888,0.065582557,leafcutter,0.970250903,0.025731432,leafcutter,0.916572538,0.042792168,leafcutter,0.417489953,0.107527966,leafcutter
DVL2,0.690306057,-0.02,rmats,0.509828364,0.019930257,leafcutter,0.050062081,0.034,rmats,0.355581145,0.025,rmats,0.845767778,0.020687957,leafcutter,0.40866604,0.099,rmats
DVL3,0.481547342,0.031922983,leafcutter,0.379729025,0.01625665,leafcutter,0.599034166,0.017364079,leafcutter,0.652121102,0.042,rmats,0.938389961,0.018324117,leafcutter,0.881402241,0.025646948,leafcutter
DXO,0.888634617,0.028518563,leafcutter,0.607371664,0.042178458,leafcutter,0.918650455,0.011272055,leafcutter,0.874437339,0.118172819,leafcutter,0.854348788,0.032903281,leafcutter,0.903275038,0.038470419,leafcutter
DYM,0.828783261,0.054918998,leafcutter,0.337092459,-0.033,rmats,0.006796399,0.269,rmats,0.874437339,0.033548641,leafcutter,0.016105627,0.269,rmats,0.78193357,0.040095413,leafcutter
DYNC1H1,0.763252478,0.003568702,leafcutter,0.153064687,-0.019,rmats,0.22772631,-0.007,rmats,0.472598066,0.008,rmats,1,-2.33E-07,majiq,0.699434049,-0.013,rmats
DYNC1I2,0.763252478,0.021540215,leafcutter,0.690086075,0.018907864,leafcutter,0.271779979,0.031948297,leafcutter,0.781070897,-0.029,rmats,0.877232813,0.078907544,leafcutter,0.843485469,0.018705895,leafcutter
DYNC1LI1,0.999998726,0.008387177,leafcutter,1,1.65E-06,majiq,0.031405139,-0.03,rmats,0.498606484,-0.021,rmats,0.999999986,4.61E-07,majiq,0.452505019,-0.02,rmats
DYNC1LI2,0.752839577,0.020742497,leafcutter,0.856285906,0.011102372,leafcutter,0.944669036,0.007769373,leafcutter,0.884770659,0.016585296,leafcutter,0.995737098,0.004524853,leafcutter,0.988933507,0.007162364,leafcutter
DYNC2H1,0.677295957,0.088993468,leafcutter,0.999999973,0.00162604,majiq,0.703077702,-0.035,rmats,0.959751557,0.051844529,leafcutter,0.851098643,0.09189952,leafcutter,0.962167788,0.015177785,leafcutter
DYNC2LI1,0.763252478,0.104776867,leafcutter,0.632332384,0.021579877,leafcutter,0.685319523,0.014753946,leafcutter,0.917088394,0.02817408,leafcutter,0.999382977,0.010909376,leafcutter,0.975803305,0.013131801,leafcutter
DYNLL1,0.72106815,0.033643354,leafcutter,0.163722168,-0.194,rmats,0.053266106,-0.293,rmats,0.99998271,-0.007486359,majiq,0.995116714,0.006382517,leafcutter,0.983900918,0.003161359,leafcutter
DYNLL2,0.956905101,0.010043121,leafcutter,0.774569423,0.009551403,leafcutter,0.860144357,0.015838549,leafcutter,0.99998828,0.029727352,majiq,0.93715941,0.040206471,leafcutter,0.975803305,0.022249402,leafcutter
DYNLRB1,0.872078903,0.00348401,leafcutter,0.632293266,0.009040288,leafcutter,0.956005476,0.00515078,leafcutter,0.874437339,0.010267527,leafcutter,0.995737098,0.003461754,leafcutter,0.97604731,0.00393724,leafcutter
DYNLT1,0.999998726,0.000498858,leafcutter,1,1.84E-07,majiq,1,-1.45E-05,majiq,0.999999999,-1.37E-05,majiq,1,-1.39E-05,majiq,1,-3.47E-08,majiq
DYNLT3,1,4.76E-10,majiq,1,-1.13E-09,majiq,1,3.03E-10,majiq,1,-1.25E-09,majiq,1,-4.85E-09,majiq,1,-1.37E-09,majiq
DYRK1A,0.002386495,0.068820568,leafcutter,0,0.287,rmats,0,0.268,rmats,0.874437339,0.058211996,leafcutter,0.845767778,0.051265542,leafcutter,0.017603054,0.068264004,leafcutter
DYRK1B,0.714346499,0.063763311,leafcutter,0.999758252,-0.024179557,majiq,0.994160445,-0.028161646,majiq,0.924191685,0.004105663,leafcutter,0.999920755,-0.000806595,majiq,0.973044286,0.106,rmats
DYRK3,,,,0.999972697,-0.004911507,majiq,0.991885229,-0.002368866,majiq,0.999793348,-0.005363168,majiq,0.999817048,-0.005378721,majiq,0.999647423,-0.00529629,majiq
DYRK4,0.951087497,0.022839864,leafcutter,0.773244247,0.02051088,leafcutter,0.545694441,0.035111693,leafcutter,0.874437339,0.030048942,leafcutter,0.869879773,0.061134688,leafcutter,0.707472582,0.086287469,leafcutter
DYX1C1,,,,,,,,,,,,,0.793465425,-0.079,rmats,,,
DYX1C1-CCPG1,1,3.30E-05,majiq,1,-6.75E-06,majiq,0.953225278,0.12,rmats,1,-1.00E-05,majiq,1,-7.29E-06,majiq,1,5.35E-06,majiq
DZIP1,0.763252478,0.066669214,leafcutter,0.469365734,0.032626421,leafcutter,3.51E-05,0.063,rmats,0.877889259,0.03444471,leafcutter,0.845767778,0.026154594,leafcutter,0.228407207,0.033,rmats
DZIP1L,,,,0.53353396,0.049,rmats,0.050899441,0.17,rmats,0.999975431,-0.002729988,majiq,0.154156047,-0.115,rmats,0.999816643,-0.01398934,majiq
DZIP3,0.999998726,0.02663956,leafcutter,0.999999942,-0.006202964,majiq,0.211485637,-0.02,rmats,0.353729083,0.043,rmats,0.999958415,-0.008477093,majiq,0.704146787,0.202825005,leafcutter
E2F3,0.996843564,-0.017658584,majiq,0.661518395,-0.101,rmats,0.998672419,0.022885785,majiq,0.985933013,-0.010205976,majiq,0.530913587,-0.113,rmats,0.997830665,-0.019120046,majiq
E2F4,0.608378142,-0.026,rmats,0.545353746,-0.025,rmats,0.67860436,-0.02,rmats,0.975091253,0.027435402,leafcutter,0.995116714,0.008274001,leafcutter,0.16759333,-0.035,rmats
E2F5,,,,,,,0.972521121,-0.226,rmats,,,,0.065995456,0.308,rmats,,,
E2F6,0.998457763,0.000309394,majiq,0.98412496,0.036048196,leafcutter,0.445258949,-0.122,rmats,0.995947359,-0.001055009,majiq,0.768162221,-0.074,rmats,0.997243375,0.005781023,majiq
E4F1,0.869465554,0.024687126,leafcutter,0.999841279,-0.027724573,majiq,0.090481245,-0.06,rmats,0.986981618,0.036789016,majiq,0.995575475,0.015863368,majiq,0.965093596,0.002359489,majiq
EAF1,0.967009309,0.086126122,leafcutter,0.740850801,0.130200915,leafcutter,0.783257053,0.119879075,leafcutter,,,,0.989148876,0.09539881,leafcutter,0.996361166,0.014312017,leafcutter
EAPP,0.999998726,0.00524984,leafcutter,0.930445458,0.010571153,leafcutter,0.918232085,0.024674343,leafcutter,0.990022465,0.004222363,leafcutter,0.952928926,0.034320487,leafcutter,0.926109184,0.049716599,leafcutter
EARS2,0.9987376,0.015915484,majiq,0.999942701,-0.012965194,majiq,0.992282658,-0.006023767,majiq,0.996876671,0.027313211,majiq,0.994437738,-0.005794316,majiq,0.997373213,-0.024236529,majiq
EBAG9,0.999996614,-0.001289968,majiq,0.857918482,0.013634506,leafcutter,0.999926797,2.84E-05,majiq,0.99999149,-0.002084623,majiq,0.999877056,1.68E-05,majiq,0.999751721,0.000201024,majiq
EBF1,0.714346499,0.040364604,leafcutter,0.7805009,0.027263501,leafcutter,0.937891862,0.018938987,leafcutter,0.917088394,0.044535238,leafcutter,0.971988048,0.02326237,leafcutter,0.975803305,0.033044935,leafcutter
EBF3,,,,0.385259707,0.276,rmats,0.677107533,0.234,rmats,0.641426414,0.091,rmats,,,,0.456065205,0.27,rmats
EBNA1BP2,0.999998726,0.000310743,leafcutter,1,-8.54E-08,majiq,0.999999999,-0.001792415,majiq,0.999998744,0.001296637,majiq,0.999999978,0.001732803,majiq,0.999999995,0.001764737,majiq
EBPL,0.999998726,0.025845093,leafcutter,0.703716225,0.041092895,leafcutter,0.909645711,0.017398026,leafcutter,0.652918394,0.042,rmats,0.962126926,0.035228477,leafcutter,0.975182783,0.036959052,leafcutter
ECD,0.999995454,0.003282053,majiq,0.603639825,0.022322131,leafcutter,0.999999088,-1.83E-06,majiq,0.938650228,0.066978036,leafcutter,0.999991713,1.13E-06,majiq,0.999657589,0.000263131,majiq
ECE1,0.763252478,0.022804838,leafcutter,0.813635548,0.014378757,leafcutter,0.689435621,0.03067234,leafcutter,0.874437339,0.007741302,leafcutter,0.997105598,0.021148895,leafcutter,0.975803305,0.008223083,leafcutter
ECH1,0.413152543,0.011,rmats,0.746137812,0.011532953,leafcutter,0.984487492,0.000983178,leafcutter,0.874437339,0.006404208,leafcutter,0.999999772,-0.000945699,majiq,0.666043197,-0.009,rmats
ECHDC1,0.763252478,0.00757698,leafcutter,0.25287984,-0.089,rmats,0.723092229,-0.283,rmats,0.568930963,-0.298,rmats,0.351060109,0.045,rmats,0.764968436,0.072,rmats
ECHDC2,0.260486365,-0.273,rmats,0.463599831,-0.196,rmats,0.095830631,-0.214,rmats,0.936297101,0.074453729,leafcutter,0.914930025,-0.132,rmats,0.13882358,-0.017,rmats
ECHS1,0.962692864,0.001722964,leafcutter,1,-1.01E-14,majiq,1,-3.00E-12,majiq,1,-4.24E-12,majiq,1,-1.79E-08,majiq,1,-3.18E-08,majiq
