,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,Algorithem.x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,Algorithem.y,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,Algorithem.x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,Algorithem.y,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,Algorithem.x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x,Algorithem.y
MCCC1,0.606269785,0.064417096,leafcutter,0.352212705,0.043497271,leafcutter,0.912074379,0.032007375,leafcutter,0.998943201,-0.024041758,majiq,0.956889192,0.017398638,leafcutter,0.955543852,0.0760407,leafcutter
MCCC2,0.996092777,0.033617332,leafcutter,0.462683006,-0.117,rmats,0.955486253,0.004796115,leafcutter,0.998772464,0.018727594,majiq,0.173216903,-0.131,rmats,0.946862154,0.079672667,leafcutter
MCEE,0.905748578,0.078377302,leafcutter,0.87791942,0.030308346,leafcutter,0.81091384,0.039761538,leafcutter,0.997284434,-0.006161337,majiq,0.880845353,0.039282443,leafcutter,0.969466169,0.029861415,leafcutter
MCFD2,0.763252478,0.024883833,leafcutter,0.438121872,0.029,rmats,0.798294202,0.025,rmats,0.639030884,0.03,rmats,0.982054911,0.011859843,leafcutter,0.5843517,0.03,rmats
MCL1,0.982587305,0.015393668,leafcutter,1,1.11E-06,majiq,1,-7.85E-10,majiq,1,1.74E-08,majiq,1,-1.24E-07,majiq,1,-2.06E-08,majiq
MCM2,0.999993863,-0.001697671,majiq,0.97646672,0.004997438,leafcutter,0.991412827,0.001323338,leafcutter,0.999991455,0.002080706,majiq,0.99999622,-0.000580253,majiq,0.991095477,0.005174357,leafcutter
MCM3,0.872078903,0.023829923,leafcutter,0.760556237,0.021301314,leafcutter,0.735648577,0.016217828,leafcutter,0.999978545,-0.000462673,majiq,0.987919093,0.0170019,leafcutter,0.914726218,0.021504616,leafcutter
MCM3AP,0.763252478,0.013305424,leafcutter,0.811786206,0.037585493,leafcutter,0.231482955,0.038,rmats,0.874437339,0.043448732,leafcutter,0.962429992,0.037531316,leafcutter,0.917754295,0.065759504,leafcutter
MCM3APAS,,,,,,,,,,0.073174483,-0.215,rmats,,,,,,
MCM4,0.97920393,0.011241434,leafcutter,0.999979718,-5.72E-05,majiq,0.34272039,-0.029,rmats,0.999988879,-0.001404406,majiq,0.98642422,-0.023,rmats,0.97908932,0.006428846,leafcutter
MCM5,0.999598964,-0.000757821,majiq,1,-0.000182985,majiq,0.999998218,-0.002389496,majiq,0.999994988,-7.47E-05,majiq,0.998563964,-6.95E-05,majiq,0.999959175,-0.002065196,majiq
MCM6,0.999999983,-4.91E-08,majiq,1,0.000120743,majiq,0.999999927,-0.000178957,majiq,0.999999931,0.000191349,majiq,0.999999981,-9.58E-05,majiq,0.999999939,-3.92E-07,majiq
MCM7,0.993057594,0.006446167,leafcutter,0.417154575,0.10944696,leafcutter,0.587943424,-0.033,rmats,0.432664668,-0.049,rmats,0.97418206,0.015386144,leafcutter,0.672290646,-0.035,rmats
MCM8,0.028292964,-0.356,rmats,,,,,,,,,,0.660135621,-0.219,rmats,0.370369988,-0.185,rmats
MCM9,,,,0.005667468,-0.519,rmats,0.977990246,0.222,rmats,0.063800355,-0.212,rmats,0.000107477,-0.537,rmats,0.009004369,-0.354,rmats
MCMBP,0.763252478,0.01581943,leafcutter,0.755464948,0.027923227,leafcutter,0.600222549,0.056627388,leafcutter,0.874437339,0.04849098,leafcutter,0.845767778,0.046717942,leafcutter,0.72270126,0.064907936,leafcutter
MCOLN1,0.899259823,0.027,rmats,0.958216983,0.006870661,leafcutter,0.99184556,0.001402593,leafcutter,0.498606484,0.05,rmats,0.523618104,0.042012041,leafcutter,0.932052312,0.018235102,leafcutter
MCPH1,,,,0.999999883,-0.002305682,majiq,0.999985554,-0.002411052,majiq,,,,0.99999378,-0.001684353,majiq,0.99996308,-0.003856623,majiq
MCRS1,0.654237641,0.013,rmats,0.066935493,-0.179,rmats,0.76775463,-0.02,rmats,0.874437339,0.03780779,leafcutter,0.93715941,0.016447596,leafcutter,0.000448572,-0.459,rmats
MCTS1,0.997088484,0.013580028,leafcutter,0.984446864,0.002701445,leafcutter,0.719958121,0.035561547,leafcutter,0.999805621,-0.002384962,majiq,0.985674796,0.028806171,leafcutter,0.965821938,0.01302111,leafcutter
MCU,0.950749267,0.011358967,leafcutter,0.626425141,0.026909924,leafcutter,0.73082696,0.021111647,leafcutter,0.948836649,0.016329826,leafcutter,0.999382977,0.049733664,leafcutter,0.957930867,0.010893668,leafcutter
MCUR1,0.773966591,0.074248644,leafcutter,0.92295456,0.012559785,leafcutter,0.971175829,0.00404459,leafcutter,0.977171137,0.009881906,leafcutter,0.96437995,0.023142976,leafcutter,0.513127864,0.032269212,leafcutter
MDC1,0.999757984,-0.018401104,majiq,0.544985089,0.108256679,leafcutter,0.66393073,0.093954055,leafcutter,0.988518584,0.036321063,majiq,0.993841676,0.053599767,leafcutter,0.995783075,0.03847965,leafcutter
MDFIC,0.37369323,0.116354625,leafcutter,0.138147183,0.112925478,leafcutter,0.25731888,0.105597389,leafcutter,0.908503836,0.031366954,leafcutter,0.208839093,0.137208567,leafcutter,0.67823066,0.048447291,leafcutter
MDGA1,0.999998726,0.001476163,leafcutter,0.632332384,0.155427788,leafcutter,0.063092752,0.038,rmats,0.802853234,0.016,rmats,0.977460675,0.011,rmats,0.999375083,-0.015415351,majiq
MDH1,1,-3.11E-11,majiq,1,5.80E-12,majiq,1,8.07E-12,majiq,0.874437339,0.029700604,leafcutter,1,7.81E-11,majiq,1,1.06E-11,majiq
MDH1B,,,,0.115739296,-0.237,rmats,,,,,,,0.059754524,-0.423,rmats,0.20747542,-0.236,rmats
MDH2,0.845284461,0.002358997,leafcutter,0.986714951,0.00754332,leafcutter,0.773942747,0.029112655,leafcutter,0.999998935,-0.012762184,majiq,0.941637949,0.027413121,leafcutter,0.917387394,0.034403825,leafcutter
MDK,0.855845681,0.040036713,leafcutter,0.879888616,0.029655643,leafcutter,0.947273573,0.009385172,leafcutter,0.874437339,0.01903779,leafcutter,0.822082553,0.066161282,leafcutter,0.983900918,0.005908481,leafcutter
MDM1,,,,,,,0.899996783,0.098,rmats,,,,,,,0.301431924,0.144,rmats
MDM2,0.910775926,0.013055,leafcutter,0.485037058,0.020517927,leafcutter,0.897200805,0.00819218,leafcutter,0.88150502,0.073759641,leafcutter,0.844658873,0.105415923,leafcutter,0.826894433,0.026,rmats
MDM4,0.756246409,0.027982114,leafcutter,0.956988529,0.061419427,leafcutter,0.885336101,0.114372403,leafcutter,,,,0.845767778,0.178091995,leafcutter,0.10735691,-0.433,rmats
MDN1,0.951087497,0.050866073,leafcutter,0.834497349,0.024149878,leafcutter,0.976696006,0.003768289,leafcutter,0.997275057,-0.010131732,majiq,0.851098643,0.041253239,leafcutter,0.999942234,0.001428541,leafcutter
MDP1,0.957785789,0.033493094,leafcutter,0.790260175,0.051307725,leafcutter,0.977410271,0.021589082,leafcutter,0.98157257,0.042587425,leafcutter,0.095095236,-0.155,rmats,0.904370069,0.06293674,leafcutter
ME1,0.99938007,0.02660985,majiq,0.999995844,0.013565557,majiq,0.999251597,0.024229438,majiq,0.917088394,0.080279655,leafcutter,0.999834555,0.011425132,majiq,0.999874459,0.003877451,majiq
ME2,0.999998726,0.022375986,leafcutter,0.874942601,0.033522751,leafcutter,0.98084871,0.006968782,leafcutter,0.91172919,0.062875725,leafcutter,0.983486745,0.034287488,leafcutter,0.995675604,0.00417881,leafcutter
ME3,0.188678554,-0.079,rmats,0.285242695,0.169946992,leafcutter,0.124378823,0.100246561,leafcutter,0.737515794,0.132,rmats,0.480889933,0.162130688,leafcutter,0.687721438,0.120300365,leafcutter
MEA1,0.999998726,0.00283737,leafcutter,0.930445458,0.007058927,leafcutter,0.930812034,0.006372944,leafcutter,0.999906502,-0.006939442,majiq,0.999382977,0.001852552,leafcutter,0.949632499,0.010622067,leafcutter
MEAF6,0.223168776,0.01778989,leafcutter,2.74E-06,0.100995886,leafcutter,1.95E-06,0.097245394,leafcutter,0.874437339,0.008840485,leafcutter,0.999382977,0.006716283,leafcutter,0.927980224,0.03013628,leafcutter
MECOM,0.416809267,0.196,rmats,,,,0.083311969,-0.246,rmats,0.25578694,-0.192,rmats,0.011795259,0.383,rmats,0.728199791,-0.165,rmats
MECP2,0.941271142,0.033667994,leafcutter,0.984924869,0.019440787,leafcutter,0.835928366,0.090876981,leafcutter,0.99190708,0.082937342,leafcutter,0.999382977,0.024679943,leafcutter,0.996361166,0.016396198,leafcutter
MECR,0.286374566,-0.089,rmats,0.058899758,0.148,rmats,0.961972648,0.022266155,leafcutter,0.917088394,0.028397263,leafcutter,0.995737098,0.061534141,leafcutter,0.641435155,-0.26,rmats
MED1,0.440009376,0.074415053,leafcutter,0.782436768,0.018881117,leafcutter,0.192549189,0.030031687,leafcutter,0.918713971,0.030882914,leafcutter,0.994770949,0.016718286,leafcutter,0.710896551,0.038315085,leafcutter
MED10,0.982587305,0.002492088,leafcutter,1,-2.94E-09,majiq,1,3.81E-09,majiq,1,1.17E-10,majiq,1,1.86E-10,majiq,1,-7.33E-09,majiq
MED11,0.999999162,-0.000647787,majiq,1,0.000461943,majiq,0.999999901,-0.000207006,majiq,0.999990409,-0.004708632,majiq,0.999999531,0.000499881,majiq,0.999998377,-0.000905005,majiq
MED12,0.845284461,0.050055576,leafcutter,0.781695088,0.020481113,leafcutter,0.653013304,-0.084,rmats,0.176590323,-0.134,rmats,0.808698911,-0.124,rmats,0.857948497,0.027965607,leafcutter
MED13,0.999288478,0.030524263,majiq,0.948721714,0.03199611,leafcutter,0.999743988,0.021029789,majiq,0.999944445,-0.009018726,majiq,0.999945674,-4.71E-05,majiq,0.999836984,0.023086,majiq
MED13L,0.855845681,0.014433407,leafcutter,0.925974242,0.004944022,leafcutter,0.75612577,0.010179756,leafcutter,0.874437339,0.0151009,leafcutter,0.18293937,0.043316696,leafcutter,0.000116819,0.109455398,leafcutter
MED14,0.953306455,0.017912011,leafcutter,0.851548494,0.0545642,leafcutter,0.901135504,0.044097961,leafcutter,0.999404686,0.021302647,majiq,0.999382977,0.026786433,leafcutter,0.957930867,0.0168286,leafcutter
MED15,0.999998726,0.027631011,leafcutter,0.758282628,0.025,rmats,0.829638276,0.056957476,leafcutter,0.874437339,0.026618868,leafcutter,0.863831453,0.072900579,leafcutter,0.877716635,0.076422851,leafcutter
MED16,0.756246409,0.088348486,leafcutter,0.99999928,-0.000133741,majiq,0.473295771,0.015,rmats,0.874437339,0.024044339,leafcutter,0.246901135,-0.056,rmats,0.399998035,-0.045,rmats
MED17,0.918598775,0.066008006,leafcutter,0.966634284,0.004656366,leafcutter,0.693589422,-0.161,rmats,0.874437339,0.034721696,leafcutter,0.845767778,0.121431275,leafcutter,0.917754295,0.018464445,leafcutter
MED18,0.999998726,0.004305502,leafcutter,0.830716944,0.017603573,leafcutter,0.781867852,0.019871102,leafcutter,0.915847474,0.024761819,leafcutter,0.934409894,0.02940387,leafcutter,0.973418623,0.012463722,leafcutter
MED19,0.704504606,-0.021,rmats,0.550636469,0.024057012,leafcutter,0.652839458,-0.024,rmats,0.874437339,0.024057054,leafcutter,0.995737098,0.009253374,leafcutter,0.982384096,0.007061916,leafcutter
MED20,0.11265517,0.089884626,leafcutter,0.650571199,0.076005152,leafcutter,0.255704154,0.043,rmats,0.915368387,0.079235646,leafcutter,0.845767778,0.09370283,leafcutter,0.994091973,0.026235098,leafcutter
MED21,0.969912779,0.019619161,leafcutter,1,-5.61E-07,majiq,0.999999005,4.36E-05,majiq,0.918713971,0.006271577,leafcutter,0.99999996,-2.98E-07,majiq,0.999999828,9.53E-06,majiq
MED22,0.978344937,0.00441665,majiq,0.999878846,-0.016326956,majiq,0.999125993,-0.019917193,majiq,0.999201154,-0.015660532,majiq,0.998810695,-0.013328183,majiq,0.993424092,-0.003040388,majiq
MED23,0.999998726,0.028013569,leafcutter,0.999599556,0.031017064,majiq,0.996818638,0.017949403,majiq,0.874437339,0.116257238,leafcutter,0.996788248,0.029348645,majiq,0.999983632,-0.005663597,majiq
MED24,0.951087497,0.029687699,leafcutter,0.132639697,-0.027,rmats,0.744004263,0.066607889,leafcutter,0.753113079,-0.224,rmats,0.981632343,0.017080525,leafcutter,0.881097137,0.069267609,leafcutter
MED25,0.888309299,0.063,rmats,0.544985089,0.035670299,leafcutter,0.344961781,0.185769929,leafcutter,0.874437339,0.026313229,leafcutter,0.450963439,0.074,rmats,0.999793931,0.000144615,majiq
MED27,0.999998726,0.005563454,leafcutter,0.980300326,0.005878818,leafcutter,0.674847745,0.035774296,leafcutter,0.917088394,0.03346927,leafcutter,0.995116714,0.01344339,leafcutter,0.860077957,0.034387099,leafcutter
MED28,0.999998726,0.019813473,leafcutter,1,8.26E-09,majiq,0.999999997,2.36E-05,majiq,0.999999843,-0.000697991,majiq,0.999999972,0.000303837,majiq,0.999999802,0.001189262,majiq
MED29,0.803734453,0.046564048,leafcutter,1,3.41E-07,majiq,0.999999217,-0.001083308,majiq,0.878641114,0.057893183,leafcutter,0.999999824,0.001086724,majiq,0.99999996,-0.001090333,majiq
MED30,0.981636962,0.023841251,leafcutter,0.534169782,0.044406425,leafcutter,0.901135504,0.064920143,leafcutter,0.917088394,0.054811434,leafcutter,0.845767778,0.016169434,leafcutter,0.68666526,0.054387587,leafcutter
MED31,0.005572199,0.092,rmats,0.30409979,0.062,rmats,0.172032995,0.073,rmats,0.874437339,0.059667964,leafcutter,0.629992697,0.065,rmats,0.860866696,0.048096047,leafcutter
MED4,0.677295957,0.01590003,leafcutter,0.417111741,0.093553066,leafcutter,0.737012741,0.045255584,leafcutter,0.874437339,0.011765518,leafcutter,0.854348788,0.061918168,leafcutter,0.988933507,0.008117396,leafcutter
MED6,0.863880396,0.019646855,leafcutter,0.93302237,0.034428943,leafcutter,0.657317708,-0.038,rmats,0.917088394,0.062853265,leafcutter,0.93715941,0.018554425,leafcutter,0.975803305,0.006344089,leafcutter
MED7,0.953306455,0.02204355,leafcutter,0.935212358,0.015466608,leafcutter,0.884453725,0.020028882,leafcutter,0.999986414,0.014742151,majiq,0.997105598,0.016144035,leafcutter,0.976018214,0.010853359,leafcutter
MED8,0.681776915,0.026708394,leafcutter,0.869535076,0.011887483,leafcutter,0.709082749,0.019971946,leafcutter,0.874437339,0.019916827,leafcutter,0.8848579,0.020534361,leafcutter,0.976018214,0.007985921,leafcutter
MEDAG,0.920187909,-0.016201953,majiq,0.999999996,-3.46E-06,majiq,0.999994182,6.61E-06,majiq,0.918713971,0.017845876,leafcutter,0.845767778,0.039790174,leafcutter,0.999991137,-8.38E-06,majiq
MEF2A,0.681776915,0.032610832,leafcutter,0.508425812,0.096219311,leafcutter,0.833684068,0.018304609,leafcutter,0.874437339,0.066520228,leafcutter,0.93715941,0.042501717,leafcutter,0.088698822,0.342,rmats
MEF2D,0.763252478,0.046786936,leafcutter,0.399624089,0.062508067,leafcutter,0.56825828,-0.043,rmats,0.980085939,0.040951059,leafcutter,0.975342034,0.038949572,leafcutter,0.601401411,0.041,rmats
MEG3,0.436657641,0.049,rmats,0.000223093,0.099,rmats,0.000928601,0.081,rmats,0.775261824,-0.021,rmats,0.97418206,0.014664271,leafcutter,0.358855604,-0.023,rmats
MEG8,,,,,,,,,,,,,,,,0.761666686,-0.093,rmats
MEGF6,0.841535466,0.019097628,leafcutter,0.664864541,-0.023,rmats,0.555882965,0.072667106,leafcutter,0.197768739,-0.059,rmats,0.67232742,-0.038,rmats,0.10711345,-0.059,rmats
MEGF8,0.014925157,0.069,rmats,0.709349696,0.074380597,leafcutter,0.031225655,0.046,rmats,0.874437339,0.124292103,leafcutter,0.019663801,0.064,rmats,0.856849148,0.037100346,leafcutter
MEIS1,0.986790372,0.035945567,leafcutter,0.550636469,0.116207176,leafcutter,0.664118543,0.050175402,leafcutter,0.874437339,0.035601174,leafcutter,0.887389704,0.087238517,leafcutter,0.757044335,0.026307418,leafcutter
MEIS2,0.778827693,0.046682241,leafcutter,0.0214628,-0.116,rmats,0.47237097,0.043133331,leafcutter,0.939245431,0.042071365,leafcutter,0.999382977,0.017599783,leafcutter,0.259034892,0.065383893,leafcutter
MEIS3,0.611812262,0.059190379,leafcutter,0.282563301,-0.056,rmats,0.271883229,0.028,rmats,0.957463848,0.013191819,leafcutter,0.845767778,0.084406745,leafcutter,0.558315986,-0.061,rmats
MELK,0.992840506,0.037109005,leafcutter,0.019261715,-0.139,rmats,0.004083014,-0.119,rmats,0.99662552,0.051084845,leafcutter,0.962429992,0.088703397,leafcutter,0.501047598,-0.063,rmats
MEMO1,2.74E-09,0.058364474,leafcutter,0.003336686,0.212337438,leafcutter,2.05E-05,0.093,rmats,0.874437339,0.023452094,leafcutter,0.999382977,0.033871121,leafcutter,0.007090482,0.156565228,leafcutter
MEN1,0.763252478,0.077328115,leafcutter,0.461126493,0.032,rmats,0.765781253,0.022123055,leafcutter,0.874437339,0.025486728,leafcutter,0.75026864,0.035,rmats,0.73660752,0.021,rmats
MESDC2,0.911146341,0.012523933,leafcutter,0.413761046,0.024813644,leafcutter,0.531088374,0.011197233,leafcutter,0.832366158,0.196,rmats,0.845767778,0.033135548,leafcutter,0.416280167,0.019288905,leafcutter
MEST,0.877106115,0.048947935,leafcutter,0.999999989,-4.26E-05,majiq,0.644390229,0.015281609,leafcutter,0.874437339,0.015280558,leafcutter,0.999999863,-0.000484776,majiq,0.78193357,0.015279995,leafcutter
MET,0.36997367,-0.174,rmats,0.999999958,-0.000102334,majiq,0.999977122,-0.002897936,majiq,0.999982515,-9.69E-05,majiq,0.894679864,-0.192,rmats,0.9999955,-0.000104406,majiq
METAP1,0.538515387,0.303,rmats,0.211539763,0.043,rmats,0.064156355,0.05708329,leafcutter,0.015025099,0.514,rmats,0.849959569,0.02,rmats,0.106356421,0.04,rmats
METAP1D,0.999988162,-0.000163074,majiq,0.999974214,-0.01789973,majiq,,,,0.999813131,0.014671253,majiq,0.999751862,-0.025984499,majiq,0.999994569,-0.000167762,majiq
METAP2,0.912881017,0.027804507,leafcutter,0.774569423,0.027488033,leafcutter,0.818905639,0.021905574,leafcutter,0.884770659,0.033343164,leafcutter,0.901644781,0.032225825,leafcutter,0.801539309,0.032542388,leafcutter
METRN,0.99754055,-0.025478145,majiq,0.99993296,-0.011897893,majiq,0.18000805,0.05990839,leafcutter,0.976397547,-0.000637741,majiq,0.845767778,0.027346961,leafcutter,0.727086668,0.024116771,leafcutter
METRNL,0.698379976,0.005333622,leafcutter,1,2.08E-05,majiq,0.190887397,0.022578668,leafcutter,0.874437339,0.007241145,leafcutter,1,-7.27E-06,majiq,0.999998309,4.55E-05,majiq
METTL1,0.993069623,0.02556772,leafcutter,0.882745709,0.070877795,leafcutter,0.978855294,0.020150221,leafcutter,0.977029424,0.033414793,leafcutter,0.991994147,-0.008607389,majiq,0.928250233,0.061516965,leafcutter
METTL10,0.530499568,0.124527971,leafcutter,0.701656206,0.083209196,leafcutter,0.668649383,0.058976471,leafcutter,0.915368387,0.057854523,leafcutter,0.859731642,0.08433106,leafcutter,0.855624939,0.067626669,leafcutter
METTL13,0.621636338,0.071618954,leafcutter,0.72104368,0.03725724,leafcutter,0.799809266,0.029514976,leafcutter,0.917088394,0.067826495,leafcutter,0.963021673,0.046268036,leafcutter,0.973185758,0.035691375,leafcutter
METTL14,0.670067437,0.047962272,leafcutter,0.993700098,0.011430902,leafcutter,0.992052509,0.006471215,leafcutter,0.874437339,0.035810638,leafcutter,0.999382977,0.018059265,leafcutter,0.957930867,0.060651923,leafcutter
METTL15,0.999998726,0.025196673,leafcutter,0.953500598,0.033226973,leafcutter,0.813067712,0.061743539,leafcutter,0.874437339,0.124144074,leafcutter,0.996931481,0.040923176,leafcutter,0.559346417,0.179,rmats
METTL16,0.997088484,0.051859613,leafcutter,0.807328006,0.085666035,leafcutter,0.695494678,0.070589027,leafcutter,0.88327191,0.047689054,leafcutter,0.8848579,0.038865013,leafcutter,0.723277916,0.160765524,leafcutter
METTL17,0.951087497,0.036860642,leafcutter,0.018484998,-0.045,rmats,0.005964102,-0.08,rmats,0.457990042,0.03,rmats,0.957691376,-0.019,rmats,0.134179203,0.150135017,leafcutter
METTL21A,,,,0.881108001,0.067549187,leafcutter,,,,,,,,,,,,
METTL21B,0.999998726,0.053784826,leafcutter,0.97646672,0.044239863,leafcutter,0.877035424,0.077962621,leafcutter,,,,0.995116714,0.029575216,leafcutter,0.999830875,0.017558765,leafcutter
METTL22,0.305214264,-0.127,rmats,0.170694784,0.026,rmats,0.566326971,0.059999725,leafcutter,0.90656106,0.032582466,leafcutter,0.979967609,0.065443253,leafcutter,0.679079489,-0.101,rmats
METTL23,0.783954359,-0.023,rmats,0.746137812,0.069219494,leafcutter,0.660671382,-0.129,rmats,0.962096122,0.045067375,leafcutter,0.557408756,-0.034,rmats,0.721679957,-0.028,rmats
METTL2A,0.994760862,0.01064822,leafcutter,0.596442946,0.079014307,leafcutter,0.999926023,-0.007674399,majiq,0.999760795,-0.007323542,majiq,0.999954215,-0.007827101,majiq,0.929579448,0.03178193,leafcutter
METTL2B,0.999869868,0.015663757,majiq,0.99996415,0.008272137,majiq,0.999936728,0.017787519,majiq,0.832875854,-0.125,rmats,0.999944572,-0.017767034,majiq,0.88851358,-0.1,rmats
METTL3,0.270815652,0.041543611,leafcutter,0.868808622,0.012124245,leafcutter,0.336639127,0.026602981,leafcutter,0.917088394,0.032585517,leafcutter,0.845767778,0.028692049,leafcutter,0.441427136,0.028064714,leafcutter
METTL4,,,,0.76640642,-0.122,rmats,0.00111518,-0.256,rmats,,,,,,,0.993726658,0.000230779,majiq
METTL5,0.870522031,0.009678056,leafcutter,0.133483205,-0.42,rmats,0.621184701,0.052,rmats,0.352140919,-0.033,rmats,0.19905249,-0.161,rmats,0.053766011,-0.44,rmats
METTL6,0.03127844,-0.219,rmats,0.527446978,-0.073,rmats,0.007544103,0.338,rmats,0.874437339,0.097079963,leafcutter,0.893360102,-0.142,rmats,0.890748676,0.095656336,leafcutter
METTL8,0.31715124,-0.18,rmats,0.000874495,0.299,rmats,0.567900978,0.148094439,leafcutter,0.95837267,0.11,rmats,0.036431422,-0.378,rmats,0.124507143,0.15,rmats
METTL9,0.91387419,0.027710973,leafcutter,0.873733061,0.018796374,leafcutter,0.754949422,0.034039163,leafcutter,0.984263577,0.018787357,leafcutter,0.8848579,0.03513362,leafcutter,0.953387123,0.021451732,leafcutter
MEX3C,0.999999864,-1.11E-06,majiq,1,1.63E-05,majiq,0.999996938,1.07E-05,majiq,0.999989792,1.95E-05,majiq,0.999999932,-1.54E-06,majiq,0.999997852,8.39E-06,majiq
MEX3D,0.99995228,-0.005582945,majiq,0.999999858,-0.019933586,majiq,0.99979788,-0.009864357,majiq,0.918713971,0.011823181,leafcutter,0.999819572,0.009584062,majiq,0.997266363,0.033778173,majiq
MFAP2,0.812867534,0.032054345,leafcutter,0.633785638,0.024347317,leafcutter,0.296389093,0.081,rmats,0.874437339,0.008994743,leafcutter,0.845767778,0.03799694,leafcutter,0.820923583,-0.08,rmats
MFAP3,0.979869729,0.061265564,leafcutter,0.93302237,0.054884839,leafcutter,0.918650455,0.082328282,leafcutter,0.930368299,0.088257009,leafcutter,0.983486745,0.019355456,leafcutter,0.83453673,0.039746015,leafcutter
MFAP4,0.924981902,0.013062677,leafcutter,0.979873621,0.002,rmats,0.222857622,0.00944254,leafcutter,0.917088394,0.001497504,leafcutter,0.999382977,0.000690795,leafcutter,0.985646721,0.000796362,leafcutter
MFAP5,0.810111016,0.026281377,leafcutter,0.56679628,0.045170991,leafcutter,0.822531712,0.017253735,leafcutter,0.918377514,0.012933578,leafcutter,0.851098643,0.034948546,leafcutter,0.962167788,0.023414749,leafcutter
MFF,0.612431168,0.032,rmats,0.213270816,0.034605811,leafcutter,0.254734963,0.042,rmats,0.771851093,-0.028,rmats,0.72101025,0.033,rmats,0.193916539,0.006,rmats
MFGE8,0.856879157,0.009214303,leafcutter,0.781167896,0.015258346,leafcutter,0.695205332,0.021333103,leafcutter,0.878641114,0.001885026,leafcutter,0.999382977,0.004291484,leafcutter,0.976066109,0.010199567,leafcutter
MFN1,0.659017815,0.03647191,leafcutter,0.686239918,0.021555239,leafcutter,0.389697021,0.03646897,leafcutter,0.874437339,0.036472192,leafcutter,0.809313402,0.036471699,leafcutter,0.563248016,0.036470515,leafcutter
MFN2,3.39E-13,0.145,rmats,0,0.395,rmats,0,0.389,rmats,7.20E-07,0.091,rmats,0,0.305,rmats,0,0.799,rmats
MFSD1,0.973284896,0.020990469,leafcutter,0.714914619,0.018731632,leafcutter,0.734115222,0.044534669,leafcutter,0.917088394,0.019689147,leafcutter,0.859731642,0.035609396,leafcutter,0.860677137,0.015965701,leafcutter
MFSD10,0.211017519,0.028,rmats,0.384032575,0.023,rmats,0.856571775,0.011,rmats,0.874437339,0.049446241,leafcutter,0.237533809,0.032,rmats,0.509119502,-0.042,rmats
MFSD11,0.867522033,0.034010031,leafcutter,6.27E-06,0.071,rmats,0.248052252,0.029,rmats,0.562786228,0.027,rmats,0.144310379,-0.066,rmats,0.957930867,0.020480172,leafcutter
MFSD12,0.816437013,0.090849129,leafcutter,0.048734699,-0.071,rmats,0.329736876,0.05971164,leafcutter,0.779258786,-0.048,rmats,0.845767778,0.118553326,leafcutter,0.917754295,0.033529022,leafcutter
MFSD13A,0.168241605,-0.413,rmats,,,,0.034266656,-0.45,rmats,,,,0.161171908,-0.388,rmats,0.060447855,-0.45,rmats
MFSD14A,0.999999579,-0.001833666,majiq,1,0.008593292,majiq,0.999997511,-0.003881897,majiq,0.999999571,-0.001890583,majiq,0.999998836,-0.006877673,majiq,0.999999997,-8.53E-06,majiq
MFSD14B,0.766285729,0.025602264,leafcutter,0.972723063,0.012583537,leafcutter,0.629591164,0.039908971,leafcutter,0.874437339,0.064083367,leafcutter,0.970084032,0.008851556,leafcutter,0.962167788,0.02393311,leafcutter
MFSD14C,,,,,,,,,,0.993758334,0.076005376,leafcutter,0.999015111,0.020955334,majiq,,,
MFSD3,0.978854655,0.026351217,leafcutter,0.634001812,0.030549201,leafcutter,0.74838795,0.108832687,leafcutter,0.717980171,-0.039,rmats,0.999382977,0.029612843,leafcutter,0.957930867,0.071376629,leafcutter
MFSD5,0.999998726,0.017440886,leafcutter,0.615448563,0.047102735,leafcutter,0.969534319,0.017639152,leafcutter,0.999867489,-0.017012999,majiq,0.999382977,0.010034032,leafcutter,0.985450696,0.020240507,leafcutter
MFSD7,0.908105239,0.012739997,leafcutter,0.999991273,0.02227465,majiq,0.999871588,-0.01163945,majiq,0.999780717,0.014945789,majiq,0.999382977,0.070798242,leafcutter,,,
MFSD8,0.21475825,-0.169,rmats,0.546358325,-0.066,rmats,0.207142397,-0.072,rmats,0.814007001,-0.041,rmats,0.017110707,0.176,rmats,0.975803305,0.037135677,leafcutter
MFSD9,,,,0.833349714,0.164,rmats,,,,0.349186405,-0.169,rmats,,,,,,
MGA,0.718867409,-0.111,rmats,0.029921401,0.080621413,leafcutter,0.067656013,-0.139,rmats,0.623631787,-0.065,rmats,0.999620757,-0.001072209,majiq,0.957930867,0.020274098,leafcutter
MGARP,0.999912773,0.011012146,majiq,0.999999906,0.00220261,majiq,0.999987751,-0.002300171,majiq,0.999994378,0.001697021,majiq,0.999981387,0.006120123,majiq,0.999998086,0.000968144,majiq
MGAT1,0.823872797,0.045327546,leafcutter,0.953500883,0.057541565,leafcutter,0.817326453,0.036383723,leafcutter,0.941424515,0.025236663,leafcutter,0.859731642,0.150271952,leafcutter,0.706685758,0.131562105,leafcutter
