"","dPSI_iPSC.6960.3x"
"ARL15",0.599247133670562
"SKP1",0.540204637211659
"STRN3",0.525
"HDX",0.478597194293215
"PDE7A",0.455
"SYTL2",0.415
"ASAP1",0.41
"POMT2",0.409
"DPY19L3",0.407
"UNC13A",0.382265561351145
"ZFP82",0.381910224835279
"KDM6A",0.35
"LRRC42",0.342
"TAF2",0.34
"MADD",0.338
"LARP7",0.336
"RSRC2",0.33
"NAV2",0.316
"BOLA2-SMG1P6",0.312
"AXIN1",0.29609619848702
"LINC02210",0.284047204002563
"GOLT1B",0.273101805174955
"VPS29",0.265388473049968
"SENP6",0.25012494340041
