,dPSI_iPSC_1755497_10x,dPSI_iPSC_1755497_10x_bridge,dPSI_iPSC_1755497_3x,dPSI_iPSC_1755497_3x_bridge,dPSI_iPSC_2006152_10x,dPSI_iPSC_2006152_10x_bridge,dPSI_iPSC_2006152_3x,dPSI_iPSC_2006152_3x_bridge,dPSI_iPSC_2189972_10x,dPSI_iPSC_2189972_3x,dPSI_iPSC_2194943_10x,dPSI_iPSC_2194943_3x,dPSI_iPSC_2195127_10x,dPSI_iPSC_2195127_3x,dPSI_iPSC_2195327_10x,dPSI_iPSC_2195327_3x,dPSI_iPSC_2197294_10x,dPSI_iPSC_2197294_3x,dPSI_NGN2_1755497_10x,dPSI_NGN2_1755497_3x,dPSI_NGN2_2006152_10x,dPSI_NGN2_2006152_3x,dPSI_NGN2_2189972_10x,dPSI_NGN2_2189972_3x,dPSI_NGN2_2194943_10x,dPSI_NGN2_2194943_3x,dPSI_NGN2_2195127_10x,dPSI_NGN2_2195127_3x,dPSI_NGN2_2195327_10x,dPSI_NGN2_2195327_3x,dPSI_NGN2_2197294_10x,dPSI_NGN2_2197294_3x,dPSI_Sy5Y_1755497_10x,dPSI_Sy5Y_1755497_10x_bridge,dPSI_Sy5Y_1755497_3x,dPSI_Sy5Y_1755497_3x_bridge,dPSI_Sy5Y_2006152_10x,dPSI_Sy5Y_2006152_10x_bridge,dPSI_Sy5Y_2006152_3x,dPSI_Sy5Y_2006152_3x_bridge,dPSI_Sy5Y_2189972_10x,dPSI_Sy5Y_2189972_3x,dPSI_Sy5Y_2194943_10x,dPSI_Sy5Y_2194943_3x,dPSI_Sy5Y_2195127_10x,dPSI_Sy5Y_2195127_3x,minpadj_maxPdPSI_iPSC_1755497_10x,minpadj_maxPdPSI_iPSC_1755497_10x_bridge,minpadj_maxPdPSI_iPSC_1755497_3x,minpadj_maxPdPSI_iPSC_1755497_3x_bridge,minpadj_maxPdPSI_iPSC_2006152_10x,minpadj_maxPdPSI_iPSC_2006152_10x_bridge,minpadj_maxPdPSI_iPSC_2006152_3x,minpadj_maxPdPSI_iPSC_2006152_3x_bridge,minpadj_maxPdPSI_iPSC_2189972_10x,minpadj_maxPdPSI_iPSC_2189972_3x,minpadj_maxPdPSI_iPSC_2194943_10x,minpadj_maxPdPSI_iPSC_2194943_3x,minpadj_maxPdPSI_iPSC_2195127_10x,minpadj_maxPdPSI_iPSC_2195127_3x,minpadj_maxPdPSI_iPSC_2195327_10x,minpadj_maxPdPSI_iPSC_2195327_3x,minpadj_maxPdPSI_iPSC_2197294_10x,minpadj_maxPdPSI_iPSC_2197294_3x,minpadj_maxPdPSI_NGN2_1755497_10x,minpadj_maxPdPSI_NGN2_1755497_3x,minpadj_maxPdPSI_NGN2_2006152_10x,minpadj_maxPdPSI_NGN2_2006152_3x,minpadj_maxPdPSI_NGN2_2189972_10x,minpadj_maxPdPSI_NGN2_2189972_3x,minpadj_maxPdPSI_NGN2_2194943_10x,minpadj_maxPdPSI_NGN2_2194943_3x,minpadj_maxPdPSI_NGN2_2195127_10x,minpadj_maxPdPSI_NGN2_2195127_3x,minpadj_maxPdPSI_NGN2_2195327_10x,minpadj_maxPdPSI_NGN2_2195327_3x,minpadj_maxPdPSI_NGN2_2197294_10x,minpadj_maxPdPSI_NGN2_2197294_3x,minpadj_maxPdPSI_Sy5Y_1755497_10x,minpadj_maxPdPSI_Sy5Y_1755497_10x_bridge,minpadj_maxPdPSI_Sy5Y_1755497_3x,minpadj_maxPdPSI_Sy5Y_1755497_3x_bridge,minpadj_maxPdPSI_Sy5Y_2006152_10x,minpadj_maxPdPSI_Sy5Y_2006152_10x_bridge,minpadj_maxPdPSI_Sy5Y_2006152_3x,minpadj_maxPdPSI_Sy5Y_2006152_3x_bridge,minpadj_maxPdPSI_Sy5Y_2189972_10x,minpadj_maxPdPSI_Sy5Y_2189972_3x,minpadj_maxPdPSI_Sy5Y_2194943_10x,minpadj_maxPdPSI_Sy5Y_2194943_3x,minpadj_maxPdPSI_Sy5Y_2195127_10x,minpadj_maxPdPSI_Sy5Y_2195127_3x
DIABLO,NA,NA,NA,NA,NA,-0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000276391445899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIPK1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253157463342053,NA,NA,NA,0.281199323973466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00513831147532462,NA,NA,NA,0.00791410293298185,NA,NA,NA,NA,NA,NA,NA,NA
DLG5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263692490880495,NA,NA,NA,NA,NA,0.403388006475053,NA,NA,NA,NA,NA,NA,NA,0.27226780237054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0068155719093871,NA,NA,NA,NA,NA,0.0149017998943318,NA,NA,NA,NA,NA,NA,NA,0.0197208079822606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLGAP4,0.407039857098258,0.42381830699602,NA,NA,-0.754,0.408456959205511,0.253193379897018,-0.68,0.430648601670153,-0.651,0.331239867321256,NA,-0.309,NA,0.419566670645127,-0.755,0.337625434531453,NA,-0.317,-0.539,-0.363,-0.402,-0.552,-0.333,-0.575,-0.324,-0.587,-0.387,-0.546,-0.345,-0.537,-0.312,0.366278439014716,0.438371231200733,NA,0.262143430170562,-0.302,0.431221198995663,0.286069111338245,0.272347455138594,0.3612158446236,NA,NA,NA,0.338104073725431,0.284255997858217,9.42807519541783e-09,4.20993786965471e-08,NA,NA,1.2491562114e-08,2.15334702254365e-08,4.37564152564743e-07,6.73178100752e-05,7.28100657227547e-07,6.70704714617e-05,5.88085858392944e-08,NA,0,NA,6.92700511684917e-07,5.27252390211e-08,9.5179468562057e-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69869908130942e-10,3.65159504277243e-12,NA,1.94242867517804e-07,0,3.33677234800226e-10,2.96936644371578e-10,6.20894357077545e-12,2.67239478529386e-13,NA,NA,NA,6.53016018722985e-12,1.20545669269631e-09
DMAC2L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110408812389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAJC27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264256131923129,NA,NA,NA,0.289419010965142,NA,0.343945317577934,NA,NA,NA,0.266145606635543,NA,NA,NA,NA,0.289926631356782,NA,NA,0.337118385296412,NA,NA,0.323202519662737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00316375555842112,NA,NA,NA,0.00164766849402805,NA,0.000959416628937898,NA,NA,NA,0.0226223454562032,NA,NA,NA,NA,0.0475993456489417,NA,NA,0.0384302565708005,NA,NA,0.0373719506713384,NA,NA,NA,NA,NA,NA
DOCK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331209394792628,NA,0.25587249522034,NA,NA,NA,0.304882218289002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80202781458272e-08,NA,1.51703809697248e-07,NA,NA,NA,1.17213852476796e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00310090592758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPH1,NA,NA,NA,NA,NA,NA,NA,NA,0.280032081092864,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385401817940099,NA,NA,NA,0.322508336414254,NA,0.408531586449819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358244611640509,0.282468252397529,NA,NA,0.25831961005711,NA,NA,NA,0.254815058600447,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07763337734548e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71030311389207e-06,NA,NA,NA,3.32214730629451e-06,NA,1.93931463643394e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06057599734252e-08,1.54829495992812e-06,NA,NA,7.26541069975294e-07,NA,NA,NA,2.30177000921709e-06,NA
DPY30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655570999206714,NA,0.47133765524778,NA,NA,NA,0.406706703803903,NA,-0.37284818869013,NA,0.370546888947695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.999996802689797,NA,NA,NA,0.995268012937856,NA,0.952309095793588,NA,0.946125308104389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRG2,0.377,NA,NA,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000413730114666,NA,NA,NA,NA,NA,NA,NA,0.000422932268985,NA,NA,NA,NA,NA,NA,NA,NA,0.014315087541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUXAP9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582410882552612,0.562220849336924,0.354730892604473,0.422132079661256,0.555414364376025,0.576139735215793,0.430413966224786,0.441849840144773,0.468339445435486,NA,NA,NA,0.592762259010408,0.491485511338911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.921443877239613,0.999205570682436,0.999999999999995,1,0.999961359153957,0.999998791959223,0.999999710731447,NA,NA,NA,1,0.99999999934023
DYRK1A,0.398661417690294,NA,NA,NA,0.441801341246282,0.461982024689078,NA,NA,0.505118104026082,NA,NA,NA,0.400491072599857,NA,NA,NA,NA,NA,0.540344834975513,NA,0.484850920200027,NA,NA,NA,0.52012505825232,NA,0.379834361697801,NA,NA,NA,NA,NA,NA,0.538073857682951,NA,NA,-0.463,0.587055652542191,NA,NA,0.584971014861975,NA,NA,NA,0.378022139107106,NA,0.970818590159291,NA,NA,NA,0.994694900645311,0.998604964272313,NA,NA,0.999767376587179,NA,NA,NA,0.977509369235477,NA,NA,NA,NA,NA,0.99999683578165,NA,0.999737949933953,NA,NA,NA,0.999971777267329,NA,0.911782385379438,NA,NA,NA,NA,NA,NA,0.999929479442758,NA,NA,2.55002426512e-09,0.999995602595498,NA,NA,0.999994120808826,NA,NA,NA,0.903404672381609,NA
EHHADH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.555255464138457,-0.488,NA,NA,-0.669,-0.705,-0.468,-0.453,-0.624,NA,0.465457879109537,NA,-0.679,-0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999655018306694,6.59352630166e-07,NA,NA,0,0,9.40729406519e-12,8.00808343248e-11,0,NA,0.984499369062722,NA,0,4.43785674875e-10
EIF2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87284037576e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMO2,0.357,NA,NA,NA,0.326,0.306,NA,NA,0.302,NA,NA,NA,0.316,NA,0.316,NA,NA,NA,0.488,0.3,0.454,NA,0.343,NA,0.357,NA,0.404,NA,0.372,NA,0.326,NA,0.36,0.361,NA,NA,0.52,0.521,NA,NA,0.412,NA,NA,NA,0.45,NA,1.26440524717e-12,NA,NA,NA,4.16142675875e-10,5.05762691726e-09,NA,NA,1.2644733362e-06,NA,NA,NA,6.49483270498e-08,NA,3.32081283304e-06,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1.09020473565e-07,1.53768220379e-09,NA,NA,0,0,NA,NA,2.72307176808e-12,NA,NA,NA,2.4746871219e-13,NA
ELP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.403330784828139,NA,0.371022250284012,NA,NA,NA,-0.40701340277435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942460366639858,NA,0.0010826513179556,NA,NA,NA,0.964018551420562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMSY,NA,NA,NA,NA,NA,NA,NA,NA,0.448903289604164,NA,0.316949247385152,NA,NA,NA,NA,NA,NA,NA,0.478397602644139,NA,0.412296390723565,NA,0.419088166797708,NA,0.488823102414672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494043302288615,0.323348511903209,NA,NA,0.49426489434462,NA,NA,NA,0.404929564009806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000150906567351199,NA,0.00141212718809121,NA,NA,NA,NA,NA,NA,NA,1.27665742610917e-06,NA,3.18046661913276e-06,NA,5.19928654828215e-05,NA,1.18971880701474e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23663466220724e-06,0.00335653904669817,NA,NA,7.02277192545527e-06,NA,NA,NA,3.42543559498917e-06,NA
ENAH,NA,NA,NA,NA,0.280671079142186,0.283487681971536,NA,NA,0.414908274044381,NA,0.394177631725775,NA,0.347303270256247,NA,0.330197338000233,NA,0.285529691139793,NA,0.556441444759234,0.35392706219625,0.515651425796515,0.282980163422138,0.555233015730429,0.327947332086431,0.619157500007164,0.411726318110683,0.465100067550574,0.275592851132159,0.474753782600131,0.251019316993391,0.528673985246889,0.292082237580207,0.347536577191499,0.360493613312135,NA,NA,0.524397590718092,0.500329762137222,0.283281601131321,0.2992381121521,0.539107639274922,0.327357640394972,0.458086614460197,0.252791398503281,0.49252691696423,0.332948889008064,NA,NA,NA,NA,3.98679008739379e-12,1.57773378653552e-12,NA,NA,1.03231292161996e-11,NA,9.49440940006506e-14,NA,7.98469770698434e-13,NA,7.29606064697228e-13,NA,8.96427553837016e-08,NA,2.62663511086931e-15,5.0514336425518e-12,6.23054903721331e-13,5.2989887124778e-10,6.62891866482427e-15,4.22903853736615e-11,1.51347692355458e-14,3.21397619862014e-13,1.0130898002607e-14,9.4254861820229e-10,2.41881442228971e-13,2.00746266020949e-09,1.80655036992619e-13,2.13412596578551e-11,1.71627635942968e-08,2.71507774595918e-09,NA,NA,4.49103726139749e-15,5.10128867132213e-14,7.48367880029171e-10,4.35844734220824e-09,9.37904563984346e-20,2.48064527579867e-08,3.69904112843541e-13,9.19834342874302e-09,1.80791357310818e-11,4.02634677470554e-10
ENOX1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589955618257002,0.277519311597188,0.430025013147706,NA,0.501158361363937,NA,0.602296345031488,0.257536240228221,0.429994928317132,NA,0.383654025786895,NA,0.483125930695279,NA,NA,NA,NA,NA,NA,0.258383586412185,NA,NA,0.496152937114941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52030902466059e-08,1.46228697812718e-06,3.45792288377558e-07,NA,1.5645066801816e-08,NA,2.99233624901893e-08,0.000141060996647743,4.140590190758e-07,NA,5.17629029045951e-08,NA,7.37669452487824e-07,NA,NA,NA,NA,NA,NA,0.00630987902744768,NA,NA,1.06491058151018e-05,NA,NA,NA,NA,NA
EPM2A,NA,NA,NA,NA,NA,NA,NA,NA,0.299621610646268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332648595160258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00833996214701938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1724553341155e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERBB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696594673697322,0.729618804806768,0.648847037767048,0.56913835565642,0.511523639959813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999902408246807,0.999979388611112,0.999408797641721,0.994295096144424,0.974188961298396,NA,NA,NA,NA,NA
ERCC6L2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25116663692478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5843666788017e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERCC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.345,0.317856440097053,-0.392,0.25227450090897,0.489256390106827,NA,-0.324,NA,0.260855585929311,NA,0.475008016916335,NA,0.487029500037488,NA,NA,NA,NA,NA,NA,0.260452033350507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00312006363813069,0,0.0177360970527571,0.0164073560631585,NA,0,NA,0.00286604735693955,NA,5.82871333030378e-07,NA,0.0105259160593783,NA,NA,NA,NA,NA,NA,0.0111744815983378,NA,NA,NA,NA,NA,NA,NA,NA
ERGIC3,0.263123526305511,0.325043775978921,NA,NA,-0.549,-0.523,NA,NA,-0.522,NA,-0.444,NA,-0.543,NA,-0.482,NA,0.309149231809755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.511,-0.504,-0.393,-0.433,-0.549,-0.547,-0.504,-0.51,-0.535,-0.467,-0.51,-0.412,-0.546,-0.499,1.79975989444136e-06,1.57241151531163e-08,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0.000887874282821753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICH5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00271191110771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVC,NA,NA,NA,NA,NA,0.346048485983769,NA,NA,0.473471524204413,NA,NA,NA,0.650282496320697,NA,0.399138790658184,NA,NA,NA,0.952387537029478,NA,0.866433180549931,NA,0.934388284687304,NA,-0.866028716881375,NA,0.773669490851766,0.65415763157083,0.729018532430932,NA,0.860343314509103,0.589960218664849,0.624094350189211,0.736565877633868,NA,NA,0.864849592437286,0.842076379209068,0.476382586202715,0.450585310385712,0.808339031007174,0.286094962098404,0.447530268769966,NA,0.84466362928741,0.49118225300785,NA,NA,NA,NA,NA,0.00134738393130794,NA,NA,0.99889189884543,NA,NA,NA,8.71553053440786e-05,NA,0.950743003680591,NA,NA,NA,0.999999999999839,NA,0.999999999893739,NA,0.99999999999983,NA,0.999999999913067,NA,0.999999922864087,0.999985851357004,0.9999997610527,NA,0.999999999940995,0.999772237769377,0.000537430196200382,4.86913437291907e-07,NA,NA,3.91272040655861e-06,1.64863907438171e-07,2.99446053609566e-06,0.000970108244814851,1.15983610944228e-06,0.0360417698398907,0.000142374463237854,NA,3.09145964053999e-07,1.93669658280289e-05
EXOC6B,-0.326,-0.325,NA,NA,-0.629,-0.556,0.315081620088137,0.274536648090986,-0.505,0.301584696439052,-0.524,NA,-0.736,-0.315,-0.578,0.266856935846938,0.39252497708724,NA,-0.46,0.327483433545799,-0.736,0.37367138604472,-0.53,NA,-0.663,0.302089083565486,-0.68,0.366850635763778,-0.56,0.263286127254161,-0.32,NA,-0.385,-0.44,NA,0.337152058619072,-0.691,-0.717,-0.414,-0.444,-0.569,0.29732390272975,-0.484,0.315253620779179,-0.638,-0.524,0,0,NA,NA,0,0,4.13625510373395e-06,1.64791336560525e-05,0,3.50377535395308e-06,0,NA,0,0,0,0.000438354432011057,0.000697531198032558,NA,0,6.35410733776983e-06,0,8.73784296504016e-08,0,NA,0,1.15537499029268e-06,0,1.5496851326672e-06,0,0.000172403149898976,0,NA,0,0,NA,0.0141457461517865,0,0,5.30286794868e-12,0,0,0.0097779719529647,0,0.00358432424983525,0,0
FAAP20,-0.388,-0.324,NA,NA,-0.404,-0.39,NA,NA,-0.335,NA,0.300599813319992,NA,-0.333,0.264959634049024,-0.361,NA,-0.301,NA,-0.323,-0.3,-0.43,NA,-0.353,NA,-0.31,NA,-0.363,NA,-0.366,NA,-0.303,NA,-0.307,-0.42,-0.31,-0.414,-0.305,-0.438,-0.359,-0.357,-0.311,NA,NA,NA,-0.321,-0.33,0,0,NA,NA,0,0,NA,NA,0,NA,8.82078188165935e-11,NA,0,1.25664759499829e-09,0,NA,6.44268056188e-08,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
FAM162A,NA,NA,NA,NA,0.445733920175323,0.375767133828234,NA,NA,0.347587223741669,NA,0.277433692862939,NA,NA,NA,0.263327047381168,NA,NA,NA,0.450024910444932,NA,-0.408,NA,0.376191243675927,NA,0.437974585228231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.464,-0.471,NA,0.251397877804793,0.428206508949078,NA,0.250583123035152,NA,NA,NA,NA,NA,NA,NA,1.55101672237509e-08,6.55765211493051e-08,NA,NA,1.15320907442058e-07,NA,2.71219879416178e-07,NA,NA,NA,1.91256256851036e-06,NA,NA,NA,6.01602297711188e-07,NA,0,NA,5.29950572557877e-06,NA,3.01329343762226e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1.12906678672926e-05,7.02277192545527e-06,NA,1.59249245502975e-05,NA,NA,NA
FAM174A,NA,NA,NA,NA,0.315398947283782,NA,NA,NA,0.372763161476194,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351544434722104,NA,0.39851126065189,NA,-0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432381844227926,-0.312,NA,NA,-0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000554449101111924,NA,NA,NA,0.0017469465294935,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66165601011208e-07,NA,3.91516106731047e-06,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39557828191202e-07,0,NA,NA,0,NA,NA,NA,NA,NA
FAM193B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111625432165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
