,dPSI_iPSC_1755497_10x,dPSI_iPSC_1755497_10x_bridge,dPSI_iPSC_1755497_3x,dPSI_iPSC_1755497_3x_bridge,dPSI_iPSC_2006152_10x,dPSI_iPSC_2006152_10x_bridge,dPSI_iPSC_2006152_3x,dPSI_iPSC_2006152_3x_bridge,dPSI_iPSC_2189972_10x,dPSI_iPSC_2189972_3x,dPSI_iPSC_2194943_10x,dPSI_iPSC_2194943_3x,dPSI_iPSC_2195127_10x,dPSI_iPSC_2195127_3x,dPSI_iPSC_2195327_10x,dPSI_iPSC_2195327_3x,dPSI_iPSC_2197294_10x,dPSI_iPSC_2197294_3x,dPSI_NGN2_1755497_10x,dPSI_NGN2_1755497_3x,dPSI_NGN2_2006152_10x,dPSI_NGN2_2006152_3x,dPSI_NGN2_2189972_10x,dPSI_NGN2_2189972_3x,dPSI_NGN2_2194943_10x,dPSI_NGN2_2194943_3x,dPSI_NGN2_2195127_10x,dPSI_NGN2_2195127_3x,dPSI_NGN2_2195327_10x,dPSI_NGN2_2195327_3x,dPSI_NGN2_2197294_10x,dPSI_NGN2_2197294_3x,dPSI_Sy5Y_1755497_10x,dPSI_Sy5Y_1755497_10x_bridge,dPSI_Sy5Y_1755497_3x,dPSI_Sy5Y_1755497_3x_bridge,dPSI_Sy5Y_2006152_10x,dPSI_Sy5Y_2006152_10x_bridge,dPSI_Sy5Y_2006152_3x,dPSI_Sy5Y_2006152_3x_bridge,dPSI_Sy5Y_2189972_10x,dPSI_Sy5Y_2189972_3x,dPSI_Sy5Y_2194943_10x,dPSI_Sy5Y_2194943_3x,dPSI_Sy5Y_2195127_10x,dPSI_Sy5Y_2195127_3x,minpadj_maxPdPSI_iPSC_1755497_10x,minpadj_maxPdPSI_iPSC_1755497_10x_bridge,minpadj_maxPdPSI_iPSC_1755497_3x,minpadj_maxPdPSI_iPSC_1755497_3x_bridge,minpadj_maxPdPSI_iPSC_2006152_10x,minpadj_maxPdPSI_iPSC_2006152_10x_bridge,minpadj_maxPdPSI_iPSC_2006152_3x,minpadj_maxPdPSI_iPSC_2006152_3x_bridge,minpadj_maxPdPSI_iPSC_2189972_10x,minpadj_maxPdPSI_iPSC_2189972_3x,minpadj_maxPdPSI_iPSC_2194943_10x,minpadj_maxPdPSI_iPSC_2194943_3x,minpadj_maxPdPSI_iPSC_2195127_10x,minpadj_maxPdPSI_iPSC_2195127_3x,minpadj_maxPdPSI_iPSC_2195327_10x,minpadj_maxPdPSI_iPSC_2195327_3x,minpadj_maxPdPSI_iPSC_2197294_10x,minpadj_maxPdPSI_iPSC_2197294_3x,minpadj_maxPdPSI_NGN2_1755497_10x,minpadj_maxPdPSI_NGN2_1755497_3x,minpadj_maxPdPSI_NGN2_2006152_10x,minpadj_maxPdPSI_NGN2_2006152_3x,minpadj_maxPdPSI_NGN2_2189972_10x,minpadj_maxPdPSI_NGN2_2189972_3x,minpadj_maxPdPSI_NGN2_2194943_10x,minpadj_maxPdPSI_NGN2_2194943_3x,minpadj_maxPdPSI_NGN2_2195127_10x,minpadj_maxPdPSI_NGN2_2195127_3x,minpadj_maxPdPSI_NGN2_2195327_10x,minpadj_maxPdPSI_NGN2_2195327_3x,minpadj_maxPdPSI_NGN2_2197294_10x,minpadj_maxPdPSI_NGN2_2197294_3x,minpadj_maxPdPSI_Sy5Y_1755497_10x,minpadj_maxPdPSI_Sy5Y_1755497_10x_bridge,minpadj_maxPdPSI_Sy5Y_1755497_3x,minpadj_maxPdPSI_Sy5Y_1755497_3x_bridge,minpadj_maxPdPSI_Sy5Y_2006152_10x,minpadj_maxPdPSI_Sy5Y_2006152_10x_bridge,minpadj_maxPdPSI_Sy5Y_2006152_3x,minpadj_maxPdPSI_Sy5Y_2006152_3x_bridge,minpadj_maxPdPSI_Sy5Y_2189972_10x,minpadj_maxPdPSI_Sy5Y_2189972_3x,minpadj_maxPdPSI_Sy5Y_2194943_10x,minpadj_maxPdPSI_Sy5Y_2194943_3x,minpadj_maxPdPSI_Sy5Y_2195127_10x,minpadj_maxPdPSI_Sy5Y_2195127_3x
MAOA,0.651424341539475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654008694477902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.612,-0.6,0.264619453404867,0.350767190552462,-0.355,-0.785,-0.495,-0.454,-0.832,-0.568,-0.699,-0.36,-0.788,-0.502,0.999961980521901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999981626548733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.000325750124799045,0.000324923033319973,0,0,0,0,0,0,0,0,0,0
MAP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.351518615885139,NA,NA,NA,NA,NA,NA,NA,0.260884771934771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929328673192438,NA,NA,NA,NA,NA,NA,NA,4.92289060827404e-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAP6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302861420999585,NA,NA,NA,NA,NA,0.286828449634357,NA,0.26681190919475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00104595970614473,NA,NA,NA,NA,NA,0.000354631774568485,NA,0.00111406577453905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAPK10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303702328823466,0.389519605679761,NA,NA,0.391044177081914,NA,NA,NA,0.296374351532018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50572761798995e-06,5.17347086994383e-07,NA,NA,1.02776832396009e-05,NA,NA,NA,9.24953033380658e-07,NA
MATK,NA,NA,NA,NA,0.632936150740027,0.593588486961157,0.296390944012865,0.352383401491434,0.370596030847805,NA,0.514046238929219,NA,NA,NA,0.329542792957873,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318081884860123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89792449303745e-06,1.66640261332464e-06,9.24837944266693e-05,0.000109794509444026,0.000258611733563113,NA,1.03725302535233e-05,NA,NA,NA,3.6172154268638e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00389908264002724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411090031064842,NA,-0.282500800748722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0389018081061993,NA,0.0295558401189839,NA,NA,NA,NA,NA,NA
MDN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265619624589213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29649366346877e-06,NA,NA,NA,NA,NA,NA,NA,NA
MED17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6797337965e-08,NA,NA,NA,NA,NA,0.00345637653203,NA,NA,NA,NA,NA,NA
MEF2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475285904475822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980931896147255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MELTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789801083491351,-0.589321441049649,0.477508778952882,-0.440892620228051,0.547760343487723,NA,-0.423164209217621,NA,0.515014255827311,NA,0.455294071524144,NA,-0.684929589075264,NA,0.532594061861654,0.500666485836561,0.595587159925987,-0.753328587908288,0.464161356834565,0.582625646687065,-0.740964588071424,0.519092671525277,0.525320274533044,-0.517392401690938,-0.475429950651739,NA,0.465326886661987,0.370318165645761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999979590607,0.999945317103116,0.0270163202715974,0.951969100574104,0.999714006943224,NA,0.95441114765599,NA,0.0265020347558214,NA,0.960774513060859,NA,0.999999679798051,NA,0.038530515687056,0.0260891609608277,0.999999544944861,0.999999946938471,3.53853410508659e-06,0.00625577817871544,0.999999999862549,0.0338659129465264,0.0151792798519737,0.999205121787338,0.99623024215227,NA,7.54846790091308e-06,0.000152203544959707
MEMO1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660907710411539,NA,0.459341352711552,NA,NA,NA,0.413127345851095,NA,-0.376486586000354,NA,0.36355133118571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.999937917261835,NA,NA,NA,0.995758677089949,NA,0.965466013565919,NA,0.929756264666316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METTL17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0227181099977,NA
MFN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.408,NA,-0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.463,-0.447,NA,NA,-0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA
MIR100HG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333523821147,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1689071725e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIR9-3HG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.326,-0.371,NA,NA,-0.315,-0.519683734624546,-0.305,-0.301,-0.421,NA,-0.35,NA,-0.445,-0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00167527657488,5.16043242347e-07,NA,NA,4.2093144733e-09,0.995636891026805,2.33613610623e-07,2.24225067737e-07,1.86021447663e-10,NA,7.70663062549e-05,NA,8.10048028655e-13,4.96454750763e-05
MIR924HG,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00332802164713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLLT10,NA,NA,NA,NA,NA,NA,NA,NA,0.263468660904104,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.331866672584765,NA,-0.29221123352359,NA,NA,NA,0.254970555011963,NA,NA,NA,NA,NA,NA,NA,NA,0.268696579362495,NA,NA,0.328772205647796,0.346160656419515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00688406107795373,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00327662213159265,NA,0.00111489571082548,NA,NA,NA,3.80419676682096e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000184744565567507,NA,NA,0.0029281644712033,0.000199984788143,NA,NA,NA,NA,NA,NA,NA,NA
MMS22L,0.343815591328102,0.310538241758163,NA,NA,0.453762474853145,0.405959574789657,NA,NA,0.350672916621599,NA,NA,NA,0.372700588428629,NA,0.414036525294895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368251732532534,0.42441019311665,NA,NA,0.632126017363016,0.633068042811113,0.286699455921259,0.326949761302352,0.547376259595947,NA,NA,NA,0.532612903488854,NA,1.91673118585585e-06,4.14906088218269e-05,NA,NA,4.82413243692404e-07,3.44041156456714e-07,NA,NA,7.19495225732991e-07,NA,NA,NA,9.32289223590777e-06,NA,1.98942926912913e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4352220857255e-06,4.86913437291907e-07,NA,NA,6.29072805777324e-08,5.83406888274528e-08,5.33586308542432e-06,2.19298840361512e-07,2.99155261240079e-07,NA,NA,NA,5.33848752647132e-08,NA
MORN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390210901806837,NA,0.309375309669487,0.410628201310922,0.264971774530483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917554665873074,NA,0.0344397137782733,0.00783820223516145,0.0392930764164701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRNIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000958933751593,NA,NA,NA,NA,NA,NA,NA
MRPL39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351842892630205,NA,NA,NA,NA,NA,0.268491702920445,NA,0.388932176938382,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345568465866629,0.32423340886059,NA,NA,NA,NA,NA,NA,0.412519124208404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52550815067922e-10,NA,NA,NA,NA,NA,8.41569884693041e-08,NA,1.28348565405662e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22537929854772e-08,1.20751571388977e-10,NA,NA,NA,NA,NA,NA,3.17997289078082e-10,NA
MSL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311,0.313,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034016212727,0.0472424674513,0.0149085479104,NA,NA,NA,NA,NA,NA,NA
MTMR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75623718666501,0.649602219455003,NA,NA,0.503210583341706,NA,0.330559618760791,NA,0.600075455512309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43104925092498e-08,6.08635487041293e-08,NA,NA,3.09697359800816e-07,NA,9.94874682486247e-07,NA,9.12832453970597e-08,NA
MUC20-OT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324127722783632,NA,NA,NA,NA,NA,NA,NA,0.357722072398687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000833755445194899,NA,NA,NA,NA,NA,NA,NA,0.00417120168894361,NA
MUC3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00395828161328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYCBP2,-0.429,-0.45,0.446443997501062,NA,-0.36,-0.451,0.428382575311151,0.439442945567731,-0.444,-0.378,-0.368,NA,-0.386,-0.349,-0.461,-0.400495818158333,-0.378,NA,-0.304,-0.405,-0.45,NA,-0.406,NA,-0.347,NA,-0.459,NA,-0.304,NA,-0.373,NA,-0.468,-0.403,NA,-0.338,-0.522,-0.47,-0.381,-0.415,-0.462,NA,-0.374,NA,-0.485,-0.414,0,0,0.984074997831441,NA,5.60472387034e-07,0,0.96489964746315,0.978476093729852,0,1.37534032211e-10,2.8219562078e-10,NA,2.63920005109e-08,2.19616616154e-08,0,0.914975315900794,1.75042972031e-05,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,8.24967389087e-12,0,0,0,0,0,NA,0,NA,0,0
MYT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
MYT1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393306934400024,NA,0.290856238731901,NA,NA,NA,NA,NA,0.262024409659854,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392246093492415,0.391633704315807,NA,NA,0.281670844805602,NA,NA,NA,0.329542585499984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18043565193383e-08,NA,8.61337864068933e-07,NA,NA,NA,NA,NA,1.00857799384043e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33655194022512e-05,6.38479974165472e-07,NA,NA,1.67617330684258e-06,NA,NA,NA,1.00856861785533e-06,NA
MZF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27810051488e-05,NA,NA,NA,NA,NA,NA,NA,NA
NAIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.438131144046473,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.412174990912745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963082271468209,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903607244999561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAV2,-0.472,-0.493,0.380491764727469,0.295683923914098,-0.564,-0.535,0.366235642822898,-0.301,-0.643,-0.374,-0.651,-0.339,-0.566,-0.343,-0.586,-0.431,-0.545,-0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.1391890653978e-06,1.01620335051564e-05,0,0,3.93823311440684e-05,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NBR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3987158787486,NA,NA,NA,NA,NA,NA,NA,NA,0.430461621232665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908832474338761,NA,NA,NA,NA,NA,NA,NA,NA,0.967041848322867,NA,NA,NA,NA
NCAM1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470732068195687,NA,NA,0.471079283906088,0.471059026296539,NA,0.47518872145458,NA,NA,NA,NA,0.474982735793431,0.475304006404959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00331722344809635,NA,NA,0.00181243375606777,7.59699623367743e-14,NA,0.0114254137186392,NA,NA,NA,NA,0.00644086896494672,0.0126363358388553
NEGR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251519212931784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356527266972892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28758277467467e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35220163282139e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.290951690610655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6564005518736e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFIB,NA,-0.297722435730512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0445589946266289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
