,1st_exp_iPSC.0573.10x,1st_exp_iPSC.0573.3x,1st_exp_iPSC.0692.10x,1st_exp_iPSC.0692.3x,1st_exp_iPSC.0884.10x,1st_exp_iPSC.0884.3x,1st_exp_iPSC.5497.10x,1st_exp_iPSC.5497.3x,1st_exp_iPSC.5644.10x,1st_exp_iPSC.5644.3x,1st_exp_iPSC.6152.10x,1st_exp_iPSC.6152.3x,1st_exp_iPSC.6770.10x,1st_exp_iPSC.6770.3x,1st_exp_iPSC.9634.10x,1st_exp_iPSC.9634.3x,1st_exp_iPSC.9811.10x,1st_exp_iPSC.9811.3x,1st_exp_NGN2.0573.10x,1st_exp_NGN2.0573.3x,1st_exp_NGN2.0692.10x,1st_exp_NGN2.0692.3x,1st_exp_NGN2.0884.10x,1st_exp_NGN2.0884.3x,1st_exp_NGN2.5497.10x,1st_exp_NGN2.5497.3x,1st_exp_NGN2.5644.10x,1st_exp_NGN2.5644.3x,1st_exp_NGN2.6152.10x,1st_exp_NGN2.6152.3x,1st_exp_NGN2.6770.10x,1st_exp_NGN2.6770.3x,1st_exp_NGN2.9634.10x,1st_exp_NGN2.9634.3x,1st_exp_NGN2.9811.10x,1st_exp_NGN2.9811.3x,2nd_exp_iPSC.4088.10x,2nd_exp_iPSC.4088.3x,2nd_exp_iPSC.4090.10x,2nd_exp_iPSC.4090.3x,2nd_exp_iPSC.4714.10x,2nd_exp_iPSC.4714.3x,2nd_exp_iPSC.4741.10x,2nd_exp_iPSC.4741.3x,2nd_exp_iPSC.4748.10x,2nd_exp_iPSC.4748.3x,2nd_exp_iPSC.5420.10x,2nd_exp_iPSC.5420.3x,2nd_exp_iPSC.6152.10x,2nd_exp_iPSC.6152.3x,2nd_exp_iPSC.6527.10x,2nd_exp_iPSC.6527.3x,2nd_exp_iPSC.6866.10x,2nd_exp_iPSC.6866.3x,2nd_exp_iPSC.6960.10x,2nd_exp_iPSC.6960.3x,2nd_exp_iPSC.9701.10x,2nd_exp_iPSC.9701.3x,2nd_exp_NGN2.4088.10x,2nd_exp_NGN2.4088.3x,2nd_exp_NGN2.4090.10x,2nd_exp_NGN2.4090.3x,2nd_exp_NGN2.4714.10x,2nd_exp_NGN2.4714.3x,2nd_exp_NGN2.4741.10x,2nd_exp_NGN2.4741.3x,2nd_exp_NGN2.4748.10x,2nd_exp_NGN2.4748.3x,2nd_exp_NGN2.5420.10x,2nd_exp_NGN2.5420.3x,2nd_exp_NGN2.6152.10x,2nd_exp_NGN2.6152.3x,2nd_exp_NGN2.6527.10x,2nd_exp_NGN2.6527.3x,2nd_exp_NGN2.6866.10x,2nd_exp_NGN2.6866.3x,2nd_exp_NGN2.6960.10x,2nd_exp_NGN2.6960.3x,2nd_exp_NGN2.9701.10x,2nd_exp_NGN2.9701.3x
XRN2,0.692712291697214,0.504341053425005,0.741361604722057,0.366230077161701,0.588569742764007,0.579236617954343,0,0,0.668906910077603,0.264023217895178,0.313239005360186,0,0.710355410881927,0,0.432,0.309,0.704652999354978,0,0.89764682067587,0.664939690976473,0.64107520016858,0.871437139972902,0.963753051119449,0.557082698049631,0.785944143104131,0.493448104052929,0,0.778413322899895,0.928090521538434,0.568315591937423,0.917618241120288,0.789744887745757,0.532,0.977278673101108,0.88717255705678,0.828313222111844,0.530964226174,0,0,0,0.381815594409564,0,0.546997792780355,0,0.310795184932022,0,0.495033066131849,0,0.34776555068588,0,0,0,0.433957716319187,0,0,0,0,0,0.852995149981196,0.809036170351827,0.916182875223599,0.71486462957861,0.891174800122478,0.762857645007695,0.925624671051856,0.713964005677568,0.946233350770015,0.699144487902222,0.896106309044891,0.654386503235063,0.859889064091906,0.612269849629271,0.88815152096998,0.64455586923512,0.890593606777446,0.608927634135259,0.920664236421435,0.722178997797457,0.841158260861993,0.601413256042427
EXOC6B,0.729,0.547,0.724,0.48,0.855,0.696,0.398861387021879,0,0.766,0.4,0.554,0.339720002642673,0.638,0.364,0.837,0.734,0.599,0.349496367278643,0.891,0.84,0.898,0.843,0.884,0.887,0.345,0.294790087749042,0.889,0.646,0.731,0.339,0.848,0.515,0.919,0.846,0.789,0.34,0.784,0.503,0.558,0.3,0.566,0.320006859751298,0.552,0.267555668802183,0.493,0.291890184319595,0.842,0.506,0.634,0.373625391163155,0.446,0,0.802,0.449,0.494,0,0.501,0.376257575889334,0.766,0.415,0.597,0.288798445650941,0.695,0,0.501,0,0.533,0,0.704,0.334463652084848,0.592,0,0.394,0,0.57,0,0.568,0,0.473,0
SENP6,0.487,0.537,0.451,0.559,0.589,0.391877138197654,0.3894672567767,0,0.617,0.552,0.54,0.434519710420322,0.659,0.541,0.638,0.651,0.619,0.61,0.764,0.649,0.747,0.708,0.774,0.653,0.671286798917657,0.490295373145182,0.737,0.709,0.726,0.650996993885202,0.867,0.744,0.855,0.849,0.839,0.78,0.389,0.320083950486905,0.450314862489707,0,0.53572722651275,0.34232869042159,0.659,0.62,0.437418846356676,0.29389314372317,0.585,0.358627456617288,0.645,0.475500179106231,0.446890037008269,0,0.58,0.38992851456291,0.442068854113546,0.25012494340041,0.480666908744414,0.257567175433413,0.591173084670731,0,0.506641497668137,0,0.683493799576776,0.340979965950419,0.806,0.503,0.585130102370526,0,0.561936142330403,0.32586556920088,0.537,0.461210397117836,0.519632885135162,0,0.54496714233135,0,0.593657098880664,0,0.585810972115909,0
EVC,0.896495759141581,0.724287071527237,0.895984741884606,0.458376954781974,0.986323496421656,0.841983179176732,0,0,0.835764277765878,0,0,0,0.832607493745377,0,0.994478624914551,0.977605059304458,0.884713607379086,0.589437260184728,0,0.969346430548925,0,0.969352780088299,0.968638205014929,0.965059513049724,0.926490362558138,0,0,0.969036334473302,0.904354189431049,0.565231169591333,0,0,0,0.968342910135061,0.969583430930516,0.956857054278863,0.648610920690559,0,0.405803537705587,0,0.391455561048343,0,0.483792858697931,0,0.423540175056799,0,0.475167770991572,0,0,0,0,0,0.909365859452335,0.426385471681067,0.513534552062049,0,0.535742188847809,0,0.968019204093252,0.544764800746434,0.819231813773377,0.575439551710313,0.963700537235266,0.59272844061221,0.912018428486665,0.43631483411871,0.890839678223761,0.482122608318618,0.669829211164971,0,0.680253979017282,0.420791698018678,0.803219406737646,0.640674072369197,0.841361023720308,0.487863486235123,0.944771253224922,0.546165704013525,0.857972356691832,0
DENND1A,0.578615595344297,0,0.462205949107687,0.435346252415407,0.32,0.435477210786067,0,0,0.585321464268478,0,0,0,0.49928782664477,0,0.307038399502799,0.596581357314084,0.677921665326193,0.466043879842466,0.916534226122073,0.953699934648675,0.963659850239614,0.963421525179906,0.347,0.982970124712734,0.926569463067072,0.689717980910128,0.958206249156956,0.707085928774405,0.911558765410158,0.620750310236184,0.942688988054103,0.733040636489692,0.881841000630118,0.955742683628498,0.9040948727629,0.610557973383801,0.507361757566584,0,0,0,0,0,0.532062108492241,0,0,0,0.575743939304284,0,0.382079374403936,0,0,0,0.68798375535541,0,0,0,0,0,0.966180226741753,0.699129837691976,0.883237097611459,0.383883609116623,0.921525270669062,0.453567392903861,0.826124904135145,0,0.888972383008311,0.34788080791909,0.926796407011788,0.657180602849453,0.881757257010398,0.440749647727287,0.826951032664529,0.346918409000038,0.91620935692043,0.572787487217642,0.893342706057173,0.486466887232788,0.811228345301777,0.379841591774223
PDXDC1,0.855587013240752,0.737148118811183,0.715692629693742,0.748368956584805,0.542,0.353,0,0,0.836599261331226,0.514827461331123,0.420441818511867,0,0.801584076981376,0.476578703752898,0.794807170538885,0.77448579685831,0.574741709062117,0.628253659385688,0.94321913198898,0.901686993848456,0.966301401823818,0.565,0.467,0.766,0.783614844593679,0.533637122956989,0.597,0,0.90023422488187,0.593902347677396,0.471,0.879535328825591,0.822945671026216,0.579,0.403,0.363,0.493335142685861,0,0,0,0.6622792009613,0,0.814775456700932,0.278073507710981,0.546342640409241,0,0.51147160610918,0,0.428450072304722,0,0,0,0.443124651184855,0.257423828460146,0,0,0.369741610871614,0,0.427,0.647410488219304,0.35,0.52132093259395,0.451,0.346,0.472,0.359,0.485,0.716775312205163,0.793493484110969,0.44536389440244,0.397,0.509894682513559,0.414,0.582098044242054,0.86987454828893,0.563332324321815,0.41,0.673813253999088,0.393,0.474464885528703
LYRM1,0.751,0.733,0.754,0.704,0.76,0.729,0.523,0.306,0.774,0.691,0.623,0,0.725,0.552,0.807,0.736,0.715,0,0.729,0.688,0.733,0.671,0.782,0.753,0.493,0,0.688,0.53,0.584,0.359,0.622,0.461,0.712,0.558,0.593,0,0.579,0.54,0.757,0.269089551343331,0.577,0,0.68,0,0.642,0,0.569,0.51,0.671,0,0.55,0,0.597,0.557,0.589,0,0.616,0,0.626,0,0.541,0,0.625,0.331,0.324,0,0.628,0.325,0.545,0,0.548,0,0.458,0,0.485,0.382,0.542,0.341,0.517,0
MLLT10,0.98655208332459,0.783416260579206,0.984809306150674,0.630293198470069,0.356550674709561,0.99803851520543,0,0,0.863631262845581,0.325884172161411,0.32119863616919,0,0.721016334329543,0,0.361,0.879482245120444,0.572084136399597,0,0.974321708565123,0.973657717406565,0.996962813981482,0.988734329648376,0.987856352122548,0.990890967408788,0.534257781953623,0,0.999999999893024,0.527340357253153,0.6992123020346,0,0.963243844897151,0.604669277105847,0.997004687972814,0.971988267618281,0.97225893996179,0.367586247294228,0.542595324027899,0,0,0,0.588312764113388,0,0.354336397316109,0,0.501444365511255,0,0.381894438899706,0,0.275452648143379,0,0,0,0.490048355027184,0,0.266379168826435,0,0.251715083156948,0,0.900403751732809,0.354160174127172,0.707111916386368,0,0.893614307104549,0.422384296301303,0.84777093257099,0,0.857567741288252,0.284291881835427,0.636465007377477,0.33750393348154,0.6921977644037,0,0.787681251836797,0,0.776095297815272,0,0.824598087923986,0,0.665082402546507,0
TIAM1,0.909050182301641,0.531661478423737,0.633166989933131,0.486525292197504,0.847903465874688,0.87010133365823,0.298375242506303,0,0.8705939853038,0.397873991254613,0.341354851860071,0,0.79413707456971,0.445596659280561,0.895108349844033,0.789690117686765,0.690828299369285,0.326597754428244,0.832336553976022,0.867656907311018,0.799254117026091,0.773222688005443,0.742167963448206,0.818088895972761,0.585303377930691,0.279937146057013,0.800105538263524,0.657429392114602,0.685305687077562,0.442312838970498,0.790105379491731,0.566627595860176,0.772497765666488,0.819606938324509,0.7632475859101,0.615695776615659,0.429587201241914,0.353478842174682,0,0,0.403868505798709,0,0.291720391713463,0,0.612160045593628,0,0.722465529764679,0,0.263593309527765,0,0.4014617969726,0,0.746259659914658,0.401571457158793,0.377926860721357,0,0.59532434409578,0,0.677652739805974,0,0.56346153835908,0,0.715744919624528,0.290773675726984,0.486308239605704,0,0.564398844337582,0,0.67396173698001,0.316066076326038,0.508728179533978,0.289030911455485,0.539998427542875,0,0.566963453935238,0,0.719624264457336,0,0.53808109551497,0
SKP1,0.389362343901732,0.746602341987395,0.396439082255394,0.517736539216253,0.35,0.407039561831939,0.604253527583458,0.427292204892097,0.764765817599138,0.378348978937379,0.5870624763278,0.503387649313856,0.835462360065024,0.408457841811792,0.448061936104522,0.784058559907844,0,0,0.512,0.492,0.497,0.472,0.496,0.516,0.458,0.364,0.491,0.472,0.476,0.434,0.49,0.477,0.495,0.473,0.305552990095825,0.373,0.478149708051155,0.517314569360275,0,0,0.471047152941524,0.487346178922834,0.395055646065154,0,0.526792550406222,0.403351547328971,0.625812739816305,0.654949066212101,0.620597136570765,0.584729771484126,0.586118177494009,0.583559417753347,0.520478267900514,0.502484012816618,0.530568110137434,0.540204637211659,0.528773231980173,0.525610462291676,0.276746922544241,0.413,0.449,0.375,0.495,0.393,0.263839875996795,0.363,0.355903768253931,0.402,0.462,0.35,0.444,0.361,0.448,0.402,0.428,0.371,0.325589868177239,0.408,0.468,0.309
ZMYM6,0.867342938236891,0.601641273364443,0.849122322882028,0.532065793978531,0.995687196203988,0.90492346420775,0,0,0.816088375529152,0.372069072320261,0,0,0.704013758307351,0,0.982950344820004,0.856592173492677,0.640495450994411,0,0.997134138320782,0.975291817410322,0.997253602804126,0.982152776958487,0.99996541663803,0.999999820086818,0.754090449973554,0,0.983968617851945,0.756328011739192,0.769271219838947,0.429320166160656,0.954479805833601,0.594751132461,0.996442589725034,0.969143759578939,0.94827252574221,0.640317262937276,0.520602459795892,0,0,0,0.581877944797751,0,0,0,0.311044173344369,0,0.379472518302723,0,0.424526513994826,0,0,0,0.734397637628004,0,0.403723779195965,0,0,0,0.801832548136316,0,0,0,0.849368873829896,0.271851959613888,0.619581701072911,0,0.718713010776879,0,0.619175705917974,0.419815248279641,0.597071964079618,0,0.595438329943487,0,0.553876844095588,0,0.700058216315372,0,0.640617791404464,0
ASAP1,0.996,0.985,0.996,0.991,0.977,0.996,0.666,0.320655185053463,0.987,0.893,0.867,0.486,0.979,0.821,0.996,0.974,0.986,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0.846388194397223,0.845506794769021,0,0,0.486844465449435,0,0.988,0.664,0.964,0.619,0.976,0.718,1,0.555,0.977,0.662,0.924,0.529,0.958,0.463,0.898,0.384,0.994,0.799,0.967,0.41,0.892,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCFC2,0.458733416886472,0,0.701813814391893,0,0.683492337200546,0,0,0,0.771244298526695,0.342432117975827,0.301696044774199,0,0.809701798398711,0.466664449078539,0.343,0.885508631694804,0.871668992375961,0.751419210454428,0.976609976789102,0.970231987880331,0.991152465296085,0.968387470982543,0.991153657541838,0.986927995934304,0.84501202697351,0,0.977584742514373,0.966767699700634,0.91628651843036,0.726673690562951,0.949277035556165,0.975023069692059,0.87030588891966,0.862533589252399,0.964169189079494,0.986903499431332,0,0,0,0,0.281686185278908,0,0.751029579854838,0.280791925939657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584587942714273,0,0.34994565827281,0,0.905583573465414,0.405240130484412,0.999998154694213,0.987035450795811,0.841290697165706,0,0.379443473080061,0,0.886923301161764,0.603288411142975,0.480851857685537,0,0,0,0.759519335766795,0,0.653659836051468,0
LIMCH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.896,0.888,0.888,0.892,0.865,0.869,0.796,0.884,0.888,0.883,0.848,0.893,0.861,0.861,0.896,0.896,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.797,0.829,0.799,0.835,0.802,0.821,0.815,0.803,0.772,0.818,0.673,0.841,0.706,0.828,0.715,0.832,0.731,0.814,0.802,0.841,0.753
ASCC3,0.314440780929544,0.752300662301003,0.313724488054918,0.795693264370246,0.461018679608373,0.307759214575127,0,0,0.710902944822674,0.412946187601646,0,0,0.683414197926781,0.294876329930069,0.908485418605652,0.876696672602653,0.885449152607933,0.633163682952291,0.511979327571903,0.480722325123687,0.627702750395748,0.421727687309652,0.504197316230641,0.58979455978263,0.754142144714933,0.355515783335247,0.431923956679972,0.930729290572539,0.742025573786927,0.516128577148954,0.378850285320451,0.909056501695839,0.390534388180562,0.987385076773621,0.325370858063061,0.943256172738071,0,0,0,0,0.528200182458811,0,0.624676969757216,0,0.420315671931255,0,0,0,0,0,0,0,0.433157765763112,0,0,0,0,0,0.687631872699819,0.324879997364719,0.686533307346404,0.372095810914585,0.288184948983119,0.760090464696414,0.892225049486084,0.647778753028949,0.88095111290271,0.589427000801932,0.385741467787691,0,0.562761197701329,0,0.787500318153923,0.452320939305478,0.702198537974861,0.40060288532201,0.831007970162942,0.535177926711823,0.646142592198234,0.381293449710167
NUP58,0.568,0.41,0.658,0.414692372789954,0.889,0.538,0.423378938693517,0,0.593,0.31,0.341,0.29075527647987,0.508,0.299729064985952,0.881,0.534,0.343,0,0.821,0.802,0.816,0.781,0.827,0.813,0.799,0.779,0.811,0.382,0.8,0.391,0.798,0.325,0.814,0.766,0.777,0,0.501,0.371284793083398,0.309473272613463,0,0.343,0.256161855122136,0.358565222709467,0,0.40582252079666,0,0.452,0.308744425413408,0.367,0,0.354599292227802,0,0.563,0.394544427904248,0.303,0,0.43653032662591,0,0.6,0.379569792779768,0.289509040237906,0,0.475,0,0.347501980430868,0,0.318,0,0.554,0.352387882959286,0.437,0.310816190050291,0.365,0.256984866674453,0.478,0,0.524,0.294783474140484,0.412,0.27032018537244
GALC,0.484,0.514,0.919041807122389,0.92010861589225,0.638,0.817697465722447,0,0,0.920021271231686,0.464,0,0,0.921273224951587,0.92045329756216,0.914568064967167,0.495,0,0.906426389302167,0.927,0.918,0.959,0.938957537410537,0.912,0.919,0.67,0,0.934,0.957,0.78,0.373,0.955,0.954,0.922,0.972,0.936,0.972,0.445747304052407,0,0,0,0.379,0,0,0,0,0,0.595705579928654,0,0,0,0,0,0,0,0,0,0,0,0.384,0,0.398,0,0.68,0,0.466,0.835,0.312,0,0.372607055669633,0,0.727,0.388406340135738,0.30914833358857,0,0.390876924011206,0,0.304,0,0.336366962904855,0
TENT2,0.969332109884922,0.476201627019476,0.346,0.458932244862501,0.305,0.338,0.272998328627191,0,0.565774643991003,0.343554206634844,0.319705418126139,0,0.562895981192997,0.403109482914473,0.589,0.567590518980941,0.545621349936379,0.590270681344001,0.517749710078309,0.489480916401996,0.517721537010039,0.517747558798175,0.5181176400384,0.517691267465298,0.493251340692973,0.252256982149637,0.45786907693457,0.48538356056781,0.372570602202433,0.341098549588275,0.590976592068349,0.458026387330909,0.43,0.51773386686929,0.610984195626715,0.505812228761852,0.38792020653819,0,0.462286413524344,0,0.497747490979441,0.38248865476526,0.518627038062826,0.339706228959195,0.378642783546816,0,0.683459314318256,0.277577360019295,0.362896641649227,0,0.296740664106921,0,0.528821864364151,0.260615189126606,0.3440197529608,0,0.312449738863273,0,0.457760804379381,0.286045713163627,0.466749357365,0.289827056135863,0.564150691501796,0.402308915091241,0.573674346745485,0.432211692265065,0.552307192915488,0.365813724532755,0.398445441760909,0.554931252800294,0.522736524735708,0.310630780515194,0.4925051722979,0.293211037458083,0.455517298111426,0.32081074989528,0.650557495514498,0.335328679643939,0.527766315353998,0.330502351963968
GXYLT1,0.641119735672169,0.278078144304258,0.748910638424775,0.315395195099626,0.982783519096632,0.764654217909783,0.320902968327185,0,0.651528116201439,0,0,0,0.558636376176,0,0.956311858784401,0.71695974878175,0.593660067539791,0,0.999999999934327,0.861331806319219,0.999999999876038,0.855031147884512,0.999999999859615,0.999999999910373,0.853848536016161,0.384585601438174,0.992833129492731,0.528469970542384,0.765044505376789,0.464954019239359,0.965881139556762,0.471926169107996,0.999999985414131,0.98747766168534,0.99369505079885,0.53978730769174,0.560215755473797,0.34664078751994,0.562697110610826,0,0.428239253632606,0,0,0,0,0,0,0,0,0,0,0,0.689252087026932,0,0,0,0,0,0.960739316433452,0.647575668266049,0.790230605759606,0.428190087879245,0.616510898737066,0,0.453746655545993,0,0.456020248153024,0,0.623019818646875,0,0.627866232229198,0,0,0,0.531635268011125,0,0.388022486452921,0,0.390410962957356,0
DLGAP4,0.514,0.33,0.604,0.413232797834601,0.352,0.514,0.408937618622176,0.257397546585958,0.465,0.341509110289518,0.362435626736614,0,0.418,0.273965158802336,0.695,0.514,0.36,0,0.477,0.313,0.338,0.677,0.361,0.331,0.301,0.486,0.331,0.571,0.654,0.459,0.691,0.527,0.345,0.3,0.669,0.469,0.324,0.307137361435869,0.342675443805606,0,0.436260633037288,0,0.427968540231067,0,0.404807835992456,0,0.318,0.303115624707653,0.465864800570679,0.263998259994956,0.388957201796755,0,0.456,0.34763013902808,0.371778852722104,0,0.40165874157933,0,0.635,0.477,0.553,0.343,0.633,0.42,0.552,0.604,0.596,0.327,0.623,0.472,0.593,0.371,0.558,0.329,0.627,0.393,0.634,0.392,0.553,0.317
CDC37L1,0.816980330924548,0.676593212120483,0.891541093600361,0.720994197545728,0.968217725519128,0.840382744221882,0,0,0.689118687167145,0.286132161378786,0,0,0.671516173842241,0,0.963421260611347,0.899970696281579,0.855668557550043,0.578697824994954,0.965352644059498,0.901100909643736,0.964694861164537,0.908294846879798,0.984906135282493,0.964133092135555,0.507019490907149,0,0.899326602730682,0.721998771162797,0.417015636593032,0,0.918518136972361,0.670909622204476,0.993029763018517,0.939905901610295,0.953910114736184,0.842216280979964,0,0,0,0,0.662491417996864,0,0.666943860089015,0,0.300523385082889,0,0,0,0,0,0,0,0.444081727191324,0,0.296587776274436,0,0,0,0.374006777921511,0,0.400406554721865,0,0.718122546505499,0.402421171007361,0.730650283107317,0.354944575535837,0.647671683906198,0.26579938804928,0,0,0,0,0.448451844917764,0,0.446844677224772,0,0.572555209222176,0,0.378018598677718,0
VPS29,0.733,0.625,0.728,0.502,0.303,0.688,0.306,0,0.699,0.411,0.434,0.366832778243315,0.588,0.4,0.414,0.793,0.66,0.389,0.469,0.632560656081099,0.46,0.588081558944108,0.352,0.42,0.371666436543904,0,0.388,0.451000480724858,0.545842189465368,0.30540327556983,0.338,0.410753026387409,0.338,0.418,0.355,0.395214007423993,0.591,0.397,0.518,0.390295468571129,0.541,0.347238575768847,0.532,0.312235430677332,0.49,0.31767092350785,0.513,0.396848603437813,0.452,0.321779294591479,0.417,0.309483900069934,0.684,0.388,0.44,0.265388473049968,0.499,0.383050480590803,0.741,0.29374503729154,0.390246023203142,0,0.497856866251773,0,0.419351388012472,0,0.407307773396765,0,0.561627468877023,0.269641152276751,0.435084362903456,0,0.335776794197711,0,0.46139110061011,0,0.419110845505562,0,0.400053416694761,0
TPTEP2,0.625,0.524,0.661680991767343,0.724,0.641735921142184,0.481310961228629,0.438213143384741,0,0.742,0.517390965525771,0.478,0.351787572600944,0.765,0.575,0.682763208566587,0.639234509755833,0.626517124889978,0.789,0.745,0.616,0.94,0.72,0.877,0.507,0.258589968383557,0,0.88,0.567,0.501,0,0.836,0.809,0.943,0.83,0.822,0.722,0.422748309657252,0,0.477095560312503,0.435068541143015,0.554042670429949,0.448836666482126,0.620750702603069,0.477508545422295,0.302750089891261,0,0.524944834573636,0,0.559,0.491950375709931,0.293867484289583,0,0.510959360166664,0,0,0,0.392225972567263,0,0.251809458980059,0,0,0,0.365,0,0.874,0.542,0,0,0,0,0.463,0,0,0,0,0,0,0,0.416779126612316,0
ENAH,0.717706541803519,0.593376125694,0.676802686891957,0.505070590204546,0.811386266438347,0.695397652084358,0,0,0.583347697769687,0.335686914538101,0,0,0.481475733856125,0.27412492854212,0.612403432222141,0.499413989974917,0.446071482921244,0.260322296931905,0.830619782938036,0.79663805153069,0.326,0.77183152723698,0.383,0.84361206024052,0.483002835062848,0,0.757454870031051,0.59097186862577,0.481056138117116,0.352904172261174,0.750843920123593,0.516707783876399,0.338,0.358,0.36,0.547993382128794,0.437315094879251,0,0.418533520308195,0,0.517546755859566,0.293807257658809,0.453406198922865,0,0.458599409032005,0,0.320709786415496,0,0.306303384778302,0,0.307593839913764,0,0.526151891024969,0.263306780181705,0.364056032726393,0,0.344194248332662,0,0.622836844677923,0.384562415321052,0.580790949992977,0.401370909065982,0.676023666588684,0.431853349590365,0.59772442268924,0.346946868055893,0.624338895651832,0.388873012027799,0.407866878488938,0,0.423779397356819,0,0.534334383729542,0.288225725558481,0.487372805499111,0.264892224467614,0.569190587003411,0.350338505653828,0.47521282572506,0.285696412108722
KCNT2,0.432662017222427,0.421797515371936,0.426797219733922,0.428280889666884,0.341949986187771,0.419707360035811,0,0,0.429993613998327,0.427819438416376,0.415320482500778,0.333802463607929,0.431648735274443,0.429043854016497,0.431894122705765,0.642039553593569,0.429006268767085,0.427448787131451,0.349,0.948089208132911,0.949136657812756,0.943279942181244,0.956512346023313,0.307,0,0,0,0,0.947676341475344,0,0.382,0.430952883571399,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892367896885726,0.906725897186609,0.892679803187026,0,0.776221050463821,0.81355999281476,0.890047015801357,0.843703697361701,0.875300887050668,0.890974930856401,0.733818635012865,0.571915455665974,0.854226699872746,0.842545777742289,0.889613698363191,0.870785440311951,0.891212125749689,0.745008898676679,0.807350645088627,0.88414710204676,0.893814779508676,0.814976881727801
C14orf132,0.855968295647025,0.686318801955043,0.708071641837906,0.543921978778864,0.965518729045067,0.853728387005573,0,0,0.740042031678106,0.471063104042459,0.516384186931753,0,0.620045148149122,0,0.781275317229874,0.703940383089478,0.581523328424128,0,0.843,0.627,0.849,0.575,0.947,0.845,0.331,0,0.651,0.351,0.469,0.346705403202711,0.593,0.333,0.799,0.532,0.5,0,0.67572100323668,0,0.554580568028326,0,0.507702981225691,0,0.673829647302291,0,0.585814729132215,0,0.654395977045802,0.404275224263761,0.520720168585846,0,0,0,0.743,0,0,0,0.493565523364767,0,0.487,0.398950294429932,0.353,0.258118326019319,0.471,0.313886794148934,0.414,0,0.428,0,0.468,0,0.389,0,0.348,0,0.369,0,0.447,0.280385337116069,0.304,0
STRN3,0.312,0.303,0.309,0.315,0.318,0.302,0.328,0.326,0.361,0.355,0.332,0.319,0.367,0.372,0.301,0.304,0.347,0.305,0.326,0.3,0.33,0.624,0.63,0.335,0.617,0.533,0.312,0.316,0.313,0.544,0.342,0.326,0.342,0.343,0.316,0.316,0.363,0.369,0.36,0.333,0.361,0.331,0.414,0.348,0.34,0.3,0.407,0.544,0.33,0.381,0.352,0.504,0.379,0.342,0.352,0.525,0.418,0.555,0.323,0.312,0.342,0.521,0.332,0.324,0.325,0.312,0.341,0.374,0.361,0.424,0.317,0.357,0.349,0.538,0.323,0.305,0.314,0.584,0.352,0.522
SPIDR,0.879535085837452,0.773527766666742,0.884135413864494,0.742216898437456,0.468,0.847849017605252,0.31985806005695,0,0.75890765931829,0.501321157601923,0.307170260385266,0,0.680814076990839,0.398507212879917,0.911818195114742,0.762267704367282,0.713665973157319,0.578773320158136,0.871459867958729,0.737117469318353,0.909109700894336,0.713886231883252,0.986971777901922,0.876758388392301,0,0,0.768048491153357,0,0,0,0.67646524598912,0.469659152105982,0.966273606600748,0.753823834153717,0.739019371166955,0,0.664809989449641,0.382067068675477,0.522690885676544,0,0.769725783788166,0,0.636147955341285,0,0.661164165082738,0.384417662854431,0.555310740356409,0,0.432740758248314,0,0.442686544114459,0,0.734282492911137,0,0.644730494279318,0,0.447005029501545,0,0,0,0,0,0.38250046534594,0,0,0,0.33335542278766,0,0,0,0,0,0,0,0,0,0,0,0,0
LRIG2,0.499244851427166,0,0.45619075727637,0,0.775610626656801,0.427409845583035,0,0,0,0,0,0,0,0,0.859410314881464,0.523750674556012,0.435059501568707,0,0.895417813276897,0.884659004434361,0.902360108567255,0.845537338932031,0.89332456744777,0.902472814745321,0.675931400099227,0,0.876155932823511,0.692884492192777,0.636833547634265,0.369327567100596,0.849304320077614,0.652026956374834,0.927858246359417,0.870867910992197,0.897720781479225,0.779501851323519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729056265433403,0.370176772604848,0.390053201373266,0,0.873923979393604,0.551150210970243,0.913091041353235,0.378937993772999,0.748564150754255,0,0.530149715066736,0,0.709466028730594,0.266706974422561,0.651757383201118,0.309567038817021,0.689185900614939,0.368291163308041,0.78781797609692,0.322646180738807,0.447536214942627,0
APLP2,0.594,0.482,0.616,0.544,0.644,0.546,0,0,0.628,0.488,0.38,0,0.619,0.497,0.61,0.637,0.638,0.583,0.812,0.749,0.826,0.799,0.819,0.794,0.585,0,0.823,0.738,0.632,0.351,0.821,0.769,0.824,0.828,0.828,0.811,0,0,0,0,0.401,0,0.629,0.442,0.305,0,0,0,0.422,0,0,0,0.429,0,0,0,0,0,0.305,0,0,0,0.498,0,0.799,0.545,0.346,0,0,0,0.47,0,0,0,0,0,0.353,0,0,0
