dPSI_NGN2.4088.3x,dPSI_NGN2.4090.3x,dPSI_NGN2.4714.3x,dPSI_NGN2.4741.3x,dPSI_NGN2.4748.3x,dPSI_NGN2.5420.3x,dPSI_NGN2.6152.3x,dPSI_NGN2.6527.3x,dPSI_NGN2.6866.3x,dPSI_NGN2.6960.3x,dPSI_NGN2.9701.3x
0.404,NA,0.31707996108003,0.313,0.464835715904968,0.441858022609185,NA,NA,NA,NA,NA
0.314,NA,0.291127996830039,0.89184239525638,0.385507230226266,0.384729669295065,NA,NA,NA,NA,NA
0.318336778970975,NA,0.402421171007361,0.319,NA,0.3,NA,NA,NA,NA,NA
0.27924409479313,NA,0.378,0.319,NA,0.316066076326038,NA,NA,NA,NA,NA
0.415,NA,0.36613499944921,0.499012110230093,NA,0.497,NA,NA,NA,NA,NA
0.323,NA,0.259361877947051,0.363332057352253,NA,0.269641152276751,NA,NA,NA,NA,NA
0.454,NA,0.405240130484412,0.275685148841383,NA,0.419815248279641,NA,NA,NA,NA,NA
0.518402511932307,NA,0.725,0.835,NA,0.463592230974468,NA,NA,NA,NA,NA
0.647575668266049,NA,0.310604810227244,0.987035450795811,NA,NA,NA,NA,NA,NA,NA
0.525,NA,0.433512737166454,0.480157613737024,NA,NA,NA,NA,NA,NA,NA
0.260430347670828,NA,0.368444121686393,0.343,NA,NA,NA,NA,NA,NA,NA
0.440118086028048,NA,0.301,0.422662852427404,NA,NA,NA,NA,NA,NA,NA
0.26306217123802,NA,0.320672088363757,0.894765581478395,NA,NA,NA,NA,NA,NA,NA
0.334,NA,0.358,0.411880923601872,NA,NA,NA,NA,NA,NA,NA
0.29374503729154,NA,0.396642973289893,0.309,NA,NA,NA,NA,NA,NA,NA
0.425381979436156,NA,0.277182363824099,0.311734763107082,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.290773675726984,0.765284349740853,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.368,0.308975424698938,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.271851959613888,0.307,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.260675481810169,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.352585831779593,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.561289002562214,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.420726083810286,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.546169205791438,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.306885313295733,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.3050127158581,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA
