"","dPSI_NGN2_1949634.3uM"
"OTUD7A",0.788869585870447
"PIK3CD",0.787721328427018
"SPATS2",0.783754506439528
"AGK",0.783184334899793
"ASXL1",0.780854453347678
"GNG10",0.773121666130626
"CTTNBP2",0.77251023785708
"VDAC2",0.771633875905438
"DLG5",0.771252510562684
"PCM1",0.770766604164657
"TMEM131",0.769098756062642
"NUP58",0.766
"BEND6",0.764
"MMS19",0.760549482456231
"THADA",0.756
"PDIA5",0.755342098697767
"SRGAP1",0.755259884691325
"ATP11B",0.754633889678923
"SPIDR",0.753823834153717
"GLRA3",0.752829136669999
"FAM174A",0.752
"C6orf58",0.75
"CAPRIN2",0.748120187684953
"PEPD",0.748
"TAF2",0.745
"LRRC6",0.74261217815189
"SREK1",0.742
"SORCS3",0.736460582275167
"DMD",0.734892386332018
"ABCB8",0.733
"ATP8A2",0.731527044133722
"WDR19",0.72555905303904
"ZNF730",0.725533070780376
"CCDC93",0.721610052756566
"WNK1",0.719609607921751
"ANKRD13C",0.714869606570802
"RNF144A",0.714517948635421
"MTMR1",0.712724058577031
"SMC5",0.710418517471129
"SGCZ",0.7097400125895
"MANEA",0.709029337887537
"STRN",0.701634691787223
"CCDC88A",0.7
"RPF2",0.699655166837053
"SLC41A3",0.699430454054341
"CYP2R1",0.698771296731577
"CD47",0.696498197015044
"NLN",0.69517914017821
"DNAJC13",0.692982322660236
"ZCCHC8",0.692183326644987
"TDRKH",0.688328356111831
"BLMH",0.688026451217573
"BCS1L",0.688
"SPPL2B",0.687
"ERC1",0.682252259539493
"NR2C2",0.681018946960439
"RBBP8",0.67404635463578
"ARMH3",0.673589947157058
"LNPK",0.672
"QKI",0.671309324256782
"SSR1",0.668502458345295
"NUP35",0.66778614495606
"CLTC",0.663
"RERE",0.661605681589279
"AC068205.2",0.658039726927006
"GRIA1",0.657761707207802
"NLGN1",0.653230562119947
"PPIL3",0.652425583299282
"FAIM",0.650700911209702
"RAPGEF1",0.649
"WDR37",0.649
"CSMD1",0.647639698097381
"ADGRL1",0.646627274115823
"TXNL4B",0.646622824394649
"TMEM117",0.644097270244794
"ZMIZ2",0.642
"DDX50",0.641677012436509
"IGSF3",0.640860348435204
"PGGT1B",0.640514959611023
"BTBD10",0.64025522176944
"MFF",0.64
"RARS2",0.639588535953557
"PRPF39",0.63860101613538
"NT5C3A",0.635563565714205
"LRRC27",0.634396976548907
"ELMO2",0.632
"OXCT1",0.629786415950174
"LINGO2",0.625675938118163
"SF3B3",0.625508550229678
"SPOPL",0.623810495329606
"ALG8",0.617366549445368
"ZNF138",0.61
"GBAP1",0.609
"PCLO",0.607828155683006
"ZNF10",0.607466502109902
"MRTFB",0.607196376969415
"AKAP7",0.606505319147767
"SGK1",0.604563117126573
"CNNM2",0.603162328846035
"PIK3R1",0.602947130576616
"LMAN2L",0.599
"FUCA1",0.597619813575553
"BICD1",0.596391355488048
"HOMER2",0.595004658686715
"LINC00467",0.594538663556119
"NUTM2A-AS1",0.592
"ZNF280D",0.591302238833474
"RAB8B",0.59125021990421
"AC010538.1",0.590318228893109
"SLC9A8",0.590018021570802
"EXTL2",0.584983605360717
"GLRB",0.584
"GAPVD1",0.582883296936869
"AL157778.1",0.582
"DLGAP1",0.581572526159504
"SSBP1",0.581364493232913
"AIM2",0.57936524983641
"DYRK1A",0.579
"PDXDC1",0.579
"PXK",0.578324398810827
"PPP6C",0.574644722907946
"TTC7B",0.572135854542102
"ZNF618",0.572
"TRIM27",0.571
"FGF14",0.570612406591431
"ATXN1",0.570062066465888
"SULF1",0.570043083859013
"LINC01145",0.57
"VSTM2L",0.564440349213053
"IDH1",0.563170573578611
"UNC13A",0.563162330880433
"PRICKLE1",0.5628358336333
"SOS2",0.562
"GTF2H2C",0.560568747720917
"DNAJC27",0.559754017786814
"KDSR",0.558996554176426
"HMGN1",0.558
"LYRM1",0.558
"VCAN",0.557
"ERRFI1",0.556598002894515
"RAP1A",0.555
"DIAPH1",0.552361006273976
"RASGRP2",0.552253577172517
"PTPRO",0.552145608423068
"MRPL39",0.552043012995593
"PRKCA",0.550183122448628
"FCHO1",0.549285064233903
"ERCC8",0.548
"SLC7A6",0.548
"ZNF585B",0.547684614702025
"URGCP-MRPS24",0.547352283202184
"STXBP5L",0.544678143652079
"DPYSL5",0.542056306831113
"LRRC37A4P",0.538216918546349
"WDR17",0.537
"USP42",0.534439596632867
"CACNA1A",0.534227891272608
"DCUN1D4",0.534
"SMYD3",0.532552317222499
"EP300",0.532292018577675
"C14orf132",0.532
"AC022433.1",0.530901994910642
"ARHGAP5",0.530549951105061
"SNX24",0.529816114324439
"VPS13A",0.529140190866627
"PIGU",0.527765805580187
"MINDY2",0.527172049883226
"TAF5L",0.525
"RAB27B",0.524657915642347
"MORN1",0.523639957900821
"WSB1",0.523
"FNIP2",0.522584727163441
"DPY19L2P2",0.522
"PABPC1",0.52
"TENT2",0.51773386686929
"RCC1",0.51611623067781
"SPIN3",0.515984850142784
"NFKB1",0.513186920240845
"TSPAN2",0.51
"BIRC6",0.509712353985678
"KCTD20",0.509046559178017
"CDC42BPA",0.509
"BSDC1",0.50815898648371
"USP25",0.507996465570764
"RPA1",0.505527493013362
"ZDHHC13",0.502
"RAB2B",0.500804710207629
"ZFR",0.49938538693505
"EHMT1",0.495681219025946
"BECN1",0.494397140410738
"MAP7",0.4933038864196
"SNX4",0.493064429114341
"NR1H3",0.491083659019197
"AIDA",0.48926383480156
"VAMP4",0.487562175429393
"DDX3Y",0.487253586440817
"CD200",0.487071679737503
"ATXN7L2",0.485535027714798
"ZNF680",0.485099622410413
"SLC2A13",0.484878618178614
"FASTKD2",0.484815573969821
"DAAM1",0.483832515609966
"AC114316.1",0.482323004456446
"FAM193B",0.481871328131551
"SSH2",0.481743126326401
"AC093752.1",0.481388872371169
"PCDH9",0.480825400203021
"ARHGAP44",0.480239699155501
"MYT1",0.48
"CSTF3",0.479008703697995
"STRN4",0.479
"TYW5",0.47843293688362
"SMC6",0.478
"RBBP4",0.476848582708552
"ADAL",0.47643842035146
"ANKHD1-EIF4EBP3",0.475328432479502
"DPH6",0.475103623771034
"ANKMY1",0.473633086776666
"ANKHD1",0.473614104584938
"CAMKMT",0.473180799351918
"CACNA1H",0.473
"CACNB4",0.473
"SKP1",0.473
"ACVR1B",0.471
"SERINC3",0.470720369984711
"MZF1",0.470446384618129
"ANK2",0.469453172702066
"KIF1A",0.469178975216211
"PPM1B",0.468870075926231
"PLEKHA3",0.466784521281163
"AC013717.1",0.466019763700691
"L3MBTL2",0.464290823848902
"DNM3",0.462012352283648
"SCARB1",0.462
"RBM41",0.460993852647849
"AC068547.1",0.46
"ATP7B",0.46
"TNRC6A",0.459749901548871
"NR6A1",0.459635240851813
"MACROD2",0.459
"TNFRSF19",0.457836619823505
"ANP32A",0.456860047191747
"ADAM23",0.456530624807698
"XRRA1",0.456194830610496
"HMOX2",0.456
"TMEM18",0.456
"TUT4",0.456
"INVS",0.453815483362305
"SYN3",0.453420836741595
"STX7",0.453210550870986
"EBAG9",0.453
"IGDCC4",0.45281207492849
"OAZ3",0.452195511609142
"FBXO10",0.451586374732046
"RASGRF1",0.45091432488584
"URI1",0.450721994198151
"MGRN1",0.45
"CCT6B",0.449542300269125
"ZNF433",0.446463655948247
"PMS1",0.446
"TMEM39A",0.445220376586043
"CUL7",0.445118575290397
"AKAP9",0.442727250255812
"APAF1",0.439863600016504
"CNOT7",0.439581450934309
"TNIP1",0.438107177956579
"C19orf47",0.437775450034603
"EIF2D",0.437
"IL6ST",0.436666400794478
"TTN-AS1",0.435604442993806
"EIF4G2",0.435257389515206
"HAUS3",0.435185693386036
"KIRREL1",0.434592218628576
"NBL1",0.433696412150409
"CHD1L",0.433511554397758
"SPRYD7",0.433180960219767
"PGS1",0.433151791089989
"ARID1A",0.432786092403297
"AC020915.3",0.43205485503019
"CLEC16A",0.432
"CPLX2",0.43114936895075
"RMST",0.431
"PCID2",0.43041542207065
"MAN1A2",0.429178120167521
"TP53INP1",0.429
"RPS10-NUDT3",0.42808670916514
"NELFA",0.428
"ZNF548",0.425543458059546
"LDAH",0.425475045850071
"CLN3",0.425
"FAM161A",0.425
"LAMA5",0.425
"PRKACB",0.424711771127491
"C10orf82",0.424
"AC138894.1",0.423
"HTT",0.421
"SOX5",0.420783758595152
"SUPT20H",0.419
"RUNDC3B",0.418
"VPS29",0.418
"TTC28-AS1",0.417483523411458
"FBL",0.417311746233201
"AKAP6",0.416139352085125
"DPM2",0.41608330543538
"MARCHF11",0.415621376739497
"FAM207A",0.415
"DGCR5",0.413531522280157
"NUDT22",0.412
"ZNF529-AS1",0.411500709146068
"ELP4",0.41
"SPTLC1",0.41
"TASOR2",0.41
"TPGS2",0.41
"TNRC6B",0.409187365384268
"KAT6B",0.409
"UBOX5",0.40879203392872
"RBKS",0.408709749525279
"AP4E1",0.406
"TMEM116",0.406
"MTMR3",0.405400195327885
"YWHAB",0.403415822516718
"DGKZ",0.403
"FBXO38",0.403
"NTRK2",0.402849296064629
"COPS5",0.402318088545985
"STOX2",0.401196687251624
"MCCC2",0.399748635986202
"ARMCX6",0.399
"EPM2A",0.39882748154835
"KLHL1",0.398714835689306
"PLEKHA1",0.398257248233246
"GAB1",0.398167504515504
"COPS7B",0.398
"GPHN",0.397
"UBXN4",0.397
"NCOR1",0.396
"EFHC1",0.395
"GPATCH2L",0.395
"ZNF777",0.394896169041394
"HOOK3",0.394627888844285
"MAN1B1",0.394
"MFSD11",0.394
"DCAF17",0.393
"TRAF3",0.393
"MTHFD1L",0.392704900036967
"INO80",0.392634488863467
"KCND2",0.392291162859855
"ANXA6",0.392
"TMEM50B",0.392
"CEP41",0.391062597350507
"HSD17B4",0.39
"TAMM41",0.389355880632505
"TRPC1",0.387
"ADAM17",0.386
"ICA1L",0.385
"ASCC2",0.383891486634993
"MAP4",0.383128929016936
"SH3YL1",0.383
"SGPL1",0.382910230299019
"LRP5",0.382800633012306
"DUS4L-BCAP29",0.38197381453655
"TET1",0.381721124106156
"MORF4L1",0.380468519054907
"LINC00630",0.38
"FNDC3A",0.379
"RRNAD1",0.379
"TMEM163",0.378029095802037
"MBOAT2",0.378
"KIF26B",0.376233202673203
"CMSS1",0.376
"REV1",0.375866480682319
"ATG4A",0.375
"CEP164",0.375
"OSBPL6",0.374928809171006
"MYT1L",0.374358939723147
"ZNF266",0.374
"ZNF675",0.373442888656173
"NKTR",0.373
"RPS9",0.371116868953398
"SERGEF",0.371
"ANKRD36C",0.370461641190762
"KIF1B",0.367
"FHDC1",0.366740427332842
"TULP4",0.365565485237472
"RAB23",0.364563708558989
"ZNF232",0.364
"LINC01011",0.363914330963804
"KCNC1",0.363724368404214
"PNISR",0.362785540082787
"PIKFYVE",0.362421046876137
"GTPBP8",0.362
"TSPAN7",0.362
"PTPRD",0.3619340144163
"MEMO1",0.361
"TRIM9",0.361
"HMBOX1",0.360900203806288
"CYTH3",0.360551627230868
"SNX15",0.36
"DHRS1",0.358
"ENAH",0.358
"RBM26",0.357771031462419
"AHI1",0.3572750644254
"TNK2",0.357006937206201
"PHGDH",0.357
"FAAP20",0.354
"FGF12",0.354
"CHCHD3",0.353455714162041
"SLC36A4",0.353424095457156
"CHD9",0.352
"KLHL4",0.352
"PRDX4",0.35124359461217
"EIF3M",0.351164615370999
"MAPK10",0.351
"CPSF4",0.35
"ABLIM1",0.349457867494968
"AGGF1",0.349
"KIF21A",0.347074437014257
"DGKA",0.346
"BNIP2",0.345654326532481
"IGF2BP3",0.343
"STRN3",0.343
"YPEL5",0.343
"ZNF767P",0.343
"ZNF25",0.342147996719486
"CNOT1",0.342
"STIM2",0.341
"ADCY3",0.340348886299638
"ZBTB41",0.339134765692537
"OSGEPL1",0.338
"HUWE1",0.337978662219178
"ATG2B",0.337
"SNAP23",0.337
"DCTN1-AS1",0.334
"SLC25A17",0.333
"TNPO3",0.333
"MRPS11",0.332
"SMPDL3A",0.331
"UBAP2L",0.331
"ZNF687",0.331
"JMJD1C",0.330299391451017
"HIKESHI",0.329
"RCOR3",0.329
"MPP1",0.32898133400162
"MTRF1",0.328596993002089
"NT5C2",0.326909383191887
"SAFB",0.326582799854019
"ALDH2",0.325920667581129
"MARCHF1",0.325262970063167
"UFD1",0.325
"ILK",0.324
"CDR2L",0.322569406921944
"PROSER1",0.322
"FSD1",0.32178177340602
"ABLIM3",0.321
"MYCBP2",0.321
"ERLIN2",0.320312705534638
"CDK5RAP2",0.32
"MCFD2",0.32
"WNK3",0.319719017353295
"NF1",0.317815100301546
"CRYZL1",0.317
"FGF9",0.316790273481482
"ANKRD13D",0.316680494526353
"ANKDD1A",0.31613186444454
"PCBP4",0.316
"PLEKHA6",0.315407211814599
"PHACTR1",0.314911507651978
"RASSF4",0.313684633508926
"RBM18",0.3135444866654
"MARCHF8",0.313
"PRKCI",0.31181924026245
"RAB30-DT",0.311549692508481
"ATG5",0.311
"CACNA1C",0.311
"INPP5F",0.311
"RICTOR",0.311
"SETD5",0.311
"TPM3",0.311
"EIF4A2",0.31
"MIR124-2HG",0.31
"SLK",0.308758580115904
"GIT2",0.308525154119033
"AL133500.1",0.308
"FUBP3",0.308
"AC104452.1",0.307
"DARS1",0.307
"RNF130",0.307
"CALCOCO1",0.306140227134454
"FAM114A2",0.305053389959065
"MFN2",0.305
"LINC01844",0.304281769845354
"ABAT",0.304
"MTFR1L",0.304
"NAPA",0.304
"SUN1",0.304
"ZNF609",0.303170403240817
"UNK",0.302712776561607
"CLK4",0.302
"DCBLD2",0.302
"GGCT",0.302
"PPHLN1",0.302
"RBFOX1",0.301818077711103
"RNPEP",0.301309273033914
"CTNS",0.301125648287668
"OBSL1",0.300276986892767
"CDC42",0.300248356080178
"C2CD5",0.3
"CAMK1G",0.3
"DLGAP4",0.3
"RAB5A",0.299851632956737
"SOCS6",0.299070146214354
"RAD21",0.299008498944565
"SHC3",0.298430424530603
"TTPAL",0.297842798715297
"JAZF1",0.297830201578216
"MAFK",0.296616663384159
"TMED9",0.295919639727521
"PACRGL",0.295728846564974
"GRAMD1A",0.294146235467005
"TCF12",0.293866639957794
"SGIP1",0.292364919089649
"NMT2",0.291867195995204
"TOE1",0.290813324488517
"SLC25A36",0.290645500261262
"MCAM",0.290632547315693
"VIPAS39",0.289496823320258
"AC104009.1",0.289153105551589
"NPEPPS",0.288646870412126
"CPSF7",0.288381383767318
"DHRSX",0.288116566317015
"MTHFSD",0.28793557487504
"TPP2",0.287742953099892
"MMGT1",0.286487613759537
"MYO5A",0.286434145639382
"NEGR1",0.285781938401771
"TNIK",0.28531921251012
"PPP3CA",0.284818860069408
"MAP6",0.28364409123098
"CNTN1",0.283567323295192
"CHROMR",0.283241203749371
"MCF2L",0.283086719987687
"AP2A2",0.282613935078929
"RARS1",0.280624495472773
"SYT14",0.279804296092246
"PPP4R3A",0.279367533634707
"EPN1",0.277581970133353
"RBFOX3",0.277295527125203
"VPS13C",0.274978352240002
"HECTD4",0.274270277631929
"AC046134.2",0.271910476345928
"CDH18",0.269821360901386
"SHISA7",0.269802629099072
"PKN2",0.269466275302708
"MRPL11",0.268735200995958
"STRADA",0.268250569706476
"NSD3",0.266298007086184
"NUP50",0.265395547458
"RBCK1",0.265107460968966
"DTNA",0.263393748564
"ARHGAP21",0.261808718869134
"MTIF3",0.261683035797663
"LCORL",0.261676034758135
"FAM135A",0.261562498970959
"MAGI3",0.261509684322786
"SNIP1",0.261299179673666
"MAP2",0.260893757884565
"CCNT2",0.260507199200696
"IFNAR2",0.260386093644257
"ZMAT2",0.259140834575013
"TARDBP",0.258929303722858
"RIPK1",0.258219422890827
"AKAP8L",0.258132254257572
"C9orf78",0.25808853117357
"JAK1",0.257900119484304
"DIPK1B",0.256997993051596
"DGKB",0.256930756042543
"PLPPR1",0.255897740706747
"ZNF599",0.254754446706764
"DENND4A",0.252953638781589
"ERBIN",0.251938203649535
"TIGD7",0.251600497874382
"ZNF320",0.250194867922112
