""	"iPSC.6152.10x"	"iPSC.6152.3x"	"NGN2.6152.10x"	"NGN2.6152.3x"
"ARL15"	1	1	1	1
"DLGAP4"	1	1	1	1
"KDM6A"	1	1	1	1
"LARP7"	1	1	1	1
"LINC02210"	1	1	1	1
"LRRC42"	1	1	1	1
"PDE7A"	1	1	1	1
"POMT2"	1	1	1	1
"SENP6"	1	1	1	1
"SKP1"	1	1	1	1
"STRN3"	1	1	1	1
"ZFP82"	1	1	1	1
"ABCB8"	1	0	1	1
"AC009022.1"	1	0	1	1
"C12orf4"	1	1	1	0
"CACNA1H"	1	0	1	1
"CLASP2"	1	1	1	0
"DENND1A"	1	0	1	1
"EXOC6B"	1	1	1	0
"FAAP20"	1	0	1	1
"FHOD3"	1	0	1	1
"HDX"	1	1	1	0
"HTT"	1	0	1	1
"MADD"	1	1	1	0
"MYCBP2"	1	1	1	0
"NUP58"	1	0	1	1
"PDXDC1"	1	0	1	1
"PDXDC2P"	1	0	1	1
"RAF1"	1	0	1	1
"STRN"	1	0	1	1
"TAF2"	1	0	1	1
"TENT2"	1	0	1	1
"TIAM1"	1	0	1	1
"TPTEP2"	1	1	1	0
"TSPAN7"	1	0	1	1
"VPS29"	1	1	1	0
"XRN2"	1	0	1	1
"ADAM17"	0	0	1	1
"APIP"	1	0	1	0
"APLP2"	1	0	1	0
"ARHGAP5"	1	0	1	0
"ASAP1"	1	1	0	0
"ATG2B"	1	0	1	0
"AXIN1"	1	0	1	0
"BECN1"	1	0	1	0
"C14orf132"	1	0	1	0
"CACNB4"	0	0	1	1
"CHD9"	1	0	1	0
"CLN3"	1	0	1	0
"DENND5A"	1	0	1	0
"DHFR"	1	0	1	0
"ENAH"	1	0	1	0
"ERGIC3"	1	1	0	0
"EVC"	0	0	1	1
"FAM162A"	1	0	1	0
"FAM174A"	1	0	1	0
"FOXM1"	1	1	0	0
"FSIP2"	0	0	1	1
"GALC"	0	0	1	1
"GCFC2"	0	0	1	1
"GRAMD2B"	1	1	0	0
"KCNT2"	0	0	1	1
"KIAA1549L"	1	1	0	0
"KLHL1"	0	0	1	1
"LIMCH1"	0	0	1	1
"LRIG2"	0	0	1	1
"LYRM1"	1	0	1	0
"MAN1B1"	1	0	1	0
"MATK"	1	1	0	0
"MELTF"	0	0	1	1
"MFN2"	1	0	1	0
"MLLT10"	1	0	1	0
"NAV2"	1	1	0	0
"NKAIN2"	0	0	1	1
"PNISR"	1	0	1	0
"RAB2B"	1	0	1	0
"RAP1A"	1	0	1	0
"RAPGEF1"	1	0	1	0
"RCC1"	1	0	1	0
"SETX"	0	0	1	1
"SF3B3"	1	0	1	0
"SLC25A17"	1	0	1	0
"STXBP5L"	0	0	1	1
"TARBP1"	1	0	1	0
"TMEM214"	1	0	1	0
"TNFRSF25"	0	0	1	1
"TSPAN4"	0	0	1	1
"WDR17"	0	0	1	1
"WDR27"	1	0	1	0
"WDR91"	0	0	1	1
"WNK1"	1	0	1	0
"ZMIZ2"	1	0	1	0
"ZMYM6"	1	0	1	0
"ZNF618"	1	0	1	0
"AC008581.2"	0	0	1	0
"AC068547.1"	0	0	1	0
"AC114490.2"	0	0	1	0
"AC138894.1"	0	0	0	1
"ACAD11"	0	0	1	0
"ACADM"	0	0	1	0
"ADAL"	1	0	0	0
"ADAMTS10"	0	0	1	0
"ADAMTS19"	1	0	0	0
"AKAP8L"	0	1	0	0
"AL031315.1"	0	0	1	0
"AL157778.1"	1	0	0	0
"ANKHD1"	1	0	0	0
"ANKRD13D"	1	0	0	0
"ANKRD18CP"	1	0	0	0
"ANKS3"	0	0	1	0
"APPL2"	0	0	1	0
"ARMCX6"	1	0	0	0
"ARMH3"	0	0	1	0
"ASAP2"	1	0	0	0
"ASCC3"	0	0	1	0
"ASGR1"	0	0	0	1
"ATP7B"	0	0	0	1
"ATP8A2"	0	0	1	0
"BLMH"	0	0	1	0
"C11orf95"	1	0	0	0
"CA12"	1	0	0	0
"CACNA1C"	0	0	1	0
"CACNA2D1"	1	0	0	0
"CDK5RAP1"	0	0	1	0
"CENPI"	1	0	0	0
"CEP44"	1	0	0	0
"CFAP410"	0	1	0	0
"CHRM2"	0	0	1	0
"CHROMR"	0	1	0	0
"CKMT2-AS1"	0	0	0	1
"CLK4"	0	0	1	0
"CNGA3"	0	0	1	0
"COMMD4"	0	0	0	1
"COPS7B"	0	0	1	0
"CSTF3"	0	0	1	0
"DCAF17"	0	0	1	0
"DDX41"	0	0	1	0
"DDX42"	0	0	1	0
"DMAC2L"	0	0	1	0
"DPY30"	0	0	1	0
"DST"	0	0	1	0
"EIF2D"	0	0	1	0
"ELMO2"	0	0	1	0
"ELP5"	1	0	0	0
"EMSY"	0	0	1	0
"ENOX1"	0	0	1	0
"ERCC8"	0	0	1	0
"FAM221A"	0	0	0	1
"FBN2"	1	0	0	0
"FGF12"	0	0	1	0
"FNIP2"	0	0	1	0
"FRG1HP"	0	0	1	0
"GARNL3"	0	0	1	0
"GGCT"	1	0	0	0
"GLRA3"	0	0	1	0
"GNAQ"	0	0	1	0
"GOLT1B"	1	0	0	0
"GRIA1"	0	0	1	0
"GXYLT1"	0	0	1	0
"HAUS3"	0	0	1	0
"HSD17B4"	1	0	0	0
"IFT81"	1	0	0	0
"INO80E"	0	0	0	1
"INTS3"	1	0	0	0
"KIF21A"	1	0	0	0
"LINC00678"	1	0	0	0
"LINC01128"	0	0	0	1
"MACROD2"	0	0	1	0
"MAN1A2"	1	0	0	0
"MAP6"	0	0	1	0
"MAPK10"	0	0	0	1
"MEMO1"	0	0	1	0
"METTL6"	0	0	0	1
"MMS22L"	1	0	0	0
"MRPS5"	0	0	1	0
"MSL3"	0	0	0	1
"NECAP2"	0	0	0	1
"NIPA1"	1	0	0	0
"NLGN1"	0	0	1	0
"NRXN3"	0	0	0	1
"ODR4"	1	0	0	0
"PAXBP1"	1	0	0	0
"PCDH10"	0	0	1	0
"PDIA5"	0	0	1	0
"PHB2"	0	1	0	0
"PITPNB"	0	0	1	0
"PMS1"	0	0	1	0
"PMS2P10"	0	0	1	0
"PPHLN1"	0	0	1	0
"PPP1R26"	1	0	0	0
"QKI"	0	0	0	1
"RALGPS1"	1	0	0	0
"RBBP8"	0	0	1	0
"RPGR"	1	0	0	0
"RPS10"	1	0	0	0
"SAR1A"	1	0	0	0
"SCO1"	0	0	1	0
"SEC22A"	0	0	1	0
"SERGEF"	0	0	1	0
"SH3YL1"	0	0	1	0
"SIRT5"	1	0	0	0
"SLC7A6"	0	0	1	0
"SMC4"	0	0	0	1
"SNAP23"	0	0	1	0
"SNX14"	1	0	0	0
"SOS2"	0	0	1	0
"SPIDR"	1	0	0	0
"SPRYD7"	0	0	1	0
"SREK1"	0	0	1	0
"SS18L1"	1	0	0	0
"STOX2"	0	0	1	0
"STRN4"	0	0	1	0
"SYNE4"	0	0	0	1
"SYTL2"	0	1	0	0
"TCF4"	1	0	0	0
"TET1"	0	0	1	0
"THSD7B"	0	0	1	0
"TMEM116"	0	0	1	0
"TMEM50B"	0	0	1	0
"TMEM52"	1	0	0	0
"TNIP1"	0	0	1	0
"TNRC6A"	1	0	0	0
"TP53INP1"	0	0	1	0
"TPM2"	0	0	0	1
"TRIM65"	0	0	1	0
"TSC1"	1	0	0	0
"TTN-AS1"	0	0	1	0
"TUBB4A"	0	0	1	0
"UBE2Q2P1"	0	0	1	0
"USP9Y"	0	0	1	0
"VAV2"	1	0	0	0
"VDAC3"	0	0	0	1
"WDR90"	0	0	0	1
"YPEL5"	0	0	1	0
"ZDHHC11"	0	0	1	0
"ZDHHC13"	0	0	1	0
"ZNF138"	1	0	0	0
"ZNF37BP"	1	0	0	0
"ZNF43"	1	0	0	0
"ZNF563"	1	0	0	0
"ZNF66"	1	0	0	0
"ZNF730"	1	0	0	0
