,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,Algorithem.x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,Algorithem.y,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,Algorithem.x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,Algorithem.y,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,Algorithem.x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x,Algorithem.y
DAPK3,0.999854009569644,-0.0125310650128605,majiq,0.914943449885276,0.0155482778071751,leafcutter,0.795861520908376,0.0305279612986869,leafcutter,0.999876217238846,-0.0135024140100425,majiq,0.995116713762768,0.0136039330543575,leafcutter,0.926109183548499,0.0257783414503893,leafcutter
DARS,0.823813473056332,0.0576020056809147,leafcutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220799869100379,0.0393021556857393,leafcutter
DARS2,0.81756512866295,0.0226529331199131,leafcutter,0.384105933897754,0.133564663226072,leafcutter,0.809495799677708,0.0858719519026288,leafcutter,0.947997874439672,0.0331809613002694,leafcutter,0.982881527701105,0.0799191084847177,leafcutter,0.979089320299704,0.0357070270226718,leafcutter
DAXX,0.872078903002472,0.0186381311336442,leafcutter,0.999976194536877,-0.0270521927182197,majiq,0.907605224469637,0.0357556868579832,leafcutter,0.998703642134135,-0.0163161263915464,majiq,0.85041904952373,0.0312986096416993,leafcutter,0.969908422211186,0.0357140138780192,leafcutter
DAZAP1,0.88211555020678,0.0304554536481301,leafcutter,0.497434293932876,0.0552691167445509,leafcutter,0.748387950083492,0.0332775491432094,leafcutter,0.993967759914853,0.0224554383582317,leafcutter,0.952928926003286,0.0229303659682826,leafcutter,0.85684914822676,0.0328835392984135,leafcutter
DAZAP2,0.885412679454146,0.0121555873643713,leafcutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DBF4,NA,NA,NA,NA,NA,NA,0.0898985488802,-0.084,rmats,NA,NA,NA,NA,NA,NA,0.102211426701,-0.079,rmats
DBF4B,NA,NA,NA,0.0176732401,0.367,rmats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DBN1,NA,NA,NA,0.849550727672008,0.0120156038575222,leafcutter,0.644390228846563,0.0121481979226218,leafcutter,NA,NA,NA,0.061476116825,0.384,rmats,0.922763734623011,-0.0103008433948297,leafcutter
DBNDD2,0.999580853568972,0.0148362638975763,majiq,0.781695087923577,0.0308353705071307,leafcutter,0.898402095546764,0.0326554860919014,leafcutter,0.8744373392279,0.0577933249775006,leafcutter,0.982054910983147,0.0249237542172675,leafcutter,0.999740183251136,0.0160477283992321,majiq
DBNL,0.763252478186361,0.0101488503734593,leafcutter,0.777118845203285,0.0405237263918083,leafcutter,0.174302520033,-0.011,rmats,0.8744373392279,0.0313624054072515,leafcutter,0.869879772690159,0.0535608668567082,leafcutter,0.288215890376,-0.022,rmats
DBR1,0.976997655402,0.086,rmats,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999718825611249,-0.0209279744492237,majiq,0.999885037333305,-0.0113642219602732,majiq
DBT,0.965088068164638,0.0133048892234859,leafcutter,0.998621472260119,-0.011853560684506,majiq,0.807086456612574,0.0340742398885024,leafcutter,0.99911666935583,-0.0317355605713364,majiq,0.999290167951986,-0.0300654932802231,majiq,0.999692505354919,-0.0166228937852887,majiq
DCAF10,0.610670163134,0.102,rmats,0.774702508183828,0.073442857001155,leafcutter,0.814932288183941,0.031696147348279,leafcutter,0.911729190054187,0.0626353841542367,leafcutter,0.84074025757,0.1,rmats,0.775865391320732,0.0894497389416872,leafcutter
DCAF11,0.0218249172447,0.149,rmats,0.829153202699,0.04,rmats,0.651499516674,0.034,rmats,0.91708839351838,0.0698186776705602,leafcutter,0.99938297657256,0.0337030042917863,leafcutter,0.0125202129304,0.183,rmats
DCAF13,0.998338303675934,-0.0418329695977961,majiq,0.999999997012816,-0.0215018590776008,majiq,0.999653764676284,-0.0322655989647751,majiq,0.957463847691424,0.0378506309866316,leafcutter,0.999876365816271,-0.0230640194491672,majiq,0.999559979163025,-0.0298313866084133,majiq
DCAF15,0.98908334685103,0.0370870521134752,majiq,NA,NA,NA,0.637898957423,0.045,rmats,0.993485055621536,-0.0320599915989107,majiq,0.990608194955793,-0.0358991975638808,majiq,NA,NA,NA
DCAF16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166525849042,0.135,rmats,NA,NA,NA,NA,NA,NA
DCAF17,0.745767069245,-0.123,rmats,0.00103424699397285,0.260039173524264,leafcutter,0.0816201766065562,0.181641223044227,leafcutter,NA,NA,NA,0.999012893412615,0.0374058108508937,leafcutter,NA,NA,NA
DCAF4,0.823813473056332,0.0150021963298665,leafcutter,0.736523009873843,0.0397666198858424,leafcutter,0.960819765214951,0.0143363006409563,leafcutter,0.913313620666453,0.0279418519846626,leafcutter,0.845767777737781,0.0561349224101398,leafcutter,0.860677136682784,0.0402656054705373,leafcutter
DCAF5,0.921823542332547,0.0300144244358699,leafcutter,0.626425141240333,0.0357471110615193,leafcutter,0.289907815129222,0.0581773358375431,leafcutter,0.8744373392279,0.0798469491098464,leafcutter,0.884976695754985,0.0578490623636192,leafcutter,0.171076139849,0.104,rmats
DCAF6,0.877106114897422,0.0235868681519282,leafcutter,0.529000554307,-0.049,rmats,0.560194333606726,0.0221323393844258,leafcutter,0.980085939433124,0.0287285257156599,leafcutter,0.995116713762768,0.0256803568268193,leafcutter,0.945273992884779,0.043158611518167,leafcutter
DCAF7,0.886175081719,-0.238,rmats,0.722711191637,-0.067,rmats,0.237582533263,-0.105,rmats,0.628524029328,-0.092,rmats,0.996492077169001,-0.0110125681473007,majiq,0.490693979834,-0.095,rmats
DCAF8,0.539443888969376,0.0113158853110241,leafcutter,0.46161206626575,0.0230475403297097,leafcutter,0.554709198177055,0.0201652149104702,leafcutter,0.996964131714001,-0.0163341999771397,majiq,0.28098419454,-0.062,rmats,0.717719540518141,0.0251432177544575,leafcutter
DCAKD,0.627547768780401,0.204005265094752,leafcutter,0.622109400480525,0.133162026538436,leafcutter,0.732818232787814,0.0289784362614636,leafcutter,0.959751556530429,0.0900956407871344,leafcutter,0.845767777737781,0.0623381381187669,leafcutter,0.975803304986729,0.0848871178098013,leafcutter
DCBLD1,0.788020227337122,0.0718023625867086,leafcutter,0.564883243819144,0.121087648099699,leafcutter,0.340919724476247,0.102704947500553,leafcutter,0.8744373392279,0.0240896768251266,leafcutter,0.845767777737781,0.113901632447244,leafcutter,0.273224536454553,0.164892274015964,leafcutter
DCBLD2,0.950248953209405,0.0322581437104641,leafcutter,0.135096655293,-0.03,rmats,NA,NA,NA,0.99972707027658,0.0265526524564558,leafcutter,0.999960330798566,-0.0116456469012179,majiq,0.110207956753,-0.035,rmats
DCHS1,0.863546069857183,0.0199784233655997,leafcutter,NA,NA,NA,NA,NA,NA,0.8744373392279,0.092228930134117,leafcutter,NA,NA,NA,NA,NA,NA
DCK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999788276448868,-0.0149117014916122,majiq,NA,NA,NA
DCLK2,0.702798002353,-0.142,rmats,0.103466337458,0.192,rmats,0.237376330687,0.207,rmats,0.413999783322,0.132,rmats,NA,NA,NA,0.490156511167,0.192,rmats
DCLRE1B,NA,NA,NA,0.193256484788,0.198,rmats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCLRE1C,NA,NA,NA,0.874942601255951,0.0455304281171612,leafcutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCN,0.269531562946346,0.0133481632174218,leafcutter,0.00197669558750313,0.0301005180724992,leafcutter,0.00174256318887672,0.0320670738956951,leafcutter,0.995971666926764,-0.0183402887535116,majiq,0.999589968447177,-0.0101193695057591,majiq,0.74782244398074,0.0130560390766486,leafcutter
DCP1A,0.927509763552166,0.100276302070739,leafcutter,0.790260175366073,0.0731958001037231,leafcutter,0.748387950083492,0.108091636911849,leafcutter,0.924191685251867,0.0818882626584413,leafcutter,0.985674795966236,0.0653755212278755,leafcutter,0.995783075212857,0.0113077801638953,leafcutter
DCP1B,NA,NA,NA,NA,NA,NA,0.999960645159406,0.0114602391609695,majiq,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCPS,0.910947340426867,0.0144739172243732,leafcutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCTD,0.81756512866295,0.023999333512828,leafcutter,0.0880065486784,0.092,rmats,0.725940444179844,0.0165354685369756,leafcutter,0.225694900285,-0.151,rmats,0.0534623040993,-0.169,rmats,0.0037879100854,-0.173,rmats
DCTN1,0.999998725504968,0.0291164360797769,leafcutter,0.623298015872506,0.0203444820617019,leafcutter,0.999959474788591,-0.0259369117596617,majiq,0.8744373392279,0.0502364876150425,leafcutter,0.370372203712,0.017,rmats,NA,NA,NA
DCTN2,0.855389191388693,0.0291729708718287,leafcutter,0.0302830854412733,0.0283962913495077,leafcutter,0.534449330250455,0.0179459850666877,leafcutter,0.999993404586404,-0.01473315816275,majiq,0.0138710735408,0.448,rmats,0.932052311707107,0.0204464836157707,leafcutter
DCTN3,0.942761357070573,0.0222530201063972,leafcutter,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0314815434289244,leafcutter,0.999998942983464,-0.0160937517298488,majiq,NA,NA,NA
DCTN4,0.841535493343195,0.0136534373291841,leafcutter,NA,NA,NA,NA,NA,NA,0.957703299138914,0.0127730246364388,leafcutter,NA,NA,NA,0.742472437755689,0.0169329955456568,leafcutter
DCTN5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993967759914853,0.0122792089665439,leafcutter,0.990397708673258,0.0114465258870181,leafcutter,NA,NA,NA
DCTN6,0.981095499877599,0.0219260003259547,leafcutter,NA,NA,NA,NA,NA,NA,0.91708839351838,0.0257841511466172,leafcutter,NA,NA,NA,NA,NA,NA
DCUN1D1,0.873806895989683,0.0634873444055642,leafcutter,NA,NA,NA,NA,NA,NA,0.993967759914853,0.0551002685778858,leafcutter,NA,NA,NA,NA,NA,NA
DCUN1D2,0.858081895630478,0.0895453969918371,leafcutter,0.739643198435204,0.111333263961877,leafcutter,0.889721009024284,0.157490790186723,leafcutter,0.91837751399334,0.14897216648896,leafcutter,0.99938297657256,0.0342738013801633,leafcutter,0.326999552661,0.484,rmats
DCUN1D3,0.965820840430285,0.0305317037257697,leafcutter,0.987892522672738,0.0512877312089469,leafcutter,0.860903925719085,0.0993759802169024,leafcutter,NA,NA,NA,NA,NA,NA,0.879540056491088,0.112122442099863,leafcutter
DCUN1D4,0.745871829685632,0.0685246431544999,leafcutter,7.17432623645448e-05,0.12925909967077,leafcutter,0.425977490441454,0.146763844401392,leafcutter,0.91708839351838,0.0983251718036345,leafcutter,0.242350187358329,0.08199088033611,leafcutter,0.000541523542767778,0.134723424624075,leafcutter
DCUN1D5,0.987313634258075,0.0128083968199236,leafcutter,0.960716085352426,0.0108193019588826,leafcutter,0.42788876797487,0.0596666804498834,leafcutter,0.884770658735132,0.0316814634781583,leafcutter,0.845767777737781,0.0493495592613171,leafcutter,0.80650219243332,0.0749865079243301,leafcutter
DCXR,0.435658418373,0.025,rmats,0.478168632154,0.082,rmats,0.826841951146,0.029,rmats,0.345329898178,0.03,rmats,0.885682251226,0.022,rmats,0.998462204350823,-0.0265960597466585,majiq
DDA1,0.99985860275108,-0.0112288809380057,majiq,0.857918482166114,0.0143398231663389,leafcutter,0.829382533126622,0.0122901180368118,leafcutter,0.91708839351838,0.0165625350346285,leafcutter,0.999871133633494,-0.010714140483494,majiq,NA,NA,NA
DDAH1,0.834728714601283,0.0332509599776965,leafcutter,0.729475300449483,0.0566081764999248,leafcutter,0.741205103617042,0.0366377237414897,leafcutter,0.921604298818497,0.060164970022137,leafcutter,0.974182059746577,0.0421420080984896,leafcutter,0.938984422643019,0.033151825194099,leafcutter
DDAH2,0.641733430389454,0.0647742015691034,leafcutter,0.0733868486166,0.138,rmats,0.0978771004359,0.107,rmats,0.996862567343615,0.0253223809592108,leafcutter,0.241858246943,0.108,rmats,0.994117118658104,0.0140212087372831,leafcutter
DDB1,0.308912812831852,0.0571732080709217,leafcutter,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0367686731307223,leafcutter,NA,NA,NA,NA,NA,NA
DDB2,0.877106114897422,0.0151800153305424,leafcutter,0.743521076483911,0.0210125208635039,leafcutter,0.725803031112599,0.0346421385386896,leafcutter,0.8744373392279,0.0250664050926614,leafcutter,0.937159409671517,0.0141121669814821,leafcutter,0.827685424157633,0.0174244122847622,leafcutter
DDHD1,0.867324704940612,0.0600465140511366,leafcutter,0.840120583490279,0.0494990123014076,leafcutter,0.926530562652202,0.0361065726669021,leafcutter,0.977383645383855,0.0980580620603183,leafcutter,0.966728866557006,0.104256985608911,leafcutter,0.975803304986729,0.0902128996052223,leafcutter
DDHD2,0.977027306281922,0.0501747175733128,leafcutter,0.849550727672008,0.0439563629774418,leafcutter,0.335579393071,-0.101,rmats,0.8744373392279,0.0959377204246239,leafcutter,0.56706778721,0.074,rmats,0.748156627259,0.069,rmats
DDI2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.810472576142737,0.0808479618264581,leafcutter
DDIAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233634205504,0.223,rmats
DDIT3,0.956905100650218,0.0237771709568202,leafcutter,0.900194221132458,0.0220920817949461,leafcutter,0.491051063009774,0.0681815937021273,leafcutter,0.997439305043014,-0.0308676218633067,majiq,0.995116713762768,0.0217746101718142,leafcutter,0.579470322244,0.031,rmats
DDIT4,0.998282601251531,-0.028257467907029,majiq,0.999999015757787,0.0327907133422656,majiq,0.997337248541152,0.0316590566115759,majiq,0.999213017354654,0.0190861065437983,majiq,0.990348852176491,0.0472393275546246,majiq,0.999095495177175,-0.013776979289742,majiq
DDR1,0.999844170064309,-0.0134481614496748,majiq,0.960208548475734,0.0251228045139951,leafcutter,NA,NA,NA,0.999109903525715,0.0285804165469417,majiq,0.998997970004035,0.0291052946260144,majiq,NA,NA,NA
DDR2,0.918598774909238,0.0141821610633266,leafcutter,0.724270589767972,0.0294749500740973,leafcutter,0.747737233449014,0.0215749668806077,leafcutter,0.993967759914853,0.0111516153134754,leafcutter,0.974182059746577,0.0179385817221148,leafcutter,0.982384096442382,0.0160499403463161,leafcutter
DDRGK1,0.913016469311693,-0.0134578758645399,leafcutter,0.999999999999999,-0.0335006491565542,majiq,0.599081534171285,0.0150845521674824,leafcutter,0.999876103269601,-0.0452465826367854,majiq,0.900662827070578,0.0139646877095199,leafcutter,0.774339193788731,0.0148603212669987,leafcutter
DDT,0.840472486925456,0.0188321439154383,leafcutter,0.999999985180132,-0.0240087247796965,majiq,0.999618957527411,-0.0218563736240538,majiq,0.91708839351838,0.0143315007740753,leafcutter,0.999978867380198,-0.01319823776492,majiq,0.999984400375117,-0.016080092326048,majiq
DDX1,0.742583998196022,0.0561238142022541,leafcutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX10,0.81756512866295,0.0937473743488033,leafcutter,0.94120218731812,0.0302684910307131,leafcutter,0.909645710845798,0.0381683169650266,leafcutter,0.8744373392279,0.156591208540731,leafcutter,0.937159409671517,0.0841592376610326,leafcutter,0.993502033810398,-0.0165066815019641,majiq
DDX11,0.0745574283906,-0.246,rmats,0.000106497208578,-0.308,rmats,0.0020038189967,-0.286,rmats,0.0737529994928,0.183,rmats,0.424540013774,0.085,rmats,0.37640230151,0.182,rmats
DDX17,0.968005182414461,0.0271188514729647,leafcutter,0.822073054057355,0.0243115060042089,leafcutter,0.291632815914,-0.041,rmats,0.999652141777235,0.0219535680249682,leafcutter,0.999291814718493,-0.0158222419959745,majiq,0.778660982017,-0.033,rmats
DDX18,NA,NA,NA,0.707932592741542,0.0175000258575515,leafcutter,0.757358795073109,0.0144787979318974,leafcutter,0.957463847691424,0.0110869159750924,leafcutter,0.994754479999443,-0.0424920212643244,majiq,NA,NA,NA
DDX19A,0.826060763201918,0.0184859493863216,leafcutter,0.589556827546,-0.017,rmats,0.748387950083492,0.0285178960710645,leafcutter,0.940260601135847,0.0168115021807022,leafcutter,0.99938297657256,0.0104393386664986,leafcutter,0.826611229547,-0.023,rmats
DDX19B,0.946503681435749,0.0194677790309066,leafcutter,0.716434806171749,0.0650107852631486,leafcutter,0.898874285249095,0.0297207329151513,leafcutter,0.965280083687913,0.0324719976070889,leafcutter,0.965352227334908,0.041435158976258,leafcutter,0.698805351098749,0.0831086344027073,leafcutter
DDX21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924191685251867,0.0109714846706608,leafcutter,NA,NA,NA,NA,NA,NA
DDX23,0.601159911980415,0.0253797808891104,leafcutter,NA,NA,NA,0.658115432549,0.01,rmats,0.990148756390685,0.0140013473405264,leafcutter,NA,NA,NA,0.86233786806601,0.0119734899016373,leafcutter
DDX24,0.439758839278,0.01,rmats,0.695303586216,0.03,rmats,0.511067376806,0.03,rmats,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX27,0.841535466453173,0.0705703922257283,leafcutter,0.989798639122077,0.0117038341374103,leafcutter,0.275477302274,0.018,rmats,0.999103171884436,-0.0348662073167786,majiq,0.14118017528,-0.044,rmats,0.90696494858199,0.0578837640316018,leafcutter
DDX31,0.854423674698128,0.125731285566717,leafcutter,0.909094810528845,0.0442648666723524,leafcutter,0.960549523502321,0.0193731987279934,leafcutter,0.904822348920044,0.0764409216280472,leafcutter,0.877232812646765,0.10258172379715,leafcutter,0.999840959635583,-0.0103672087222218,majiq
DDX39A,0.240517873443,0.083,rmats,0.845289601091717,0.0106935066922637,leafcutter,0.480035123164,-0.042,rmats,0.986394949143494,0.0130848601919528,leafcutter,0.018320604339,0.115,rmats,0.234896855485,0.083,rmats
DDX39B,0.249508936805,0.044,rmats,0.626425141240333,0.0126281914265124,leafcutter,0.237582533263,-0.035,rmats,0.8744373392279,0.0291445828840849,leafcutter,0.845767777737781,0.0447248316615653,leafcutter,0.756213882108741,0.0147766757803252,leafcutter
DDX3X,0.801944793488859,0.0425496060725123,leafcutter,0.336637273720928,0.0525406003965914,leafcutter,0.291435249636,-0.206,rmats,0.8744373392279,0.0415254574987152,leafcutter,0.894093846441,-0.013,rmats,0.791281170369065,0.0351872767649556,leafcutter
DDX3Y,0.0154823970977,0.079,rmats,0.0376966326569,0.065,rmats,0.204344335697,0.046,rmats,0.570200926593,0.046,rmats,0.633995863013,0.04,rmats,0.00182148779437,0.09,rmats
DDX41,0.61765184246,-0.012,rmats,0.144768159073,-0.022,rmats,0.282197326102,-0.016,rmats,0.126475614752,-0.24,rmats,0.561075126718,-0.036,rmats,0.250907488291,-0.156,rmats
DDX42,0.00400271096359753,0.556194618335371,leafcutter,0.0018981299803651,0.827833030527983,leafcutter,0.00136912481360807,0.784825057224881,leafcutter,0.0824497707663993,0.0491526363368342,leafcutter,0.0193097972106545,0.188200088425781,leafcutter,0.00413137500473728,0.612397195391049,leafcutter
DDX46,0.841535466453173,0.0154529337245009,leafcutter,0.866885627959,0.0465368141665082,leafcutter,0.715636894269,0.065,rmats,0.943124927226773,0.0311296311209441,leafcutter,0.961879095437877,0.060241445017352,leafcutter,0.975803304986729,0.0466584206364289,leafcutter
DDX47,0.154670806896,0.02,rmats,NA,NA,NA,0.862475280911,0.01,rmats,0.728790575401,0.04,rmats,0.290671361922,0.017,rmats,NA,NA,NA
DDX49,0.763252478186361,0.0150627159694378,leafcutter,0.0104489454969,0.042,rmats,0.0288671942660431,0.0422225422647195,leafcutter,0.91708839351838,0.032602381838862,leafcutter,NA,NA,NA,0.637924312503,-0.031,rmats
DDX5,0.998460781400947,-0.0206313003178953,majiq,0.16728747202,-0.043,rmats,0.117089972579,-0.045,rmats,0.806645438584,-0.031,rmats,0.430035657482,-0.04,rmats,0.103504264842,-0.049,rmats
DDX50,0.890082225528945,0.0355275902291685,leafcutter,0.976466719571103,0.0107187553322241,leafcutter,0.957346779348875,0.0166502391358362,leafcutter,0.8744373392279,0.0486670266752904,leafcutter,0.376840961744193,0.0410088873154291,leafcutter,0.858369099493022,0.0167946216011623,leafcutter
DDX51,0.857699841511,0.19,rmats,0.0184849977684,-0.317,rmats,0.00579617215053,-0.462,rmats,0.115981529932,-0.223,rmats,0.235623163178,-0.25,rmats,0.0306117958248,-0.32,rmats
DDX52,0.83388154800623,0.017880181389346,leafcutter,0.948721714083729,0.0148666238397646,leafcutter,0.883938822879158,0.0290397814793758,leafcutter,NA,NA,NA,0.901746642630968,0.0839980625270136,leafcutter,0.938984422643019,0.0581964658963779,leafcutter
DDX54,0.677295956817529,0.0242191744291075,leafcutter,0.97949212062066,0.0118540545282118,leafcutter,0.83968221816556,0.0559718185201539,leafcutter,0.918713971084962,0.0101518599163257,leafcutter,0.846733557811917,0.0213365894036232,leafcutter,0.917754295138598,0.0759085664208286,leafcutter
DDX55,0.725451832452,-0.467,rmats,0.69008607508755,0.0652363985723582,leafcutter,0.958292218442,-0.021,rmats,0.698446198862,0.039,rmats,0.845767777737781,0.117957698796943,leafcutter,0.555685177022457,0.0941135853960459,leafcutter
DDX56,0.314942266468,0.035,rmats,0.698857102258113,0.0201609761209737,leafcutter,0.531088373637314,0.0540776164086654,leafcutter,0.91708839351838,0.0369488111547139,leafcutter,0.334049324623,-0.058,rmats,0.999997013225429,-0.0272703573799753,majiq
DDX59,0.957968557643687,0.0218415567718014,leafcutter,0.445191409617,-0.066,rmats,0.24842877686,-0.082,rmats,0.933683934668595,0.0377648487651706,leafcutter,0.937691493610437,0.0688589397893916,leafcutter,0.99440798218878,0.0670547218301969,leafcutter
DDX6,0.882357185645237,-0.014204796689254,leafcutter,0.686239917571363,0.0527550994275491,leafcutter,0.558904796981363,0.0522883698261171,leafcutter,0.8744373392279,0.0730166855583887,leafcutter,0.96242999224937,0.0704683510322653,leafcutter,0.892113119011419,0.0514498400120592,leafcutter
DDX60L,0.999998725504968,0.0467723773078424,leafcutter,0.56409771089,-0.291,rmats,0.241475871023,0.138,rmats,0.933683934668595,0.0813376289552749,leafcutter,0.900662827070578,0.102460243690136,leafcutter,0.79801473204002,0.136853483352579,leafcutter
DEAF1,0.759015222541959,0.0115278271903246,leafcutter,0.352556347597636,0.0548387101749616,leafcutter,0.848215799394587,0.0718113759209541,leafcutter,0.8744373392279,0.0754615486586137,leafcutter,0.99938297657256,0.0282741667953575,leafcutter,0.857948497281407,0.0456268977648827,leafcutter
DECR1,0.999998725504968,0.0194315674602514,leafcutter,0.900757108333226,-0.0172396414944479,leafcutter,0.383991748106,0.073,rmats,0.999149533650469,-0.0338525305826815,majiq,0.784886533196,-0.016,rmats,0.949632498779018,0.010856763045774,leafcutter
DECR2,0.735385219405,0.023,rmats,0.261356558744,0.105,rmats,0.53243428868,0.15,rmats,0.990618146707856,-0.0340028731213883,majiq,0.589037553286,-0.24,rmats,0.0619673279023,-0.309,rmats
DEDD,0.877106114897422,0.0555905642155213,leafcutter,0.69624459838,-0.048,rmats,0.913063409877,-0.015,rmats,0.91708839351838,0.0256399513377652,leafcutter,0.750268639884,-0.03,rmats,0.36938963751,-0.061,rmats
DEDD2,0.916380725745083,0.0442669040879221,leafcutter,0.974770624518729,0.0480022833623011,leafcutter,0.781867852321341,0.0724682469738596,leafcutter,0.999411433581492,0.0427159111379383,leafcutter,0.974182059746577,0.0295023627689357,leafcutter,0.70140305016,0.204,rmats
DEF8,0.420123692844903,0.0552492926226413,leafcutter,0.0732701063756,0.096,rmats,0.517838334926,-0.018,rmats,0.504383645195,-0.022,rmats,0.22171754847,-0.031,rmats,0.452726840144,-0.023,rmats
DEGS1,0.99999992258793,-0.0130904110007379,majiq,0.82070583159575,0.0184721032201773,leafcutter,0.70064521634476,0.0139964704417173,leafcutter,0.999999913049371,-0.0204210923996303,majiq,0.982054910983147,0.0116930360480121,leafcutter,0.919283822960143,0.015972699210366,leafcutter
DEK,0.606269785073511,0.0496739468980168,leafcutter,0.54498508908872,0.0118412696567927,leafcutter,0.340919724476247,0.0139264922919543,leafcutter,0.950898165181418,0.0113855992060731,leafcutter,NA,NA,NA,0.430835760816,0.066,rmats
DENND1A,0.230047455517807,0.051608504163029,leafcutter,0.00152353293458577,0.170578468099082,leafcutter,0.0244666118881645,0.121873599989961,leafcutter,0.8744373392279,0.118242107580736,leafcutter,0.00729338393858075,0.105746213503867,leafcutter,NA,NA,NA
DENND1B,0.694408895392,0.08,rmats,NA,NA,NA,NA,NA,NA,0.661646223783,0.287,rmats,NA,NA,NA,NA,NA,NA
DENND2A,0.763252478186361,0.0807301274523151,leafcutter,0.828904756016755,0.0795435471364863,leafcutter,0.787906560650456,0.0620761820193555,leafcutter,0.990022465402449,0.0201642763963729,leafcutter,0.0787872169871,-0.103,rmats,0.982828348364111,0.0581219606523629,leafcutter
DENND2D,0.757663917202,-0.405,rmats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENND3,NA,NA,NA,0.976466719571103,0.0334984311802027,leafcutter,0.0388946822385,0.152,rmats,0.999654055514454,-0.0231583963699025,majiq,0.999134573834796,0.0281442855929085,majiq,0.262355404548,0.115,rmats
DENND4A,0.99674049933491,0.0447199237444284,majiq,0.000211252253678,0.183,rmats,4.79478105965e-12,0.298,rmats,NA,NA,NA,0.207101730926,-0.205,rmats,NA,NA,NA
DENND4B,0.826060763201918,0.0796299588012218,leafcutter,0.670712506968254,0.064670318880786,leafcutter,0.617789081910168,0.0745239749287277,leafcutter,0.957463847691424,0.0977892079296319,leafcutter,0.690243725295,0.026,rmats,0.969533179573763,0.0303977644750596,leafcutter
DENND4C,0.891227868593949,0.0873408350638165,leafcutter,0.659530299189951,0.0321556000906287,leafcutter,0.544459527896506,0.0958734700840774,leafcutter,0.8744373392279,0.136311793628864,leafcutter,0.853482785383686,0.09706654782002,leafcutter,0.994117118658104,0.0241240751687723,leafcutter
DENND5A,0.000694507292871,0.037,rmats,0,0.188,rmats,0,0.206,rmats,0.00262061927209,0.415,rmats,0,0.106,rmats,0,0.781,rmats
DENND6A,0.999998725504968,0.0197952049031505,leafcutter,0.466227566182,-0.09,rmats,0.842605275705646,0.147802257292409,leafcutter,NA,NA,NA,0.981665991852955,0.0801997033518764,leafcutter,0.965484745796515,0.0836447645560399,leafcutter
DENND6B,0.046700892983,0.251,rmats,0.0382807025534,0.35,rmats,0.155338110692,0.301,rmats,0.923706169076022,0.196285029902178,leafcutter,0.168054411932,0.304,rmats,0.987324879392997,0.0641556451152042,leafcutter
DENR,0.941369978695475,0.0200657110966054,leafcutter,0.999999930793569,-0.014757545118653,majiq,0.84687919557161,0.0155964840993872,leafcutter,0.8744373392279,0.0263236563822432,leafcutter,0.845767777737781,0.0263248801064544,leafcutter,0.654169876904892,0.0263241609299513,leafcutter
DEPDC5,0.681924780751,-0.162,rmats,0.245023093795,0.134,rmats,0.336544709332,-0.147,rmats,NA,NA,NA,NA,NA,NA,NA,NA,NA
DERA,0.66864543311789,0.0398620501951625,leafcutter,0.773244246935891,0.0189093714315819,leafcutter,NA,NA,NA,0.904822348920044,0.0661514173592818,leafcutter,0.870941738717135,0.0372349888074927,leafcutter,NA,NA,NA
DERL1,0.799141810232455,0.0654831072373689,leafcutter,0.999999998970124,-0.0136237629887122,majiq,0.999997114829041,-0.0161816606733358,majiq,0.610014494214,-0.082,rmats,0.999994807288751,-0.014653131228871,majiq,0.999971168347555,-0.0134193462151107,majiq
