"","dPSI_NGN2_2060884.3700nM"
"VCAN",0.696
"ZMIZ2",0.696
"ANP32A",0.695878167867822
"GAREM1",0.695620082461248
"SIK3",0.693423776233012
"CAB39L",0.692525492395289
"CHD2",0.690406979821613
"CMSS1",0.69
"NRL",0.685675740381344
"SLC12A2",0.685373167722385
"KCND1",0.684096075438674
"EP300",0.682776952622074
"FAAP20",0.68
"CYLD",0.679047648605982
"CD276",0.676630102554712
"SREK1",0.675
"SPIN3",0.674071444852001
"TYW5",0.673756727613088
"ABHD13",0.673362832480078
"SSR1",0.67269895405412
"RAPGEF6",0.672
"AVL9",0.67185522577719
"LINGO2",0.671806648158486
"FBXO8",0.66822760010307
"STRN",0.668134863765539
"SOCS6",0.667833546328291
"NELFA",0.665
"ATP6V1H",0.664713817767495
"UBAC2",0.663493822590387
"SULF1",0.662774756684633
"SPTLC1",0.662
"ACTR2",0.661522183818838
"ARMC8",0.66058953564867
"TMTC3",0.659340192189555
"NQO2",0.659
"INPP4B",0.65811761491185
"AL157778.1",0.658
"CWC27",0.657211129011266
"FAM193A",0.65620714985455
"TTC7A",0.655932590505569
"GABRB1",0.654370435156014
"PNISR",0.654120430403172
"PRKDC",0.653
"ANXA6",0.649
"RAPGEF1",0.648
"BDP1",0.646754740070916
"AFF2",0.645703296304097
"ZNF426",0.645346795650966
"TSPAN5",0.644
"ZNF169",0.64377590720492
"PPP1R9A",0.642582601574133
"ADGRL3",0.642271645555053
"RNF144A",0.640952368508163
"GABRA2",0.640849345507301
"RDX",0.638
"DEXI",0.637461490768606
"KANSL3",0.637
"GNS",0.636484847756749
"SPPL2B",0.634
"SLC36A4",0.63388911684307
"KIAA1109",0.631
"STRADB",0.631
"WDR27",0.631
"STRN3",0.63
"G3BP1",0.627998104248281
"AC022433.1",0.625700691139541
"UBR2",0.625650391605101
"AC114490.2",0.625578737842867
"TNIK",0.625526395979783
"LTN1",0.625336277474857
"PRPF31",0.625302599644646
"ELMO2",0.622
"FBL",0.620311416397378
"MECR",0.620094196262955
"IMPDH1",0.62
"EWSR1",0.619
"PCNX4",0.619
"ZNF804A",0.618814005485472
"PTCH1",0.618789779760993
"SEMA6D",0.617961475068497
"RAB2B",0.617535194952122
"PHACTR1",0.614082056439399
"DDX50",0.609237505652274
"SLC35A5",0.607
"ZNF585B",0.606559583759522
"GLUL",0.605543806230538
"LEPR",0.604779794377417
"PAIP2B",0.603924146803941
"SH3PXD2A",0.602878676211116
"RHOBTB3",0.602260543536131
"ZZEF1",0.602108261489936
"KMT5B",0.602
"TOE1",0.601636373366386
"SH2B3",0.600933545944085
"SLC9A7",0.600470728683276
"PIK3R1",0.600115141472377
"ADCY3",0.6
"GLRB",0.599
"GALNT11",0.598894826129286
"LINC01881",0.59834661040942
"CRACD",0.598235308650292
"SAFB",0.597883144639214
"NRN1",0.596846596094291
"ANKRD13D",0.596
"KANK3",0.594703594405676
"MAPK10",0.59336362338635
"KIF21A",0.593033026440079
"LMBR1L",0.593023340933039
"ANTXR2",0.592463950526118
"MARCHF8",0.591
"SGPL1",0.589964726593508
"MALT1",0.588577606052941
"TMEM256",0.588290148650941
"BNIP1",0.587515089513212
"ARHGAP1",0.587041875820365
"CAB39",0.585699854326156
"CBWD3",0.585407471706573
"CBWD4P",0.583906538713524
"DNAJC13",0.583807242938499
"ZNF799",0.582939907841429
"KDSR",0.582
"BAIAP2",0.581552419827218
"PARD3",0.58
"HNRNPH3",0.579026135638655
"ATP7B",0.579
"FGF12",0.578504433318561
"SLC7A6",0.577
"BTBD8",0.575089114550563
"STK4",0.572825459029109
"KDM5D",0.572323402572918
"PRKAA2",0.572254283343657
"SLC25A17",0.571
"RCC1",0.570611743670193
"ZMAT3",0.569914811015533
"ATG5",0.569
"SLC2A13",0.568761617343162
"ST6GALNAC3",0.568646728724103
"SYT17",0.568277794944069
"MEAK7",0.568
"WASF1",0.568
"PPP2R2D",0.564832692351123
"AC005562.1",0.563785636422346
"ASH1L",0.563248040172377
"DPP10",0.561351536631106
"RASL10B",0.56010036917139
"AC010538.1",0.559762125905018
"GPCPD1",0.55783553872364
"TIA1",0.556125172691525
"SLC35F5",0.554119386268655
"RAP1A",0.554
"SLC9B2",0.554
"STIM2",0.554
"SIPA1L2",0.553607730045345
"DCBLD2",0.553548082650574
"LATS1",0.5525860103103
"TBC1D5",0.550871750141153
"PM20D2",0.550808956453847
"MAML3",0.550615471046768
"EHMT1",0.55018120156979
"SGIP1",0.54836664633779
"MARCHF1",0.54773631356082
"NKAIN2",0.547698223705761
"KIDINS220",0.547059153986466
"PMS1",0.546
"KIRREL1",0.545711645445202
"CACNA1H",0.545
"HSD17B4",0.545
"TRPC1",0.544
"RTEL1",0.542222371131537
"CAMSAP1",0.541680976294871
"FSD1L",0.541374127815675
"FBXO38",0.541
"FNDC3A",0.540231887390607
"SYN3",0.539862413837049
"KDM4B",0.539658384702849
"APAF1",0.539415106415985
"GLI4",0.539210317949374
"AC008750.8",0.538398386204626
"RNF214",0.538
"FER",0.536993858240445
"ZFYVE26",0.535897094404732
"RTEL1-TNFRSF6B",0.535824701718997
"CTNS",0.535367276786432
"ANKS3",0.534138154643407
"BRD1",0.533
"PDZRN4",0.533
"DECR2",0.531654984140349
"TRIM26",0.529975500801198
"FAM126A",0.529400819290954
"FARP1",0.529198640977823
"ERCC6L2",0.529
"ZNF266",0.528
"ZNF79",0.526994014890426
"SH3YL1",0.526
"AC133644.2",0.524029962914727
"IST1",0.523092754382873
"MTRF1",0.52285956481723
"SLF1",0.522636153366309
"NEDD4",0.522535923355485
"MTDH",0.522088144090782
"TENT2",0.5181176400384
"PDZRN3",0.516746804620228
"SUZ12P1",0.514
"PRICKLE1",0.511134877123315
"GRM2",0.511
"SPRYD7",0.510528000534985
"DNER",0.51
"WDR45",0.508
"LDAH",0.507976494886392
"ACADM",0.507
"ADAL",0.507
"WASHC4",0.506972595281688
"FGF9",0.506650338638486
"CUL7",0.506259677096966
"MAGI2",0.505462069347757
"FARS2",0.505416349308738
"ABLIM1",0.505
"ASCC3",0.504197316230641
"CAAP1",0.504092998211234
"ERI3",0.503524490318648
"WDR17",0.503394152360109
"FUCA2",0.502
"PLCD1",0.501755699158197
"SMOX",0.50156268950789
"KLF7",0.500307935430126
"MFSD14C",0.5
"USP39",0.499069272821177
"USP42",0.498399301124448
"PPP1R16A",0.498395501926381
"SKP2",0.498352566148618
"NCBP3",0.497879701642654
"SKP1",0.496
"MTMR1",0.495891858398737
"SCAMP1",0.494463200338636
"CBWD6",0.49347332215087
"PLPPR1",0.493230136274857
"NMRK1",0.492862961264777
"ZNF814",0.492466356282434
"SLC9A8",0.492168880961125
"NF1",0.491
"DPH6",0.490746700658377
"LINC00957",0.490630748899442
"TET1",0.490123912991037
"ZNF253",0.49
"AL049650.2",0.489809102477429
"TSPAN2",0.489173327434204
"PTPN4",0.489
"PAPPA2",0.488216103000785
"ZMYND8",0.488
"TSHZ2",0.487368453266715
"UVRAG",0.487173091019074
"CLEC16A",0.487
"RAP1GDS1",0.486846345080991
"OSBPL11",0.485601663492621
"C14orf93",0.485
"RPS6KB2",0.485
"MCF2L2",0.48499748527733
"MZF1",0.484852783993408
"BNC2",0.484395305652375
"HLTF",0.484
"SMIM7",0.484
"MORN1",0.482999807885843
"AMOTL1",0.482707666959271
"RNF217",0.482661441815278
"KIAA0753",0.482
"LRRC28",0.481968900970452
"NAB1",0.481533761443377
"PINX1",0.481420707406918
"TARBP1",0.481
"WDR37",0.481
"ASCC2",0.480893325213943
"AC092614.1",0.480573369950788
"SOS2",0.48
"MTMR3",0.479606434057308
"VPS13A",0.479075355986064
"C6orf58",0.479
"COQ6",0.479
"DNAJC27",0.479
"GPHN",0.479
"AL590132.1",0.478031123511554
"KCNH1",0.47800132272922
"TUT4",0.477
"PSMD1",0.476093029960127
"RUNX1T1",0.476
"CHRNA7",0.475561474338684
"LMBRD1",0.475143948335452
"PPHLN1",0.475
"UNC13B",0.475
"MUTYH",0.474976578295306
"PIGU",0.474556400772102
"NHLH2",0.473254463038022
"ACVR1B",0.473
"IL6ST",0.472
"NT5C2",0.471840860494476
"ZNF212",0.471593899678649
"CD200",0.471258661417428
"FAM3A",0.471
"PIAS2",0.470737011543154
"AL360181.3",0.47
"BCLAF3",0.469206865329836
"PLEKHA6",0.469060054034141
"CNOT1",0.468
"KIF3B",0.467106352912993
"DAGLA",0.467
"PDXDC1",0.467
"MARCHF7",0.466526779013068
"CUL3",0.464209441914583
"HECTD1",0.464206342152046
"ATIC",0.463071949946839
"PRMT9",0.463071346987665
"ZFAND1",0.463
"ZNF350",0.462564076299164
"LRRC75A",0.462044502295102
"EFCAB7",0.462
"ATF6",0.461821260656867
"UBE2L3",0.461101933761463
"AKAP8L",0.46
"ZDHHC17",0.46
"PIGF",0.45856473944572
"MYO6",0.458479649851728
"CAMK2B",0.458
"TMEM260",0.458
"TRIM9",0.458
"GNG10",0.457776085404135
"MYO1D",0.457717566104406
"SEPTIN7P2",0.456908590299154
"SYT16",0.455692392518655
"SLC22A5",0.455158666728184
"FGF14",0.454386655650365
"ELP1",0.454346264102982
"RO60",0.454
"SCAF8",0.454
"SSH2",0.453722072498604
"SGMS1",0.453405550411861
"ASTN2",0.452449247624804
"LHX4",0.452149527652515
"RERE",0.451992389652344
"IGSF3",0.451
"TNFRSF25",0.451
"CDK14",0.450554748954758
"CHCHD3",0.450391402699121
"PACSIN2",0.450060523159109
"LARP7",0.45
"UFD1",0.45
"CCDC25",0.449797458579042
"NR2C2",0.449534021171237
"PLCB4",0.449121113238646
"TCF7L2",0.448723604342724
"MAFG",0.447159618967774
"MTFR1L",0.447
"TMUB2",0.447
"ARL5B",0.445566133312118
"CNOT3",0.445268056100254
"TTC8",0.445
"WNK2",0.444286868933029
"SERGEF",0.442
"RGPD6",0.441590804475275
"C2CD5",0.441
"CCT7",0.441
"RIMS1",0.440503602354
"HDAC7",0.440165141130062
"AC132008.2",0.439443989115454
"TEFM",0.439390997919279
"VPS8",0.439
"PAOX",0.438427362002808
"VTI1B",0.437
"MPP3",0.436699334854664
"DENND5A",0.436
"MANBA",0.436
"LPCAT4",0.435574181312518
"CDKAL1",0.435511741710778
"PROSER3",0.434948461201721
"SNAP91",0.434766478247378
"MAP2K5",0.434318500746076
"ARHGAP12",0.434
"SLC35B3",0.434
"SUN1",0.434
"SMPD4BP",0.433375258836856
"CFAP206",0.433064897848127
"NBEA",0.432873731784894
"FAM161A",0.432590792101188
"CUTALP",0.43190975789193
"CLK3",0.431
"EEA1",0.430764834555423
"SGCZ",0.43044483521204
"CCDC181",0.430243606666346
"CHD9",0.43
"ADAM17",0.429
"NFYA",0.429
"TRMT10B",0.429
"CMIP",0.428949888623982
"RBSN",0.428
"RRNAD1",0.428
"ATP11C",0.427006358225452
"DGKQ",0.427
"HARS2",0.427
"RHOQ",0.426119173635445
"AADAT",0.425730000468561
"CRTC2",0.42563032419514
"DHX36",0.424698988346998
"CNTN1",0.424656486442999
"PPFIBP1",0.424444529053189
"ZNF790-AS1",0.424317908277969
"IQCK",0.424
"L3MBTL2",0.423
"FAM133B",0.422073467897966
"CACNA1A",0.422
"MBOAT2",0.421238774087105
"CCNT2",0.421
"ZSCAN23",0.420256723329743
"NKTR",0.42
"SCHIP1",0.42
"ZNF777",0.41989411872528
"KCTD3",0.418719000159502
"EVI5L",0.417905214600606
"MGMT",0.41727499780489
"ADGRA3",0.417082291598711
"CDC42BPA",0.417
"TMEM161B",0.416761975976578
"ASXL1",0.416
"DCUN1D4",0.416
"AIMP1",0.415782076555219
"LRRTM4",0.415285113137078
"CBWD2",0.415017528415947
"ATM",0.415
"SETDB2",0.415
"CPNE3",0.414914820597967
"GRK4",0.414912325948952
"JARID2",0.414226720841409
"JAK1",0.414151730214182
"BCL9",0.414
"WDR11",0.414
"SHISA7",0.413
"EIF2D",0.412
"KTN1",0.410954973497167
"SEZ6L",0.409599098145222
"KDM1A",0.409075069659002
"ZNF516",0.408984472582379
"GRB10",0.408862087528325
"WASH6P",0.408774218413934
"CHCHD7",0.408
"EIF3M",0.40730599545236
"PRDX4",0.407210025251142
"HPS5",0.406964052426406
"NTM",0.406845620328704
"DUS4L-BCAP29",0.40682763053396
"RSPH1",0.406485050890534
"UNK",0.40622574381973
"PIGB",0.406
"SPECC1L",0.406
"YAF2",0.406
"IGF2R",0.405344587832362
"COA4",0.405165160855979
"ZNF433",0.405104205802389
"DNASE1",0.405
"TTC7B",0.404956233405157
"CLASP2",0.404
"TRAPPC12",0.403588139015429
"ASAP2",0.403283851505649
"PXK",0.403
"HPRT1",0.402543032716735
"EPM2A",0.402399211684571
"WDR25",0.402273194241607
"TBL1X",0.402
"RUNDC3B",0.401
"SUPT20H",0.401
"TRMU",0.401
"DENND6B",0.4
"TTC3",0.4
"WDR59",0.399306656666042
"ASNS",0.399
"CCDC84",0.398775977298137
"LINC00511",0.398432293167212
"ECI2",0.398
"FASTK",0.398
"TRAF3",0.398
"GNA13",0.397990134593112
"ULK1",0.397053247248262
"PRKACB",0.397
"LRRC37A4P",0.396002624775932
"SLC25A12",0.395849915193306
"SORBS1",0.395
"TSPAN7",0.395
"CEP41",0.394886495956042
"HDGFL2",0.394671588256957
"SCN9A",0.394
"CREG2",0.393606548021055
"FAM189A1",0.392430635045877
"TMEM39A",0.392139420390139
"COP1",0.391999271657586
"DNAJC6",0.391410090235947
"MEAF6",0.3911204621266
"DOCK7",0.391
"ARFGEF3",0.390626445566663
"RBM18",0.390604964530601
"ZNF428",0.390079961952959
"CEP57",0.39
"RARS2",0.39
"MBTPS1",0.389834279786323
"VDAC3",0.389602640757946
"KAT6B",0.389
"TEX30",0.389
"SNPH",0.38863789483458
"AC010642.2",0.388
"IPO9",0.388
"SNRPN",0.388
"ZNF10",0.388
"FHDC1",0.387608232908084
"TDRKH",0.38609149943207
"OBSL1",0.386
"ATP6V1B2",0.385
"MMS19",0.385
"TPP2",0.384305064856077
"RP9P",0.384172194343325
"UBN2",0.383981059976453
"WNK3",0.383980164442116
"RAB3IL1",0.383310093853201
"C10orf82",0.383
"ENAH",0.383
"ZMAT4",0.383
"DIPK1B",0.38297634248508
"APBB2",0.381869331851767
"AIDA",0.38
"DTNA",0.38
"UCK2",0.38
"GMPPB",0.379761460798258
"NAA25",0.378976684402699
"VLDLR-AS1",0.378647820183203
"EPHA3",0.378634885422576
"YPEL5",0.378
"CNRIP1",0.377817925282391
"HSPA1L",0.377777019056228
"VPS13D",0.377094689720475
"AP003108.2",0.377
"CREBZF",0.377
"GGCX",0.377
"NGLY1",0.377
"ADD1",0.376446720965296
"PPOX",0.376209751765447
"C18orf54",0.376
"NUP85",0.376
"TBPL1",0.375011876525805
"SELENOI",0.374937764835435
"C1orf159",0.374340377356948
"SPDL1",0.37404917633175
"NDUFAF6",0.374
"PPM1K",0.374
"EXD2",0.373621607905492
"CLN3",0.373
"CZIB",0.372
"NAV2",0.372
"ZNF215",0.372
"AC138894.1",0.371
"ILK",0.371
"MRPS11",0.37
"NUP54",0.37
"DOCK3",0.369
"EBAG9",0.369
"CDK16",0.368
"TP53INP1",0.368
"UBXN4",0.368
"PRPS1",0.36724866389143
"ATF2",0.367
"GGA1",0.367
"SMARCE1",0.367
"TBRG4",0.367
"ACYP2",0.366753936241402
"LMO2",0.366483069883522
"MED20",0.366
"WASHC5",0.366
"DPY19L2P2",0.365977472789946
"ERC2",0.365867007541702
"KANSL2",0.365080679365659
"GRIA2",0.365
"NPM2",0.365
"CLIP1",0.364596322489752
"BAZ2B",0.364
"CHROMR",0.364
"PPP6R3",0.363732098048415
"ASH2L",0.363
"HNRNPH1",0.363
"MRPL16",0.362870472073836
"INO80",0.362
"TMEM18",0.362
"TTBK2",0.361177268306652
"DLGAP4",0.361
"CACNA1C",0.358
"GTPBP8",0.358
"NFASC",0.358
"PACRGL",0.358
"DHRS1",0.357
"CTDSPL",0.356
"HPS3",0.356
"P4HTM",0.356
"LRRC37A2",0.355408191831095
"DCTN1-AS1",0.355
"MRPL22",0.355
"BCHE",0.354481655837582
"FAR2P2",0.354
"HIKESHI",0.354
"TXNDC16",0.353630127106534
"RBMS3",0.353
"HDGFL3",0.352788503919794
"WDR70",0.352472939935043
"KLHL4",0.352
"SEMA4F",0.352
"SNHG17",0.352
"VPS29",0.352
"CASK",0.351309908216326
"AGBL3",0.351
"SNIP1",0.351
"ZDHHC13",0.351
"ATXN7L2",0.35
"PRKAB2",0.35
"FUBP3",0.34953287572364
"GRN",0.349
"ICE1",0.348196122222466
"AKT1",0.347
"DENND1A",0.347
"MPPE1",0.347
"RIMS2",0.347
"STARD3",0.347
"WASHC2A",0.346344594541354
"DOT1L",0.346033383193658
"INPP5K",0.346
"PLK3",0.346
"UBP1",0.346
"HUNK",0.345763946118356
"VRK3",0.34572071020747
"RPL22L1",0.345558133873304
"ELOVL6",0.34548657092562
"AC007743.1",0.345390870281282
"MTMR7",0.345
"SLC25A14",0.345
"DEDD2",0.344
"GSTM4",0.344
"MIB2",0.344
"PRKG2",0.343348827662598
"ZNF767P",0.343
"NT5C",0.342
"RIOK2",0.341658937693518
"SFMBT2",0.341565131735218
"TIAL1",0.341239203007015
"CEP164",0.341
"INTU",0.341
"USP25",0.341
"MAGI1",0.34
"PARN",0.34
"ZC3HAV1",0.34
"RAVER1",0.339582725384656
"CPB2-AS1",0.339
"ELMOD3",0.339
"RPGR",0.339
"ACTR1B",0.338
"CARF",0.338
"MFF",0.338
"RABGGTB",0.338
"TAF1B",0.337939922926273
"KLHL42",0.337880984222094
"EBF2",0.337404133910727
"FAM220A",0.336911197597971
"FTO",0.336600973970413
"SLC25A36",0.336485423731567
"PPIP5K2",0.336236199935313
"PITPNC1",0.336
"LCLAT1",0.335721263176171
"CHST1",0.335588903805457
"AKAP9",0.335
"UBAP2L",0.334
"SMC6",0.33382145982654
"GRAMD1A",0.333352071528564
"RNPEP",0.333111203803288
"PDE4B",0.333
"ZKSCAN3",0.333
"NBR2",0.332
"MAP2",0.331939526702542
"OSBPL5",0.331596972764105
"ZDHHC8P1",0.330359073360169
"DYNC1LI1",0.330004364236197
"C2orf80",0.33
"FKBP7",0.33
"MYEF2",0.33
"LRRC7",0.329231254629399
"DONSON",0.329
"DUS4L",0.329
"ADCY8",0.328823926396798
"TAF6",0.328709081439953
"GPM6B",0.32810074203165
"BICD1",0.328
"CTC1",0.328
"ZNF506",0.328
"CCDC88A",0.327
"CCNB1IP1",0.327
"FLOT1",0.327
"HNRNPDL",0.327
"MGRN1",0.327
"NADK",0.327
"PHF14",0.326915459862755
"FAM117B",0.326611344082143
"KCNC1",0.326
"ODF2L",0.326
"UIMC1",0.326
"COPS2",0.325844055598773
"PTPRK",0.325205035947002
"CBWD1",0.325
"DENND10",0.325
"DCAF17",0.324382557990145
