"","dPSI_NGN2_2060884.3700nM"
"ELP4",1
"POMT2",1
"STAT1",1
"CCDC30",0.999999999999998
"GXYLT1",0.999999999859615
"SEC22A",0.999999999128594
"C12orf4",0.999999997175664
"RICTOR",0.999999995131929
"GABRB2",0.999997702806635
"ZMYM6",0.99996541663803
"ENOX1",0.998782816534536
"THSD7B",0.997027711897237
"PCDH10",0.995105364865632
"SCO1",0.993
"HTT",0.992958243520264
"FBXL16",0.99293181939982
"GCFC2",0.991153657541838
"NLN",0.990554179606954
"KDM6A",0.99
"MLLT10",0.987856352122548
"SPIDR",0.986971777901922
"PDE7A",0.986
"WDR91",0.985
"CDC37L1",0.984906135282493
"TASP1",0.984722842505849
"RARS1",0.984504820341742
"ARHGAP5",0.983808561692813
"DGKI",0.982500754067298
"SETX",0.982025383286855
"MDN1",0.981351803845794
"MACROD2",0.98071492848685
"SLK",0.980258937669596
"RAF1",0.979
"AGK",0.978768417961089
"DENND1B",0.978055079331938
"PHIP",0.976158388211949
"PIGN",0.974415386136601
"AC068547.1",0.974345251785985
"KRBA1",0.97404545571767
"CYB5B",0.973895213694111
"PDS5B",0.97374755323233
"LNPK",0.97338769636513
"ARMH3",0.972615309453357
"MRPS31",0.972567885347501
"IVD",0.972342827815312
"DOCK11",0.97181710170179
"LINC02210",0.969791106495289
"DHFR",0.96947848597781
"DENND4A",0.969
"FGD4",0.969
"EVC",0.968638205014929
"PPP3CA",0.968569229904204
"FCHO1",0.967660962885201
"ZNF730",0.967356731327639
"AGPS",0.966747192469436
"PDXDC2P",0.966644246101288
"PRKG1",0.966631385019291
"HSD17B12",0.966446607433811
"SNHG16",0.966
"IFT57",0.965121431815219
"TAF2",0.965
"XRN2",0.963753051119449
"SGK1",0.963171267316901
"AC009022.1",0.962176164400631
"LRBA",0.961479699415845
"ATP8A2",0.961193185608765
"CACNB4",0.961
"MFN2",0.961
"PCLO",0.961
"BRWD3",0.960733859346663
"URGCP-MRPS24",0.959271123792063
"LUC7L3",0.959181664146925
"CHRM2",0.958833458029189
"ARL15",0.958
"ZSCAN25",0.956864290578691
"KCNT2",0.956512346023313
"RAB11FIP2",0.955861799871505
"TMEM50B",0.955
"ANKHD1-EIF4EBP3",0.954117529063615
"GCC2",0.954079612725848
"BTBD10",0.954000879254333
"FUT9",0.953614533159191
"CACNA2D1",0.952827553738653
"HDAC5",0.952565499533785
"TAF5L",0.952
"ADAMTS10",0.94807370386244
"PRPF39",0.948046334019397
"APPL2",0.9470652117476
"C14orf132",0.947
"ODR4",0.946742993162414
"DNMBP",0.9465395621829
"STOX2",0.943863849960182
"HECW2",0.943676982270531
"JAZF1",0.943116511875501
"THADA",0.943
"ERBIN",0.941329440332277
"SEPTIN2",0.940603686261444
"DDX42",0.940426044161006
"COG3",0.938628791912371
"ARMCX6",0.938
"USP9Y",0.937313845055471
"PBX3",0.936980863250914
"ZNF680",0.936432569450228
"PDGFD",0.935381619289733
"SLC38A1",0.934443163488774
"AL157871.6",0.933342435181286
"RGL1",0.931999723922795
"SMC5",0.930013522312346
"AC026786.1",0.929142635691359
"AC008581.2",0.927096640840677
"VSTM2L",0.925221693750014
"PLXNB1",0.924749496363851
"FCHO2",0.924059595669938
"CNGA3",0.922767439629454
"ATG2B",0.922
"MAN1B1",0.921
"ACACA",0.92079113242856
"MANEA",0.919141525614183
"DLG5",0.9188570841463
"UNC80",0.917725667296733
"DPH1",0.916206465492519
"SNTG1",0.912873240729099
"GALC",0.912
"NEGR1",0.911816982297042
"ABCC8",0.910919065314355
"SNX4",0.909148075152772
"RFT1",0.907945648069379
"ABCC1",0.907490005612305
"GCH1",0.906
"LMAN2L",0.906
"VDAC2",0.905464510602166
"ABCB8",0.904
"AHCYL1",0.901018958529004
"ARID1A",0.900821235077846
"PCM1",0.900172350008592
"CEP162",0.900106368813383
"WNK1",0.899789196793604
"HOMER2",0.895635959234931
"PTPRT",0.894524052067172
"LRIG2",0.89332456744777
"DNTTIP1",0.892652312369191
"LIMCH1",0.892
"CKMT1B",0.891082550427153
"CRYL1",0.891
"TMEM165",0.890269055815921
"CSMD3",0.889789632768163
"NLGN1",0.888474361954728
"ADAM22",0.888
"MED13L",0.886900756420688
"GARS1-DT",0.88682640027904
"ZNF138",0.885585918312714
"DNAJA4",0.884406626241822
"EXOC6B",0.884
"CSMD1",0.8821364085624
"DMXL1",0.882075533857309
"TMEM214",0.879368822321733
"BLMH",0.878549493177692
"FAM162A",0.878
"BIN3",0.87728004329609
"PEPD",0.877
"TPTEP2",0.877
"LMBRD2",0.876620108125715
"NR1H3",0.876154130075724
"SPATS2",0.874000785516939
"VAMP4",0.871513870502907
"SERINC3",0.871219302054884
"AXIN1",0.87
"CD47",0.86979171213989
"PTPRO",0.869398777276321
"TAMM41",0.866176183758206
"NSRP1",0.865949087691779
"FASTKD1",0.864963885693491
"ANAPC1",0.861120433176945
"MRPL39",0.861
"ATP8A1",0.86052870471945
"EMSY",0.860077333637089
"SYNM",0.860030879418713
"AGAP1",0.859321055073446
"INVS",0.855575996438389
"OBSCN",0.853270547420343
"TMEM117",0.853025542836587
"ZNF280D",0.852453374968391
"GTF2H2C",0.851948023119572
"CTTNBP2",0.850881790959343
"MYT1",0.849
"ZMYM2",0.849
"CDR2L",0.848930102773617
"CPLX2",0.848316623358745
"RASGRP2",0.848246945157703
"PDIA5",0.848130969365165
"ERCC8",0.845
"ADGRL1",0.841892797254936
"RAB3IP",0.84
"AGGF1",0.838258337535973
"CSTF3",0.837994439560101
"SNAP23",0.835
"PELI1",0.833973978367681
"ATG4A",0.833
"FAM174A",0.832
"ZFP82",0.831993204754448
"ANKRD36",0.831833073969205
"LRRC6",0.831395797082939
"VAV2",0.83130426776298
"AC068205.2",0.830082246020415
"LRRC42",0.828
"PDE10A",0.827686854401306
"NUP58",0.827
"CHN2",0.826603520617268
"NCOA6",0.825924546228939
"CFLAR",0.825030337495701
"USP45",0.824790634928857
"DPY30",0.824781725493542
"GNAQ",0.824632046791184
"VPS13C",0.820805730599478
"GRIA1",0.820416409709166
"SVOP",0.819101311840292
"APLP2",0.819
"SAR1A",0.816429485058877
"FHOD3",0.815966768772914
"RPF2",0.815481475746302
"LINC00467",0.811335655062698
"CEP72",0.811030510380642
"ITPK1",0.810006298291968
"KIF26B",0.807629078904776
"FAM91A1",0.806144967399568
"RAPGEFL1",0.805945364225805
"HDX",0.805
"ERRFI1",0.803559391551766
"CLOCK",0.799699791781945
"SRGAP1",0.798998457854184
"TRIM36",0.798227392531939
"LARS2",0.798
"OSGEPL1",0.798
"NBL1",0.796283889561977
"NCOR1",0.795
"MYT1L",0.794134897532541
"NRXN1",0.793282081275079
"ANK2",0.792
"GALNT17",0.789643780621743
"TPGS2",0.789
"KLHL1",0.787963191256223
"SLC24A3",0.786921946639026
"SIPA1L1",0.783732690934193
"LYRM1",0.782
"TASOR2",0.782
"SORCS3",0.781675642813822
"ING3",0.780646468911906
"PGGT1B",0.77719765678479
"SSBP1",0.775
"SENP6",0.774
"HOOK3",0.773548245185288
"ANKS1B",0.77263619720836
"KIF1A",0.771803921641498
"AC104472.3",0.768014937916896
"BRWD1",0.767967892808847
"C1orf21",0.767193978410866
"HMGXB4",0.766842850930549
"BSDC1",0.766410212398972
"FAM124A",0.765986442884996
"TXNL4B",0.765039004254981
"RBBP8",0.763558661642773
"GLA",0.763
"WDR19",0.762675464277808
"FOCAD",0.761035056820094
"HSPA4L",0.758
"ETV4",0.755676453091325
"SERF1B",0.753502897957734
"DAAM1",0.75124506049501
"MTERF3",0.749895768631567
"SNX24",0.749133488574993
"BICDL1",0.749023789717386
"TSC1",0.748004326204263
"RRM1",0.745962401988494
"CCT5",0.743791412858238
"CAPRIN2",0.743652462412427
"VPS41",0.743118304867058
"TIAM1",0.742167963448206
"MAP4K5",0.739398161674056
"DIPK1A",0.738090119043968
"SORCS1",0.737
"PABPC1",0.736
"WSB1",0.736
"ABHD10",0.734
"BEND6",0.734
"MAST4",0.731722344197044
"AL031315.1",0.731306852693278
"C3orf33",0.730039988480203
"RAD21",0.72971923869004
"APIP",0.72713697514862
"ZBTB41",0.726880553950991
"SIN3A",0.726850317385179
"PIK3CD",0.726111314327807
"NIPA1",0.726
"SNCAIP",0.724959374781547
"ANKRD10",0.724
"FUCA1",0.722715936277228
"CEP170",0.722
"ARHGAP20",0.720382340888903
"TNPO3",0.717
"CEP85L",0.715917286790657
"FLCN",0.713809095064774
"ELMOD2",0.712441578643833
"ERC1",0.709329451614905
"AC055811.2",0.708627938054398
"DIAPH1",0.708096341742738
"ATAD2B",0.707962822909128
"MAN1A2",0.707351853836747
"BECN1",0.706226473140395
"LIPM",0.706006377497843
"MZT1",0.705907618306498
"LINC01011",0.70559813959459
"SLC8A1",0.705
"ZNF618",0.702
"SBF2",0.70147069628098
"PCID2",0.701396175565352
"RMST",0.699
"FAM81A",0.698
"FAT3",0.697410718641559
"OVGP1",0.696527316368359
"DPYSL5",0.696063502115216
