"","dPSI_NGN2_1949634.10uM"
"IPO9",0.339
"SMIM7",0.339
"ZNF320",0.338824468904495
"C2orf76",0.338401028357729
"SEMA6D",0.33804544080477
"BNIP2",0.338
"ENAH",0.338
"ERC2",0.338
"VPS29",0.338
"ZNF248",0.338
"CHD1L",0.337
"SMPDL3A",0.337
"WASF1",0.337
"GNPTAB",0.336147851710248
"CDK5RAP3",0.336
"MRPL22",0.336
"PGM3",0.336
"RIPK2",0.336
"VRK1",0.335409195668229
"NBEA",0.335026625607205
"KLHL8",0.335
"OGT",0.335
"PPOX",0.335
"LINC01278",0.334696160532892
"BCS1L",0.334
"DAD1",0.334
"DHRS1",0.334
"SLC2A11",0.334
"FAM160A2",0.333504241030447
"ZMYND8",0.333222849444601
"AFMID",0.333
"AKAP9",0.333
"NEK11",0.333
"PPHLN1",0.333
"TMEM198B",0.333
"GATD1",0.332
"MINDY2",0.332
"PAK3",0.332
"ZNF789",0.331426500112124
"ANO8",0.331
"BICD1",0.330998503321689
"HDDC2",0.330814779605097
"FRG1HP",0.330308625396936
"EPHA5",0.33
"NIPSNAP3B",0.33
"NUP54",0.33
"TMTC3",0.33
"TXNL4A",0.33
"MECR",0.329130026126004
"BECN1",0.329
"RNF130",0.329
"C2orf15",0.328579264918682
"BBS4",0.328
"NGLY1",0.328
"RPAIN",0.328
"BBS9",0.327
"C2CD5",0.327
"CASTOR3",0.327
"DOP1B",0.327
"ITGAV",0.327
"PRRC2C",0.327
"CNOT9",0.32626282985399
"AGGF1",0.326
"C12orf29",0.326
"AP3B2",0.325
"MCFD2",0.325
"SLC4A10",0.325
"TAF1",0.324983761719642
"NSD3",0.324862070771839
"FRMPD3",0.324
"IQCK",0.324
"MGA",0.324
"SNIP1",0.324
"SNX19",0.32314241730401
"ADARB1",0.323
"HDAC7",0.323
"RALGAPA1",0.323
"TSPAN7",0.323
"VTI1B",0.323
"LRRC28",0.322656160765051
"AL049697.1",0.322
"DNAJC27",0.322
"TRAPPC13",0.322
"VAV3",0.322
"KIAA0100",0.32149166285422
"AC245297.4",0.321
"CD47",0.321
"PTPN4",0.321
"PIGU",0.320728105479544
"AKR1A1",0.32
"ILK",0.32
"MFSD1",0.32
"SNRPN",0.32
"CREBZF",0.319260615179194
"KCTD15",0.319078241366096
"CSNK1G1",0.319
"HCG17",0.319
"PACRGL",0.319
"PRKACB",0.319
"SLC25A36",0.319
"KCNMA1",0.318627500585851
"PAOX",0.318618505474655
"GRB10",0.318
"KCNC1",0.318
"PROSER3",0.318
"TIA1",0.317771075357965
"ZNF385D",0.317386027698014
"AC245060.7",0.317
"KCTD20",0.317
"KHDC1",0.316984921252976
"SH3PXD2A",0.316743831442937
"FAM133B",0.316245410674571
"DZANK1",0.316
"EFHC1",0.316
"MPP1",0.316
"SNHG12",0.316
"ZNF10",0.316
"KIF21A",0.315937131797949
"ATP9B",0.315113541201125
"DGUOK",0.315
"IQSEC3",0.314988772213957
"CDH7",0.314339446533656
"FAM120B",0.314043698091657
"CTC1",0.314
"FASTK",0.314
"NUMB",0.314
"UIMC1",0.314
"ZCCHC8",0.314
"ZNF7",0.313807660859833
"C6orf62",0.313706145991305
"IFT172",0.313
"SNHG1",0.313
"STK19",0.313
"THUMPD2",0.313
"TTC8",0.313
"ZNF506",0.313
"TIGD7",0.312843395301849
"PLCB4",0.312370472679975
"ALDH6A1",0.312
"BCHE",0.312
"CBWD4P",0.311723071222228
"ISLR2",0.311258065951514
"BAZ2B",0.311
"SLC25A14",0.311
"ZNF559-ZNF177",0.310578585395619
"SPIRE2",0.310292090721441
"PAQR3",0.31
"CCDC84",0.309367853007864
"ABLIM1",0.309
"JPX",0.309
"RBSN",0.309
"SCHIP1",0.309
"DCAF6",0.308925707096068
"CNIH3",0.308159576804165
"LINC01123",0.308028096062063
"GSTM4",0.308
"MUS81",0.308
"VWA8",0.308
"DET1",0.307427874768659
"KDM5D",0.307313647419274
"DOT1L",0.307204850390629
"FARP1",0.306586947219745
"LINC01106",0.306252624641797
"AL353743.1",0.306
"CCDC92",0.306
"CHRNA7",0.306
"TMEM165",0.306
"CWC27",0.30527538614179
"C9orf78",0.305067020311748
"AK2",0.305
"CHCHD3",0.305
"HSPA14",0.305
"PIBF1",0.305
"NF1",0.30438006851033
"AKAP8L",0.304
"ATP6V0E2-AS1",0.304
"CCDC32",0.304
"ROGDI",0.304
"TRMT1",0.304
"NAV3",0.303719846662047
"DTNA",0.303711146159643
"STK4",0.303655744319598
"MTERF1",0.303607867273161
"CABYR",0.30317160229168
"PRPF39",0.303
"RO60",0.303
"FBXW4",0.302
"RPS6KB2",0.302
"SENP7",0.302
"PRR5",0.301545613435783
"SGIP1",0.301468411281701
"AGAP2",0.301
"GGCT",0.301
"MFSD8",0.301
"NAV2",0.301
"SGCE",0.301
"PTPRF",0.300881319761513
"SLC25A17",0.3
"SMARCC2",0.3
"SYT14",0.3
"TMEM33",0.3
"TPP2",0.3
"MANF",0.299749230166602
"STRADB",0.298192302726772
"RALGPS2",0.296656757888255
"RNPS1",0.293681441546423
"PMFBP1",0.29342645001697
"CDH18",0.29338101753978
"CYB5R3",0.292948313712315
"MIR4435-2HG",0.292620342652458
"ATP2B4",0.291283787332283
"DHRSX",0.291261025174451
"CYB5R4",0.290740044756115
"PCNX2",0.288471124245542
"DYNC1LI1",0.28844723501004
"CAMTA1",0.288087244364655
"SCN3A",0.287957930381255
"RNF40",0.286998892751768
"NRXN2",0.286681233684372
"SNX14",0.286519394701497
"ZNF287",0.28547386512406
"RFWD3",0.285439291582383
"ZNF783",0.285285224980539
"PUM2",0.284021316774027
"ZEB1",0.283642778190014
"HSPA1L",0.283459900938605
"TPT1-AS1",0.283257144307881
"LINC02525",0.282819005347633
"PHIP",0.282800832061134
"MYH10",0.282320480669682
"WNK2",0.28172379757304
"EBF1",0.280829740786278
"FAM104A",0.279960480221503
"BCL9",0.279607287386501
"SPATA7",0.279317831911928
"TOMM34",0.278635392502942
"SLC30A10",0.278067597680422
"AC005609.5",0.27724488512522
"NSUN5P2",0.276588596559258
"LLPH",0.276304472283066
"KIF1B",0.275863456929763
"PCMTD2",0.275319868938207
"REEP3",0.274949778868382
"ICA1L",0.27483152510441
"LRRC37A2",0.274635024157847
"METAP1",0.274144215620966
"RGPD8",0.273593675177693
"CHPT1",0.27343105831829
"NRXN1",0.273376672001165
"LIG3",0.273091918361039
"KDM2B",0.272949520427801
"FRMD4A",0.272948932271732
"KCNIP4",0.272794239998583
"VAMP3",0.272500841562466
"CARMIL3",0.272241160515892
"DHX16",0.272049248791814
"PPP6R3",0.271404950556889
"STAG2",0.271387410602295
"MAP6",0.271148588397275
"SCAMP1",0.271042728552209
"LMF1",0.2707841646117
"KIF3A",0.270085247477207
"GRIN1",0.269692232136762
"CELF3",0.26943520257459
"OPN3",0.269273518602989
"ATXN7L1",0.269044453922168
"ZNF710",0.268706903792385
"ATN1",0.268370545846401
"IFNAR2",0.268199972554142
"LINC00630",0.267790611320912
"MIB2",0.267569571642574
"RBCK1",0.267423796543933
"EYA3",0.266944313051853
"EEF1E1",0.266936589668147
"SDHAP3",0.264535447879436
"GGA1",0.26448847115352
"AKAP6",0.264405836501289
"LYPLAL1",0.263927752599808
"CNOT6",0.262669983755955
"PLPP1",0.262662019288077
"TWF1",0.26263995702016
"TLN2",0.262309549891361
"SRPK2",0.261571068304845
"RIPOR2",0.261317833053893
"HDAC5",0.260641639532988
"HMGXB4",0.260539689918126
"SEZ6L2",0.259805548648081
"ARFGEF3",0.259643085174763
"KIRREL1",0.259448342955273
"RBM33",0.25906475890454
"NVL",0.258789463358334
"CTNNB1",0.258057917661374
"ARID1B",0.257800435959717
"B4GALNT1",0.257699548498828
"CLN6",0.257397124003789
"LRP8",0.256788238918652
"ZFX",0.256540724100491
"ZNF451",0.256417804402002
"DTNBP1",0.255917086086316
"PITPNC1",0.255702335894378
"ACYP2",0.255565648235333
"TBCEL",0.255522794143005
"PSPC1",0.254893565877441
"TANGO2",0.254366535146334
"C1orf53",0.253511218360154
"ZFR",0.252525396387258
"ZNF771",0.251862713077991
"RGPD6",0.251674749250014
"RGPD5",0.251601082249467
"ZSCAN23",0.251592812735932
"SLC25A27",0.251142516464665
"AC104009.1",0.250850985908199
"GNA13",0.250462044704513
