"dPSI_iPSC.6152.3x"
"CHROMR",0.704
"ARL15",0.667107268604948
"SKP1",0.584729771484126
"PHB2",0.516889175692161
"HDX",0.512465709763022
"C12orf4",0.50327666754883
"TPTEP2",0.491950375709931
"POMT2",0.491
"SENP6",0.475500179106231
"ASAP1",0.463
"STRN3",0.381
"MATK",0.380226794615918
"CLASP2",0.376657939715572
"EXOC6B",0.373625391163155
"AKAP8L",0.373
"PDE7A",0.367
"MADD",0.358
"FOXM1",0.356355420587645
"LRRC42",0.355
"LARP7",0.351
"NAV2",0.35
"GRAMD2B",0.349256990331551
"MYCBP2",0.341
"VPS29",0.321779294591479
"CFAP410",0.313
"KIAA1549L",0.313
"KDM6A",0.309
"SYTL2",0.304
"ZFP82",0.300268487704534
"LINC02210",0.296365418322937
"ERGIC3",0.285784834112786
"DLGAP4",0.263998259994956
