"","dPSI_iPSC_1755497.12nM"
"AC104109.3",0.692673052
"C12orf4",0.521187329
"ARL15",0.490006503
"POMT2",0.438
"SKP1",0.427292205
"FHOD3",0.4258572
"CYB5R2",0.423
"KDM6A",0.417434006
"FGFR1",0.399
"LINC00667",0.38
"HDX",0.36707441
"MADD",0.365978504
"NAV2",0.361377354
"LARP7",0.326
"STRN3",0.326
"PDE7A",0.323882906
"TUBGCP4",0.323
"ASAP1",0.320655185
"LYRM1",0.306
"DLGAP4",0.257397547
