"","dPSI_NGN2_2136770.1000nM"
"DPH1",0.77300735021391
"VAV2",0.770121396562703
"CAPRIN2",0.769890292371685
"CRYL1",0.769
"DGKI",0.766585314973456
"PTPRT",0.763929064600514
"CTTNBP2",0.76039264292941
"MED13L",0.759323163918201
"ANKRD13C",0.755229037022012
"WNK1",0.754738671398398
"CLASP2",0.75283597773575
"FAM174A",0.751
"ENAH",0.750843920123593
"BLMH",0.75048511265675
"GRAMD2B",0.748979917030366
"BECN1",0.747942325760575
"GNS",0.746499306254166
"RBBP8",0.742980370579793
"C6orf58",0.741
"EMSY",0.740933082332915
"NRL",0.74069632857224
"NLGN1",0.73426983522438
"ARMH3",0.733426350846055
"PDE3B",0.731866911697329
"APPL2",0.73057946667263
"PIK3CD",0.730047917750027
"SNAP23",0.723
"DLG5",0.721896324591582
"LUC7L3",0.721156936274863
"CREBZF",0.721
"SPPL2B",0.708
"MELTF",0.705597951369679
"TMEM214",0.703625907793338
"MADD",0.703423180736653
"IFT57",0.692187490595799
"DLGAP4",0.691
"ELP4",0.686
"ARHGAP5",0.685795660619404
"NLN",0.684751532991402
"PCM1",0.684386026512545
"KDSR",0.684052755861847
"SLC41A3",0.683255581977803
"GRIA1",0.681165028766008
"MATK",0.680511805415999
"ULK1",0.679981337741871
"SPIDR",0.67646524598912
"SPATS2",0.673886026992671
"AC104109.3",0.671861345425601
"RNF144A",0.670440510865665
"MMS19",0.668136783625779
"STRN",0.667312019140008
"MRPL39",0.667296196950981
"ANKS1B",0.665324042671735
"SPDL1",0.665
"TMEM50B",0.659
"HIKESHI",0.658
"THRAP3",0.649
"ERRFI1",0.647281199518372
"CCDC3",0.646186321620492
"PDXDC2P",0.645196974256708
"ADGRL1",0.644814409231421
"NAV2",0.644244428859464
"SGCZ",0.642756894831013
"AC009022.1",0.640560332458177
"LINGO2",0.640200608451334
"ZNF10",0.638170831233358
"ELMO2",0.637
"RAPGEF1",0.633
"WSB1",0.632
"TANK",0.629324962133227
"BEND6",0.624
"STX18-AS1",0.623200096116628
"LYRM1",0.622
"PEPD",0.622
"SLC25A17",0.621
"MAOA",0.619383623884235
"FGD4",0.616
"FES",0.615414415541053
"DOCK3",0.615214889231496
"CSTF3",0.608383154266272
"ATG2B",0.607
"TXNL4B",0.606072069168994
"MAST4",0.602642816603222
"STAT1",0.597
"CTNS",0.595673254184499
"ATP7B",0.595
"GLRB",0.595
"C14orf132",0.593
"TENT2",0.590976592068349
"DNAJC27",0.587761486952798
"SUZ12P1",0.581
"OTUD7A",0.58037977552773
"PGGT1B",0.580337148671874
"FBN2",0.576093167772095
"AC022433.1",0.575423042183602
"SGK1",0.574385853771024
"CYP2R1",0.574331186890842
"SULF1",0.572215394452254
"NUTM2A-AS1",0.572
"OSBPL5",0.569681727492216
"FOXM1",0.568128801644971
"ZNF618",0.568
"ZMIZ2",0.566
"PRPF39",0.564927413273449
"DDX50",0.563481490025163
"MYT1L",0.563402345198315
"PRICKLE1",0.562545697463626
"EXD2",0.554
"PPHLN1",0.55
"FAAP20",0.549
"TTC17",0.545982530799256
"RAP1A",0.545
"UBAP2L",0.54355858611516
"STXBP5L",0.538337968843051
"QKI",0.537076101775077
"WDR17",0.537
"INVS",0.535635642493548
"MRTFB",0.534772589881486
"SMC5",0.534614914528924
"VSTM2L",0.534328492159463
"PICALM",0.532
"FCHO1",0.531957211853097
"INO80",0.530157578588315
"AGK",0.529162420013182
"MAN1A2",0.525359185529599
"FAIM",0.524256967763052
"ACVR1B",0.524
"ATXN1",0.522830207163678
"RERE",0.520429475390335
"RAB2B",0.514834528774002
"DPYSL5",0.513827700843572
"SH3YL1",0.511
"ADAL",0.510557960890063
"LINC01145",0.51
"AP004608.1",0.509
"WDR37",0.508
"VDAC2",0.502754056921246
"CACNA1H",0.501
"VPS13A",0.500801098638941
"RCC1",0.49911218739648
"BTBD10",0.495468257437999
"ABHD10",0.491
"BICD1",0.490792900946709
"SKP1",0.49
"RPF2",0.489584485130215
"TET1",0.487979074108662
"TNFRSF19",0.480429844460158
"ARMCX6",0.479
"PDXDC1",0.471
"MYO5A",0.469157635397382
"DENND5A",0.465
"PTPRO",0.461725646314773
"UNC13A",0.46170363878355
"SNHG16",0.458
"TARBP1",0.457
"AKAP9",0.451419801543359
"TNFRSF25",0.451
"AL157778.1",0.449
"EBAG9",0.44831078227232
"SLC7A6",0.448
"IGSF3",0.447791380491369
"RICTOR",0.447350108723821
"RAB8B",0.445538435226862
"TRAPPC13",0.445
"SNX24",0.443199689820876
"HOMER2",0.440419961249906
"CLTC",0.44
"ZNF783",0.439211916196261
"NCOR1",0.439
"RARS1",0.438876334100119
"EIF2D",0.436
"SERGEF",0.436
"ZBTB41",0.435678635848187
"PRKG1",0.432
"ICE2",0.431551740708179
"VWDE",0.431203639649779
"KIF3A",0.430954236931907
"MGRN1",0.43
"PCDH9",0.427455181948892
"DCUN1D4",0.427
"NRXN1",0.426300974548339
"FNIP2",0.422778334404611
"NR6A1",0.420660612226617
"CACNB4",0.42
"MUTYH",0.419
"SUPT20H",0.419
"PHACTR1",0.418123243258569
"NUDT22",0.417
"CLN3",0.416
"SMC6",0.416
"SORCS3",0.414017912190215
"AC138894.1",0.414
"MARCHF8",0.414
"ERC2",0.412592095803704
"CD47",0.411276807942796
"SPRYD7",0.410841709539312
"ADAMTS19",0.409836626306667
"TDRKH",0.409388939945046
"AC104452.1",0.409
"APAF1",0.408179050144735
"RUNDC3B",0.408
"ZNF266",0.408
"STIM2",0.407
"INTU",0.406
"VCAN",0.405
"ZNF548",0.403207849031319
"CHROMR",0.402
"SNX4",0.401918138498995
"NELFA",0.400818767190291
"RAD21",0.399565082323914
"AKAP8L",0.398752486796677
"PIGU",0.398478114320832
"GPATCH2L",0.398
"FGF9",0.397980411544821
"MTRF1",0.39782261009516
"FAM110B",0.397
"KIF21A",0.396906831490186
"TMEM131",0.396452528353427
"PIK3R1",0.394905123701653
"ALG8",0.392145048996128
"ATG4A",0.392
"LMAN2L",0.39
"SLC35A5",0.388724335989234
"PPP6C",0.388247124018249
"LINC01844",0.387602872005401
"RPS10",0.387555800590947
"CLEC16A",0.387
"DCAF17",0.387
"LMF1",0.385
"TP53INP1",0.385
"KCNT2",0.382
"MRPL22",0.38
"CHCHD3",0.379267883268695
"NUP35",0.378974690541141
"ASCC3",0.378850285320451
"JAZF1",0.377690686177171
"VAMP4",0.376295578809075
"ZNF568",0.376151841641399
"FAM161A",0.376
"AVL9",0.375041132823818
"TASOR2",0.374
"FRYL",0.37333453943315
"PABPC1",0.373
"MAP2",0.371776154402079
"TRAF3",0.37
"SLC2A13",0.369711505231547
"PPP1R26",0.369339241771823
"KIF26B",0.369179540187888
"EP300",0.368436133223537
"CCDC88A",0.368
"RCOR3",0.368
"SF3B1",0.368
"FBL",0.367265341221534
"CCT7",0.364
"YPEL5",0.364
"KIF1A",0.362557973981506
"GNG10",0.360985131837968
"MSL3",0.358
"CEP170",0.352
"KLHL4",0.352
"RPS6KB2",0.352
"ZNF433",0.351905636593424
"COPS7B",0.349
"DYRK1A",0.349
"MEMO1",0.349
"NQO2",0.349
"ZMYM5",0.349
"ANKMY1",0.348584091382774
"AC068205.2",0.348
"CHD9",0.347
"RBCK1",0.346495019160159
"ARID1A",0.346384885077014
"TUT4",0.346
"LRRC28",0.345524086957948
"CDR2L",0.345476927421317
"PPIP5K2",0.345
"IL6ST",0.344879203567453
"RAB23",0.344458287248446
"ZNF334",0.344024267862767
"DENND4A",0.344
"KAT6B",0.344
"GATD1",0.343
"LNPK",0.343
"ZNF767P",0.343
"STRN3",0.342
"DNAJC13",0.341611352229574
"CHPT1",0.341447012035766
"GPHN",0.341
"AGGF1",0.339
"CPSF7",0.338
"VPS29",0.338
"CDC42BPA",0.337
"CPB2-AS1",0.337
"HMGN1",0.336
"TSPAN7",0.336
"ANKRD13D",0.33518927447591
"ADAM17",0.335
"PIGB",0.335
"UNK",0.333959312594754
"SYN3",0.333166783749731
"AKAP6",0.333094593118627
"CMSS1",0.332
"KCNC1",0.331759498217427
"SCLT1",0.33
"CNOT1",0.329
"STRN4",0.329
"ANKS3",0.325
"CFLAR",0.324571150115707
"MAP6",0.32353252290579
"ARHGAP1",0.323421845435088
"ZNF81",0.323247962366661
"PPP3CA",0.323153746004504
"PHGDH",0.321
"RNF130",0.321
"TSPAN2",0.321
"NEGR1",0.320810025120953
"ZNF138",0.32
"CEP41",0.319708781369336
"TMEM116",0.319
"GTPBP8",0.318
"AC007743.1",0.316763610506285
"FGF12",0.316
"MFSD11",0.315687433949011
"AC068547.1",0.315
"C10orf82",0.315
"RABGGTB",0.314051980019701
"CAMK2B",0.313774564660743
"TMEM164",0.313
"MRPL16",0.312617249794008
"GBAP1",0.312
"C2CD5",0.310967325413757
"OBSL1",0.309
"FUCA1",0.308304480041579
"CCNT2",0.307900772233279
"MTMR3",0.307441299146938
"FKBP7",0.307
"HYAL3",0.307
"SLC25A36",0.307
"CNTN1",0.306501546047396
"GGCT",0.305
"LINC01128",0.305
"CLK4",0.304
"MYCBP2",0.304
"SSBP1",0.304
"DGKZ",0.303
"SRGAP1",0.302638988949045
"TCF12",0.301600962330928
"HSD17B4",0.301
"MYO6",0.300767676137031
"DPY19L2P2",0.3
"OSGEPL1",0.3
"WNK3",0.299015233016253
"ZNF232",0.297598026438832
"RACGAP1",0.296852914349697
"SETDB2",0.295110281468983
"AC104009.1",0.290261314830315
"ZCCHC8",0.289451198440912
"DUS4L-BCAP29",0.289179508174054
"PRDX4",0.288641123435197
"ANK2",0.287639593148303
"CNOT7",0.286017942104252
"RBM41",0.285066674575672
"KLHL17",0.284260295307456
"NKAIN2",0.282634634435753
"OXCT1",0.282327753948508
"RBFOX1",0.281856167128423
"TULP4",0.280365224154785
"SPTLC1",0.280234035215266
"IMPDH1",0.280188760735969
"L3MBTL2",0.27905553848728
"CCNB1IP1",0.27715415718593
"HSPA4L",0.275181691482607
"PHLDB1",0.274623923215222
"PIKFYVE",0.273822935769516
"CRYZL1",0.273715319759877
"NRXN2",0.273230789652356
"SGPL1",0.270469678795472
"RPS9",0.269223992402866
"CACNG3",0.268963759062376
"PLPPR1",0.268906876164303
"DENND6B",0.268802374591105
"CDK14",0.267944385179046
"CWC27",0.267163622989915
"FAM114A2",0.266869229749112
"ZNF25",0.266393171281585
"CPT2",0.266035508133716
"SLTM",0.265396416475633
"CBWD4P",0.264544285366454
"UVRAG",0.263745561585138
"TMEM18",0.263586783852672
"PPP4R3A",0.263186367129411
"NR2C2",0.262154796495565
"CAMK1G",0.260193060914399
"DIPK1B",0.25885747780455
"FAM168B",0.257301880388514
"LRRC27",0.256612513117382
"IFNAR2",0.255075822722549
"STOX2",0.254966871406901
"HECTD1",0.25340783294937
"ADCY8",0.252239692512586
"PNISR",0.250370747608563
"RAPGEF6",0.250012219811545
