"","dPSI_NGN2_2059811.870nM"
"INVS",0.538441007486143
"HSD17B4",0.537
"WDR17",0.537
"VAMP4",0.536741272227735
"PPM1B",0.53397398608861
"HOMER2",0.533189863421693
"GTF2H2C",0.531915130615064
"RASGRP2",0.529670614385005
"DNM3",0.529438434358433
"AC013717.1",0.528834203608983
"TTC7B",0.526048082826749
"FGF14",0.524323361907117
"RAB8B",0.523710710217226
"NCOA6",0.523207577794151
"STXBP5L",0.522777526116269
"VPS13A",0.521464332610827
"FNIP2",0.520002840064884
"ARHGAP5",0.517932625740592
"SSBP1",0.517282506288154
"AC093752.1",0.516546224289421
"LDAH",0.515595681384058
"AC092614.1",0.513430289303566
"AKAP9",0.512169142523623
"CDC42BPA",0.511
"SLC2A13",0.510591508070051
"MRPL39",0.510582763903864
"C6orf58",0.509
"AP003108.2",0.50729247110359
"AC114316.1",0.50680866702943
"SLC25A17",0.506
"LRRC27",0.505527419185334
"PRKCI",0.505154722037775
"CEP95",0.50431142061683
"SNX24",0.503597690310938
"AC010538.1",0.502334329365836
"LINC00467",0.501888044864522
"C14orf132",0.5
"EXTL2",0.498893787499779
"TMEM198B",0.495805854550765
"PABPC1",0.494
"FCHO1",0.493637196536173
"PPP6C",0.492943270428676
"CCDC88A",0.492
"SF3B3",0.490908582980307
"MSTO2P",0.489511860413542
"SPRYD7",0.488989871877838
"ARMC2",0.488761990013392
"MZF1",0.486854076419766
"ASAP1",0.486844465449435
"RCOR3",0.48648646461855
"TSPAN2",0.486
"FAM120A",0.48465988894736
"ERRFI1",0.482712106736737
"TET1",0.482517545157963
"MUTYH",0.477952743303645
"ATP7B",0.477
"ALG8",0.476544844600588
"SMC6",0.476
"SNHG16",0.476
"LMAN2L",0.475
"STRN4",0.475
"PTPRO",0.472265905477242
"MAPK10",0.471897988840294
"OXCT1",0.471825535145645
"SLC9A8",0.471693613530979
"NR6A1",0.47073740263881
"TCF12",0.470409681999659
"TAF6",0.470186165827905
"NBL1",0.470064347390702
"CACNA1H",0.47
"TMEM50B",0.469
"APAF1",0.467738646530295
"FAM207A",0.467409246052521
"ADAM17",0.467
"DNAJC13",0.46699181111218
"MAPKAPK5",0.466651776698053
"DHRSX",0.466235637344701
"GBAP1",0.466
"MGRN1",0.465
"DCUN1D4",0.462
"SH3YL1",0.462
"ANKMY1",0.461450121675205
"VCAN",0.461
"PCLO",0.4607814759006
"GAPVD1",0.460487318202567
"CTNS",0.460368438531867
"RCC1",0.459339732649312
"URGCP-MRPS24",0.459142799699311
"ACVR1B",0.459
"GNB1L",0.457916009286836
"DEDD",0.457015011772682
"OBSCN",0.456959053305703
"NR2C2",0.456632425150134
"DYRK1A",0.456
"SNAI3-AS1",0.452962411193539
"RMST",0.452
"ZBTB7C",0.451682303963456
"SLC35A1",0.451259813738325
"EWSR1",0.451
"HMOX2",0.451
"MYT1",0.451
"ZNF266",0.451
"VDAC3",0.450955333905032
"GOLGA4",0.450455780732823
"PIGF",0.44964518874066
"TNRC6A",0.448900402899253
"MAN1A2",0.448869259079632
"AC022433.1",0.445210579437004
"STAT1",0.444
"CSTF3",0.442599784967358
"EML5",0.442271536986244
"PIK3R1",0.440331604620209
"ZNF680",0.440158653249427
"TMEM18",0.439
"EP300",0.438782859800276
"SERGEF",0.438
"TNPO3",0.438
"KIF1A",0.436572407842073
"DLGAP1",0.436223988256434
"RAB2B",0.434912814124095
"C19orf47",0.434067542947505
"NT5C3A",0.433546828560809
"PCDH9",0.433425703078965
"ATPAF1",0.433361734174472
"PPIL3",0.432362564535251
"FAIM",0.432325980711212
"METTL21A",0.432089743185108
"DCAF17",0.432
"SPTBN2",0.430864912572638
"NTNG1",0.430032146331286
"ERCC8",0.43
"ZNF417",0.428953148982031
"TMEM233",0.427319005186349
"FARS2",0.424272819633415
"TTC28-AS1",0.423735130010624
"RUNDC3B",0.423
"BCS1L",0.421
"SERINC3",0.420702107829657
"AZIN2",0.419352949042848
"SMYD3",0.418452269890303
"DPY19L2P2",0.418
"FBXO38",0.418
"PRKACB",0.4173887277482
"KDSR",0.417289932575763
"FGF9",0.416184579929629
"VPS13C",0.414937440988526
"CMSS1",0.413
"EIF2D",0.412
"SYT14",0.411161307336294
"MARCHF11",0.410819462983049
"LINC01844",0.41019791337742
"INO80",0.409826351464835
"PLEKHA3",0.409545027597991
"RBM4B",0.409
"FBXO31",0.40836541656047
"CHD1L",0.408282216557529
"IDH1",0.408138329606657
"CACNB4",0.407
"SUPT20H",0.406
"AIMP1",0.40536833481455
"CLN3",0.405
"ANKS3",0.403959150903064
"RNF217",0.403908153209153
"TNFRSF19",0.403777357408125
"AC138894.1",0.403
"PDXDC1",0.403
"TDG",0.402851333166197
"ABLIM1",0.402765889594013
"ZFR",0.401658740367613
"ADAL",0.400966384802594
"ICE2",0.400487321927768
"ATG4A",0.4
"COPS5",0.399365801703041
"TP53INP1",0.399
"HDAC2-AS2",0.398245632222125
"CACNA1A",0.398075546699952
"PTPRD",0.397839886953034
"AIM2",0.397581112648033
"SF3B1",0.397
"TRAF3",0.397
"RASSF4",0.396802320777093
"GPATCH2L",0.395
"ANK2",0.39399569168215
"BNIP2",0.393302771074368
"DDX3Y",0.393253226671056
"USP25",0.392502566657608
"RPL34",0.392268450734364
"RPS6KB2",0.392
"RAB5A",0.391193252820118
"CTDSPL",0.391
"ADAM23",0.389941657897589
"RBCK1",0.389724436324981
"ATXN7L2",0.389555664633742
"THSD7B",0.389
"NCOR1",0.388
"ERCC6L2",0.386599410155085
"EPM2A",0.386110370957267
"SYN3",0.385462788654262
"GPHN",0.385
"BICD1",0.384
"MARCHF8",0.383023289843835
"DIAPH1",0.381425700695404
"LATS1",0.37983871092624
"SETD5",0.379
"GTPBP8",0.377
"CLEC16A",0.376
"ARMCX6",0.375
"CEP164",0.375
"RALGAPA1",0.374075013555903
"DGKZ",0.374
"PPHLN1",0.374
"BSDC1",0.373647740643601
"SLC25A36",0.373
"CDC42",0.372184870019578
"SELENOF",0.369408826854106
"FAAP20",0.369
"SNX4",0.368230321492975
"LRRC28",0.365061834060071
"AKAP6",0.364699517690975
"MEMO1",0.364
"FBL",0.362414911138452
"ELMOD3",0.361
"PCBP4",0.361
"CNOT7",0.360129807601025
"ENAH",0.36
"TSPAN7",0.36
"DUS4L-BCAP29",0.35987340497139
"AKAP8L",0.359
"PCID2",0.358241816366435
"CRYZL1",0.358006563749339
"MSL3",0.358
"SPTLC1",0.358
"AC068547.1",0.357
"ATG2B",0.357
"CDK5RAP2",0.357
"TRIM9",0.357
"COPS7B",0.356
"IGF2BP3",0.355
"VPS29",0.355
"KIF1B",0.354
"AFF2",0.353879432873203
"CHD9",0.353
"KLHL4",0.352
"CEP41",0.351092562937771
"ILK",0.349
"MBOAT2",0.348431340958113
"ARID1A",0.348232088117856
"MYT1L",0.348119326586664
"NUDT22",0.348
"PACRGL",0.348
"KIF26B",0.34778384150727
"MAN1B1",0.346
"NAA25",0.345803044823915
"VIPAS39",0.345522479078033
"MAP2",0.34548753532139
"WNK3",0.345037006226172
"ST6GALNAC4",0.345
"TPGS2",0.344
"ODF2L",0.343
"SUN1",0.343
"ZNF767P",0.343
"CRTC2",0.342
"PIGB",0.341
"LCORL",0.340723808986057
"PTGR2",0.34
"FGF12",0.339
"DPY30",0.336
"KIF21A",0.334679425151065
"BCLAF3",0.334
"FAM161A",0.332
"MPP1",0.331588852267163
"CLTA",0.331117112371047
"NUCB2",0.328
"TUT4",0.327216545794595
"KAT6B",0.327
"NKTR",0.327
"ASCC3",0.325370858063061
"CYTH3",0.325316437441668
"SAFB",0.325153904969788
"NELFA",0.325
"PIKFYVE",0.324068758410759
"MYCBP2",0.323
"CDR2L",0.322907796506394
"PXK",0.322438485420512
"GSDME",0.322038853619697
"RPS9",0.321744914693
"RAB23",0.321726809830336
"SCLT1",0.321
"UBXN4",0.321
"ZDHHC13",0.321
"EIF3M",0.320778366260868
"KCTD20",0.320042936293829
"TMEM164",0.32
"CNTN1",0.319427098724356
"RNF130",0.319
"RRNAD1",0.319
"SPEG",0.319
"CNOT1",0.317
"UBAP2L",0.317
"L3MBTL2",0.316
"OSGEPL1",0.316
"STRN3",0.316
"AIDA",0.314877541133707
"ZNF675",0.314620688992711
"NF1",0.314558500925769
"DENND4A",0.314061787211934
"EIF4A2",0.314
"ICA1L",0.314
"MAP6",0.313625148567505
"ZBTB41",0.313547492064691
"ZNF232",0.313193751555299
"MCFD2",0.313
"MIR124-2HG",0.313
"BIRC6",0.312231834007534
"GGCT",0.312
"HIKESHI",0.312
"ZNF418",0.311964257040352
"SGPL1",0.310611361849589
"IFT57",0.309
"CDH18",0.30862592362171
"DNAJC27",0.308302899058502
"IQCK",0.308
"PHGDH",0.307
"TBL1X",0.307
"CBWD4P",0.306342540161071
"GIT2",0.305959372297775
"SKP1",0.305552990095825
"ZNF81",0.303233281542552
"GRM1",0.303
"RARS1",0.302301635497335
"ZNF548",0.302
"BCHE",0.301264251036926
"DPYSL5",0.301154465431291
"CLK4",0.301
"PNISR",0.300341210652722
"ABHD11",0.3
"AC019205.1",0.3
"C2CD5",0.3
"LINC00630",0.295362347471092
"FAM81A",0.295132045136128
"EHMT1",0.294770388846359
"NKAIN2",0.294351040818137
"PPP4R3A",0.293277137956313
"PHIP",0.292332652327435
"ASCC2",0.291849022565991
"FNBP1",0.289713604766114
"TULP4",0.289203979354945
"CAMK1G",0.289122967208056
"FUBP3",0.287970619879187
"MTHFSD",0.287090429984534
"PPP3CA",0.286755709339576
"NUP50",0.285968875643338
"ZNF25",0.284957939319232
"RFWD3",0.284544010645024
"MTMR3",0.283929227719297
"AL157834.2",0.282170368477556
"PPP1R32",0.280213280656162
"ATF6",0.279644109395373
"HECTD4",0.279077531571599
"AC007743.1",0.279003981373002
"CCDC160",0.278822723941619
"PRDX4",0.278185738310873
"CDKAL1",0.277814426027073
"AC106738.1",0.277656863776164
"ZNF609",0.275907523777986
"MVB12A",0.275093817705545
"DGKB",0.274636369168422
"TPP2",0.274516954772089
"NT5C2",0.273332284502076
"LINC01145",0.272775954107464
"RAD21",0.272087735700226
"AC104009.1",0.271897837255708
"ALOX15P1",0.270483547881191
"RNPEP",0.2701744182345
"LINC01011",0.26944219696241
"OBSL1",0.268898918896923
"ZNF334",0.268494226205801
"CPSF7",0.268337303993702
"SLC35A5",0.264918202151513
"ANKDD1A",0.264282115192144
"TTPAL",0.26388230596207
"RPA1",0.263708941166471
"RUFY2",0.262812559363433
"BECN1",0.261301834721054
"REEP3",0.261122735655706
"CPSF4",0.260740910715951
"USP42",0.259731033168748
"KANSL3",0.259040370566315
"ZDHHC8P1",0.259005886767732
"AXIN2",0.258791130930501
"SBF2",0.25831708063103
"TENM1",0.257125461590423
"ZNF250",0.256413633137717
"AVL9",0.256163267517516
"CCDC65",0.255430486742264
"TNRC6B",0.255199512698817
"IL6ST",0.254709524184703
"MINDY2",0.25394854642988
"RPP38",0.252272645302789
"SLC30A10",0.251314932885673
"SHISA7",0.251121876270993
"CAMK2B",0.250119687948413
