"","dPSI_NGN2_2060884.1000nM"
"ELP4",1
"POMT2",1
"GXYLT1",0.999999999910373
"HTT",0.999999999828321
"ZMYM6",0.999999820086818
"C12orf4",0.999994818051963
"LINC02210",0.998
"CRYL1",0.997
"KDM6A",0.996
"SCO1",0.991
"MLLT10",0.990890967408788
"SF3B3",0.989307589108666
"GCFC2",0.986927995934304
"DHFR",0.986577491757688
"PDE7A",0.983
"DENND1A",0.982970124712734
"GARNL3",0.981473593852132
"PCDH10",0.979713904940564
"AC068547.1",0.974358772851121
"RAF1",0.972
"ABCC8",0.970705994824871
"PRKG1",0.969384788217445
"PDXDC2P",0.966854820822233
"EVC",0.965059513049724
"IVD",0.964824218086601
"CDC37L1",0.964133092135555
"ENOX1",0.963314333211707
"AC009022.1",0.961931752737978
"PIGN",0.961257994343768
"CACNB4",0.961
"DGKI",0.960650742125926
"SETX",0.958386589768259
"ARL15",0.958
"GABRB2",0.95195446698379
"MACROD2",0.950157663612412
"ATP8A2",0.947704284917172
"SNX7",0.9467520293423
"TET1",0.939232748654144
"BECN1",0.937058955738343
"LARP7",0.937
"INO80",0.93545000584851
"BTBD10",0.934384117455424
"AC008581.2",0.933332941973065
"EMSY",0.930699521788078
"PHIP",0.929498089845695
"SUPT20H",0.927124102980183
"FBXL16",0.92581896572418
"ODR4",0.922831948985408
"NLN",0.920061190058964
"GALC",0.919
"TAF2",0.918
"NLGN1",0.916541264598747
"ADAMTS10",0.915379122608407
"APPL2",0.914567655704463
"DLG5",0.914377138622119
"ABCB8",0.907
"FHOD3",0.905005334067336
"ATG2B",0.905
"LRIG2",0.902472814745321
"AGPS",0.902370487461521
"FGD4",0.902
"ARHGAP5",0.898691955636492
"BRWD3",0.8935366612908
"EXOC6B",0.887
"URGCP-MRPS24",0.885948450296717
"ADCY8",0.881826278870726
"PPP3CA",0.878885591835985
"SPIDR",0.876758388392301
"DDX42",0.875603732380588
"SEC22A",0.872597464235412
"ZNF730",0.872540410757035
"ARMH3",0.871724563675803
"AXIN1",0.87
"SLC41A3",0.869209562041565
"PRPF39",0.868756358058148
"CACNA1C",0.867
"LIMCH1",0.865
"ZDHHC17",0.857862259069572
"WNK1",0.85765474765455
"BLMH",0.857204118524386
"AC026786.1",0.854499638175699
"FCHO1",0.852602330551048
"MFN2",0.846
"MDN1",0.84501361438105
"C14orf132",0.845
"ENAH",0.84361206024052
"RARS1",0.843508411491333
"IFT57",0.842609374122391
"STX18-AS1",0.840898986882303
"LMAN2L",0.834
"CHRM2",0.827959000063387
"DENND1B",0.827516902940561
"HDX",0.827
"STOX2",0.826042362331197
"RASGRP2",0.82463710764101
"PDIA5",0.821909577705333
"DENND4A",0.821
"LRRC42",0.821
"ZFP82",0.818713999404642
"TIAM1",0.818088895972761
"VSTM2L",0.816240634523328
"NUP58",0.813
"ERCC8",0.812
"SLC24A3",0.811161096599266
"ZMYM2",0.81
"CNGA3",0.806131363264515
"PDS5B",0.804173229360196
"DPY30",0.800322785472281
"AC114490.2",0.799374126337226
"MYO5A",0.795011001415797
"APLP2",0.794
"MYT1L",0.792488898303408
"AL031315.1",0.78806640432544
"GNAQ",0.785336437014505
"CCT7",0.785
"DPH1",0.78488119462746
"ARMCX6",0.782
"GRIA1",0.780531946915482
"SMC5",0.77697588045579
"RBBP8",0.774889775649177
"ADGRL1",0.772120924442717
"CEP162",0.770677699855689
"PDXDC1",0.766
"DOCK3",0.763635223112894
"PCM1",0.761689957597661
"TASP1",0.757436482474924
"THADA",0.756
"SGK1",0.755594119364475
"LYRM1",0.753
"DCAF17",0.751892338439437
"CYB5B",0.749796676321337
"ANP32A",0.744010790351648
"THSD7B",0.743791849171373
"HAUS3",0.742456163324502
"VDAC2",0.7390162683284
"VPS8",0.735751212305311
"ZNF10",0.735717270121253
"PTPRT",0.734890962680859
"AC114316.1",0.734321003907233
"ZNF138",0.732986886969293
"SSBP1",0.732
"CSTF3",0.731346952320502
"ANXA6",0.731
"PCDH9",0.729613893834848
"AL390879.1",0.726336986880009
"TMEM214",0.722167506784341
"DAAM1",0.720050257135221
"NR1H3",0.717928096083477
"LUC7L3",0.717415006819103
"PRKACB",0.712672973587674
"VPS41",0.708193755139144
"SPATS2",0.706826324079209
"RAD21",0.706071848384591
"OBSCN",0.703660666562434
"AGK",0.699681242177613
"MAN1B1",0.698
"DNAJA4",0.695114244425005
"ARID1A",0.694578865906456
"RPF2",0.694214663188525
"CEP72",0.691170425018944
"FAM162A",0.691
"ERRFI1",0.689843548980585
"CDCA4",0.686311998302662
"CPLX2",0.685155345645842
"ADAL",0.685
"TMEM50B",0.685
"NEGR1",0.67467657255337
"RAB23",0.67250381538155
"RGL1",0.672412869620439
"CUL3",0.672026303911943
"WSB1",0.672
"CACNA2D1",0.669137077240311
"NSMF",0.66667765769392
"ING3",0.665550813911742
"GLRA3",0.659923556120936
"FAM114A2",0.657918858554146
"INVS",0.657911033814653
"ZNF618",0.657
"SENP6",0.653
"SREK1",0.653
"AC022433.1",0.651737311370307
"FASTKD1",0.649772858331418
"ZBTB41",0.648971878077605
"APIP",0.648083389043495
"ATG4A",0.648
"IL6ST",0.646
"ZMIZ2",0.639
"DMXL1",0.633703367890008
"PSMB1",0.632511214694554
"VAMP4",0.632473167408948
"SULF1",0.629831727610467
"CFLAR",0.627796196550331
"TXNL4B",0.626192669331709
"TMX3",0.624719269311786
"FAM174A",0.619
"RERE",0.613838707497353
"PGGT1B",0.613827813828595
"NCOR1",0.613
"CEP170",0.609
"NSUN4",0.607924749815373
"HOMER2",0.607369236032629
"RICTOR",0.60421207788143
"GLRB",0.603
"RAPGEF1",0.602
"JAZF1",0.599203707712847
"SLC38A1",0.595395140623614
"ELMO2",0.594
"ASCC3",0.58979455978263
"RAB2B",0.589208267752684
"FBL",0.586930082893478
"PLCH2",0.586294776338205
"CDR2L",0.585761738763015
"CEP85L",0.581997384284826
"DIPK1A",0.58051290972159
"EWSR1",0.575
"RNF144A",0.574998912079107
"LRBA",0.574512563315332
"AC068205.2",0.573704488743034
"AP003108.2",0.572159685544025
"DPYSL5",0.570530755633808
"PABPC1",0.57
"HSD17B12",0.56979039033817
"PTPRD",0.569741649114734
"SEPTIN2",0.568699999503051
"SORCS1",0.568531987853071
"ERBIN",0.566151838186117
"AVL9",0.56544826845068
"MAN1A2",0.563840528980791
"DNTTIP1",0.563318398270841
"CSMD1",0.560743780676935
"LNPK",0.56
"SLC7A6",0.56
"STXBP5L",0.558662840676109
"URGCP",0.558445357539594
"MELTF",0.55835208515614
"XRN2",0.557082698049631
"GARS1-DT",0.556547097875104
"ASNS",0.555048706972026
"SNX24",0.551884761942566
"PBX3",0.551176381826731
"LINGO2",0.550522540783416
"HIKESHI",0.549
"DECR2",0.548689355222235
"WDR27",0.546
"STRN",0.545842722339342
"HSD17B4",0.542816976018295
"CNTN1",0.53844032546244
"CD47",0.538164959379912
"WDR17",0.537
"RCC1",0.53639280241961
"MYO6",0.534
"WDR19",0.532813181068856
"FCHO2",0.529634382651404
"RAP1A",0.527
"FAM81A",0.526842414534379
"PPHLN1",0.523
"RAB3IP",0.523
"LRRC28",0.522642427926889
"LRRC6",0.522078778318046
"KDSR",0.518
"TENT2",0.517691267465298
"SH3YL1",0.517
"CCT5",0.51686433858705
"SKP1",0.516
"CLOCK",0.511915261068672
"AHCYL1",0.511236736476815
"SNAP23",0.511
"DENND6B",0.50852093356185
"TMEM165",0.507275661825298
"RCOR3",0.507
"TPTEP2",0.507
"CBWD6",0.505984636518304
"SVOP",0.504487965207774
"GAREM1",0.503668720306771
"SPRYD7",0.502869237101611
"ZNF804A",0.500424070027814
"ANK2",0.5
"LARS2",0.499209368086737
"ARMC2",0.498406111145296
"LINC01011",0.49673324616721
"MRPS31",0.495421256934254
"CHROMR",0.494
"ADAM22",0.493
"TMEM117",0.492018840388527
"ITPK1",0.491933597239883
"KIF21A",0.49131005093995
"SNX4",0.490256754559878
"SLC2A13",0.490074072936214
"CEP57",0.489
"DYRK1A",0.489
"AC079781.5",0.488769326434333
"CYTH2",0.488102752375043
"TAF5L",0.488
"FGF12",0.487691244035383
"AC010538.1",0.486928004283563
"RPS6KB2",0.485
"TARBP1",0.481
"ANKHD1-EIF4EBP3",0.480278362189567
"TUT4",0.480260327647042
"MAN2A1",0.479196089657773
"CHD9",0.479
"MRPL39",0.479
"CAB39L",0.475827096316262
"DNMBP",0.475386687440928
"AC044860.1",0.474509288609243
"PTPRO",0.473581178265059
"SBF2",0.471854069158777
"WDR91",0.469
"KRBA1",0.468457522432974
"MTRF1",0.467990153024974
"PHACTR1",0.467794095253756
"LARS1",0.467
"NQO2",0.467
"CDKAL1",0.466434467272209
"KLHL1",0.466406596166606
"ZNF253",0.463727499191052
"OSGEPL1",0.461
"MARCHF8",0.46
"CACNA1H",0.459
"PELI1",0.458088054625049
"FAM110B",0.455613777696354
"GPCPD1",0.455218982032708
"EP300",0.454004623314136
"PGM2",0.45395319027174
