"","dPSI_NGN2_2060884.1000nM"
"MAP4",0.453
"PROSER3",0.452702820682161
"STRN4",0.452
"C1orf21",0.4512407954429
"TNRC6A",0.451115431087824
"TNFRSF25",0.451
"BEND6",0.448
"NELFA",0.446
"ZNF266",0.445
"MTERF3",0.443230024015824
"SERGEF",0.442
"ETV4",0.440993848489823
"ACADM",0.439
"PEPD",0.439
"SORCS3",0.438931884242445
"SEMA6D",0.438457890611133
"EBAG9",0.438010047223499
"ADAM23",0.436444281846703
"SSR1",0.43623051558763
"QKI",0.436
"HDAC7",0.435805479269179
"P4HA2",0.435088922829615
"AP2A2",0.434635873216685
"GTF2H2C",0.434159610904992
"PCID2",0.432649268715165
"CMSS1",0.431
"SLK",0.430043499230727
"FGF9",0.428642089520605
"LDAH",0.428072400048406
"TRAPPC13",0.428
"SHISA7",0.426377754364225
"SIK3",0.425578084017603
"MTMR3",0.424139629157511
"STIM2",0.423
"CHN2",0.421047965371782
"C14orf93",0.421
"CNOT1",0.421
"GPHN",0.42
"TASOR2",0.42
"VPS29",0.42
"GABRB1",0.419746943118174
"AC055811.2",0.419477943242272
"MUTYH",0.419
"RFT1",0.418947748462641
"LINC00467",0.417167543614733
"ANKRD10",0.417
"ATP7B",0.417
"NBL1",0.415254672553898
"FAM124A",0.41515925917281
"NRXN1",0.413224298855073
"ANKS3",0.413
"CTTNBP2",0.411919411237634
"ZSCAN25",0.410721690782166
"CLN3",0.41
"ARHGAP1",0.409109854593176
"KAT6B",0.409
"SPTLC1",0.409
"EIF2D",0.408
"DENND5A",0.407
"MEAK7",0.406986024112295
"AC138894.1",0.406
"STK11IP",0.405937358044637
"JARID2",0.405513467065154
"TBPL1",0.404992272140335
"AL157871.6",0.404701559122779
"HPS5",0.404606334828402
"KIF1A",0.402616003004384
"BIN3",0.401750249691106
"ARFGEF3",0.40143247489135
"CSMD3",0.400377871266394
"ZNF426",0.399142817887272
"ANKRD13D",0.398192160038779
"PCLO",0.396391890287312
"SERINC3",0.396327440240999
"ATF6",0.396054135589293
"VCAN",0.396
"TAF1",0.395394699841026
"LINC01881",0.39520451218586
"C19orf47",0.39363993463657
"ATXN7L2",0.393554037702506
"SOCS6",0.391057489128744
"KIF26B",0.391024345237657
"CBWD4P",0.39073893956915
"ERC2",0.390335839166428
"HECW2",0.390141863537707
"VPS13C",0.389103018635806
"LINC00963",0.389
"TRAF3",0.387
"AHI1",0.386611556873331
"DIAPH1",0.384950210677233
"HHLA3",0.38415763874554
"KANSL3",0.384
"ANKRD36",0.383815564723453
"TP53INP1",0.383
"PRICKLE1",0.382208170017731
"FAM168B",0.381847919771223
"MAST4",0.3804136940805
"CLASP2",0.38
"FUCA1",0.378138975112627
"HDAC5",0.377884167408042
"PIK3R1",0.377463795696008
"CBWD2",0.37704661811258
"PRKDC",0.377
"PRUNE2",0.377
"IGSF3",0.376092731488273
"MPPE1",0.376
"TSPAN7",0.375
"SAFB",0.373079699802421
"MECR",0.371939963915783
"ANKRD13C",0.37
"FAM3A",0.369363687300035
"PSMA3-AS1",0.369
"COPS7B",0.368
"MYCBP2",0.368
"IMPDH1",0.367
"NUP85",0.367
"RARS2",0.366884828168233
"RAPGEF6",0.366
"NKAIN2",0.365071338914051
"PDZRN4",0.365061241291223
"ADAM17",0.365
"MEMO1",0.364
"CDC42BPA",0.363997815706969
"HSPA4L",0.363694101296956
"BICDL1",0.36363621971192
"FAM161A",0.362504907859148
"UVRAG",0.361082099323358
"SNTG1",0.360130844885568
"ATG5",0.36
"SOS2",0.36
"MFSD14C",0.358
"MSL3",0.358
"DUS4L-BCAP29",0.356630290964175
"ZNF7",0.355824005375993
"CXorf38",0.355
"HLTF",0.355
"AL157778.1",0.354
"SETDB2",0.354
"RBFOX1",0.353798620613088
"PMS1",0.353
"MAPK10",0.351
"MAP6",0.350414448133781
"WASF1",0.349
"SEZ6L",0.348054666179923
"ZMYND8",0.348
"AGGF1",0.347
"AC010642.2",0.346
"KIAA0753",0.346
"TNPO3",0.345
"LRSAM1",0.344301886993558
"FAAP20",0.344
"FNIP2",0.342976665121674
"VAV2",0.342949308396418
"KIRREL1",0.342786039078029
"SLC6A9",0.34112219890342
"RSPH1",0.340618158829145
"C9orf78",0.339550777233358
"PCNX4",0.339
"HSPA1L",0.338559440169712
"MACF1",0.338286090751285
"AC104009.1",0.338237399122375
"RUNDC3B",0.338
"SLC35A5",0.338
"UBAP2L",0.337333191100516
"CCDC30",0.337118218886142
"DCUN1D4",0.336
"KLHL4",0.336
"SCLT1",0.335
"SMIM7",0.335
"STRN3",0.335
"BCL9",0.334
"GTPBP8",0.332
"ZNF767P",0.332
"LRRC37A4P",0.331685604248863
"ADCY3",0.331185211681354
"DLGAP4",0.331
"WNK3",0.330442815910763
"AKAP9",0.33
"FNBP4",0.329999131250452
"PACRGL",0.328989015162008
"FLCN",0.328974074313646
"NUDT22",0.327
"LMBRD2",0.326833377501835
"DNAJB5",0.326
"YPEL5",0.326
"L3MBTL2",0.325
"PPIP5K2",0.32410167115798
"INPP5K",0.323315194632367
"RRNAD1",0.323
"CAMK2B",0.322
"PRDX4",0.32196433181973
"SGIP1",0.321269012448098
"SLC25A17",0.321
"ASCC2",0.319101566102622
"CCNB1IP1",0.318
"ZNF530",0.318
"SGPL1",0.315677601442626
"SNHG16",0.315
"ZNF567",0.315
"LATS1",0.314645972603904
"MYT1",0.313
"USP9Y",0.313
"PTPRS",0.311449586046038
"GGCT",0.311
"EPM2A",0.310601427490473
"PAOX",0.310203570066078
"AKR1C2",0.31
"PARN",0.31
"UBP1",0.31
"ZKSCAN3",0.31
"MCF2L2",0.309439140931671
"AGAP1",0.308075192846836
"KCNT2",0.307
"CWC27",0.306653745502028
"CCNT2",0.306
"ABLIM1",0.305
"DNASE1",0.305
"MMS19",0.305
"ARMC8",0.304317801189155
"CLK4",0.304
"NF1",0.303730993127929
"ZNF433",0.303615970701103
"UNK",0.303162043543413
"CEP95",0.303002079430456
"RNF130",0.303
"ZDHHC13",0.303
"DNAJC27",0.302
"NDUFAF6",0.302
"POLG",0.301
"AKAP8L",0.3
"KIAA1109",0.3
"ODF2L",0.295978051140553
"STRADB",0.294235970658844
"RHOQ",0.294180529634011
"CEP41",0.294156162613244
"TRIM36",0.292933983296152
"DGKB",0.292432110828345
"HMGXB4",0.292147130108435
"ASH1L",0.289320990623222
"LINC00630",0.289068066692498
"CDH18",0.288001542728136
"NAA25",0.286412219847016
"GNA13",0.286186246764546
"EIF3M",0.284796211904366
"APAF1",0.284251648955299
"TTC7B",0.281420217402231
"ZNF512B",0.279694751859486
"SAR1A",0.272163073760578
"WASHC2A",0.271786035348902
"PNISR",0.270515167637087
"DOT1L",0.269979779298826
"KCTD3",0.265245140930096
"NCOA6",0.265064196914246
"SLC20A2",0.264567721757991
"TTPAL",0.263814955710655
"WASHC2C",0.263352336275065
"KANSL2",0.262131662456248
"RAP1GDS1",0.261252500515807
"IGSF21",0.260727708742118
"NPEPPS",0.260467419180344
"HDAC2-AS2",0.258681418124105
"GOLT1A",0.25546663236695
"VPS13A",0.255451057733927
"CTNS",0.255365809936635
"ANKDD1A",0.254029965809892
"ZDHHC8P1",0.25273396810132
"DIPK1B",0.25181021772022
"TAF6",0.251612952939919
"TBCA",0.251420541664813
