,minpadj_maxPdPSI_iPSC-4088-10x,dPSI_iPSC-4088-10x,minpadj_maxPdPSI_iPSC-4088-3x,dPSI_iPSC-4088-3x,minpadj_maxPdPSI_iPSC-4090-10x,dPSI_iPSC-4090-10x,minpadj_maxPdPSI_iPSC-4090-3x,dPSI_iPSC-4090-3x,minpadj_maxPdPSI_iPSC-4714-10x,dPSI_iPSC-4714-10x,minpadj_maxPdPSI_iPSC-4714-3x,dPSI_iPSC-4714-3x,minpadj_maxPdPSI_iPSC-4741-10x,dPSI_iPSC-4741-10x,minpadj_maxPdPSI_iPSC-4741-3x,dPSI_iPSC-4741-3x,minpadj_maxPdPSI_iPSC-4748-10x,dPSI_iPSC-4748-10x,minpadj_maxPdPSI_iPSC-4748-3x,dPSI_iPSC-4748-3x,minpadj_maxPdPSI_iPSC-5420-10x,dPSI_iPSC-5420-10x,minpadj_maxPdPSI_iPSC-5420-3x,dPSI_iPSC-5420-3x,minpadj_maxPdPSI_iPSC-6152-10x,dPSI_iPSC-6152-10x,minpadj_maxPdPSI_iPSC-6152-3x,dPSI_iPSC-6152-3x,minpadj_maxPdPSI_iPSC-6527-10x,dPSI_iPSC-6527-10x,minpadj_maxPdPSI_iPSC-6527-3x,dPSI_iPSC-6527-3x,minpadj_maxPdPSI_iPSC-6866-10x,dPSI_iPSC-6866-10x,minpadj_maxPdPSI_iPSC-6866-3x,dPSI_iPSC-6866-3x,minpadj_maxPdPSI_iPSC-6960-10x,dPSI_iPSC-6960-10x,minpadj_maxPdPSI_iPSC-6960-3x,dPSI_iPSC-6960-3x,minpadj_maxPdPSI_iPSC-9701-10x,dPSI_iPSC-9701-10x,minpadj_maxPdPSI_iPSC-9701-3x,dPSI_iPSC-9701-3x,minpadj_maxPdPSI_NGN2-4088-10x,dPSI_NGN2-4088-10x,minpadj_maxPdPSI_NGN2-4088-3x,dPSI_NGN2-4088-3x,minpadj_maxPdPSI_NGN2-4090-10x,dPSI_NGN2-4090-10x,minpadj_maxPdPSI_NGN2-4090-3x,dPSI_NGN2-4090-3x,minpadj_maxPdPSI_NGN2-4714-10x,dPSI_NGN2-4714-10x,minpadj_maxPdPSI_NGN2-4714-3x,dPSI_NGN2-4714-3x,minpadj_maxPdPSI_NGN2-4741-10x,dPSI_NGN2-4741-10x,minpadj_maxPdPSI_NGN2-4741-3x,dPSI_NGN2-4741-3x,minpadj_maxPdPSI_NGN2-4748-10x,dPSI_NGN2-4748-10x,minpadj_maxPdPSI_NGN2-4748-3x,dPSI_NGN2-4748-3x,minpadj_maxPdPSI_NGN2-5420-10x,dPSI_NGN2-5420-10x,minpadj_maxPdPSI_NGN2-5420-3x,dPSI_NGN2-5420-3x,minpadj_maxPdPSI_NGN2-6152-10x,dPSI_NGN2-6152-10x,minpadj_maxPdPSI_NGN2-6152-3x,dPSI_NGN2-6152-3x,minpadj_maxPdPSI_NGN2-6527-10x,dPSI_NGN2-6527-10x,minpadj_maxPdPSI_NGN2-6527-3x,dPSI_NGN2-6527-3x,minpadj_maxPdPSI_NGN2-6866-10x,dPSI_NGN2-6866-10x,minpadj_maxPdPSI_NGN2-6866-3x,dPSI_NGN2-6866-3x,minpadj_maxPdPSI_NGN2-6960-10x,dPSI_NGN2-6960-10x,minpadj_maxPdPSI_NGN2-6960-3x,dPSI_NGN2-6960-3x,minpadj_maxPdPSI_NGN2-9701-10x,dPSI_NGN2-9701-10x,minpadj_maxPdPSI_NGN2-9701-3x,dPSI_NGN2-9701-3x
DGKI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67166724615082e-06,0.525251804770325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHFR,1.94277561656494e-09,0.55147050456983,NA,NA,9.99037324593932e-07,0.499002305445189,NA,NA,5.03386593355255e-08,0.61117548266134,NA,NA,4.5478598000867e-07,0.492776026777365,NA,NA,8.09561613641074e-10,0.527816857232746,NA,NA,5.31355362323099e-08,0.351062703181244,NA,NA,1.02462321106697e-07,0.36125234252148,NA,NA,1.26222052801275e-07,0.327854779574601,NA,NA,2.4574597614339e-08,0.628675514729895,1.37864523118818e-07,0.274532027602303,6.48583057665105e-08,0.417859723157398,NA,NA,1.3331511214011e-06,0.403746365573891,NA,NA,6.47303880840142e-06,0.757723134644184,1.31427954156834e-05,0.539191980142415,1.84412427780498e-06,0.720291560241404,0.000589120731522476,0.464260951270001,7.05513283979256e-07,0.820494570504951,3.55372241849551e-05,0.645815325074288,9.99935971408565e-07,0.748281456089413,0.00347745007325319,0.295502941093558,2.12341667338526e-05,0.705981599323471,5.65763763246292e-05,0.521993975745467,0.000373205755173558,0.613451707774844,0.000446720812566818,0.290300601296613,1.00080565710325e-06,0.679853666536198,NA,NA,4.78901311942317e-05,0.682616653145718,NA,NA,9.77282409116697e-05,0.624511391242153,0.00017345540196554,0.392871345634654,1.5673132431189e-06,0.791812141454751,0.000910216395606733,0.368251446677182,3.61146213871578e-06,0.653445332182003,NA,NA
DIAPH3,NA,NA,NA,NA,NA,NA,NA,NA,0.994788378017239,-0.484541081766475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLG5,0.00860648802802597,0.520175336731568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00622977140058338,0.250011974246909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39889141229071e-05,0.803621874460514,0.00340065101484623,0.318336778970975,7.97624550434407e-08,0.614124009875497,NA,NA,NA,NA,NA,NA,0.000147049161504765,0.386488542947711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00822542067817051,0.326281292085629,NA,NA
DLGAP1,NA,NA,NA,NA,NA,NA,NA,NA,0.000988880775517899,0.320389037823667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLGAP4,0,-0.324,0.000102060394030887,0.307137361435869,0.000159613189230703,0.342675443805606,NA,NA,2.46198376219962e-07,0.436260633037288,NA,NA,6.26603967507795e-06,0.427968540231067,NA,NA,4.25274833392677e-05,0.404807835992456,NA,NA,0,-0.318,4.93016932808929e-06,0.303115624707653,9.68301599246383e-08,0.465864800570679,5.54415577918176e-06,0.263998259994956,2.67194850061353e-05,0.388957201796755,NA,NA,0,-0.456,4.60411791436522e-06,0.34763013902808,2.58197427183017e-06,0.371778852722104,NA,NA,3.79871538331308e-06,0.40165874157933,NA,NA,0,-0.635,0,-0.477,0,-0.553,0,-0.343,0,-0.633,0,-0.42,0,-0.552,0,-0.604,0,-0.596,0,-0.327,0,-0.623,0,-0.472,0,-0.593,0,-0.371,0,-0.558,0,-0.329,0,-0.627,0,-0.393,0,-0.634,0,-0.392,0,-0.553,0,-0.317
DMAC2L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176404870151603,-0.320804454967485,NA,NA,0.905238591557933,0.417105818632266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMTF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950007712955861,0.453511016425836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAJC27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000202866446261408,0.343052295296351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925356596054527,-0.392224453690068,NA,NA,NA,NA,NA,NA
DNASE1L1,NA,NA,NA,NA,NA,NA,NA,NA,1.86928028242e-05,-0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6129313361841e-07,0.305340558183148,NA,NA,8.60709887927661e-07,0.358710808016869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCK7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75788664035e-07,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0427872734403,-0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPH1,NA,NA,NA,NA,NA,NA,NA,NA,0.00017266707271024,0.392271149620635,NA,NA,0.000323672383119897,0.347524837722216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73025923280106e-06,0.504422155588135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97245836659443,-0.396211680343594,NA,NA,2.18096542688668e-05,0.501173088899492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPH7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907106273348763,-0.428580042553404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPY19L3,NA,NA,NA,NA,NA,NA,NA,NA,8.40222263884e-05,0.364,0.00134093975627,0.314,0.000448510948499,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000975110886224,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPY30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.665567681235028,NA,NA,0.999959500137427,0.462137556081888,NA,NA,1,0.732417846223029,NA,NA,1,0.786217246558463,0.999999999998137,-0.89184239525638,0.999999999914869,0.543875844046999,NA,NA,0.99793999154705,0.435972487173793,NA,NA,1,0.671019577990112,NA,NA,0.999980216488454,0.459137132999475,NA,NA,0.999999999620462,-0.8223113194651,NA,NA,0.999999999999993,-0.63585683656708,NA,NA,0.999998233776535,0.527701059655511,NA,NA
DRG2,NA,NA,NA,NA,NA,NA,0.00125271163476,-0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00277773153063,-0.304,NA,NA,0.0017177312069,-0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00335283402875,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DTWD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258079275104878,0.255842214465218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DYRK1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82938967509913e-09,0.401902086612421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000115148850730115,0.53059867549832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DYSF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909591091316815,0.426095543436886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EGLN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91550079277e-06,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000129121412151,-0.329,NA,NA,4.83143255133e-12,-0.368,0.000455797579122,-0.319,NA,NA,NA,NA,NA,NA,NA,NA,9.22936471865e-08,-0.411,NA,NA,NA,NA,NA,NA,0.0120460208112,-0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF4G2,0.997579394159294,-0.51321255210778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333187127186602,0.393485002403969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.356,NA,NA,NA,NA,NA,NA,4.54358772828e-13,0.331,NA,NA,0,0.49,NA,NA,NA,NA,NA,NA,4.32571743919e-07,0.318,NA,NA,0,0.373,NA,NA,NA,NA,NA,NA,3.12472999856e-10,0.333,NA,NA,NA,NA,NA,NA,1.15558207448e-10,0.304,NA,NA
ELP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999614855357749,-0.5201577925366,NA,NA,NA,NA,NA,NA,0,-0.458,NA,NA,NA,NA,NA,NA,0.957573854296555,-0.421901909505212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99826459789188,-0.507104223580843,NA,NA,NA,NA,NA,NA
ELP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0436705950537932,0.25145739004422,NA,NA,NA,NA,NA,NA,0.0164668358910358,0.261726125686327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMSY,0.00257437511351183,0.259842245610494,NA,NA,NA,NA,NA,NA,2.50291366046551e-06,0.592021990444331,NA,NA,0.999999962869666,-0.631786239227405,NA,NA,0.000193962982776465,0.521247201517725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000839082505121628,0.614119948201691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68187817035973e-06,0.4383116525744,NA,NA,NA,NA,NA,NA,5.57331683272445e-07,0.617597513869073,NA,NA,2.21188260818823e-07,0.716368520427586,NA,NA,2.14272775961935e-06,0.551791169370025,NA,NA,NA,NA,NA,NA,1.11494606449582e-05,0.34204999187073,NA,NA,NA,NA,NA,NA,7.31087344755913e-07,0.392471253589677,NA,NA,1.29505794101122e-06,0.559465158033565,NA,NA,NA,NA,NA,NA
ENAH,1.96649994525359e-13,0.437315094879251,NA,NA,1.80376471397816e-10,0.418533520308195,NA,NA,5.745371842291e-12,0.517546755859566,1.68606117275109e-11,0.293807257658809,1.306644458781e-12,0.453406198922865,NA,NA,3.72676079475445e-11,0.458599409032005,NA,NA,5.93243835891677e-13,0.320709786415496,NA,NA,7.12953745597572e-10,0.306303384778302,NA,NA,1.16675952563963e-10,0.307593839913764,NA,NA,2.33960032008336e-13,0.526151891024969,9.87264372825105e-10,0.263306780181705,4.98406216550691e-12,0.364056032726393,NA,NA,7.26212223683521e-11,0.344194248332662,NA,NA,1.41334778785759e-10,0.622836844677923,6.68401597184851e-05,0.384562415321052,2.82342529125669e-13,0.580790949992977,4.01098795844004e-06,0.401370909065982,5.07834922799252e-11,0.676023666588684,7.09623650219055e-06,0.431853349590365,1.96302680268903e-10,0.59772442268924,3.06516342811117e-05,0.346946868055893,1.4933006673316e-09,0.624338895651832,1.03464223127842e-05,0.388873012027799,2.70691868934198e-08,0.407866878488938,NA,NA,5.71882156977238e-08,0.423779397356819,NA,NA,1.75316618210183e-08,0.534334383729542,4.20762927795063e-06,0.288225725558481,8.13647883433691e-07,0.487372805499111,4.56120133098669e-05,0.264892224467614,1.06836127376639e-09,0.569190587003411,3.36901617387759e-05,0.350338505653828,6.33307136114517e-07,0.47521282572506,8.44855124292819e-06,0.285696412108722
ENOX1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84574209875793e-08,0.589454008977102,4.30936240770349e-05,0.27924409479313,6.53329932275484e-07,0.568788517338907,NA,NA,3.89791876938256e-08,0.667598732546271,2.27153810897551e-05,0.36613499944921,1.78284452840707e-06,0.505361358673108,NA,NA,6.30670919724321e-06,0.590014292414305,NA,NA,7.26762157768911e-06,0.377093167290859,NA,NA,2.26684713657309e-06,0.348190246664554,NA,NA,1.76693750854945e-06,0.443837881213978,NA,NA,1.42073223010979e-06,0.511492386509933,NA,NA,1.14031847562402e-07,0.562765183988462,NA,NA,4.8826275121514e-06,0.425851036524393,NA,NA
EP400P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000250861011243,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPHA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00427529841934128,0.600851801734645,NA,NA,0.000264118763926165,0.58042459911585,NA,NA,NA,NA,NA,NA,NA,NA
EPM2A,0.956117201689751,-0.443245972424005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909911419061539,-0.409973056499732,NA,NA,0.929960503528014,-0.419908735166635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12636574232025e-09,0.299669763993306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERCC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49205991589e-14,-0.487,NA,NA,0.0349732264212016,0.31481706192885,NA,NA,0,-0.546,NA,NA,0,-0.598,0,-0.319,0,-0.482,NA,NA,1.42044829332e-06,-0.413,NA,NA,0,-0.393,NA,NA,1.91337936937e-07,-0.405,NA,NA,8.87867084577e-07,-0.376,NA,NA,0.000100027764914,-0.488,NA,NA,NA,NA,NA,NA
ERGIC3,0,-0.699,5.48206223982684e-06,0.403632738606463,0,-0.452,NA,NA,0,-0.667,7.24584220225671e-06,0.310813977833055,0,-0.619,NA,NA,0,-0.596,NA,NA,0,-0.731,0,-0.358,0,-0.585,1.01328757925538e-05,0.285784834112786,0,-0.439,NA,NA,0,-0.821,0,-0.369,0,-0.529,NA,NA,0,-0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERRFI1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024790131437295,0.292617141579038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000936612854924406,0.311160287743806,NA,NA,NA,NA,NA,NA,0.00476814856960886,0.282059970412037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
