,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x
ANTXR1,0.911220992568004,0.0367255215089297,0.790407173277368,0.0256187475362594,0.763212486085103,0.0283812662999421,NA,NA,NA,NA,0.236249597876582,0.0434365171507924
ANTXR2,0.763252478186361,0.0111269395350225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANXA11,0,0.12,0,0.4,0,0.411,NA,NA,NA,NA,1.1247032472e-10,0.023
ANXA2,0.0471528215075,0.154,NA,NA,0.493519435906,-0.013,NA,NA,0.929803113024,0.143,0.495966501776,-0.048
ANXA4,0.278196506269,-0.03,0.120845500295,-0.033,NA,NA,NA,NA,NA,NA,NA,NA
ANXA6,NA,NA,0.881108001463432,0.0224715289233307,0.783611948620981,0.0292658360999321,0.939982554540304,0.0223485433610631,NA,NA,0.945273992884779,0.0234964800701494
ANXA7,0.939818406540987,0.0118443580552444,0.895454547292143,0.0167051380435618,NA,NA,0.924191685251867,0.0154144341276242,NA,NA,0.91587023060084,0.0253784803237753
AOX1,NA,NA,0.505740881295359,0.0744883074459368,0.812131950849901,0.0516032760480047,NA,NA,NA,NA,0.936239642455708,0.0238844547861871
AP000295.9,NA,NA,NA,NA,0.740997139235,0.149,0.263904985265,0.169,NA,NA,NA,NA
AP000347.2,0.740380917067,-0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP006621.5,NA,NA,NA,NA,0.772950477314,0.161,0.0766324754893,0.186,NA,NA,NA,NA
AP1AR,0.855845680622416,0.038041751088472,0.392849408922435,0.080226476569119,0.946073375848479,0.0181119706310273,0.8744373392279,0.0451402223699257,NA,NA,0.887675814996907,0.0280558826891463
AP1B1,0.747891322031905,0.0229669218976446,0.516798153502263,0.0229668844291846,0.257498417833,-0.061,0.8744373392279,0.0229670893044155,0.845767777737781,0.0229669240393913,0.932052311707107,0.030479108078971
AP1G1,0.763252478186361,0.0869588880839826,0.91783414657212,0.0335291635428134,0.133501923911,-0.037,0.112143985837,-0.122,0.77669858674,-0.027,0.253032059153,-0.033
AP1G2,0.440905469175,-0.192,0.428753100596,-0.224,0.0224723641637,-0.31,0.606509370904,0.141,0.414859986891,0.173,0.263224586364,-0.229
AP1M1,0.856879157261616,0.0136201631551604,0.788974311167234,0.041474251932056,NA,NA,0.8744373392279,0.0138330776657382,0.901213891561357,0.0492946926965374,0.323220531432,-0.036
AP1S2,NA,NA,0.300973680220203,0.0245069751908,0.748171357217613,0.0141672015971237,0.915981717624373,0.0260585363865906,0.859731641857861,0.016071594815351,NA,NA
AP2A1,NA,NA,NA,NA,0.574093831044556,0.0143492624700814,NA,NA,NA,NA,NA,NA
AP2A2,0.875197819552873,0.0212215543803024,6.08756325321e-07,0.053,2.55524018563e-09,0.056,0.8744373392279,0.0476846689546663,0.294815366592,0.06,0.845601420939559,0.0162050854163864
AP2B1,NA,NA,0.786905162675136,0.0261870399945059,0.17351877978,0.03,0.403331400978,0.027,NA,NA,0.435068977031,0.027
AP2M1,NA,NA,0.856285906108925,0.0146619426671549,0.948469266294752,0.0101034095011605,NA,NA,NA,NA,NA,NA
AP2S1,NA,NA,NA,NA,0.843957367720045,0.0201793840516911,0.8744373392279,0.0329789629047532,NA,NA,NA,NA
AP3B1,0.730224932860793,0.0400845212554833,NA,NA,NA,NA,0.8744373392279,0.0387260975276405,NA,NA,0.713635102681066,0.0300201250711509
AP3D1,0.824631411692199,0.0234222460270378,0.69624459838,0.034,0.628426001902027,0.027308403581239,0.0841424716756,0.016,0.211142996898,0.015,0.322507513945,0.011
AP3M1,0.910775926209671,0.0141129330064867,0.51181961743464,0.037740295939977,0.748387950083492,0.0217359325293868,NA,NA,NA,NA,NA,NA
AP3M2,0.763252478186361,0.0842724947861103,0.871200470331291,0.0515050444951349,NA,NA,0.8744373392279,0.0685693408138879,NA,NA,0.722701260372001,0.0803383230930752
AP3S2,0.826060763201918,0.0814294665523146,0.769027244565444,0.0680336352105952,0.822531712159399,0.0614089095090082,0.72506857143,-0.024,0.92602266107057,0.0223772927106207,0.926109183548499,0.0694992654938168
AP4B1,0.898727641926064,0.0373272061507461,NA,NA,0.486499699878749,0.122032645971178,NA,NA,0.845767777737781,0.139170646511141,0.755044380376336,0.0477034916642765
AP4M1,0.0310420826408,0.031,0.334250028047,-0.054,0.099346152519,0.021,0.919988677778479,0.0248011226187972,0.922378220819131,0.0562161219988435,0.348582964555,-0.067
AP5M1,0.949955351779192,0.0786777085779634,0.857642880497058,0.0304332923268803,0.720929724796905,0.0358998335714014,NA,NA,NA,NA,NA,NA
AP5S1,0.799141810232455,0.0141599149546891,NA,NA,0.848566777471856,0.0488927094947654,0.923706169076022,0.0248830639346264,NA,NA,0.724455697775544,0.0410678640095334
AP5Z1,0.934185648353789,0.0277206149781606,0.519617327259,-0.049,0.375419036428,-0.051,0.93499047341211,0.0225453671956847,0.877232812646765,0.0858568455421725,0.679017559801,-0.051
APAF1,0.0105433336045,-0.152,0.00272764708874,-0.222,0.923425364133289,0.0602459296043323,0.427258187782,-0.116,0.779690334718,-0.068,0.0366340978946,-0.169
APBA3,NA,NA,0.713264639382,-0.036,0.53243428868,-0.032,NA,NA,NA,NA,NA,NA
APBB1,0.763252478186361,0.0188232459521433,NA,NA,0.40034983203976,0.0251704494412742,NA,NA,0.845767777737781,0.0197113683760059,0.752804408517084,0.0282885170963634
APBB2,0.640694369718,0.034,0.91865595980764,0.10734659563983,NA,NA,NA,NA,0.937159409671517,0.0367913694622724,0.886148525937,0.132
APBB3,NA,NA,0.799860872128752,0.0660045728377614,0.943809312913,-0.065,0.165416492513818,0.0309736083815274,0.757231109522,-0.103,0.949632498779018,0.0458768427199671
APCDD1,0.892501030098302,0.0224320738421381,NA,NA,0.782587345519,0.013,0.918713971084962,-0.0102654941687551,NA,NA,NA,NA
APEH,0.534169851438,0.08,0.0147164148472,-0.085,0.22695545422,-0.062,0.281185930313,0.059,0.750268639884,-0.016,0.796503465794,-0.013
APEX1,NA,NA,0.0614750400048,-0.098,0.704798495225,-0.054,NA,NA,0.617585284237,-0.061,NA,NA
APEX2,NA,NA,NA,NA,0.799814214485348,0.0209559210795925,NA,NA,NA,NA,NA,NA
APH1A,NA,NA,NA,NA,0.94903885279679,0.017981505876929,NA,NA,NA,NA,NA,NA
APH1B,0.89968666690414,0.016251854734637,0.50438369513839,0.0189114290000381,0.147797766091,-0.059,0.8744373392279,0.0163968528918743,0.845767777737781,0.0244734701549508,0.860964343377016,0.0178719829925837
API5,0.257455152960724,0.0967549884914496,0.555086550244092,0.055958223484235,0.734115221866051,0.0756084255698762,0.939333632148302,0.0203658842198826,0.922001194884866,0.0226677637626708,0.731491556893995,0.0914801927957287
APIP,0.688357787998263,0.0957455040470853,0.0018981299803651,0.0911082706539587,0.00162547803804747,0.0933209303667385,NA,NA,0.251039545271232,0.15467478593008,0.00014962299388958,0.187727078499471
APITD1-CORT,0.823813473056332,0.0104461000231562,NA,NA,0.636293274263833,0.0603371954177819,NA,NA,NA,NA,NA,NA
APLP1,NA,NA,0.873831783413561,0.0552411099746779,0.761388043937,0.17,NA,NA,0.88506856509,0.144,NA,NA
APLP2,0,0.163,0,0.339,0,0.341,0,0.079,0,0.199,0,0.396
APMAP,NA,NA,NA,NA,0.644390228846563,0.0318403423109513,NA,NA,0.852809098909436,0.0483810926759342,0.936239642455708,0.0302331873310557
APOBEC3C,0.763252478186361,0.0456938207846499,0.90009629056941,0.0130672804596115,NA,NA,NA,NA,NA,NA,NA,NA
APOBEC3G,0.0660629346887,-0.158,0.135933623309,-0.149,0.769386490279,-0.125,NA,NA,0.0381730606838,-0.159,NA,NA
APOD,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0169391412677102,NA,NA,NA,NA
APOL1,NA,NA,0.949685815936057,0.0453873264899453,NA,NA,0.883186640648904,0.146298583628909,NA,NA,NA,NA
APOL2,0.905367824609,0.017,NA,NA,0.588152943548286,0.0517779460067831,0.91708839351838,0.0494959135787223,NA,NA,NA,NA
APOL3,NA,NA,0.825938520228476,0.0470862475284017,0.530376018351,-0.129,NA,NA,NA,NA,NA,NA
APOO,NA,NA,0.932504368241296,0.0582548431701264,0.795861520908376,0.0386453885786219,NA,NA,NA,NA,NA,NA
APOPT1,0.118277857326234,0.0194755245168494,0.231177001687,0.244,NA,NA,NA,NA,NA,NA,0.943745895680945,0.025648345807604
APP,NA,NA,0.709349695901345,0.0130990374148435,0.899705686161431,0.0124152299103528,NA,NA,0.845767777737781,0.020454911821682,0.815561699856502,0.0147466758316028
APPBP2,0.675116899590375,0.093300658187271,NA,NA,0.641395100457518,0.0175926270690432,0.8744373392279,0.0175926888154107,NA,NA,NA,NA
APPL1,NA,NA,NA,NA,0.200495341077,0.093,NA,NA,NA,NA,NA,NA
APPL2,5.38310816637431e-08,0.165069892815752,1.39996129356632e-13,0.670459995253547,1.59166514657649e-15,0.681932560967167,0.878874343988702,0.0190958985392888,0.13791884579378,0.0602708177643666,1.19710641616759e-10,0.234220087262674
APRT,0.775725054266424,0.0307798389533244,NA,NA,0.477003578126,0.048,0.8744373392279,0.0384049086716687,0.891830393857366,0.0292863632683348,0.878812525835989,0.0254309982383957
APTX,0.262422657551,-0.066,0.335733265537192,0.154935561158619,0.523496552007,-0.054,NA,NA,NA,NA,0.936346333717322,0.110225200543539
ARAF,0.763252478186361,0.0216134585155917,0.874942601255951,0.0106247143998175,0.486821055042744,0.029560689879369,NA,NA,0.854348787999851,0.0320530065134393,0.89961768174552,0.0155688514770683
ARAP1,0.102050107812117,0.0340640743226727,0.00194635407581058,0.0837177960846034,0.00749879878014711,0.0532286641812714,0.8744373392279,0.0120832340762987,0.5441784714,0.016,0.0623275035315635,0.0321751364236094
ARAP3,NA,NA,0.717666037087094,0.0429974525732742,NA,NA,0.835970530183,0.134,NA,NA,NA,NA
ARCN1,NA,NA,NA,NA,NA,NA,0.695542301675,-0.02,NA,NA,NA,NA
AREL1,NA,NA,NA,NA,0.717580725688898,0.0282454347103802,NA,NA,0.906721988594669,0.051792105382892,0.736801719791398,0.148433823335847
ARF1,NA,NA,NA,NA,NA,NA,0.0740872525505,0.217,NA,NA,NA,NA
ARF3,0.856879157261616,0.0354967514257027,0.1979612184088,0.0252527574096436,NA,NA,0.886594138515126,0.0207349216543741,NA,NA,0.936346333717322,0.0104912875957137
ARF5,NA,NA,NA,NA,NA,NA,0.887331474936191,0.0215387796171319,NA,NA,NA,NA
ARFGAP1,0.759015222541959,0.0166268237607144,0.704984541261036,0.0294480286433139,0.119782842214,0.033,0.831544603560536,0.0744349076174223,0.905786890223617,0.0213791921296706,0.564445211331742,0.0512096611950329
ARFGAP2,0.1327570517918,0.0231945356676259,0.000700221554253997,0.156749105117704,0.00120794265042043,0.130894630709314,0.8744373392279,0.0418613390082077,0.845767777737781,0.0204558747027271,0.765945319159602,0.0177851696089715
ARFGAP3,NA,NA,0.389965315157,-0.053,0.158010705232,-0.068,0.91708839351838,0.0329451639710993,0.937159409671517,0.0186993109526359,0.822829007703142,0.0293832615854219
ARFGEF1,0.655759645928289,0.0213849143921358,0.514807212271473,0.0560944260025621,NA,NA,0.918713971084962,0.0272418454225021,0.851098643378854,0.0216450196174536,0.752804408517084,0.0478837012017796
ARFGEF2,0.763252478186361,0.126726600114081,0.259824068088309,0.154655767368036,0.159203734986051,0.0595075245191706,0.900740757729032,0.0693568732873425,NA,NA,0.273728017108923,0.196602674416907
ARFIP1,0.845284461246776,0.0342309026437515,0.500515624024585,0.0541700420597331,0.237262786435678,0.120324515581806,0.90591508406398,0.0368761982078904,0.355342864065705,0.0331374706066451,0.761167626848181,0.0746209107682591
ARFIP2,0.905870977638708,0.031813916501772,0.614487717273742,0.0441547536631908,0.608258880434453,0.0459552609334632,0.933683934668595,0.0408090913731042,0.909547087292244,0.0252844510696759,0.659009720472032,0.0906786116669664
ARFRP1,0.495002988147,0.05,0.716989729043423,0.0545660160928139,0.300305545116,0.049,0.911729190054187,0.0653009498397198,NA,NA,0.890748676274358,0.0439309974278852
ARGLU1,NA,NA,NA,NA,0.908306916136004,0.0207770193810186,NA,NA,NA,NA,NA,NA
ARHGAP1,0.0408482921911474,0.0731764884209043,1.20003436999979e-14,0.163162196736599,3.79144999614313e-11,0.160188022573178,0.8744373392279,0.0113179295917013,NA,NA,NA,NA
ARHGAP10,0.872078903002472,0.0573356881872156,0.864632933886119,0.0274156569733694,NA,NA,0.7763556405,-0.081,NA,NA,0.849324948070193,0.0495603234169157
ARHGAP11A,0.378030527616,0.064,0.690651045989,0.07,NA,NA,NA,NA,NA,NA,NA,NA
ARHGAP12,1.78110648543e-05,-0.08,7.57077306877e-08,-0.112,0,-0.218,0.8744373392279,0.0751697051141213,NA,NA,0.908568096550562,0.0234718486610919
ARHGAP17,0.81756512866295,0.0137576415777749,0.808318309061927,0.0318800098031198,0.609545793754506,0.0780349428331987,0.8744373392279,0.015664440640994,0.882576064233991,0.0141035305230975,0.917754295138598,0.0625416366155875
ARHGAP18,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0835027688615587,NA,NA,NA,NA
ARHGAP21,0.287576371481,0.024,0.253504334092,0.026,0.090691314509,0.031,NA,NA,0.937159409671517,0.021776144579162,0.932283935648239,0.0317824206240941
ARHGAP22,0.895498401678214,0.0562218870216992,0.659143955566,0.064,0.202400264377,-0.065,0.91708839351838,0.0308819095403349,0.845767777737781,0.131464678239313,0.799606804381609,0.104458596807568
ARHGAP23,0.000620786608462,0.116,1.25332337101e-12,0.179,5.94982868435e-09,0.16,0.8744373392279,0.106273681717405,NA,NA,NA,NA
ARHGAP24,NA,NA,0.856489145205115,0.0703859966668399,0.898879493370977,0.0201677143707887,NA,NA,NA,NA,NA,NA
ARHGAP26,NA,NA,NA,NA,0.595706655185,-0.132,0.682448629907,-0.114,0.466552053219,-0.321,NA,NA
ARHGAP29,NA,NA,0.390431176236,-0.045,0.738404969357052,0.0268803066779159,NA,NA,0.893445525015762,0.0259327897661956,0.894455675736726,0.0413731899820467
ARHGAP31,NA,NA,0.934091040716457,0.0654498087639467,0.88239963307745,0.0881371910897539,NA,NA,NA,NA,NA,NA
ARHGAP32,0.00179159648092,0.066,4.82139756154e-05,0.091,0.000105495758841,0.068,NA,NA,NA,NA,0.00720767614103,0.046
ARHGAP5,1.19916937798132e-05,0.0987406335612662,4.08361895919035e-07,0.26037343627721,6.50474004608475e-07,0.256087369847848,NA,NA,0.878006270556399,0.0303021480106984,NA,NA
ARHGEF1,0.175093736796,0.068,0.374240621344102,0.0191040912729303,0.250084620264758,0.172526440115546,NA,NA,0.658541575673,-0.025,0.858643605584694,0.0893306931871477
ARHGEF10,0.728319801466265,0.111039277099124,0.894585423473511,0.0868313472143464,0.521400585374418,0.0146966909868379,NA,NA,NA,NA,0.726058289068771,0.0146965376722301
ARHGEF10L,0.66864543311789,0.0686756262464056,0.709349695901345,0.025390137787827,0.718863651261433,0.0799246174995962,0.91837751399334,0.0450548468826389,0.845767777737781,0.0400019883919961,0.845601420939559,0.0303536078049105
ARHGEF11,0.862696552385161,0.0376030461003772,0.514685233940104,0.0483092718120247,0.545694441286368,0.0358305123708578,0.8744373392279,0.0427088163427088,0.64837709694157,0.0848985489877956,0.698805351098749,0.0680346173490259
ARHGEF12,0.20363577422612,0.0766729209876774,0.67617758898409,0.0888243684038031,0.128830954458836,0.154140250276412,0.843668467248,-0.124,NA,NA,0.641273664899779,0.110264457653886
ARHGEF17,0.745871829685632,0.0748287456705027,0.82642464943698,0.0376701277619489,NA,NA,0.8744373392279,0.106961598722709,NA,NA,0.905760126517519,0.0425386407494314
ARHGEF18,NA,NA,0.545353746348,-0.139,NA,NA,NA,NA,NA,NA,0.917754295138598,0.022689845249521
ARHGEF19,NA,NA,NA,NA,0.26085680907,-0.055,NA,NA,NA,NA,NA,NA
ARHGEF2,0.520572988176308,0.0908866469026786,0.821343210287384,0.0583834966704398,0.251818429800276,0.0570078459209694,0.8744373392279,0.060704071032419,0.859731641857861,0.0599258185361398,0.613158163820752,0.0702218806055352
ARHGEF25,0.872078903002472,0.0232233371265551,0.612737389059962,0.0181545855078336,0.631035091576303,0.0506400442041248,0.8744373392279,0.0212897957357369,0.900432146044779,0.0554952554495135,0.907919602998623,0.0460778439872271
ARHGEF3,0.0242596865798,0.108,0.813635547836156,0.0627773605168215,0.911366947759175,0.0538124952432725,0.89434559844986,0.0701631647953889,0.92602266107057,0.0332056541479609,NA,NA
ARHGEF4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934921461909,-0.105
ARHGEF40,0.868359875488106,0.0502479035944162,0.0321011917274,-0.016,0.0346797603796,-0.027,NA,NA,0.857655547307,-0.041,0.508391346491,0.071
ARHGEF7,0.203643345488,0.079,0.626006268285704,0.0315433700316261,0.574018177686095,0.03839636550034,0.0198831205491,0.12,NA,NA,NA,NA
ARHGEF9,NA,NA,0.483221754369,-0.128,0.849212945013993,0.0839460758811322,0.8744373392279,0.0869336279528004,NA,NA,0.80735314574,-0.13
ARID1A,NA,NA,0.159148119068,0.021,0.82907909464008,0.0439753239367758,0.8744373392279,0.0175763639419487,0.684006418173,0.019,0.843425165734219,0.0386663254375704
ARID1B,0.547778749873,-0.044,0.000223092618999,0.131,0.471816245384,-0.035,0.794872583936,0.077,0.877232812646765,0.0204154759399024,0.443585580253,0.084
ARID3A,NA,NA,NA,NA,NA,NA,0.915100715041674,0.0888624305916161,NA,NA,NA,NA
ARID4A,NA,NA,NA,NA,0.828296951434307,0.186615876143509,NA,NA,NA,NA,NA,NA
ARID4B,0.841513877530403,0.0344545469376814,0.114551618411,-0.036,0.637140789895215,0.0583151700459432,0.349186404641,-0.034,NA,NA,0.681344358042061,0.0519859098048367
ARID5A,0.763252478186361,0.0303470132422174,0.175819652751773,0.066865340559053,0.168662015788922,0.107953096120539,0.8744373392279,0.112239790373888,0.795219453075,0.027,0.936346333717322,0.0107180825135963
ARID5B,0.763252478186361,0.0227844001332677,0.248273139681178,0.0287987145090217,0.715639074090281,0.0369548969036951,0.91886701162729,0.0155358127803226,0.854348787999851,0.0216876452749878,0.78656743150671,0.0449601870132638
ARIH1,0.740623024651929,0.0265192544507433,0.508425811605666,0.0350370981618801,NA,NA,0.8744373392279,0.0138616647026312,0.905786890223617,0.0155643604591599,0.712300020281,0.041
ARIH2,0.308098324172,-0.123,0.60262352069481,0.0298234337079532,0.215168473527864,0.0386146746520546,0.703776086421,-0.068,0.165574431403,-0.041,0.906710796977085,0.0222993319359658
ARL13B,NA,NA,0.813442466708038,0.104288788006714,0.449028934966591,0.10748979542513,NA,NA,0.8065609564,0.113,0.887675814996907,0.0900048570387678
ARL14EP,NA,NA,NA,NA,0.274206509113741,0.0377787610505576,NA,NA,NA,NA,NA,NA
ARL15,NA,NA,NA,NA,0.999999999999917,-0.822149365714888,NA,NA,NA,NA,NA,NA
ARL16,0.113993758177,-0.057,0.564171390098,-0.031,0.765781253191306,0.0495019909055532,NA,NA,NA,NA,0.666043197489,-0.088
ARL2,NA,NA,0.795096357346812,0.0292532616422208,0.537224730918335,0.043568808848876,NA,NA,0.859731641857861,0.0397990501425686,NA,NA
ARL3,0.763252478186361,0.0179755965364025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARL4A,NA,NA,NA,NA,0.512792837683,-0.135,NA,NA,NA,NA,NA,NA
ARL5A,NA,NA,0.776132699333849,0.0415093674242419,0.899229535257576,0.0275496885539513,NA,NA,NA,NA,NA,NA
ARL5B,NA,NA,0.944306452180377,0.0285373292244563,NA,NA,NA,NA,0.891431095017,0.120760676251079,NA,NA
ARL6IP4,0.533462161595934,0.02444342505974,0.565546262364,-0.072,0.585882920386375,0.0333158319635351,NA,NA,NA,NA,0.903275037795871,-0.0104245994510168
ARL6IP6,0.161916994857,0.045,0.217279029546,0.044,0.733280326261433,0.0476768206848288,0.91708839351838,0.0604363334001269,0.853111523581505,0.085440539871472,0.845193507153444,0.0265988630579089
ARL8A,NA,NA,NA,NA,NA,NA,NA,NA,0.893691743273111,0.0506338799422704,NA,NA
ARL8B,0.884846423684008,0.0430015850965351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARMC1,NA,NA,NA,NA,0.740968988910733,0.0247642209972601,0.888031062788426,0.0238524326937656,0.845767777737781,0.0436009627610223,0.437822395863257,0.0493632940417447
ARMC10,NA,NA,0.811786205578293,0.0499971782868538,0.0917534476552,0.116,0.322059947328,-0.087,0.56706778721,0.114,0.932052311707107,0.0622981342169391
ARMC6,0.779610876032,0.087,0.717514515101468,0.135928410657426,0.664551037101,-0.045,0.785733990911,-0.061,0.918092195484352,0.0336888006999278,0.85684914822676,0.0687750309101862
ARMC8,0.756246409083908,0.0323543264068299,0.0458377026620171,0.0731730231381614,0.098335617274132,0.0728415164978435,0.8744373392279,0.0897152889620485,0.897308658168518,0.0784232505862769,NA,NA
ARMC9,0.121702610128851,0.153620922668565,0.557013092866,-0.023,0.160410087322971,0.027779993466143,0.8744373392279,0.0376087776892479,0.858739238033243,0.0413624491667359,0.736987725145,-0.042
ARMCX2,0.0401708323548,-0.043,0.163676643264,-0.073,0.0430474839519072,0.130318940299474,0.8744373392279,0.0186645036280682,0.401512560670757,0.1149779166957,0.232014479689451,0.110627475887989
ARMCX3,NA,NA,0.257640430821681,0.0835589218871382,0.00708202664842316,0.0949747600167957,0.91708839351838,0.0140548511925919,0.845767777737781,0.068245279045552,0.678230659748996,0.0755971137552636
ARMCX4,0.490018480766,0.074,0.400188488634,-0.172,0.597376669516,0.2,0.442064402151,0.072,NA,NA,0.156923580082,0.151
ARMCX6,0,0.19,0,0.46,0,0.486,0.8744373392279,0.0185345112919025,NA,NA,2.87718169875e-06,0.041
ARMT1,NA,NA,0.302486783474445,0.0284567975891622,NA,NA,NA,NA,NA,NA,NA,NA
ARNT,0.763252478186361,0.0469546725283781,0.0815460513016,-0.072,0.894015518064353,0.0236512245619973,0.911729190054187,0.0316871984601381,NA,NA,0.860677136682784,0.0220651798931015
ARNT2,NA,NA,0.0592682014761382,0.0362176556492311,0.837590643947817,0.0706624949787364,NA,NA,NA,NA,NA,NA
ARNTL,0.852596197228309,0.0794163842312554,0.540066321415514,0.17079618033782,0.864168189676741,0.0779366100777194,NA,NA,NA,NA,0.771643962906633,0.133005797483278
ARPC1B,NA,NA,0.678185134474827,0.0105691440969126,NA,NA,0.69049776517,-0.101,0.845767777737781,0.0120808088095644,NA,NA
ARPC2,0.290872872632,-0.13,NA,NA,0.327207147331,-0.165,0.24128756275,-0.104,0.358450965776,-0.2,0.230863315529,-0.06
ARPC3,0.725124481464716,0.020775064943532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARPC4-TTLL3,NA,NA,NA,NA,0.439046340349,-0.065,NA,NA,0.479289267716,0.016,NA,NA
ARPP19,0.000119624180232874,0.0864562624894229,0.000584644166362,0.121,1.71753102415e-09,0.154,0.91837751399334,0.0393586774686749,0.348258378739,0.042,0.119344311832,0.094
ARRB2,0.71434649878613,0.154867746200296,0.757692892628635,0.0805987038388853,0.452005974033,0.046,0.918713971084962,0.0898201147764206,NA,NA,0.917754295138598,0.0874607466610171
ARRDC1,0.763252478186361,0.126512083029285,0.295702909145,-0.131,0.470035726396,-0.065,0.717980170837,-0.116,0.573141316069,-0.125,0.638514879928,-0.065
ARRDC3,NA,NA,0.767433254210957,0.0217631112251451,NA,NA,NA,NA,NA,NA,0.34764917010576,0.0238414892245023
ARSA,0.23107370867,0.049,0.219050520007,-0.109,0.623645333657403,0.0300594264358239,0.8744373392279,0.0821647539888068,0.506243502929,-0.093,0.872896928664878,0.018618276633625
ARSB,NA,NA,0.820143248660491,0.0371934750780223,0.66364395978643,0.0296869295030281,0.936993171872241,0.0306415120241507,0.878006270556399,0.0429395025969557,NA,NA
ARSD,0.904878467830586,0.0821781982582744,NA,NA,0.128359784570101,0.219271973969735,0.91708839351838,0.0818252960257164,0.17983415037,0.049,NA,NA
ARSJ,0.71434649878613,0.0373311902638973,4.62330214731309e-07,0.0948137716021613,0.000265942282420256,0.0811688972369443,NA,NA,NA,NA,0.9129027896771,0.0529402868237395
ARV1,NA,NA,NA,NA,0.647898777778787,0.0383462014022276,NA,NA,NA,NA,0.543074959116,-0.029
ASAH1,0.856879157261616,0.0176252165375481,0.633500815654487,0.0224741638095837,0.349572635375625,0.0364241755142233,0.8744373392279,0.0237354081890147,NA,NA,0.932052311707107,0.0144518274955685
ASAP1,0,0.808,0,0.937,0,0.967,0.937960983990252,0.131209283627393,0.202121004253301,0.060768703256507,0,0.771
ASAP2,0.74908412504197,0.0858290841548662,1.48449416064e-08,0.113,3.63150516037e-06,0.104,NA,NA,NA,NA,0.929061400785753,0.0886028577030891
ASAP3,0.408648594789,0.058,0.246603621103,0.067,0.741193038472952,0.0280194743272597,0.933683934668595,0.0412842966839653,NA,NA,0.810238723535721,0.0307109617563051
ASB1,NA,NA,0.388727047115,-0.078,0.848215799394587,0.0689844058272602,NA,NA,NA,NA,NA,NA
ASB13,0.737173942476,-0.067,NA,NA,0.541148743490866,0.113503903521708,NA,NA,NA,NA,NA,NA
ASB3,NA,NA,0.914008800654551,0.0413151721192007,0.644841762734169,0.0673153786642806,0.91708839351838,0.0766129746381428,0.938347044293463,0.173743382178714,NA,NA
ASB6,NA,NA,0.263847499645377,0.0924114626355303,NA,NA,NA,NA,NA,NA,NA,NA
ASB8,0.858081895630478,0.0175813965255489,0.776711888864832,0.0285675502009679,NA,NA,0.91708839351838,0.0425472106111484,0.845767777737781,0.0485827344188969,0.85684914822676,0.0423503025562167
ASCC1,0.763977690318731,0.0459620010067341,0.830727920789212,0.0440054873077551,0.618696308657111,0.0775776425507642,0.948946447359373,0.0228310580078769,0.853482785383686,0.085088606533761,0.722701260372001,0.155168804589746
ASCC2,0.279017957951,-0.029,0.579221756049303,0.131307790873567,0.0619065441472162,0.0367663681715101,0.0874366591171,-0.034,NA,NA,0.520849219388,-0.093
ASCC3,0.00806549215125076,0.115349274026503,0.000120102356694965,0.0978774213486296,0.000320887905633768,0.47944348661099,0.8744373392279,0.0367139748103912,0.0103129577811229,0.182709523761203,0.000130954216374757,0.695500401664458
ASF1B,NA,NA,NA,NA,0.159308481207979,0.216217334287333,NA,NA,NA,NA,NA,NA
ASH1L,0.881639206783855,0.0797676609233223,0.0251536781243972,0.0568707564657172,0.0695453811354312,0.0750115014887282,0.143921471244,0.127,0.937159409671517,0.070588428054234,0.354482436183,-0.059
ASH2L,NA,NA,0.433853984216,-0.034,0.570372481179,-0.034,0.8744373392279,0.0607530553161962,NA,NA,0.746979627492033,0.0648802148668595
ASIC1,NA,NA,0.670147185239,-0.023,NA,NA,NA,NA,NA,NA,NA,NA
ASL,0.834728714601283,0.0221565127035659,0.754452915910739,0.040295617508765,0.807975130275242,0.0264479340558579,0.8744373392279,0.0379871644323599,NA,NA,0.303228602823,0.011
ASMTL,NA,NA,NA,NA,0.876802966100007,0.0198991920643028,NA,NA,0.931355556666379,0.0197221438152658,NA,NA
ASNS,1.99451745839e-08,0.077,0,0.236,0,0.247,0.91708839351838,0.0119324519902074,0.924147041576379,0.0243335986160585,6.35153223412e-05,0.053
ASNSD1,0.630491248895,-0.097,0.216194095508,-0.244,0.51292629759,-0.195,NA,NA,NA,NA,0.887675814996907,0.0618990612021595
