,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x
DNAJC7,0.177803573595,0.019,1.07003102031e-11,0.061,2.66285766052e-05,0.037,NA,NA,NA,NA,NA,NA
DNALI1,NA,NA,0.406297835915897,0.107254421452576,NA,NA,NA,NA,NA,NA,NA,NA
DNASE1,NA,NA,NA,NA,NA,NA,NA,NA,0.172884795456,0.231,NA,NA
DNASE1L1,0.0817898885252,0.269,NA,NA,0.463604090968,0.204,NA,NA,NA,NA,NA,NA
DNHD1,0.330992556223,-0.247,0.0134778691652,-0.156,0.352372564549,-0.115,0.190576669121,-0.241,0.253196469936,-0.054,0.137805359718,-0.362
DNM1,0.0892310567595,0.116,0.296843299355,-0.085,0.0863168642715,0.09,NA,NA,NA,NA,NA,NA
DNM1L,NA,NA,0.300835576436,0.146,0.458499402596085,0.0468118717625169,NA,NA,NA,NA,NA,NA
DNM2,0.0644838175267315,0.117848615811576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNMBP,NA,NA,NA,NA,0.341052194417692,0.0873434200474972,NA,NA,NA,NA,NA,NA
DNMT1,0.375097907565201,0.0526714322792176,0.00967860235586339,0.0565063379607306,NA,NA,NA,NA,NA,NA,NA,NA
DNTTIP1,0.0307572537290034,0.076257956793276,4.26740592144729e-06,0.207632435613238,4.30124234100705e-08,0.26337111494574,NA,NA,NA,NA,NA,NA
DOCK1,0.412627728029389,0.0115804169036573,NA,NA,NA,NA,NA,NA,0.257798578394472,0.168779161304985,0.0188868794000057,0.111308380980144
DOCK10,NA,NA,NA,NA,NA,NA,0.461302202759,0.07,NA,NA,NA,NA
DOCK5,NA,NA,0.0692627197063,-0.093,NA,NA,NA,NA,NA,NA,0.275452555056,-0.093
DOCK6,0.47610765136,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCK7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439215381261,0.064
DOK4,NA,NA,0.323132376128,-0.088,NA,NA,NA,NA,NA,NA,NA,NA
DONSON,NA,NA,0.472043066287,0.094,NA,NA,0.302086884118,0.129,NA,NA,NA,NA
DPAGT1,NA,NA,0.385259707349,-0.058,0.337045883877,0.097,NA,NA,NA,NA,NA,NA
DPH1,0.000609175088483963,0.0973784067365778,7.07028941054926e-07,0.210487504019083,9.11956435381924e-08,0.218187283585843,NA,NA,0.0193444976443438,0.0870278038055224,4.51248014190544e-07,0.225936734839161
DPH5,NA,NA,NA,NA,0.179643819985,0.04,NA,NA,NA,NA,NA,NA
DPH7,NA,NA,0.463005989903805,0.043675191930162,0.378789771048,0.038,NA,NA,NA,NA,0.452505018912,-0.141
DPM1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332953230133,0.156
DPP4,0.442343480546847,0.0195694443976294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPP7,NA,NA,0.286521783082528,0.0194433086551717,NA,NA,NA,NA,NA,NA,0.405515811236,0.011
DPP8,0.00684342516383,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPP9,0.269531562946346,0.132664031726465,0.444553596327674,0.0487638315336188,NA,NA,NA,NA,NA,NA,0.476477386685954,0.112994267683861
DPY19L3,NA,NA,0.387109162811,-0.015,NA,NA,NA,NA,NA,NA,NA,NA
DPY30,0.999530335589892,0.274990900931234,1,0.733396102105338,1,0.55882026272217,0.300763646235,-0.053,NA,NA,0.999977061375953,0.328639002852856
DRAM2,NA,NA,NA,NA,0.261022446818,0.054,NA,NA,NA,NA,NA,NA
DRC3,NA,NA,NA,NA,NA,NA,1.24000207983e-05,0.562,NA,NA,NA,NA
DRG2,NA,NA,NA,NA,NA,NA,0.234150647089,-0.178,NA,NA,0.329792667518879,0.0695552523600244
DROSHA,NA,NA,0.24148714251,0.129,0.137598782047,-0.136,NA,NA,NA,NA,NA,NA
DSCR3,NA,NA,NA,NA,NA,NA,NA,NA,0.151969148558,-0.277,NA,NA
DSE,0.07472524468,0.049,NA,NA,0.0623726524304,0.047,NA,NA,NA,NA,NA,NA
DSN1,0.0314329105736,0.159,0.45536627438,0.136,0.050064565679,0.138,NA,NA,NA,NA,0.256637087063,0.141
DST,NA,NA,NA,NA,0.211733739892,-0.031,NA,NA,NA,NA,NA,NA
DSTYK,NA,NA,NA,NA,NA,NA,NA,NA,0.342860682311,-0.106,NA,NA
DTNBP1,NA,NA,0.225724539786,-0.035,0.388790765188,-0.047,NA,NA,NA,NA,NA,NA
DTWD1,0.463738402669,-0.018,NA,NA,0.0372860317008,0.093,NA,NA,NA,NA,NA,NA
DTX3,0.247743608576,0.157,0.209115868449953,0.0962673568656923,0.519423570740324,0.109750085411943,NA,NA,NA,NA,0.152002464659,-0.084
DTYMK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428308692676,-0.014
DUS1L,NA,NA,0.25582457231987,0.0289103102881897,NA,NA,NA,NA,NA,NA,NA,NA
DUS2,NA,NA,0.291407190377,-0.18,NA,NA,NA,NA,0.254033534546,-0.161,0.340155010703,-0.147
DUS3L,NA,NA,0.0210587061405,-0.209,0.224325266305,-0.106,0.333342165068,-0.159,0.221865127672,-0.106,0.11543648287,-0.05
DUS4L,0.00291754330366,0.331,0.0107727192749,0.319,0.236810342974,0.276,NA,NA,0.169915934369,0.301,0.355103339396,0.28
DUSP10,NA,NA,NA,NA,NA,NA,NA,NA,0.0584062363311,-0.09,2.56380989248e-05,-0.158
DUSP18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476929400726,0.109
DVL1,0.438248167399,0.052,0.181575969921,0.06,0.486268887952195,0.0655825574612264,NA,NA,NA,NA,0.417489953439585,0.107527966080729
DVL2,NA,NA,NA,NA,0.0500620814784,0.034,0.355581144769,0.025,NA,NA,0.408666039978,0.099
DVL3,0.481547342384132,0.0319229829639258,0.379729024850064,0.0162566501074571,NA,NA,NA,NA,NA,NA,NA,NA
DYM,NA,NA,0.337092459413,-0.033,NA,NA,NA,NA,NA,NA,NA,NA
DYNC1H1,NA,NA,0.153064686561,-0.019,NA,NA,NA,NA,NA,NA,NA,NA
DYNC1I2,NA,NA,NA,NA,0.271779979491032,0.0319482971487197,NA,NA,NA,NA,NA,NA
DYNC1LI1,NA,NA,NA,NA,0.0314051391613,-0.03,0.498606484064,-0.021,NA,NA,0.452505018912,-0.02
DYRK1A,0.00238649517071114,0.0688205677637151,0,0.287,0,0.268,NA,NA,NA,NA,0.0176030539521456,0.0682640039790344
DZIP1,NA,NA,0.469365734399028,0.0326264210489595,3.50718253897e-05,0.063,NA,NA,NA,NA,0.228407207267,0.033
DZIP1L,NA,NA,NA,NA,0.0508994407318,0.17,NA,NA,0.154156046711,-0.115,NA,NA
DZIP3,NA,NA,NA,NA,0.211485637307,-0.02,0.35372908272,0.043,NA,NA,NA,NA
E2F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167593330407,-0.035
E2F6,NA,NA,NA,NA,0.445258948855,-0.122,NA,NA,NA,NA,NA,NA
E4F1,NA,NA,NA,NA,0.0904812447577,-0.06,NA,NA,NA,NA,NA,NA
ECH1,0.413152543139,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECHDC1,NA,NA,NA,NA,NA,NA,NA,NA,0.351060108822,0.045,NA,NA
ECHDC2,0.260486364568,-0.273,0.46359983061,-0.196,0.0958306313757,-0.214,NA,NA,NA,NA,0.138823580126,-0.017
ECI2,NA,NA,0.245023093795,-0.138,NA,NA,0.270050616919,-0.116,NA,NA,NA,NA
ECSIT,NA,NA,NA,NA,0.0452068398739,-0.038,NA,NA,NA,NA,NA,NA
EDC4,NA,NA,NA,NA,0.348499498812,-0.065,NA,NA,NA,NA,NA,NA
EDEM1,NA,NA,0.194920571373143,0.0966823027870042,NA,NA,NA,NA,NA,NA,NA,NA
EDIL3,NA,NA,NA,NA,0.488431887609,-0.257,NA,NA,NA,NA,NA,NA
EDRF1,NA,NA,0.141892718657,0.227,NA,NA,NA,NA,NA,NA,NA,NA
EEA1,NA,NA,NA,NA,0.341052194417692,0.0829127572565149,NA,NA,NA,NA,NA,NA
EED,0.0288425006744,0.226,0.0636154446018,0.201,0.262869927116,0.088,0.0124781147706,0.237,NA,NA,0.496348231550819,0.0877776832604804
EEF1D,0.438026916765,-0.095,0.0964797785823,-0.124,0.0038044183982,-0.279,NA,NA,0.348177706272,-0.24,0.435068977031,-0.119
EEF1E1,NA,NA,NA,NA,0.36823215511062,0.0733774749664106,NA,NA,NA,NA,NA,NA
EEF2K,NA,NA,0.0261711788535,0.052,0.211733739892,0.031,NA,NA,NA,NA,NA,NA
EEF2KMT,NA,NA,0.411389584024,-0.085,0.0993517638593,-0.077,NA,NA,NA,NA,NA,NA
EFCAB14,NA,NA,0.415643575369541,0.0180881129648996,NA,NA,NA,NA,NA,NA,NA,NA
EFCAB2,NA,NA,NA,NA,0.148086429884806,0.0538436136802264,NA,NA,NA,NA,NA,NA
EFEMP2,0.0232304588246,-0.113,NA,NA,NA,NA,0.360646349369,-0.083,0.208498869654,-0.125,NA,NA
EFHC1,0.254211740327012,0.0892271874144508,NA,NA,0.0261447746169,-0.158,NA,NA,NA,NA,0.127090178258,-0.052
EFHD2,NA,NA,0.295005283933,-0.082,0.493871392964,-0.065,NA,NA,NA,NA,NA,NA
EFR3A,0.126357435934,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFS,NA,NA,0.266434315261836,0.112254795078334,NA,NA,NA,NA,NA,NA,NA,NA
EGFL8,0.23552918026,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.308342314587,0.183
EGLN1,NA,NA,NA,NA,0.481630725907031,0.0401508915754323,NA,NA,NA,NA,NA,NA
EHBP1L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0803283229697319,0.0505352533182585
EHMT1,NA,NA,0.491306740708141,0.0336419638239869,NA,NA,NA,NA,NA,NA,0.358761610028,0.03
EHMT2,NA,NA,NA,NA,0.357090971999274,0.0921230758866157,NA,NA,NA,NA,NA,NA
EI24,NA,NA,NA,NA,0.371345383139,0.024,NA,NA,NA,NA,NA,NA
EIF2A,0.102817666196,-0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF2AK1,NA,NA,NA,NA,0.190793403183667,0.0188500056579277,NA,NA,NA,NA,NA,NA
EIF2AK2,NA,NA,NA,NA,NA,NA,NA,NA,0.127148505929672,0.065996575598864,NA,NA
EIF2AK4,NA,NA,NA,NA,0.310520635537,-0.031,NA,NA,NA,NA,NA,NA
EIF2B5,NA,NA,NA,NA,0.24723044480344,0.0574017998180739,NA,NA,0.417863490929,-0.048,0.202864614355,-0.061
EIF2D,NA,NA,0.233883455348996,0.0229559159249135,0.389007160265,0.012,NA,NA,NA,NA,NA,NA
EIF3B,NA,NA,NA,NA,0.170921060999,-0.015,NA,NA,NA,NA,NA,NA
EIF3G,NA,NA,NA,NA,NA,NA,NA,NA,0.109408719099,-0.128,NA,NA
EIF3K,NA,NA,NA,NA,0.0245781285628,-0.02,NA,NA,NA,NA,NA,NA
EIF4A1,0.435658418373,-0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF4A2,NA,NA,NA,NA,NA,NA,NA,NA,0.139618928929,0.039,0.00600936584821502,0.0344931325495763
EIF4E,NA,NA,NA,NA,0.373483275107938,0.0552134245932986,NA,NA,NA,NA,NA,NA
EIF4E2,NA,NA,NA,NA,NA,NA,0.623393196963678,0.118323377934065,NA,NA,NA,NA
EIF4G1,0.224155635429,0.041,0.233772904438,0.041,NA,NA,NA,NA,NA,NA,0.288215890376,0.039
EIF4G2,NA,NA,0.05947949331,-0.043,0.185947294015084,0.0151148458921877,NA,NA,NA,NA,NA,NA
EIF4G3,NA,NA,NA,NA,NA,NA,0.178682698561,0.043,NA,NA,NA,NA
EIF5A2,NA,NA,0.413182643374623,0.0260571301126259,NA,NA,NA,NA,NA,NA,NA,NA
ELAC2,NA,NA,0.107947268165,-0.028,0.261284427505,-0.023,0.327804457933,-0.164,NA,NA,0.166781922869,-0.016
ELF1,NA,NA,NA,NA,0.437359657467139,0.0277097293998537,NA,NA,NA,NA,NA,NA
ELF2,0.0235219242143,0.185,0.00380117413628,0.21,0.0173670801408,0.179,NA,NA,NA,NA,NA,NA
ELL2,0.491404158175,-0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMO2,1.09093734046e-09,-0.407,0,-0.531,0,-0.523,0.171283680002,-0.186,NA,NA,1.85130793565e-07,-0.39
ELMOD2,NA,NA,0.39801412516552,0.0745678581453892,NA,NA,NA,NA,NA,NA,NA,NA
ELMOD3,0.151297805729,0.232,0.0525447737302,0.189,0.0307233670234,0.167,NA,NA,0.116007354989,0.161,NA,NA
ELN,NA,NA,NA,NA,0.222065187107,0.049,NA,NA,NA,NA,NA,NA
ELOC,0.285936146933,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELOF1,NA,NA,0.290173567962392,0.0242375995391797,NA,NA,NA,NA,NA,NA,NA,NA
ELOVL1,0.432099703786,-0.015,NA,NA,0.358251700250721,0.0477239131655337,NA,NA,NA,NA,NA,NA
ELP2,NA,NA,0.266176904844322,0.150883939842257,0.358251700250721,0.109980818145691,NA,NA,0.0283050469639,-0.159,NA,NA
ELP4,NA,NA,0.129385186571,0.115,0.000456992517695,0.165,NA,NA,NA,NA,NA,NA
ELP5,0.329187666949,0.046,NA,NA,NA,NA,0.0356180930547,-0.137,NA,NA,0.108932875164,-0.094
ELP6,0.0343998521235,0.041,NA,NA,NA,NA,NA,NA,0.234767794862,0.069,NA,NA
EMD,NA,NA,0.402281724451,0.012,NA,NA,NA,NA,NA,NA,NA,NA
EML2,NA,NA,0.141079577485,0.032,NA,NA,NA,NA,NA,NA,NA,NA
EML3,NA,NA,0.377810479190829,0.126607712321594,NA,NA,0.01296296558,0.15,NA,NA,0.228453998651,0.112
EMSY,0.0700322854751132,0.095368825362752,0.028084634531262,0.163803621065946,3.95252327137622e-05,0.210368349150926,NA,NA,0.252757701154,-0.098,0.16850157675686,0.163065040946798
EMX2OS,6.26066341734709e-10,0.102579573009384,1.43750445882884e-05,0.125528004647257,5.09575508382657e-05,0.113501380665263,NA,NA,NA,NA,0.00413137500473728,0.110013666200536
ENAH,0.000609175088483963,0.177796874790288,3.0354414689423e-08,0.282927897680492,3.74957254746939e-07,0.314703125162793,0.76928781510822,0.137076069191004,0.107296135512754,0.112429916354239,8.03526748991829e-07,0.188006314325563
ENDOV,0.270815652341982,0.0718450461158536,0.487426027461,-0.162,0.0993517638593,0.202,NA,NA,NA,NA,0.173978914755,0.071
ENGASE,NA,NA,0.470219349674695,0.165640808623396,NA,NA,NA,NA,NA,NA,NA,NA
ENOPH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483410261834,-0.07
ENOSF1,NA,NA,0.219050520007,-0.146,0.327207147331,0.085,0.465212535912,0.078,NA,NA,NA,NA
ENOX1,NA,NA,0.901989383804598,0.288035744864123,NA,NA,NA,NA,NA,NA,NA,NA
ENOX2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429591387549864,0.160783302606868
ENPP2,NA,NA,0.302633311042202,0.0286709106195834,0.257603116475527,0.0237754891671308,NA,NA,NA,NA,NA,NA
ENSA,NA,NA,0.125935189856,-0.224,NA,NA,NA,NA,NA,NA,NA,NA
ENTPD4,NA,NA,0.158471520231386,0.052970763139869,NA,NA,NA,NA,NA,NA,NA,NA
EOGT,NA,NA,NA,NA,0.445258948855,-0.131,NA,NA,NA,NA,NA,NA
EP300,0.312707398573754,0.0554819675879167,2.87573725745055e-06,0.135940335820806,0.000108201113998452,0.15615402299504,NA,NA,NA,NA,0.00245639122004807,0.0978738255725556
EPB41,NA,NA,NA,NA,NA,NA,NA,NA,0.0706720488532,0.167,NA,NA
EPB41L2,NA,NA,NA,NA,0.374732496901763,0.0220718285137933,NA,NA,NA,NA,0.405745948618504,0.0336897117413149
EPB41L3,0.0355075091032,0.545,0.0622143403917,0.304,0.0768853008079,-0.318,0.0461078226584,0.545,NA,NA,NA,NA
EPHB2,NA,NA,0.386906528543,-0.159,NA,NA,NA,NA,NA,NA,NA,NA
EPHB6,NA,NA,NA,NA,0.139006999269,-0.036,NA,NA,NA,NA,0.401282727412,-0.024
EPHX1,NA,NA,NA,NA,0.323077380535674,0.045223558085094,NA,NA,NA,NA,NA,NA
EPN1,0.223168775825867,0.110488684414844,0.0253537494622644,0.128331024950889,0.000102753935169599,0.109612627976178,NA,NA,NA,NA,9.08341735819191e-07,0.228392228322115
EPN2,0.175547349869,0.048,NA,NA,0.117502890208,0.055,0.0326739424346,0.083,NA,NA,NA,NA
EPS15L1,NA,NA,NA,NA,0.285524450284,-0.154,NA,NA,NA,NA,NA,NA
EPS8L2,NA,NA,0.330765069547266,0.0341084305546683,NA,NA,NA,NA,NA,NA,NA,NA
ERAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144976142971862,0.0869874191450563
ERAP2,NA,NA,0.241630564881736,0.0590550021161238,NA,NA,NA,NA,NA,NA,NA,NA
ERBB2,NA,NA,NA,NA,NA,NA,0.283617355111,-0.055,NA,NA,NA,NA
ERBIN,NA,NA,0.31545957709,-0.022,NA,NA,NA,NA,NA,NA,NA,NA
ERC1,NA,NA,NA,NA,0.00312972422542397,0.049927573911992,NA,NA,NA,NA,0.120501517478436,0.0739813851168556
ERCC1,NA,NA,NA,NA,0.401743558482,0.052,NA,NA,NA,NA,0.394382671056,0.059
ERCC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417247345362103,0.146873912396686
ERCC3,0.354193735377,-0.031,NA,NA,0.169374362032,-0.034,NA,NA,NA,NA,0.109612348894,-0.038
ERCC5,NA,NA,0.0873946375969769,0.0339807333195044,NA,NA,NA,NA,NA,NA,0.0603790546951123,0.0778374918287607
ERCC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036394687113,-0.078
ERCC6L2,NA,NA,0.315629874834,-0.065,NA,NA,NA,NA,NA,NA,NA,NA
ERCC8,1.15151993503e-07,0.111,2.86180297959e-08,0.234,0,0.211,NA,NA,NA,NA,9.40084349253e-09,0.121
ERGIC2,NA,NA,0.0638653335881667,0.079566854394262,NA,NA,NA,NA,NA,NA,NA,NA
ERGIC3,0,0.201,0,0.365,0,0.402,NA,NA,NA,NA,0,0.101
ERI2,0.0137382830999,0.369,0.0941243094434,-0.193,0.440893120728,-0.098,NA,NA,NA,NA,NA,NA
ERI3,NA,NA,0.104374597127,-0.079,NA,NA,NA,NA,NA,NA,NA,NA
ERLEC1,0.440009375521347,0.078312809976826,NA,NA,0.237262786435678,0.0386599124795938,NA,NA,NA,NA,NA,NA
ERMARD,NA,NA,0.368659484916728,0.0414189296278431,NA,NA,NA,NA,NA,NA,0.483119395119,-0.116
ERVK3-1,NA,NA,0.233772904438,-0.092,0.0463964899729,-0.102,0.0431964101228,-0.137,0.198166854901,-0.118,NA,NA
ESPL1,NA,NA,0.485836829851,-0.129,NA,NA,NA,NA,NA,NA,NA,NA
ESRRA,NA,NA,NA,NA,0.393504190772872,0.0284485280187357,NA,NA,NA,NA,NA,NA
ESYT1,NA,NA,0.2789187948052,0.0747194777065073,0.433745196452379,0.0596941671178425,NA,NA,NA,NA,NA,NA
ESYT2,NA,NA,NA,NA,0.483199847204837,0.0315307738366143,NA,NA,NA,NA,NA,NA
ETAA1,0.369596552912,0.1,0.00347465495226,0.169,NA,NA,0.00476095676658,0.161,NA,NA,NA,NA
ETF1,0.402855458075,0.011,NA,NA,0.247361676466,0.015,NA,NA,NA,NA,0.37927300807,0.014
ETFB,NA,NA,0.398650733816724,0.0229222160332244,NA,NA,NA,NA,NA,NA,NA,NA
ETHE1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413129782335,-0.021
ETS1,0.425814817842,-0.037,NA,NA,NA,NA,NA,NA,NA,NA,0.435451982041,-0.04
ETV4,NA,NA,0.357948834417,-0.078,NA,NA,NA,NA,NA,NA,NA,NA
EVA1A,NA,NA,NA,NA,0.37745573318,-0.053,NA,NA,NA,NA,NA,NA
EVC,2.46768796590915e-08,0.332093197495508,3.0354414689423e-08,0.511829497216601,2.2818296716803e-09,0.474409975952514,NA,NA,0.000100294201234999,0.0859829127075594,4.51287602764327e-08,0.317318119132409
EWSR1,NA,NA,5.61387630140844e-05,0.0994020067570785,0.127723635287,-0.213,NA,NA,NA,NA,NA,NA
EXO5,NA,NA,NA,NA,0.269723865566,-0.228,0.0171174781166,0.187,NA,NA,NA,NA
EXOC3,3.89362529477e-05,0.089,0,0.19,0,0.162,NA,NA,NA,NA,0.284548877829,0.033
EXOC6B,0.00238649517071114,0.24447370182804,0.00010338708280638,0.263905281338929,4.64455119734856e-05,0.254086894567609,NA,NA,NA,NA,0.0035471051596457,0.177204982108608
EXOC7,0.173681698058,0.022,0.296315984025,0.018,0.0179292287845,0.027,NA,NA,NA,NA,NA,NA
EXOG,NA,NA,0.0512879174527,-0.164,NA,NA,NA,NA,NA,NA,0.160715889377,-0.073
EXOSC10,NA,NA,NA,NA,0.39548434801539,0.0359249450771831,NA,NA,0.289709076111,-0.038,NA,NA
EXOSC2,NA,NA,NA,NA,0.243682617928,-0.142,NA,NA,NA,NA,NA,NA
EXOSC3,NA,NA,0.22655648318265,0.0365642497755233,NA,NA,NA,NA,NA,NA,0.0546705205480148,0.0540213354311926
EXOSC9,0.481966354984873,0.0390249368455337,NA,NA,0.458375846895131,0.0337832900775316,NA,NA,NA,NA,NA,NA
EXTL2,NA,NA,0.428899825913971,0.0892128893862141,NA,NA,0.190340875029,0.047,4.59286569588e-05,0.099,0,0.491
EZH1,NA,NA,0.378749702770323,0.0792238506745501,0.397275854929,-0.049,NA,NA,NA,NA,NA,NA
EZH2,0.484563609269,-0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F3,NA,NA,NA,NA,0.374303097978,-0.078,NA,NA,NA,NA,NA,NA
FAAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265800443993,-0.196
FAAP100,NA,NA,0.0192617145985,-0.172,NA,NA,0.0631273813333,0.238,NA,NA,NA,NA
FAAP20,0,0.366,0,0.608,0,0.574,NA,NA,0.0224656405735,0.062,0,0.197
FAF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0344033537269058,0.0388555694456085
FAHD2A,NA,NA,0.0015426474436,-0.165,NA,NA,0.000481695878256,-0.203,0.0218269474456,-0.144,0.00824352764153,-0.15
FAIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302663595688,0.054
FAM104B,NA,NA,NA,NA,0.350827396104791,0.0655450654459225,NA,NA,NA,NA,NA,NA
FAM111A,NA,NA,NA,NA,0.365996126329,-0.163,NA,NA,NA,NA,NA,NA
FAM114A2,0.154670806896,-0.184,NA,NA,0.338337518644,-0.038,NA,NA,0.41335193659,-0.048,NA,NA
FAM118A,NA,NA,NA,NA,0.271779979491032,0.137914432207843,0.253692907989,-0.109,NA,NA,NA,NA
FAM120A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308866524439,-0.027
FAM120C,0.164418757198,-0.119,NA,NA,NA,NA,NA,NA,0.25871257818,-0.122,0.471497529721,-0.033
FAM126A,NA,NA,0.329927915262656,0.063275773517073,0.468775361462627,0.0323087367435471,NA,NA,NA,NA,NA,NA
FAM131A,NA,NA,NA,NA,NA,NA,0.332635762519,0.103,NA,NA,NA,NA
FAM133B,0.498409352538,-0.103,0.0243264609905,-0.431,0.0314051391613,-0.417,NA,NA,NA,NA,NA,NA
FAM134A,2.17078207262e-11,0.031,4.21462864608e-13,0.03,0,0.033,0,0.043,0,0.062,0,0.097
FAM134C,0.449837310151,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM135A,0.076827158266,-0.18,0.484805525217,-0.102,0.226488609427,-0.188,NA,NA,0.23753380877,-0.231,NA,NA
FAM149B1,NA,NA,0.0131954205588,-0.158,0.00221859133103,-0.183,NA,NA,NA,NA,0.44796925467,0.05
FAM151B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417556604794,-0.172
FAM160B2,NA,NA,0.263847499645377,0.0811067958715628,0.207142397462,-0.054,NA,NA,NA,NA,NA,NA
FAM162A,1.99451745839e-08,0.039,0,0.135,0,0.13,NA,NA,0,0.06,0,0.466
FAM168B,NA,NA,0.436283754039471,0.147720573388767,NA,NA,NA,NA,NA,NA,NA,NA
FAM172A,NA,NA,0.415643575369541,0.0345143463063224,0.193293293406709,0.0455398627409876,NA,NA,NA,NA,NA,NA
FAM173A,NA,NA,NA,NA,0.49232640997717,0.0522167165779766,NA,NA,NA,NA,NA,NA
FAM173B,0.343629625334,0.069,NA,NA,0.190793403183667,0.0772730515709123,NA,NA,NA,NA,NA,NA
FAM174A,0.0259117362681,0.08,1.93020935713e-09,0.169,1.05124140685e-11,0.187,0.000859864752447,0.11,1.88179121174e-10,0.212,0,0.361
FAM175A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358855604304,0.106
FAM188B,0.000353827528193,-0.239,0.339973802867,-0.13,NA,NA,NA,NA,NA,NA,NA,NA
FAM189B,NA,NA,0.351063050888151,0.121047878835384,NA,NA,NA,NA,NA,NA,0.288215890376,-0.077
FAM193B,NA,NA,0.365748692032005,0.118484181643914,0.473482332354,0.178,NA,NA,NA,NA,NA,NA
FAM195B,NA,NA,0.258821415132,0.017,NA,NA,NA,NA,NA,NA,0.340155010703,0.018
FAM198B,0.00138506715037626,0.103885858955832,0.000144861175974615,0.509291530061905,0.000680412459695216,0.523680074295252,NA,NA,0.0257871085324577,0.16497915121763,1.47222234404e-11,0.118
FAM200B,0.374465589192,0.093,NA,NA,0.48006908605656,0.0695773011101838,NA,NA,NA,NA,NA,NA
FAM204A,NA,NA,0.0710218271857,-0.136,NA,NA,NA,NA,0.141019777448,-0.132,0.302663595688,-0.118
FAM206A,NA,NA,NA,NA,NA,NA,NA,NA,0.424441858072,0.125,NA,NA
FAM207A,NA,NA,0.325883434463,-0.197,NA,NA,NA,NA,NA,NA,NA,NA
FAM208B,0.114025274163,0.353,0.000358369464087,0.447,0.125703917558738,0.117198048915931,0.0187012456107,0.298,0.262190894065,0.31,NA,NA
FAM210A,NA,NA,NA,NA,0.0908737970466,-0.116,NA,NA,NA,NA,NA,NA
FAM213B,NA,NA,NA,NA,0.453698377165,0.024,NA,NA,NA,NA,0.419370695186,0.027
FAM219B,NA,NA,0.262740616976,0.147,0.247297932255,0.082,NA,NA,NA,NA,NA,NA
FAM21B,NA,NA,NA,NA,0.273475583412,0.062,NA,NA,NA,NA,NA,NA
FAM228B,NA,NA,NA,NA,0.0562445164654,0.17,NA,NA,0.348177706272,-0.137,NA,NA
FAM234A,0.116860737437,0.07,0.0590694452336,0.014,NA,NA,NA,NA,NA,NA,NA,NA
FAM3A,4.87783147207e-10,0.578,0,0.649,0,0.691,NA,NA,0.225366399519,-0.101,NA,NA
FAM45A,NA,NA,0.242852340044,-0.22,NA,NA,0.294037760854,-0.233,0.223342515382,-0.173,NA,NA
FAM49B,NA,NA,0.243869091826,0.337,0.0886906052428,0.256,0.205040085216,-0.11,NA,NA,NA,NA
FAM53C,0.103428710762,-0.091,0.432292444497,-0.035,0.089817699417,-0.109,NA,NA,NA,NA,0.0544226934631,-0.08
