,dPSI_U1_mut2_100_CHX_vs_DMSO_CHX
CLASP2,0.495367551372871
FNIP1,-0.262741085605577
LRRFIP2,-0.27301849195536
SIPA1L2,-0.253853870312446
ZNF34,-0.311319805328467
