"Gene.Name","Index1_iPSC-1755497-3x_log2FoldChange","Index1_padj","Index2_iPSC-1949634-3x_log2FoldChange","Index2_padj","Index3_iPSC-2006152-3x_log2FoldChange","Index3_padj","Index4_iPSC-2059811-3x_log2FoldChange","Index4_padj","Index5_iPSC-2060573-3x_log2FoldChange","Index5_padj","Index6_iPSC-2060884-3x_log2FoldChange","Index6_padj","Index7_iPSC-2070692-3x_log2FoldChange","Index7_padj","Index8_iPSC-2135644-3x_log2FoldChange","Index8_padj","Index9_iPSC-2136770-3x_log2FoldChange","Index9_padj"
"C19orf44",NA,NA,-0.954592895118929,1.83863624452669e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C19orf47",NA,NA,-1.38631952108709,1.33968045098086e-37,NA,NA,-1.07519248637015,5.55780786222753e-23,-1.04891596207749,7.76293615100867e-22,-1.23961868648492,6.74312449281882e-30,-0.889054437551255,1.10046660720662e-15,-0.880479980013402,5.70516011399567e-15,-0.909119606599848,5.91859526836266e-16
"C19orf85",NA,NA,-2.83055057012164,7.53480325969316e-12,NA,NA,NA,NA,NA,NA,-0.999277281865868,0.0144361144151986,NA,NA,NA,NA,NA,NA
"C1orf116",NA,NA,-0.5985052317306,5.30189304542932e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1orf21",NA,NA,-0.610024732362276,3.60865793475056e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1orf94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.823965665075794,2.39650813843109e-16,NA,NA,NA,NA,NA,NA
"C1QL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.808264087196747,0.00508065642119998,-0.709350775450066,0.0463664356791309,NA,NA,NA,NA
"C1QTNF3.AMACR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.28859410944195,0.03334582346323,-7.14646251900331,0.00222180981377472,NA,NA
"C1QTNF6",NA,NA,-0.7528889208716,0.000524079449496985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1R",NA,NA,-1.20790199932549,4.05725500258803e-12,NA,NA,-0.643445405105486,0.00245363841019706,-0.736154168645265,0.00021700952338238,-1.02083870043538,9.91845538481682e-09,-0.77284112977648,9.68265239836443e-05,NA,NA,NA,NA
"C1RL",NA,NA,-0.996706895577638,1.01760254084502e-09,NA,NA,NA,NA,NA,NA,-0.98683853770203,3.04215926112775e-09,NA,NA,NA,NA,NA,NA
"C20orf194",NA,NA,-0.600376193512517,1.0733108930211e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C21orf91",NA,NA,-0.645088319686627,3.16992513236013e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C22orf39",NA,NA,-1.1989437533531,7.88008972039635e-32,NA,NA,NA,NA,-0.615216762461786,1.85252026837435e-08,-1.17861831222814,4.10027801403961e-30,NA,NA,NA,NA,NA,NA
"C2CD5",NA,NA,-0.744041962414591,0.000114376336917908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C2orf80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5841270251679,0.000212112678746913,NA,NA,NA,NA,NA,NA
"C2orf91",NA,NA,-1.58777669484432,6.47756571160271e-05,NA,NA,-1.03574645604947,0.0343529456170193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3",NA,NA,-1.49627941950509,0.0108463646232438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3orf67",NA,NA,-0.692164260328973,6.37112336826961e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C4orf47",NA,NA,-1.20573613290361,0.00703420455733738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C4orf50",NA,NA,-2.02699842574363,0.00179225354588987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6orf132",NA,NA,-0.80399586029259,1.28004949790761e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6orf163",NA,NA,-1.95817599684776,0.000464436855557864,NA,NA,NA,NA,NA,NA,-1.22578399208769,0.0332195569387498,NA,NA,NA,NA,NA,NA
"C6orf223",NA,NA,-3.623738992518,5.71922389261595e-18,NA,NA,-1.51241365503546,0.000587514369252302,-1.55988990777432,0.000244292450988934,-1.67513111036154,1.54922380339153e-05,-1.48215559830319,0.000660982749825386,NA,NA,NA,NA
"C8orf34",NA,NA,-1.38746866887924,9.48777404969096e-08,NA,NA,NA,NA,NA,NA,-0.626807801149955,0.014730157080717,NA,NA,NA,NA,NA,NA
"C9orf129",NA,NA,-1.68018461620871,0.000154535198416681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C9orf40",NA,NA,-0.861682464166569,1.10739220681389e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA13",NA,NA,-0.658693289376837,0.00990200016534123,NA,NA,NA,NA,NA,NA,-0.769828195174762,0.00332833480221972,NA,NA,NA,NA,NA,NA
"CA14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.851490982269337,1.99970537076459e-19,NA,NA,NA,NA,NA,NA
"CA7",NA,NA,-1.88885318271049,8.11652935280853e-06,NA,NA,NA,NA,NA,NA,-1.20676186757995,0.00454728785347912,NA,NA,NA,NA,NA,NA
"CAB39L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18635055857091,3.52702793203525e-13,NA,NA,NA,NA,NA,NA
"CABP1",NA,NA,-0.957513902169846,4.48893494161558e-07,NA,NA,NA,NA,NA,NA,-0.863582103382304,1.01078243064893e-05,NA,NA,NA,NA,NA,NA
"CABYR",NA,NA,-0.717075260920497,2.18496272730523e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CACNA1I",NA,NA,-1.28347880597932,0.000456285431767088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CACNA2D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.681281242096672,2.84032040940566e-05,NA,NA,NA,NA,NA,NA
"CACNG5",NA,NA,-1.13662855339812,6.92368870661477e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CACYBP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.762401586020812,2.0280288973384e-11,NA,NA,NA,NA,NA,NA
"CAD",NA,NA,-0.658749497652297,1.67989006947938e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CADM2",NA,NA,-1.81276145002556,4.83096790352986e-23,NA,NA,NA,NA,-1.74064298594465,6.48584739870643e-21,-2.49577350753379,2.61306622845206e-37,-1.41074417256603,4.71091967055406e-14,-0.659675362180392,0.00631825642057821,NA,NA
"CALB2",NA,NA,-1.13098926457548,0.000257635162121505,NA,NA,NA,NA,NA,NA,-0.863404298393204,0.00837394795464532,NA,NA,NA,NA,NA,NA
"CALCR",NA,NA,-2.1021882108289,1.39103936120225e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CALHM5",NA,NA,-1.31906976691366,1.05387993787596e-05,NA,NA,NA,NA,NA,NA,-1.02777869578095,0.000793201986652036,NA,NA,NA,NA,NA,NA
"CAMK1G",NA,NA,-1.04569072386721,0.00230584834782946,NA,NA,NA,NA,NA,NA,-1.77393528558534,4.43265274931774e-06,NA,NA,NA,NA,NA,NA
"CAMK2N2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.782789583784959,0.000181832432789385,NA,NA,NA,NA,NA,NA
"CAMKMT",NA,NA,-1.91864980024402,3.15454594103761e-46,NA,NA,NA,NA,NA,NA,-0.670840674452127,9.07283662499334e-07,NA,NA,NA,NA,NA,NA
"CAMKV",NA,NA,-0.881766873003095,1.9139339595364e-17,NA,NA,NA,NA,NA,NA,-0.805240435053064,2.14039534092283e-14,NA,NA,NA,NA,NA,NA
"CAMTA2",NA,NA,-0.923886982366565,1.36376341985889e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAND2",NA,NA,-2.9810700943819,9.45040994412575e-91,-1.11817295562018,2.41566790153313e-14,-2.17231640483547,7.46113604537973e-55,-1.55510702175113,2.11125171296613e-29,-2.16441841201856,3.70298787320353e-53,-1.97606124959106,1.53574653980421e-45,-1.94953358330668,7.07413114753341e-44,-2.00985791983698,2.0098252074704e-46
"CAP2",NA,NA,-1.12581542318943,1.3231743983144e-11,NA,NA,NA,NA,NA,NA,-1.10043580279895,7.68277439201661e-11,NA,NA,NA,NA,NA,NA
"CAPN10.DT",NA,NA,-1.04096579684136,0.00035024693721797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAPN12",NA,NA,-0.93911538972936,0.000177013779339503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAPN9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28817715419486,0.0022438683679006,NA,NA,NA,NA,NA,NA
"CARD6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81202259420711,0.0395298656638857,NA,NA,NA,NA,NA,NA
"CARMIL3",NA,NA,-0.860713461165667,3.15745295877923e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASC3",NA,NA,-1.96031855084059,6.25422063167855e-191,NA,NA,-0.694656296300005,5.53605196474736e-24,-1.10975692974063,1.07595506370796e-61,-1.1344965395792,1.17213533931677e-64,-1.05227671398101,2.66482796986017e-55,-0.751015950316988,8.5517732620259e-28,-0.65435887994746,6.79317197613275e-21
"CASP7",NA,NA,-1.25769065430319,5.52639374732658e-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASQ1",NA,NA,-1.47624668910586,4.19501637745588e-05,NA,NA,NA,NA,NA,NA,-1.2081493263836,0.00124841623736757,NA,NA,NA,NA,NA,NA
"CASTOR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.808890168701572,0.00461143597970313,NA,NA,NA,NA,NA,NA
"CAT",NA,NA,-0.755076346923212,1.60370739333497e-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAVIN1",NA,NA,-0.615035264295506,4.80271600513784e-05,NA,NA,NA,NA,NA,NA,-0.726016823709372,1.8348179872537e-06,NA,NA,NA,NA,NA,NA
"CAVIN3",NA,NA,-1.12035628276346,1.861048626662e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBFA2T3",NA,NA,-0.692766729301509,0.0058555112774979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBLB",NA,NA,-1.18087212516535,3.04899466151164e-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBLC",NA,NA,-0.60455093085231,0.010095134638247,NA,NA,NA,NA,NA,NA,-0.862664073991097,0.000263389645909089,NA,NA,NA,NA,NA,NA
"CBR1",NA,NA,-0.722169587565043,4.15902860167187e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC2D2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.679013893616158,3.03745346762049e-15,NA,NA,NA,NA,NA,NA
"CCDC110",NA,NA,-0.957872828124193,4.93343835660077e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC112",NA,NA,-0.666486820400865,7.73538356515045e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84131309521809,0.0157154250226685,NA,NA,NA,NA,NA,NA
"CCDC136",NA,NA,-0.989570069176671,2.4412148807374e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC141",NA,NA,-1.86129270105029,4.21731768825067e-13,NA,NA,NA,NA,NA,NA,-0.632879700876538,0.0286038383635025,NA,NA,NA,NA,NA,NA
"CCDC144NL.AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.624568935986108,5.02748173249733e-11,NA,NA,NA,NA,NA,NA
"CCDC15",NA,NA,-0.942875822404957,4.6823182338711e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.43454455041768,0.0391998527301055,NA,NA,NA,NA,NA,NA
"CCDC17",NA,NA,-1.3422227385444,0.0316601136746415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC171",NA,NA,-0.9858290523297,9.05206042098708e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC173",NA,NA,-1.07685225608052,0.00102026932636287,NA,NA,NA,NA,NA,NA,-0.874272874376683,0.0109865803357068,NA,NA,NA,NA,NA,NA
"CCDC177",NA,NA,-0.928636366778117,2.8609640808181e-08,NA,NA,NA,NA,NA,NA,-0.822144184859888,1.79520294443677e-06,NA,NA,NA,NA,NA,NA
"CCDC183.AS1",NA,NA,-1.25001082234504,0.000226274566319808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC184",NA,NA,-0.907093433539816,0.000679818286646413,NA,NA,NA,NA,NA,NA,-0.7928406698013,0.00463672089091891,-0.932275962286918,0.00297826543966694,NA,NA,NA,NA
"CCDC191",NA,NA,-1.71157613044875,0.000592183246229625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC24",NA,NA,-0.903731365131384,7.10300736389522e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC3",NA,NA,-1.70136401310357,1.30246741500042e-10,NA,NA,-0.77693223416183,0.0125309446178938,-1.16449968518051,2.6780896541696e-05,-1.47969715478454,3.02550491780877e-08,-1.26347594295107,5.96262255183036e-06,NA,NA,NA,NA
"CCDC33",NA,NA,-1.07636995673116,0.0129016940762314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.80146790128868,3.7863735810051e-05,NA,NA,NA,NA,NA,NA
"CCDC65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.400061888555,0.0163758526946559,NA,NA,NA,NA,NA,NA
"CCDC71",NA,NA,-0.688124087279975,1.3673811195554e-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC80",NA,NA,-1.05406784986459,8.43154670952987e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC84.DT",NA,NA,-0.779933981417269,0.000406615170546331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDC92",NA,NA,-1.02878321795695,0.00592792732209787,NA,NA,NA,NA,NA,NA,NA,NA,-1.03370600500462,0.025468203515526,-1.14777693197042,0.0335771952160753,NA,NA
"CCL25",NA,NA,-1.82775304328259,0.000317237428340372,-1.76050514066798,0.0369841362231682,-1.80178162179118,0.00181351606913742,-1.94225198021962,0.000781708050335815,-2.519023088412,2.79639961007323e-05,-1.49578047211612,0.0110651815115906,NA,NA,NA,NA
"CCL28",NA,NA,-0.662428482984184,0.0310788967186121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCM2",NA,NA,-0.633890933033095,1.51669512354352e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCM2L",NA,NA,-0.76699014740781,5.21863925344005e-05,NA,NA,NA,NA,NA,NA,-0.69127234541094,0.000453726191217297,-0.590923248534549,0.0121441937659785,NA,NA,NA,NA
"CCN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.607218518380147,0.000717626873261651,NA,NA,NA,NA
"CCN3",NA,NA,-0.951510168152873,0.00114317643300488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCNA1",NA,NA,-2.91765275259393,2.6265886520214e-20,NA,NA,-0.861784228410074,0.000296324769799968,NA,NA,-0.767255572234381,0.000540361629429535,-0.763715056732265,0.00193725567814026,-0.928943851939136,0.00029148043218435,-0.634687615923285,0.0436012293594909
"CCND1",NA,NA,-1.08208101484336,1.16364347438716e-10,NA,NA,NA,NA,NA,NA,-0.890709965514183,2.749053635594e-07,NA,NA,NA,NA,NA,NA
"CCNDBP1",NA,NA,-1.1086632437631,4.45170899854139e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61056169274867,2.42588273267991e-48,NA,NA,NA,NA,NA,NA
"CCNI2",NA,NA,-1.62261276118585,8.73639513953897e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCR10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25770741599995,0.00933490083559932,NA,NA,NA,NA,NA,NA
"CCT5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.802138462480124,6.39450077859712e-09,NA,NA,NA,NA,NA,NA
"CD177",NA,NA,-1.14146779980082,2.46154201649101e-11,NA,NA,NA,NA,-0.634929335336919,0.00105737816087189,-1.01758021319709,5.53004432206095e-09,NA,NA,NA,NA,NA,NA
"CD247",NA,NA,-1.19970986163595,6.22369241586357e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD248",NA,NA,-1.02309380757858,0.000257536991826651,NA,NA,NA,NA,NA,NA,-0.947025275563291,0.00112970299698037,NA,NA,NA,NA,NA,NA
"CD27.AS1",NA,NA,-0.592905687473634,0.000917729806722627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD300A",NA,NA,-3.20229414167843,0.00342858779183695,NA,NA,NA,NA,NA,NA,-2.8584405800326,0.0121428769731594,NA,NA,NA,NA,NA,NA
"CD4",NA,NA,-1.30585346510566,2.05571731584251e-10,NA,NA,NA,NA,-1.04705228087518,2.14532667725071e-06,-1.89769972129875,1.57607386168328e-18,-0.961393933338553,2.35515986801672e-05,NA,NA,NA,NA
"CD40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.851596946343367,1.41676184953663e-08,NA,NA,NA,NA,NA,NA
"CD72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.682508755757476,0.00131540175338608,-0.653276209400738,0.00774119699506629,NA,NA,NA,NA
"CD8B",NA,NA,-1.41382085341231,0.00403015471206827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDA",NA,NA,-1.00087201435347,0.000210376441523807,NA,NA,NA,NA,-0.825255179133803,0.0106731079854256,-1.66265942214444,4.79836180747437e-09,-1.06703521139707,0.000538949138765532,NA,NA,NA,NA
"CDC25B",NA,NA,-0.786491713511164,5.94728350610021e-10,NA,NA,NA,NA,-0.59051417222214,4.02127666814695e-05,-0.905056522137876,1.34513713831919e-12,-0.699912207824982,4.49368302824787e-07,NA,NA,NA,NA
"CDC40",NA,NA,-2.77385128581865,2.32931742525655e-27,NA,NA,-0.983715952499107,0.00257774939949293,NA,NA,NA,NA,-1.32809621953332,5.64237556446134e-06,NA,NA,NA,NA
"CDC45",NA,NA,-0.790807322948773,1.99712381864828e-32,NA,NA,NA,NA,NA,NA,-0.633920861817542,7.95472825781401e-21,NA,NA,NA,NA,NA,NA
"CDCA4",NA,NA,-0.926139559635583,9.1982155281559e-26,NA,NA,NA,NA,NA,NA,-0.685441675423827,3.4268117123285e-14,NA,NA,NA,NA,NA,NA
"CDCA7",NA,NA,-4.80325243250156,8.60281212191546e-167,NA,NA,-1.96198150631476,3.40864573227715e-29,-0.939814990269958,1.34781582803294e-06,-1.43317005450806,4.17639390770145e-16,-1.28293564093453,2.67213164565177e-12,-1.1118316152791,8.41684951519471e-09,-1.34647350593321,3.0487612423305e-13
"CDH11",NA,NA,-1.26596880782836,9.7706897960655e-16,NA,NA,NA,NA,NA,NA,-0.735122421729525,7.41532156158235e-06,NA,NA,NA,NA,NA,NA
"CDH13",NA,NA,-1.68385794146905,9.80297936255453e-08,NA,NA,-0.706193599834431,0.0481737715130347,-0.821067960643876,0.0134322316519883,-0.881109401536033,0.00305913178922112,NA,NA,NA,NA,-0.952318370796661,0.0150271033472975
"CDH20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07697949094076,0.0499659857891305,NA,NA,NA,NA
"CDH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.597686546386917,2.75656580559023e-11,NA,NA,NA,NA,NA,NA
"CDH9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76567552059077,0.0227969836743871,NA,NA,NA,NA,NA,NA
"CDIP1",NA,NA,-0.805316139083217,2.26150388658873e-08,NA,NA,NA,NA,NA,NA,-0.622602392217173,3.50700860470635e-05,NA,NA,NA,NA,NA,NA
"CDK14",NA,NA,-1.60321941488295,4.00354178389395e-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDK20",NA,NA,-1.61060808366339,7.0880940586439e-16,NA,NA,NA,NA,-1.25949630277557,3.74114359514259e-10,-0.986450636234619,5.04130194094017e-07,-0.915143091807941,1.22580318914445e-05,NA,NA,NA,NA
"CDKAL1",NA,NA,-1.52434198839506,5.47584135413071e-17,NA,NA,NA,NA,-1.07357251768524,5.7497607143334e-08,-2.18937139799395,3.05467129739554e-33,-1.04128711925568,2.0522943938429e-07,NA,NA,NA,NA
"CDKL1",NA,NA,-0.909696635145844,0.0106692956388749,NA,NA,NA,NA,NA,NA,-0.870117034456122,0.0203348104468013,NA,NA,NA,NA,NA,NA
"CDKL2",NA,NA,-1.16711399387644,1.58780415534944e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDKN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.606202906362399,1.95891156066879e-10,NA,NA,NA,NA,NA,NA
"CDS2",NA,NA,-0.609713901397918,2.73168949782146e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEACAM1",NA,NA,-0.666006036840062,0.002932385526553,NA,NA,NA,NA,NA,NA,-0.680479398588475,0.00379985973680675,NA,NA,NA,NA,NA,NA
"CEBPB.AS1",NA,NA,-1.0424921418333,0.0120809860434095,NA,NA,NA,NA,NA,NA,-1.1590985470631,0.00827288622074676,NA,NA,NA,NA,NA,NA
"CEBPZOS",NA,NA,-0.997092927485539,8.2844853298256e-16,NA,NA,NA,NA,NA,NA,-0.625280815552691,1.40794809943992e-06,NA,NA,NA,NA,NA,NA
"CECR7",NA,NA,-1.63854716717396,0.0224936348024814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CELF4",NA,NA,-0.76964036152582,0.000942247843401981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CELF5",NA,NA,-0.678800981179504,3.92315912926394e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CELSR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.813001554229788,2.81281007303762e-09,NA,NA,NA,NA,NA,NA
"CEMIP",NA,NA,-1.72491255870499,0.000209863691200624,NA,NA,-1.49029656387726,0.00631113620636534,-1.4058034127205,0.00878010960675389,-1.62920002039144,0.00071914641595244,-1.37041344099194,0.0133932553303703,NA,NA,NA,NA
"CEND1",NA,NA,-1.52489261060108,1.34775192594435e-12,NA,NA,-0.774350297448038,0.0015481821214864,-0.949747895544818,3.48048187441657e-05,-1.77630394808934,3.66800714293395e-15,-0.988877844556265,1.83047308740537e-05,-0.755068526646812,0.0054821555870639,-1.03416353532895,1.87984621184632e-05
"CENPP",NA,NA,-0.989577159975406,7.31942040779016e-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEP112",NA,NA,-1.59775650023422,3.67548925613467e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEP128",NA,NA,-0.720539173359688,1.26042069310127e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEP131",NA,NA,-0.693607710316103,1.15276670668695e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEP170",NA,NA,-1.45550294730825,1.86724101647643e-13,NA,NA,NA,NA,-2.04356104511915,5.76264898529061e-25,-2.44179613421819,3.96137658203543e-36,-1.54859842847697,3.63318246281666e-14,-0.742135764746734,0.00647978553362261,NA,NA
"CEP170P1",NA,NA,-1.89466426350659,1.22888218132497e-06,NA,NA,NA,NA,-2.7097456543194,8.21881457258644e-10,-2.15621815810845,1.64051144335502e-07,-1.95483749173889,5.34596236321599e-06,NA,NA,NA,NA
"CEP68",NA,NA,-0.935340796797736,3.23841306726415e-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEP85L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1305778645225,4.34964508288681e-06,NA,NA,NA,NA,NA,NA
"CERCAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.623812387835799,0.0251767400523475,NA,NA,NA,NA,NA,NA
"CERS5",NA,NA,-0.677484763304162,3.70323197576829e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CFAP43",NA,NA,-1.2741519712675,0.0371392577929708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CGREF1",NA,NA,-0.908553334928413,3.97379851348868e-06,NA,NA,NA,NA,NA,NA,-0.997238649377559,1.02427883469197e-06,NA,NA,NA,NA,NA,NA
"CHADL",NA,NA,-1.06300329726695,0.0470908344773247,NA,NA,NA,NA,-1.54177957372171,0.0228080251939148,-1.32257622889996,0.0246791485123093,NA,NA,NA,NA,NA,NA
"CHAF1B",NA,NA,-0.742026552868491,3.13012015954008e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHCHD3",NA,NA,-0.823245666564115,4.05789868837696e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHD1L",NA,NA,-0.99862136707344,8.4619834157953e-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHEK1",-0.681234701075196,3.76124608003844e-13,-1.5244423331298,1.03714565263709e-76,-0.758175273205817,2.02163148718893e-17,-0.9985570530012,1.39469727986118e-32,-1.04264067675493,1.81645599420101e-35,-1.21059128660621,2.73458532752674e-48,-0.916752731746049,2.43570930122221e-27,-0.923521031526336,1.68368749239714e-27,-0.933365907267578,4.86731014025119e-28
"CHEK2",NA,NA,-1.60030519157479,1.42376271342424e-29,NA,NA,-0.765493484267421,2.33967519550584e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.766088409048146,8.16799213341943e-25,NA,NA,NA,NA,NA,NA
