"","dPSI_iPSC_2197294_3x"
"ARL15",0.499
"OSBPL6",0.451519238015831
"VPS29",0.44935211159047
"SKP1",0.445580855828294
"ASAP1",0.419143863947688
"HDX",0.405
"KDM6A",0.40440066417018
"XPO1",0.393
"DGKZ",0.384
"DPF2",0.379
"ABCB8",0.372335765169454
"GGA2",0.365
"ZFAND4",0.354
"RASSF8-AS1",0.352
"STRN3",0.349
"MADD",0.342
"LARP7",0.339
"KIAA1549L",0.338
"LRRC42",0.338
"PDE7A",0.337
"DRG2",0.323
"POMT2",0.308
"TAF2",0.307889780577314
"NAV2",0.306
"ZFP82",0.278279551852476
