"","dPSI_iPSC_2194943_3x"
"ARL15",0.645
"HDX",0.556
"TNFRSF25",0.47243040297206
"AC104109.3",0.433904425970744
"POMT2",0.430824160498137
"PDE7A",0.429
"SKP1",0.416496939867895
"RASSF8-AS1",0.41
"STRN3",0.405
"ASAP1",0.39
"LRRC42",0.367
"ZNF577",0.362
"MADD",0.357
"NAV2",0.339
"LARP7",0.329
"KDM6A",0.323
"TAF2",0.321
"PSME2",0.318
"SENP6",0.312355513452541
"ZFP82",0.281825745793483
