"","dPSI_NGN2_2070692.5600nM"
"TMX3",0.638577760902703
"ERRFI1",0.63755734162613
"SREK1",0.635
"PCID2",0.63423563153891
"BICRA",0.633193230084401
"CDR2L",0.631415057675637
"ANP32A",0.631183285417574
"RAPGEF1",0.631
"LINGO2",0.63071091728011
"ZBTB41",0.630522232082186
"ARMC2",0.629345851829617
"RAD21",0.629212217699286
"PCLO",0.628
"PGGT1B",0.627900868697181
"ASCC3",0.627702750395748
"FAM120A",0.626424227985019
"JAZF1",0.626368900863914
"ZNF433",0.625
"URGCP",0.623656381884206
"TXNL4B",0.62295414975958
"DCUN1D4",0.622
"SERF1B",0.618724167398799
"CBWD2",0.617956155317536
"UBAP2L",0.617054907413849
"SNX24",0.616859679770251
"PHACTR1",0.616400167574197
"BNIP1",0.615533934082315
"SEPTIN2",0.611786441634935
"EWSR1",0.608
"OSGEPL1",0.607
"FAM126A",0.606747666192048
"GLRB",0.606
"SLC25A17",0.605
"HOMER2",0.602002131719851
"MRPL39",0.602
"GARS1-DT",0.600777347415037
"HECW2",0.600207295757811
"TTC17",0.599306442833558
"NAA25",0.598681602575669
"STRN",0.59735652887495
"ANKRD9",0.596
"CBWD4P",0.595332582881783
"ATP7B",0.595
"LINC00630",0.593876339605863
"DNAJC13",0.58794576767004
"DYRK1A",0.586
"SNX4",0.582827713392435
"SNHG16",0.578
"PRPF39",0.577997747547341
"SUZ12P1",0.577
"CFLAR",0.57535371160116
"VCAN",0.575
"ELMO2",0.574
"HMGN1",0.574
"CNTN1",0.573649128175082
"OTUD7A",0.570825716060851
"DNAJC27",0.570415303280088
"FNDC3A",0.568291304695585
"KIF26B",0.567358463660137
"ZNF585B",0.566818968879401
"AC093752.1",0.566567026628573
"RBKS",0.566273579146015
"CEP170",0.562
"FBL",0.560280654874668
"CNNM2",0.56004846691925
"GRIA1",0.55962387341309
"AL157778.1",0.559
"TNPO3",0.558
"OSBPL5",0.557883577093777
"NRXN1",0.556870724801852
"ZSCAN25",0.556699551552392
"SNHG15",0.553
"LINC01011",0.550845276528201
"MAPK10",0.550407401170483
"AC010538.1",0.549620059192542
"RAP1A",0.547
"CTNS",0.546125289575918
"EPB41L4A",0.545584386061961
"FCHO2",0.545574956914219
"ACVR1B",0.545
"TMEM50B",0.544
"SVOP",0.542908292872987
"CCDC3",0.539799998302226
"RGL1",0.539137892174891
"SH3YL1",0.537
"CHPT1",0.536
"KDSR",0.536
"STRN4",0.536
"CLOCK",0.535786983248387
"EXTL2",0.535657475283811
"GNS",0.535485877111697
"RHOBTB3",0.534513454209384
"CYLD",0.534466066648196
"DPYSL5",0.534367973228691
"PELI1",0.534350621137233
"CMSS1",0.534
"LRRC6",0.532781603302239
"INPP4B",0.532473566899229
"SYN3",0.532108216151112
"C1orf21",0.53203305211738
"ANKRD10",0.532
"WDR37",0.532
"ALDH3A2",0.530226395455942
"CDC42BPA",0.53
"FASTKD1",0.528654540310795
"DECR2",0.526618984869786
"WDR17",0.526
"WNK1",0.526
"PRICKLE1",0.525217720191598
"RCC1",0.523500276878699
"ADCY3",0.523
"SLC35A1",0.522567904031044
"WDR19",0.518135738055288
"TENT2",0.517721537010039
"VPS13A",0.516555465806856
"SOS2",0.516
"BSDC1",0.513311593272324
"ZNF253",0.511843575520829
"RFT1",0.510996830685921
"CDKAL1",0.510805818840925
"QKI",0.510027264459366
"STAT1",0.509
"ZDHHC13",0.509
"ITPK1",0.508608604260951
"CYP2R1",0.506554966202296
"ADAL",0.506
"PLXNC1",0.50553436163096
"HMGXB4",0.505466124694008
"SLC7A6",0.505
"NR2C2",0.504797012169552
"TDRKH",0.50245369513782
"DDX50",0.502180110149354
"PXK",0.502136554442276
"CACNA1H",0.502
"GNG10",0.501693748504106
"FGF9",0.501662143541547
"ELMOD2",0.50119136666948
"AC093484.3",0.500782445629964
"LATS1",0.498213774556793
"SKP1",0.497
"TMEM39A",0.49613863480289
"ANXA6",0.496
"TRIM27",0.496
"GPCPD1",0.495357276426359
"BIN3",0.493393785648882
"CSMD3",0.492332998043611
"WDR27",0.492
"AC092614.1",0.490552831709121
"FBXO38",0.49
"MTMR3",0.489084816972473
"MANBA",0.489
"CEP57",0.487
"TTC7B",0.486574850632284
"AC022433.1",0.486347117252592
"RPS6KB2",0.485
"RMST",0.484
"ADAM22",0.483
"IGSF3",0.482906948993545
"LDAH",0.481957255111931
"CLCN3",0.481288823085748
"MARCHF8",0.481
"TARBP1",0.481
"DIPK1A",0.479399353507394
"SLC2A13",0.479149103409403
"DYNC1I1",0.478347257378125
"TMEM131",0.477446127985679
"AVL9",0.477430314622523
"WNK2",0.476327489778187
"KLHL1",0.47402762185944
"ZNF266",0.474
"SGCZ",0.47387764749307
"MRPS31",0.471555696186965
"MBOAT2",0.469976298854656
"DCAF16",0.469179109016224
"MORN1",0.465982981361065
"FAM3A",0.465836207271079
"FGF14",0.465179977113321
"TNRC6A",0.464676635226557
"SERINC3",0.463865820289201
"DTNA",0.463442013377285
"USP42",0.463382486761137
"SPRYD7",0.462055459925384
"DEDD",0.46044971733706
"ZFYVE26",0.460330382975611
"SAFB",0.460245085483907
"NQO2",0.46
"VPS29",0.46
"LRRC28",0.457768587082884
"FAM81A",0.456903320182966
"MAP2",0.456876325494177
"AP003108.2",0.456598476471355
"AC009126.1",0.456340123201277
"SCD",0.455856294013232
"AP2A2",0.455000842164115
"SLC9A8",0.454980325281141
"GALNT17",0.454542691003407
"SBF2",0.454538910021177
"GLI4",0.454506964739179
"DIAPH1",0.452092221226881
"MFF",0.451
"TNFRSF25",0.451
"CKMT1B",0.450553717224841
"CBWD6",0.450277772889344
"LINC01881",0.450054806789473
"ACADM",0.45
"CHD9",0.45
"GPHN",0.45
"IGF2BP3",0.45
"SGPL1",0.44950680140807
"C14orf93",0.448
"GATD1",0.448
"SETD5",0.448
"AIMP1",0.44685856865988
"CREM",0.446237512134698
"MGMT",0.446089249639535
"C6orf58",0.446
"NUDCD3",0.446
"DERL1",0.445
"TMEM18",0.445
"VPS41",0.444302889597902
"MARCHF11",0.444263655805728
"HLTF",0.444
"AGGF1",0.443
"PPP2R2D",0.442964280223615
"AIDA",0.442713286666173
"PACSIN2",0.442349430858163
"FHDC1",0.441881256674384
"NTNG1",0.440168179909621
"EIF2D",0.44
"SNAP91",0.439665478771382
"TSHZ2",0.439371159759697
"PPM1B",0.438417521967266
"GAREM1",0.438387328919325
"FARS2",0.437616257968132
"EP300",0.437416660029494
"CACNG3",0.436144772797072
"SIPA1L1",0.435519793378155
"FNIP2",0.435193752147321
"AC013717.1",0.435149199918377
"TBPL1",0.434744570773736
"ARHGAP1",0.434171768359819
"RAB23",0.434034744085288
"STK11IP",0.43288358272736
"AGAP5",0.431591756098041
"DENND6B",0.431017205840559
"DCUN1D1",0.43
"AC055811.2",0.429757930155583
"CWC27",0.429342659212088
"LAMA5",0.429001575114634
"SERGEF",0.429
"ATF6",0.427954488321176
"KTN1",0.42788090868938
"USP25",0.427830534934992
"PGS1",0.427706916941654
"WASH6P",0.426765603113952
"NF1",0.426667999638982
"TASOR2",0.425951577266093
"PKN2",0.424759047506008
"SYNM",0.42450176943698
"CLN3",0.424
"SHISA7",0.423071794135714
"MAP4",0.423
"TP53INP1",0.423
"PIK3R1",0.422725562732689
"AC138894.1",0.422
"ZZEF1",0.421977942319305
"MATK",0.421608175710883
"CNOT1",0.421
"TMUB2",0.421
"C2orf80",0.420498433791611
"CPT2",0.419
"IMPDH1",0.419
"MUTYH",0.419
"DUS4L-BCAP29",0.417630234182249
"IL6ST",0.417
"AP002026.1",0.416
"TULP3",0.415364619500933
"RAB3IP",0.415
"CEP41",0.414808640294551
"DPY19L3",0.413
"ATXN7L2",0.412871021425839
"FAM168B",0.41281412663592
"NTM",0.412418623281425
"SNHG14",0.411
"HDAC7",0.410670401030396
"CBWD1",0.41
"AL353743.1",0.409491155818712
"PRUNE2",0.409103999946076
"CDK5RAP2",0.409
"FLCN",0.408902816336995
"MFSD11",0.408474882558464
"ING3",0.408474154982746
"MINDY2",0.408136518990111
"BRD1",0.408
"SELENOF",0.407665401073169
"ANKRD13C",0.407
"MGRN1",0.406
"PSMD1",0.405462778842113
"KAT6B",0.405
"NUCB2",0.405
"SCN9A",0.404
"SPTLC1",0.404
"RAD52",0.403087917501192
"RUNDC3B",0.403
"RBCK1",0.40291678639718
"SLF1",0.402633946189382
"RAPGEF6",0.402
"COPS5",0.401979002560932
"FAM207A",0.401679815367289
"BDP1",0.401398425668839
"APAF1",0.400588549243239
"HSD17B4",0.4
"CLEC16A",0.399
"VLDLR-AS1",0.398461972873513
"EIF3M",0.398193100879141
"NUTM2A-AS1",0.398
"KLF7",0.396154581197656
"TRAF3",0.395
"CAB39L",0.394764844946783
"ADAM17",0.393
"VDAC3",0.392307896576704
"HSPA4L",0.392
"TCF12",0.391366993414374
"TRIM9",0.391
"DOCK7",0.39
"AGAP1",0.38968625014539
"COPS7B",0.389
"AHCYL1",0.387540555289129
"KIF21A",0.387366718482918
"RALGPS2",0.386632307567297
"NR6A1",0.386022772470087
"SUPT20H",0.386
"LNPK",0.384
"SLC36A4",0.38320592426765
"MCCC2",0.38280416387108
"NSUN4",0.382
"PRDX4",0.381315262796188
"TSPAN2",0.381
"USP9Y",0.381
"PDZRN4",0.380258692370961
"RAB5A",0.378282099936828
"FUCA2",0.378
"STIM2",0.378
"PRMT2",0.377
"VIPAS39",0.376825464419265
"LCORL",0.376200918815622
"ANKRD13D",0.376108751641174
"MRPL22",0.376
"NUP85",0.376
"DOT1L",0.375086745751066
"HECTD1",0.375002541408628
"CEP164",0.375
"KIAA0753",0.375
"SETDB2",0.375
"FAM161A",0.374
"PIGB",0.374
"CEP85L",0.373888278750672
"PRKDC",0.373
"RALGAPA1",0.372
"UNC13B",0.371907015333416
"SEMA6D",0.371474671510139
"TRPC1",0.371
"DNTTIP1",0.370966558234337
"CDC42",0.370344089891213
"ATG5",0.37
"NELFA",0.37
"SIK3",0.369825308212668
"SMIM7",0.369
"SYNPR",0.368451003742937
"LARP7",0.367
"NAPA",0.367
"DENND5A",0.366
"MED20",0.365818561488986
"LRSAM1",0.365765610760242
"MECR",0.365186399585537
"CPB2-AS1",0.365
"ATF2",0.363831780302181
"PCNX4",0.363
"RRNAD1",0.361
"PKNOX2",0.36
"CBWD3",0.358561779018734
"TUT4",0.358
"TSPAN7",0.357
"C9orf78",0.356656588055361
"PLPPR1",0.355892290935814
"TEX30",0.354
"TIA1",0.353740231630943
"PNISR",0.35289895650546
"ARFGEF3",0.35253439755166
"UNC13A",0.352148261569373
"CDK16",0.352
"KLHL4",0.352
"CCNT2",0.351
"CTDSPL",0.351
"TMEM260",0.351
"WNK3",0.350422878211262
"MEAK7",0.350029705783624
"ARHGEF4",0.349768403687519
"CHST1",0.348042146474989
"GBAP1",0.348
"SMPDL3A",0.348
"VTI1B",0.348
"NKAIN2",0.34754988842785
"BCL9",0.347
"CZIB",0.345968693446731
"PPP6C",0.345022721129579
"EBAG9",0.345
"NBR2",0.345
"ZFR",0.344928955477883
"CTBS",0.344913527334652
"EHMT1",0.344293278263923
"FAAP20",0.344
"LRCH4",0.344
"PPHLN1",0.344
"MYO6",0.34303343672174
"BDH1",0.343
"MYCBP2",0.343
"SCLT1",0.343
"CAMK2B",0.342
"ZMYM5",0.342
"AL049697.1",0.341
"IQCK",0.341
"SH3PXD2A",0.340764710697745
"UVRAG",0.340268795754899
"LMF1",0.34
"NDUFAF6",0.34
"PICALM",0.34
"STXBP1",0.34
"RAP1GDS1",0.339269291925215
"DLGAP4",0.338
"KIF1B",0.338
"MAGI1",0.338
"PACRGL",0.338
"RRM1",0.337651513461086
"ATXN1",0.337546788708482
"ABLIM1",0.337
"MEMO1",0.337
"KANSL3",0.336
"SOCS6",0.335331781772191
"PPIP5K2",0.335059571226626
"WASF1",0.334
"JARID2",0.333756083797935
"OBSL1",0.333
"WASHC5",0.333
"ERC1",0.332956521835694
"DCBLD2",0.332
"UFD1",0.332
"MAFG",0.331308408066469
"ILK",0.331
"UBP1",0.331
"STRN3",0.33
"GPATCH2L",0.329
"GTPBP8",0.329
"L3MBTL2",0.329
"KIRREL1",0.328366829580691
"AC010642.2",0.328
"AL360181.3",0.328
"C8orf44",0.328
"KIAA1109",0.328
"PDE4B",0.328
"UPF3A",0.327794057112536
"CCNB1IP1",0.32698435849701
"PDZRN3",0.326562167193621
"BCLAF3",0.32604864725356
"ABAT",0.326
"ATP6AP1L",0.326
"ENAH",0.326
"MAP6",0.325400219279675
"HSPA1L",0.325016419854435
"CLTA",0.323847755424741
"HIKESHI",0.323
"ASNS",0.322
"CUL9",0.322
"TTLL7",0.322
"RBFOX1",0.321950053241937
"NUP50",0.321560891118342
"CCDC88A",0.321
"NTRK2",0.321
"PIGU",0.320783407650069
"TRIM36",0.320632074193654
"ELMOD3",0.32
"PCBP4",0.32
"DGKZ",0.319
"MRPS11",0.319
"ODF2L",0.319
"RARS2",0.319
"RSPO4",0.319
"ZNF767P",0.319
"SYNE1",0.318959956565547
"AKAP9",0.318
"SLC25A14",0.318
"TBL1X",0.318
"KLHL36",0.316325809460333
"AHI1",0.315
"UBXN4",0.315
"DPY19L2P2",0.314
"ENDOV",0.314
"LINC00632",0.313
"MDH1B",0.313
"POLG",0.313
"PTPN4",0.313
"KRBA2",0.312
"AFF2",0.311509602919311
"GRM1",0.311
"ZMYND8",0.311
"LRRC27",0.310084016178971
"MAP4K5",0.310083992119849
"FAM193A",0.31
"GGCT",0.31
"AKAP8L",0.309
"CCDC32",0.309
"RBMS3",0.309
"PLEKHA6",0.308342581787454
"APBB2",0.308
"CTC1",0.308
"PITPNC1",0.307431799414531
"ANK2",0.307028016159145
"SSH1",0.306206332345129
"MCF2L2",0.305378117245779
"EIF4A2",0.305
"ZMAT4",0.305
"GRIN1",0.304030246310136
"ADAM23",0.304
"ATG4C",0.304
"CLK4",0.304
"COPS3",0.304
"SF3B1",0.304
"TTLL3",0.304
"DNAJC19",0.303
"WASH2P",0.303
"SGIP1",0.302329128949313
"KANSL2",0.302149018589779
"SMC6",0.302
"GNA13",0.301885337846328
"GAPVD1",0.301582357243968
"WASHC2C",0.30139915670135
"AC026786.1",0.301
"BNIP2",0.301
"TRMU",0.301
"NT5C3A",0.300961268833519
"SCFD1",0.300655707800559
"TANK",0.300642465277494
"TIAL1",0.300136029101409
"MTFR1L",0.3
"RNF130",0.3
"LINC01106",0.295451278367234
"STRADB",0.294836626329032
"PHGDH",0.294287930322378
"RPS9",0.294232007066252
"IFNAR2",0.293869259766511
"MRTFB",0.293794927998464
"ABHD13",0.293674245544739
"TRAPPC12",0.291296693855263
"BNC2",0.29110812997817
"PARN",0.289327802888547
"EPM2A",0.289278908359038
"GABRB1",0.288901380196154
"AC104009.1",0.288410162175707
"ZNF548",0.28823052453233
"MAML3",0.287521675111801
"AC132008.2",0.286468800027592
"ZNF675",0.285122375265804
"ETHE1",0.285096511016613
"RRN3P2",0.282086055122745
"CNOT6",0.281276591708814
"PPOX",0.280762680654075
"DGKB",0.280638593830118
"PPP1R9A",0.280541839765605
"OXCT1",0.279041304130789
"BCHE",0.277492650371387
"FARP1",0.276780562104603
"PIKFYVE",0.275966306345809
"TTPAL",0.275763628372025
"SCAMP1",0.275687140684448
"UNK",0.275248896120883
"PCM1",0.274578117016608
"ZNF568",0.273110455409536
"SPEG",0.272214785243066
"LRP8",0.272066508424013
"LINC01123",0.271975043736252
"TLN2",0.271856507423026
"CEP131",0.271485964222043
"TMEM87B",0.271235812958399
"SLC20A2",0.270329455840202
"RPS4X",0.270217469060834
"ANKDD1A",0.270092502865924
"CNOT7",0.26873395457647
"PKP4",0.268577588585915
"CDH18",0.268395662701191
"FAIM",0.267922440331041
"RNASET2",0.267272641140216
"CYTH3",0.267259473266051
"EIF1AD",0.267167785025281
"KCNC1",0.26698840191752
"SLMAP",0.2668358285545
"AC092683.1",0.266768341295389
"PRICKLE2",0.266375274291782
"CLTC",0.26584105719583
"NPEPPS",0.26552736299214
"KLHL17",0.265272206518982
"ZNF428",0.265257793724485
"GTPBP2",0.264932544026037
"PTPRD",0.264154813923044
"ACACA",0.263818610265269
"RIMS2",0.262341350192122
"THAP6",0.262037783382734
"CAB39",0.260726839312547
"CAMK2G",0.259735980559471
"RCOR3",0.259687554809567
"PIK3CB",0.259218692334889
"ATXN7L1",0.258918032228999
"SLC25A22",0.258543291798904
"SH3D19",0.25830438994235
"GLA",0.258107126620907
"DEXI",0.257585615441776
"HNRNPH3",0.257285925863589
"EIF2AK1",0.256502672360917
"ZDHHC8P1",0.256194998178103
"FUBP3",0.256140367002078
"MSC-AS1",0.25610412784733
"HUNK",0.255960515097017
"AKAP6",0.255219207698626
"DIPK1B",0.255133415570078
"PCMTD2",0.253875465532349
"TPP2",0.25366200284546
"TAMM41",0.25161021008281
"TBCA",0.250251659173462
