"","dPSI_iPSC_1949634.10uM"
"CCDC88A",0.406
"MIR4435-2HG",0.406
"MYO19",0.406
"NCOR2",0.406
"SF1",0.406
"ZNF518B",0.406
"EHHADH",0.405711341235791
"CAPN15",0.405666833292416
"USP35",0.405533194105505
"XYLT2",0.405374879544949
"ZNF175",0.405329889886246
"HECTD4",0.405164101094891
"C1orf50",0.405
"DFFA",0.405
"EPB41",0.405
"IFT80",0.405
"LRRC20",0.405
"MUC20-OT1",0.405
"ADD2",0.404596389807335
"FLCN",0.404581253338641
"ATG4A",0.404380835792201
"NFKBIZ",0.404
"SLC13A3",0.404
"CNNM3",0.403465665849302
"TANGO2",0.403075957452303
"SLC2A8",0.403
"TEAD2",0.403
"TMEM263",0.403
"ZNF197",0.403
"ZNF519",0.403
"B4GALT2",0.402413480478561
"RARS1",0.402368182534449
"CBWD6",0.40213271641482
"AL590705.3",0.402075903431896
"ABI1",0.402
"PTBP1",0.402
"SEC16A",0.402
"SPIN3",0.402
"CHD3",0.401126924699074
"FAM118A",0.401
"KATNA1",0.401
"MGAT4B",0.401
"SSBP3",0.401
"TRIM4",0.4009220899235
"LINC02253",0.400751247384491
"UBE2L3",0.400661912908034
"AC009055.2",0.400219657061365
"GPATCH4",0.4
"MANBA",0.4
"CCT6P1",0.399213541409226
"PCNX3",0.399128063479691
"CD164",0.399
"CYP27C1",0.399
"LIPT1",0.399
"PAFAH2",0.399
"ZC3H11A",0.399
"HNRNPDL",0.398951405351167
"AC016876.2",0.398733305729018
"ZBTB49",0.398044438740663
"AC138894.1",0.398
"MTIF3",0.398
"NIN",0.398
"LARP6",0.3976466850707
"AC010642.2",0.397463538480642
"CDK11B",0.397
"DHRS3",0.397
"RANBP3",0.397
"RMND1",0.397
"TRAF4",0.397
"ZFYVE26",0.397
"ZNF202",0.397
"PPP1R17",0.396803382680274
"SERF1A",0.39633230480865
"GABRA3",0.396
"PSEN2",0.396
"SLC25A22",0.396
"ARL5B",0.395571927470236
"MUC3A",0.395
"TONSL",0.395
"ZNF253",0.394773776039578
"ESRP2",0.394325553643261
"CLIP1",0.394322198900352
"RBM47",0.394097829010592
"PLA2G4C",0.394091714155536
"GAS6",0.394055590027627
"EEF1D",0.394
"EGLN1",0.394
"PPP2R5E",0.393928097337988
"GOLGA2P10",0.393583805080265
"NPIPB12",0.393362007988497
"GLUL",0.393
"IP6K1",0.393
"NSUN4",0.393
"ZFAND1",0.393
"BRD1",0.392955693821333
"C11orf24",0.392701801688987
"TIMMDC1",0.392651853313345
"CCT7",0.392
"THOC5",0.392
"AC114737.4",0.391790790011356
"UHRF2",0.391551251036976
"ANKRD13D",0.391
"USP46",0.391
"CNOT4",0.39
"FUT10",0.39
"KDM2B",0.39
"LIN54",0.39
"RPUSD3",0.39
"SLAIN2",0.39
"WIPF1",0.389974829690543
"DDHD1",0.389
"FBXO25",0.389
"NOTCH1",0.389
"GAPVD1",0.388913914926736
"ZNF117",0.388140215007744
"DUSP16",0.388
"FASTK",0.388
"GRAMD2B",0.388
"POLG",0.388
"ZXDC",0.388
"MEMO1",0.387555061554997
"ADAMTS3",0.387383561775703
"PFKFB2",0.387254096373866
"ESPL1",0.38725225124039
"CDK19",0.387
"LRIF1",0.387
"R3HDM1",0.387
"ZMYM5",0.387
"ZNF518A",0.387
"GATD3A",0.386994991553951
"C14orf119",0.386522032567238
"SYT14",0.386333763526965
"BBX",0.386
"GMIP",0.386
"NAA60",0.386
"NOP14-AS1",0.386
"RNF216P1",0.386
"STXBP1",0.386
"MBTPS1",0.385050017784309
"ACSL3",0.385
"ATG4D",0.385
"HIPK1",0.385
"MICAL3",0.385
"ORC2",0.384829981510958
"FIP1L1",0.384326100661646
"TXNRD2",0.384219155832436
"CCDC150",0.384187239284086
"TMEM67",0.384
"PACC1",0.383951070558224
"CEP170",0.383
"FANCA",0.383
"PTPRS",0.383
"SECISBP2",0.383
"VPS26C",0.383
"SYT7",0.382639202909976
"TRAPPC10",0.382466842366655
"PGAM1P5",0.382292145502739
"ZFYVE1",0.382191408166961
"DMXL2",0.382
"PPARGC1B",0.382
"INTS9",0.381456686130669
"UQCRC2",0.381250344591655
"MAPK9",0.381
"PXN-AS1",0.381
"BCL11A",0.38
"CTDSPL",0.38
"HEATR6",0.38
"HIF3A",0.38
"PAPOLA",0.38
"SKA3",0.38
"TXNDC11",0.38
"CEP57",0.379318106254951
"BIN3",0.379179128517506
"ARHGAP12",0.379
"C2CD5",0.379
"COG6",0.379
"XPO1",0.379
"HNRNPD",0.37884845096763
"TMEM184B",0.378523767022924
"ZNF182",0.378430503136596
"APH1B",0.378
"GK5",0.378
"PYGO1",0.378
"AP3M2",0.377757908918452
"AFMID",0.377
"EIF4A2",0.377
"MRPL18",0.377
"RHBDD1",0.377
"TOLLIP",0.377
"VASH2",0.377
"N4BP1",0.376559010286689
"ESRP1",0.376
"FKTN",0.376
"KDM8",0.376
"NFATC3",0.376
"SLC3A2",0.376
"SLC41A1",0.376
"ZNF585A",0.376
"DNMT3B",0.375
"SGCE",0.375
"SLMAP",0.375
"SPINT1",0.375
"NUP50",0.374890350504609
"ABCD4",0.374
"CDC14B",0.374
"IRF1",0.374
"ZNF317",0.374
"AREL1",0.373
"KLHL2",0.373
"METTL17",0.373
"TRAPPC2L",0.373
"RTEL1",0.37232163284624
"TAF15",0.372027635668442
"CAPN10",0.372
"COP1",0.372
"DHX33",0.372
"GPC2",0.372
"HYOU1",0.372
"ITPA",0.372
"POLQ",0.372
"SIK3",0.372
"SLC6A9",0.372
"YAP1",0.372
"ZNF800",0.372
"NBPF15",0.371410381830781
"ZNF37A",0.371146297660277
"DNM1L",0.371
"PCID2",0.371
"TMEM177",0.371
"ALAD",0.37
"CEP162",0.37
"PIKFYVE",0.37
"RPS9",0.369724301541358
"UNC13B",0.369598870939377
"ATP8A1",0.369
"KIAA0753",0.369
"ST3GAL6",0.369
"CYBC1",0.368
"FIGNL1",0.368
"KAT6B",0.368
"OLMALINC",0.368
"ADCY3",0.367
"ANK2",0.367
"ELP4",0.367
"HERPUD2",0.367
"MARF1",0.367
"MFSD11",0.367
"MTERF3",0.367
"RHOBTB1",0.367
"ZMYND8",0.367
"NBPF12",0.366497634750429
"FAM189A1",0.366490553109718
"CSNK1A1",0.366473330839677
"ZNRF3",0.366345260012366
"CERS4",0.366
"MBNL1",0.366
"NTM",0.366
"PDPR",0.366
"PSTK",0.366
"SMC4",0.366
"ZNF569",0.366
"SPATA7",0.365372887150359
"BOD1L1",0.365190560808531
"PCP4",0.365174219463828
"AC087632.2",0.365
"CHRNB1",0.365
"CPNE1",0.365
"GLYATL1",0.365
"NDUFAF7",0.365
"PATL1",0.365
"SYP",0.365
"UBIAD1",0.365
"UTP4",0.365
"RTEL1-TNFRSF6B",0.364862267930611
"AL390728.4",0.364509234609345
"ZDHHC17",0.364435505010686
"CMC2",0.364
"EWSR1",0.364
"FN1",0.364
"FRG1CP",0.364
"HROB",0.364
"NIPSNAP2",0.364
"PXDN",0.364
"RBBP4",0.364
"FBXW2",0.363485592346649
"ARFIP1",0.363227706849044
"TRIM41",0.36322072112685
"ALG11",0.363
"BCL2L13",0.363
"BCOR",0.363
"GFM2",0.363
"PRR14",0.363
"ELMOD2",0.362984953194145
"MTCP1",0.36232473914375
"RYR1",0.362229265434148
"DLG1",0.362
"HM13",0.362
"KIF13B",0.362
"PRIMPOL",0.362
"PTPN13",0.362
"LRRFIP2",0.361630652789288
"ZNF142",0.361369358903094
"ADAM22",0.361
"ARHGEF10",0.361
"ERCC6L2",0.361
"GLB1L3",0.361
"MLLT10",0.361
"SLC25A36",0.361
"SNHG16",0.361
"TULP4",0.36080711251356
"GNG12",0.360728139015772
"DCAF10",0.360118797829353
"LINC01484",0.36
"RWDD2B",0.36
"ZSCAN16",0.359043780187164
"PHYHD1",0.359
"RIC1",0.359
"SEZ6L2",0.359
"TMEM106C",0.359
"TRIM6",0.359
"UFD1",0.359
"SETD5",0.358655365135766
"APOBEC3D",0.358655128377581
"FHL3",0.358530647806745
"KLHDC10",0.358424948474626
"AASS",0.358270993701159
"SPEG",0.358229386847638
"AGO3",0.358200554132031
"IGSF9",0.358195562411428
"CBLB",0.358
"EIF2D",0.358
"KDM5B",0.358
"TRMT2B",0.358
"IMPDH1",0.357948838805607
"ZNF611",0.357472995858638
"ETS1",0.357
"ORC1",0.357
"PTK7",0.357
"MNT",0.356715737990498
"REV1",0.356
"TOGARAM1",0.356
"ZFYVE9",0.356
"USPL1",0.355954571290209
"PABPC1L",0.355818929642836
"FLT1",0.355616117002816
"NUTM2B-AS1",0.355414183319601
"POLR1D",0.355407931696226
"PAOX",0.355108675514529
"ACAD9",0.355
"BCL2L12",0.355
"INAVA",0.355
"NASP",0.355
"NIPA1",0.355
"PHF21A",0.355
"TAF1",0.355
"TENT4B",0.355
"YEATS2",0.355
"SMIM7",0.354690854271023
"TRIO",0.354037761788049
"ZNF207",0.354005582960709
"EAF1",0.354
"MTA1",0.354
"NUP214",0.354
"PCM1",0.354
"PIMREG",0.354
"C2CD3",0.353
"CDC42BPA",0.353
"CDK5RAP1",0.353
"TMEM260",0.353
"TRIML2",0.353
"CD200",0.352796609271906
"ZNF76",0.3524104012221
"CCNT2",0.35212940730385
"KIF16B",0.352
"RNF38",0.351522856194263
"BPTF",0.351447196386482
"FAF1",0.351088789709123
"HERC4",0.351
"TULP3",0.351
"ESS2",0.350937555312921
"TTC28",0.350031184585922
"ALG9",0.35
"FAAP20",0.35
"PARP11",0.35
"PIK3C2B",0.35
"SNX13",0.35
"ABCC10",0.349
"ARL15",0.349
"CAMK2G",0.349
"MAP2K5",0.349
"MIS12",0.349
"RBMS2",0.349
"RNF135",0.349
"ENOSF1",0.348921254162729
"USP15",0.348788294536406
"TEP1",0.348265120155884
"HERC2P9",0.348097047803904
"AMPH",0.348
"CDK16",0.348
"COQ9",0.348
"PHF8",0.348
"PRKAR2A",0.348
"SPATS2L",0.348
"TBC1D22A",0.348
"TNRC6A",0.348
"ZNF653",0.348
"ABCD3",0.347770736437492
"ZNF226",0.347080071242603
"CUL7",0.347
"CENPT",0.346983191164576
"CYB5RL",0.346902812743111
"OPA1",0.346
"SH3RF1",0.346
"SMARCC2",0.346
"SCYL2",0.345655106345633
"AC055811.2",0.345
"CEP44",0.345
"MFF",0.345
"RASGRP1",0.345
"UBOX5",0.344897171337971
"SALL2",0.344765001832744
"MYEF2",0.344660488291218
"CLOCK",0.344399787054582
"ADCK1",0.344
"ATP6V0A1",0.344
"CSNK1D",0.344
"EIF2B5",0.344
"MBD1",0.344
"NPTN",0.344
"C12orf73",0.343524176776112
"AVL9",0.343254906153245
"NBPF1",0.343024889669864
"BRIP1",0.343
"GCFC2",0.343
"HMGCL",0.343
"PCNT",0.343
"PARVA",0.342962533013049
"ZNF428",0.342243536483601
"PAK3",0.342109844135215
"AP1AR",0.342
"BIRC6",0.342
"BTN2A2",0.342
"FAM189B",0.342
"IMMP2L",0.342
"QTRT2",0.342
"RRP8",0.342
"TSPOAP1",0.342
"ZNF613",0.342
"RBCK1",0.341616707123052
"FAM168B",0.341374943817797
"AKAP8L",0.341
"AQR",0.341
"CHDH",0.341
"MED15",0.341
"RALGPS2",0.341
"ZNF45",0.341
"ANK3",0.340400118318611
"MAN2A1",0.340381194117822
"LINC00630",0.340194259953417
"FRAS1",0.34
"UTY",0.34
"VILL",0.34
"LINC01001",0.339299976854271
"MZT1",0.339110951632952
"CREBZF",0.339
"CXorf38",0.339
"KDSR",0.339
"RMDN1",0.339
"TRIM26",0.339
"MPRIP",0.338487767966422
"ANGEL1",0.338369225315479
"ANKRD18CP",0.338
"ASB1",0.338
"ETV4",0.338
"GABBR1",0.338
"GATD1",0.338
"GLI2",0.338
"HIKESHI",0.338
"OPN3",0.338
"RAB5IF",0.338
"USP4",0.338
"YDJC",0.338
"ASXL1",0.337982216165086
"STAG3L3",0.337535604739836
"DAZL",0.337231699645118
"D2HGDH",0.337
"FRYL",0.337
"LINC00467",0.337
"LRR1",0.337
"RSRC2",0.337
"TMX2",0.337
"GNB1L",0.33674577174734
"IVNS1ABP",0.336508384976918
"PTP4A3",0.336196375464201
"FAM13B",0.336127151415449
"DBF4B",0.336
"DDX39B",0.336
"MIAT",0.336
"ODF2",0.336
"SRP19",0.336
"TGFB1I1",0.336
"AKT1",0.335
"ARMC10",0.335
"FANCI",0.335
"KMT2C",0.335
"ZNF623",0.334475903028966
"IL6ST",0.334
"METTL8",0.334
"MTSS2",0.334
"RNLS",0.334
"SH3D19",0.334
"DCBLD2",0.333
"GUSBP11",0.333
"NLGN2",0.333
"SREK1",0.333
"NCS1",0.332852568837517
"TMEM241",0.332785815884864
"AC132008.2",0.332
"BARD1",0.332
"NDUFAF6",0.332
"PIGA",0.332
"TMX3",0.331870669201964
"TCP1",0.331586827317685
"STRADA",0.331432392417581
"DNTTIP1",0.331261679029113
"RBM26",0.331132467212305
"CCDC169",0.331122484374138
"ZNF410",0.331008034690769
"BDH2",0.331
"IL17RD",0.331
"VRK3",0.331
"SLC35A3",0.330805889635119
"KIAA1217",0.330179157315229
"ALKBH2",0.33
"IKBKB",0.33
"OXCT1",0.33
"SLC1A6",0.33
"TSTD2",0.33
"DHX34",0.329243622306924
"GFPT1",0.32912252791365
"ARRB2",0.329
"CUL2",0.329
"CUZD1",0.329
"DGCR6L",0.329
"ELOVL1",0.329
"FAM200B",0.329
"SLC50A1",0.329
"MKI67",0.328770391954223
"PLK3",0.328311551384086
"FAM86B2",0.32828916770257
"CCM2",0.328
"FASTKD3",0.328
"OSGEPL1",0.328
"TMEM161A",0.328
"ZKSCAN5",0.328
"ZNF302",0.327360576675518
"SSH2",0.327324143316488
"ARHGEF11",0.327
"FGD6",0.327
"GINS3",0.327
"LIN9",0.327
"NUTM2A-AS1",0.327
"PBX3",0.327
"PRMT7",0.327
"TMCO3",0.327
"TTLL7",0.327
"UBA6-AS1",0.327
"VEGFB",0.327
"YTHDC2",0.327
"ZMYM4",0.327
"HERC2P2",0.32631961752617
"PIP5K1C",0.326088171362622
"ATP8B2",0.326
"CACNG7",0.326
"CDC25B",0.326
"CTDP1",0.326
"FAM120B",0.326
"NPRL3",0.326
"NTAN1",0.326
"PACRGL",0.326
"THUMPD1",0.326
"TMPRSS2",0.326
"ZNF195",0.326
"MTFR1L",0.325065415763269
"AC118553.2",0.325
"DGUOK",0.325
"ECHDC1",0.325
"GBA2",0.325
"PPHLN1",0.325
"RAB11FIP4",0.32483830856745
"IFFO1",0.324427438024353
"TMEM219",0.32426214866569
"DIAPH2",0.324035623781488
"ARAP1",0.324
"CCDC18",0.324
"CMTM7",0.324
"ELF2",0.324
"KCTD20",0.324
"KIAA1109",0.324
"PPP1R13B",0.324
"PTK2",0.324
"PXYLP1",0.324
"RAPGEF6",0.324
"TAPBP",0.324
"ASNS",0.323792212909608
"TBC1D1",0.323263969971508
"LCOR",0.323
"MDH1B",0.323
"NEK3",0.323
"POLG2",0.323
"UBAP2",0.323
"USP37",0.323
"ZNF462",0.323
"DMXL1",0.322526944062369
"LINC01881",0.322350849864156
"HNRNPH3",0.322230069561384
"AHI1",0.322
"AKAP7",0.322
"CDC45",0.322
"FAHD2A",0.322
"PHF21B",0.321870317172508
"C2orf15",0.321650573140935
"CCDC66",0.321606057122506
"ATF2",0.321
"B4GALNT3",0.321
"CEP70",0.321
"CPSF4",0.321
"HNRNPH1",0.321
"MBD5",0.321
"OGDHL",0.321
"RCC1",0.321
"STX3",0.321
"WDR19",0.321
"BORCS8",0.32
"LDB2",0.32
"METTL1",0.32
"RBM41",0.32
"TICRR",0.32
"TMEM201",0.32
"XPR1",0.32
"KIF1B",0.319861290897244
"CD99P1",0.31906217306093
"ADGRG2",0.319
"HSPA4L",0.319
"PIBF1",0.319
"RRN3",0.319
"TMCC1",0.318805939885849
"CNKSR2",0.318326775822409
"RAB3IL1",0.318295339583496
"NBPF9",0.318233260325292
"DSC2",0.318215844227501
"PRMT9",0.318089321591448
"RBPMS",0.318034642009875
"ATXN2L",0.318
"CCDC84",0.318
"ETF1",0.318
"GSTO2",0.318
"LENG8",0.318
"LRRCC1",0.318
"MRTFB",0.318
"ORMDL1",0.318
"PUM1",0.318
"SUGP1",0.318
"ZMYM2",0.318
"RAB11FIP1",0.317919882621291
"NPEPL1",0.317822355702141
"CDK11A",0.317784505225003
"ARHGAP21",0.31756760882611
"CHAF1A",0.317
"GLT8D1",0.317
"LNX2",0.317
"NCOR1",0.317
"ZNF529",0.317
"AC006001.3",0.316790622647209
"APC",0.316485061483973
"AC068205.2",0.316
"CCNYL1",0.316
"GMPR2",0.316
"L3MBTL2",0.316
"NME4",0.316
"OARD1",0.316
"PIGQ",0.316
"POC1B",0.316
"SDHAP1",0.316
"SLC25A23",0.316
"SNHG14",0.316
"SPPL3",0.316
"ZNF561",0.316
"EFCAB14",0.315984525380841
"CTTNBP2",0.315
"ITGB5",0.315
"MANBAL",0.315
"PCSK7",0.315
"POLL",0.315
"RELT",0.315
"SCARB1",0.315
"SHROOM4",0.315
"SKA2",0.315
"SMC5",0.315
"ZFP69B",0.314695100223578
"PCNX1",0.314444161077438
"METTL6",0.314121562468065
"AC022137.3",0.314
"CRYBG2",0.314
"KIF21A",0.314
"RHOT1",0.314
"SFI1",0.314
"TUSC3",0.314
"ZSCAN30",0.314
"UBXN4",0.313533634333014
"SLC25A14",0.313522791340842
"NPIPB4",0.313398280198799
"ANKRD17",0.313
"DAGLA",0.313
"GOLGA2",0.313
"IKZF5",0.313
"INTS14",0.313
"SNX14",0.313
"TMEM256-PLSCR3",0.313
"JPT2",0.312581909266376
"ALKBH3",0.312
"ANOS2P",0.312
"CCHCR1",0.312
"ETV1",0.312
"KLHL8",0.312
"SEPTIN2",0.312
"AC245297.4",0.311493862457421
"DELE1",0.311020376394143
"DYRK4",0.311
"EIF4H",0.311
"LINC01128",0.311
"RAB28",0.311
"ZNF100",0.311
"CBWD5",0.3109799634229
"TMEM11",0.310761761777976
"TRAF2",0.3104913087055
"GK",0.310424729915009
"DPF1",0.31
"DPY19L4",0.31
"FIRRE",0.31
"MTMR12",0.31
"NAA16",0.31
"NADK",0.31
"RPP14",0.31
"STXBP6",0.31
"ZNF26",0.31
"TAMM41",0.309679738005059
"FBXL4",0.309
"HERPUD1",0.309
"LINC01224",0.309
"PSMD13",0.309
"SLC33A1",0.309
"TSPAN14",0.309
"ZNF644",0.309
"KIAA1671",0.308982834765866
"TMTC3",0.308906489846165
"LINC01002",0.308679979866679
"VSIG10",0.308588291832351
"NAPB",0.308436637115188
"CHN1",0.308258989671868
"ABCC4",0.308
"BBS4",0.308
"ELP2",0.308
"GSTCD",0.308
"IGF2BP2",0.308
"SIN3A",0.308
"DENND1A",0.307038399502799
"EIPR1",0.307
"EPS15L1",0.307
"MOSPD1",0.307
"PICALM",0.307
"PPP2R1B",0.307
"SMG5",0.307
"TBC1D2B",0.307
"TMEM116",0.307
"ZNF7",0.307
"HDAC10",0.306766489254126
"EME1",0.306
"MMS19",0.306
"TRMU",0.306
"UTP6",0.305557162117412
"SOCS2",0.305358883370518
"ADGRG5",0.305
"BAZ2A",0.305
"ERG",0.305
"KNTC1",0.305
"MAPK10",0.305
"MTMR14",0.305
"NDUFA3",0.305
"PARP6",0.305
"PPP1R13L",0.305
"SEC22C",0.305
"SFXN5",0.305
"SLC15A3",0.305
"PRSS16",0.304898579104247
"ZNF429",0.304802974155312
"NPIPB8",0.304287908924766
"CTC1",0.304
"EHMT1",0.304
"GAREM1",0.304
"RC3H2",0.304
"SMG7",0.304
"TBCEL",0.304
"TRAPPC11",0.304
"VIPAS39",0.304
"WASF1",0.304
"HYI",0.303977128007634
"CASP9",0.303885512018308
"POLB",0.30327240730494
"DPY19L1",0.303
"GGCT",0.303
"IL17RB",0.303
"MARCHF2",0.303
"PAK1",0.303
"QRICH2",0.303
"TRPC1",0.303
"HEPH",0.302815470968303
"NELFE",0.302705516105994
"KMT2D",0.302414445279247
"ZNF888",0.302361181680073
"MAPK8IP3",0.302266585392458
"AC118549.1",0.302
"AMMECR1L",0.302
"ANAPC16",0.302
"ECI2",0.302
"HLTF",0.302
"LRRC28",0.302
"PARD6G",0.302
"PGM3",0.302
"PYCR1",0.302
"SNIP1",0.302
"TRMT6",0.302
"YWHAH",0.302
"ZFYVE21",0.302
"P3H4",0.301384812456801
"CEBPZOS",0.301040931351719
"ABLIM1",0.301
"APLP1",0.301
"CPT1C",0.301
"DENND2B",0.301
"EHBP1",0.301
"FBLIM1",0.301
"MCM8",0.301
"NF2",0.301
"SCAMP5",0.301
"STRN3",0.301
"TEX30",0.301
"TRAFD1",0.301
"TRIP11",0.301
"CAST",0.300801559662551
"ZNF827",0.300374570861387
"BRCC3",0.3
"CHST9",0.3
"HMGXB4",0.3
"HNRNPC",0.3
"PCLO",0.3
"PHC1",0.3
"PPP1R37",0.3
"SHARPIN",0.3
"SNRPD2",0.3
"USP31",0.3
"GCN1",0.299893705296337
"CLSPN",0.299715950882914
"VAMP3",0.297734757602309
"NPIPB9",0.29771167997962
"MLPH",0.297601664610473
"ZDBF2",0.29721568227994
"CYRIB",0.297160303111152
"AP3S2",0.297032032138944
"EGLN3",0.296870702415168
"ALMS1",0.296570133877503
"ZNF211",0.296516789904731
"ZNF418",0.296449131287458
"APAF1",0.296195622749803
"MRPL45",0.296036096345772
"ZNF213",0.295825313131572
"EFEMP1",0.295699214237229
"EPHA1-AS1",0.29558290809866
"GOLGA3",0.295511942957093
"LRRC8B",0.295293549101255
"THOC2",0.295197151311359
"ARVCF",0.294749787606106
"NET1",0.294364402707984
"CLTB",0.294222137546193
"CCT5",0.29348845895595
"NPIPB6",0.293305008134566
"ENO3",0.291848939484587
"FBRSL1",0.291816478069949
"RSPRY1",0.291554230224792
"KIF3A",0.290921086046411
"SLC25A51",0.290683805724313
"C20orf96",0.29061292669766
"TMEM161B-AS1",0.290501676241756
"STAG3L2",0.29013343299944
"CDKAL1",0.290123770054877
"PARGP1",0.289790746556283
"PHC2",0.289416402150168
"KIAA0586",0.289259283700651
"OSBPL1A",0.289014947059929
"ELAVL2",0.288744770938158
"CEP57L1",0.288278623739701
"KANK2",0.288173913889832
"PXK",0.288150671153439
"PXN",0.288147069046584
"ZFX",0.287937509870163
"ZNF738",0.287777301201507
"ANO1",0.286991389580394
"MPST",0.286596191552486
"COL4A6",0.286457359682394
"TRAPPC2",0.286450149890998
"CLASP1",0.286381249946136
"DHRS1",0.286254078165778
"BLMH",0.286134828734304
"ZSCAN12",0.285940246206255
"CBWD3",0.285867882467359
"HACE1",0.285379230409139
"EDIL3",0.285340917083877
"CHM",0.285208722193985
"KIF20B",0.285136808903748
"NPIPB13",0.284999555973208
"AKAP9",0.284709685277486
"RFESD",0.284610444427
"SERP2",0.284585793101071
"NAIP",0.28419767077531
"BEND4",0.284054530021702
"SH2B1",0.282657930067686
"MECR",0.282112164713729
"PHGDH",0.281787755457858
"AIMP1",0.281670732752834
"ZNF266",0.280295757134042
"RRM2",0.280167319690428
"PMS2CL",0.280068438572528
"SPINT1-AS1",0.279354487433698
"HEG1",0.279313849215065
"PCED1A",0.279065910374503
"NR1H3",0.278427238347996
"STRADB",0.278356551511451
"C6orf62",0.278255814887936
"CCDC134",0.277960164309268
"PPP3CA",0.277618248976217
"DHRSX",0.277060581818155
"NMU",0.277036752506136
"RRNAD1",0.277033093619743
"ACAP2",0.276861881934306
"GTF2H2C",0.276472119039185
"PIFO",0.275824478728815
"UBAC2",0.275627424718835
"FIZ1",0.275577545927945
"PGS1",0.275564030575538
"KMT5C",0.275536463286186
"CUL3",0.275522112894426
"ZNF174",0.275323370435996
"PHETA1",0.275039375401966
"TMEM63B",0.27391640496034
"TRNT1",0.273894942763446
"CYB561D2",0.273886876239144
"SIN3B",0.272975501275779
"XPNPEP3",0.272928441384263
"NR4A1",0.272591633717695
"NAV1",0.272248212448565
"NOL4L",0.271863496784528
"PRELID3A",0.271787550115152
"MCMBP",0.271244758664512
"CYB5D1",0.271164550708356
"UPRT",0.270553085560444
"SPEN",0.270294092926814
"SGSM2",0.270190071149186
"ANKS3",0.269980300930607
"LINC01315",0.269925812965136
"NOC3L",0.269874454022921
"TRIM37",0.26952711139259
"BRPF1",0.269241380533976
"MKNK1",0.26888625977895
"AK3",0.268463549389132
"HSPA14",0.268437666167984
"AC068888.1",0.26794870950283
"CNTRL",0.267727074886297
"AFP",0.267549975038356
"ZNF732",0.266984750563182
"TSSC2",0.266977811585859
"WASHC4",0.266450071124444
"TACC1",0.266112509372195
"PKN2",0.265902049798322
"RIMKLB",0.265893096676062
"ABL2",0.265546007292478
"APBB2",0.265246536081255
"ZNF397",0.265056759466946
"OR2A1-AS1",0.264621834130769
"SCAI",0.264441007304179
"BX284668.5",0.26428235372002
"NT5C3A",0.264086943512457
"ZNF433-AS1",0.263844015021951
"ZNF232",0.263524250058226
"PFKFB3",0.263503033904085
"CHCHD3",0.263469657551411
"ZNF563",0.263341621344768
"PIGK",0.262575949625756
"LMBR1L",0.262574334870497
"OFD1",0.262494836886454
"FGF7P3",0.261971886726136
"FBXW5",0.261967333792309
"SFXN4",0.261946723163946
"AMZ2P1",0.261682828946084
"REXO5",0.26150764267178
"ELMOD3",0.261286031278555
"LARP1B",0.26117342722833
"PPP2R2B",0.261092775563242
"IGF2R",0.261030779170693
"TTLL5",0.260895655909247
"AGAP1",0.260887227757506
"HSF1",0.260726392515205
"TMBIM4",0.260694302564715
"DKK3",0.260667059867968
"AC104461.1",0.260445742394152
"DST",0.260387888606109
"ANKHD1-EIF4EBP3",0.260107867887758
"NMT2",0.259788965279999
"DBT",0.259379500027878
"MAST2",0.259274671696686
"FAM221A",0.258928542637567
"RIMS2",0.25887224059639
"INPP5K",0.258417149352195
"ADGRA3",0.258361766529742
"TCF20",0.258244716214739
"TSPAN5",0.258233073235592
"RPL23AP82",0.258201853544167
"SPTLC1",0.258155775562754
"TERT",0.257800835310487
"ZSCAN18",0.257526278445398
"FRMD4A",0.257423327439685
"CACNA2D2",0.257399054951336
"MPI",0.257378700423168
"CDK18",0.257075601066084
"GOLGB1",0.257023620530386
"RAB25",0.256941450741601
"CHRNA5",0.256551783477226
"OSBPL3",0.256510575237987
"FAM86DP",0.256379608677184
"RAPH1",0.256373146404423
"MBD2",0.255936481342489
"PPP4R3B",0.255831635541951
"SUGT1",0.255657589946221
"PYM1",0.255620499562605
"ZNF490",0.255618593694445
"ELK1",0.255469960926887
"ZNF542P",0.255167912898721
"PCMTD2",0.254364207361132
"SRRM1",0.254172584938116
"PFKFB4",0.25408643712345
"FAM157C",0.254076700399219
"AC009053.2",0.253901565223597
"RASAL2",0.253704020157333
"WDR73",0.25367516445079
"AL589843.1",0.253609576410337
"NUDCD3",0.253505452014278
"ZNF609",0.252723871320039
"UGGT1",0.252530831349297
"ASH2L",0.252374926129809
"NPIPA1",0.252230156858714
"ACBD5",0.252202852205251
"ZNF707",0.252108524343109
"GRK6",0.252091264577667
"SDHA",0.251972884436036
"HELLS",0.251951917570858
"TCF7L2",0.251837835400849
"ALG3",0.251645541355399
"SDCCAG8",0.251522871619191
"TSPAN12",0.251304129736205
"B3GAT1",0.251243431286362
"PREX2",0.251211956519382
"AC093752.1",0.251208100601858
"SLC12A8",0.25109632300845
"TAF6",0.250929641513804
"DEDD2",0.250874713971043
"CDCA2",0.250872424344465
"RNF31",0.250644386473215
"MLH3",0.250464454718702
"CBLC",0.250440180842046
"EBAG9",0.25041457015478
"CLCN6",0.250375438962052
"NMRK1",0.250146725451227
