"","x","dPSI_iPSC_1755497_3x","x","dPSI_iPSC_1949634_3x","x","dPSI_iPSC_2006152_3x","x","dPSI_iPSC_2059811_3x","x","dPSI_iPSC_2060573_3x","x","dPSI_iPSC_2060884_3x","x","dPSI_iPSC_2070692_3x","x","dPSI_iPSC_2135644_3x","x","dPSI_iPSC_2136770_3x","x","dPSI_NGN2_1755497_3x","x","dPSI_NGN2_1949634_3x","x","dPSI_NGN2_2006152_3x","x","dPSI_NGN2_2059811_3xM","x","dPSI_NGN2_2060573_3x","x","dPSI_NGN2_2060884_3x","x","dPSI_NGN2_2070692_3x","x","dPSI_NGN2_2135644_3x","x","dPSI_NGN2_2136770_3x"
"43",NA,NA,"GCFC2",0.885508631694804,"LINC02210",0.25144056146028,"AC068205.2",0.575783721391087,"MAN1A2",0.643743802503902,"HDX",0.804,"MATK",0.577177121770118,"NAA40",0.432,"PPIP5K2",0.446768684839064,"TMEM74B",0.400073520398511,"GARNL3",0.940298884319119,"ZMYM6",0.429320166160656,"PRICKLE1",0.760783328079526,"CHRM2",0.845271708031967,"AC008581.2",0.933332941973065,"SETX",0.841302443687116,"ZFP82",0.678469007380859,"AXIN1",0.699
"44",NA,NA,"MED13L",0.883240099094911,"STRN",0.250716911848053,"TARBP1",0.567,"CIP2A",0.637407565065884,"ERGIC3",0.801,"CHD9",0.567,"TAF2",0.432,"TIAM1",0.445596659280561,"KDM6A",0.385,"CDC37L1",0.939905901610295,"ZFP82",0.428174832634584,"HDX",0.756,"AC026786.1",0.844064419386993,"EMSY",0.930699521788078,"DENND1B",0.83971668089698,"ZMYM2",0.663,"MADD",0.698759642738953
"45",NA,NA,"LRRC1",0.88137532325835,NA,NA,"FES",0.555268549013446,"SF3B3",0.635612689660245,"TRIM37",0.79490112387758,"SENP6",0.559,"FGF12",0.431436426165806,"ZNF783",0.442407108258832,"GXYLT1",0.384585601438174,"KDM6A",0.939,"MORN1",0.423681449186521,"AC068205.2",0.7546058384995,"PDGFD",0.840157769021381,"PHIP",0.929498089845695,"STX18-AS1",0.839245670001622,"TIAM1",0.657429392114602,"FOXM1",0.695619557677301
"46",NA,NA,"KCNN2",0.881,NA,NA,"SEC22A",0.555131489108963,"VPS29",0.625,"PDE7A",0.794,"MAN1A2",0.554047723638065,"AXIN1",0.429,"VWDE",0.438002712023281,"TRAPPC13",0.382,"LARS2",0.938,"AXIN1",0.415,"AC026786.1",0.750144310040715,"EXOC6B",0.84,"SUPT20H",0.927124102980183,"TET1",0.83884445876596,"AL031315.1",0.657388831141538,"AC104109.3",0.674495877498938
"47",NA,NA,"MLLT10",0.879482245120444,NA,NA,"APIP",0.551085847691004,"WDR90",0.615143543086343,"ZNF680",0.793824324041221,"FAM162A",0.553,"KCNT2",0.427819438416376,"MFN2",0.435,"ARMH3",0.381384388827453,"FAM124A",0.937796182987397,"TSTD3",0.412979523512199,"AXIN1",0.748,"EMSY",0.837390303538146,"FBXL16",0.92581896572418,"SNX7",0.837292843964946,"EXOC6B",0.646,"GLRA3",0.671656086367188
"48",NA,NA,"SYN3",0.878160190631153,NA,NA,"KDM6A",0.55,"TNRC6A",0.611595533852506,"RAB2B",0.788021796327253,"CENPI",0.551315964984004,"ZFYVE26",0.426034983947578,"APIP",0.429903621867544,"WDR17",0.379,"CNGA3",0.935184767013452,"HSD17B4",0.401866964908478,"APIP",0.746403459413863,"AGPS",0.83610157984812,"ODR4",0.922831948985408,"NLGN1",0.834602929353679,"PIGN",0.645118704243917,"CDC37L1",0.670909622204476
"49",NA,NA,"ASCC3",0.876696672602653,NA,NA,"ZFP82",0.544692921058892,"CCT7",0.605,"EMSY",0.786,"DENND5A",0.551,"HSD17B4",0.425064881497528,"KCNT2",0.429043854016497,"ZFP82",0.369571935573601,"DGKI",0.93433050343466,"NUP58",0.391,"SLC24A3",0.74123023946735,"HDX",0.827,"NLN",0.920061190058964,"SOS2",0.833656742072286,"BEND6",0.64,"DENND5A",0.662
"50",NA,NA,"ABHD10",0.876,NA,NA,"PPP1R26",0.530305020586521,"MMS22L",0.602248032632703,"STX18-AS1",0.778570548578267,"APLP2",0.544,"FAM162A",0.423,"GRAMD2B",0.428,"SKP1",0.364,"CHN2",0.932556920801827,"KDM6A",0.39,"LMBRD2",0.735141720173417,"WNK1",0.825203735515514,"GALC",0.919,"PDIA5",0.832906786992286,"APIP",0.632935036848913,"SORCS1",0.655520742036637
"51",NA,NA,"PROSER1",0.871,NA,NA,"LARP7",0.528,"ZMYM6",0.601641273364443,"CCT7",0.766,"C14orf132",0.543921978778864,"RAF1",0.420216212548235,"THRAP3",0.428,"ASCC3",0.355515783335247,"NKAIN2",0.929310440275388,"GGCT",0.388556123656635,"GLRA3",0.733988710928726,"LRRC42",0.821,"TAF2",0.918,"ATP8A2",0.830836019665054,"AC114490.2",0.619877035784785,"LRIG2",0.652026956374834
"52",NA,NA,"NEDD4",0.870453089916776,NA,NA,"RAP1A",0.521,"CHD9",0.599,"GXYLT1",0.764654217909783,"HSD17B4",0.539947719835494,"ERGIC3",0.413,"RAF1",0.425172720881562,"AXIN1",0.355,"LUC7L3",0.923806710595212,"C10orf82",0.382,"CHRM2",0.722096184073254,"NLGN1",0.815298610979487,"NLGN1",0.916541264598747,"KDSR",0.829767224596186,"SETX",0.617260337022257,"FAM162A",0.64
"53",NA,NA,"ZFP82",0.8696089511336,NA,NA,"RAB2B",0.517481228848762,"WNK1",0.596783644114558,"STOX2",0.764535755250238,"RAP1A",0.536,"ASCC3",0.412946187601646,"PRPF31",0.425162446236429,"ZNF519",0.352,"LINC02210",0.923500218488843,"SETX",0.379189308361628,"TPTEP2",0.722,"SEC22A",0.812091676905676,"ADAMTS10",0.915379122608407,"SF3B3",0.829701537121728,"DENND1B",0.610205056965244,"PDXDC2P",0.638575117085769
"54",NA,NA,"ANKHD1-EIF4EBP3",0.862242768172362,NA,NA,"ZNF66",0.516834710116041,"TNS3",0.595402877764796,"AXIN1",0.759,"ZMYM6",0.532065793978531,"EML1",0.411621048355408,"ERGIC3",0.409782264413932,"KLHL1",0.350183276781026,"STAT1",0.923,"AL031315.1",0.378690927677992,"NIPA1",0.719,"ODR4",0.809962880909688,"APPL2",0.914567655704463,"IVD",0.828680194988333,"RAPGEF1",0.606,"NAV2",0.637852543805231
"55",NA,NA,"BRWD3",0.861898896522312,NA,NA,"CEP164",0.5,"TAF2",0.595,"ZDHHC11",0.75735549951661,"TTTY14",0.530446286681849,"VPS29",0.411,"SKP1",0.408457841811792,"SNHG14",0.348,"AC114490.2",0.917561691421776,"GALC",0.373,"MATK",0.709656353917511,"NUP58",0.802,"DLG5",0.914377138622119,"AC026786.1",0.825931576128377,"AC026786.1",0.600772657392967,"KDM6A",0.633
"56",NA,NA,"ALG13",0.861,NA,NA,"CLASP2",0.497752562983264,"MATK",0.593528751435197,"LINC00862",0.750767088946926,"LARP7",0.528,"WDR27",0.410443335559537,"DENND5A",0.407,"FAAP20",0.343,"SCO1",0.914,"SNHG15",0.373,"CYB5B",0.709237480015839,"CLASP2",0.800612003971409,"ABCB8",0.907,"FAM124A",0.823530253891386,"LINGO2",0.596457623645835,"STX18-AS1",0.622234730039227
"57",NA,NA,"ODR4",0.860811871887197,NA,NA,"TNRC6A",0.497173839782417,"ENAH",0.593376125694,"DPH1",0.748143700162109,"SF3B3",0.523205067348261,"MADD",0.406,"TENT2",0.403109482914473,"TMEM50B",0.335779039926828,"ZNF804A",0.913977457830829,"TSPAN7",0.372447775562998,"MEMO1",0.704704167013704,"ENAH",0.79663805153069,"FHOD3",0.905005334067336,"AXIN1",0.823,"ENAH",0.59097186862577,"MELTF",0.61726982143499
"58",NA,NA,"MEDAG",0.858489604653763,NA,NA,"CTNS",0.489773761328981,"ZNF680",0.578263404252263,"USP43",0.74756406950139,"AKAP9",0.523,"CRYM",0.403321380813831,"VPS29",0.4,"ADAM17",0.327,"NPY5R",0.91023324253098,"TRAPPC13",0.371,"DPY30",0.703889821802781,"ATP8A2",0.795599371115828,"ATG2B",0.905,"LRRC42",0.82,"PMS1",0.58,"MAOA",0.616610602116875
"59",NA,NA,"ZMYM6",0.856592173492677,NA,NA,"AXIN1",0.488,"ZNF730",0.578039975020252,"LARP7",0.747,"ARAP3",0.517793591173765,"RPS10",0.401729942927903,"SPIDR",0.398507212879917,"SNHG17",0.321,"ZNF169",0.907154585600485,"LRIG2",0.369327567100596,"ERCC8",0.697,"KLHL1",0.7936080364375,"LRIG2",0.902472814745321,"AGPS",0.818601346318125,"MEMO1",0.575958810882919,"FES",0.61615958387707
"60",NA,NA,"RNF144A",0.85451217894077,NA,NA,"EMSY",0.480776905188995,"PRKACB",0.574282745156739,"RAF1",0.746,"SKP1",0.517736539216253,"EXOC6B",0.4,"SAR1A",0.398213078043352,"SF3B1",0.316,"FUT9",0.907079927947276,"CACNA1H",0.366,"DHFR",0.691835568320132,"BECN1",0.789526307829741,"AGPS",0.902370487461521,"ARMH3",0.811136770300163,"FAM162A",0.574,"ACAD11",0.611210287300039
"61",NA,NA,"STAT1",0.854,NA,NA,"GRAMD2B",0.476,"FIRRE",0.569612072004752,"ANKHD1-EIF4EBP3",0.745852686133771,"MMS22L",0.511580386633848,"TIAM1",0.397873991254613,"RPS10",0.390665887234704,"SERGEF",0.314,"AC008581.2",0.906511302336186,"SLC7A6",0.36563638210185,"ZNF804A",0.681752554399362,"DPY30",0.782227957360366,"FGD4",0.902,"HDX",0.81,"FHOD3",0.57385872095725,"HTT",0.606526300296961
"62",NA,NA,"WDR27",0.849793222276456,NA,NA,"PHB2",0.474386053497374,"DIAPH3",0.568107324360291,"LRRC42",0.735,"TNRC6A",0.508561132057039,"CTNS",0.396852461531103,"FGF12",0.388431887905874,"FGD4",0.309986657268661,"FOCAD",0.906508779498869,"LYRM1",0.359,"DPH1",0.680684449400028,"GNAQ",0.781989371072219,"ARHGAP5",0.898691955636492,"GABRB2",0.808295606012253,"DLGAP4",0.571,"MLLT10",0.604669277105847
"63",NA,NA,"RICTOR",0.849058910858547,NA,NA,"CACNA1H",0.472434197924823,"ADAL",0.563564703345209,"IFT57",0.733852187870419,"ENAH",0.505070590204546,"BECN1",0.396479540024073,"PPP1R26",0.382773645900145,"C10orf82",0.306,"TMEM214",0.904843321525989,"SCYL2",0.359,"ZFP82",0.679611362191826,"STX18-AS1",0.78139494301191,"BRWD3",0.8935366612908,"AC068547.1",0.807160635602488,"TPTEP2",0.567,"HSD17B4",0.598037875033624
"64",NA,NA,"PDXDC2P",0.845550452825729,NA,NA,"FAM174A",0.468,"DCAF17",0.559583266720859,"ADAL",0.732895241316573,"HIKESHI",0.502,"PLPP5",0.391,"AXIN1",0.379,"ELMOD3",0.303,"ZNF66",0.904414033803424,"KLHL1",0.357846671842085,"AL031315.1",0.671794419127711,"GABRB2",0.779021827647667,"EXOC6B",0.887,"PRKG1",0.800570210697688,"THSD7B",0.563475535468904,"ZMYM6",0.594751132461
"65",NA,NA,"CHD9",0.843,NA,NA,"DENND1A",0.466043879842466,"EXOC6B",0.547,"LYRM1",0.729,"VPS29",0.502,"DENND5A",0.386,"ZNF618",0.373661094967414,"CSTF3",0.299520207084783,"CRYL1",0.901,"APIP",0.355489123898135,"NSMF",0.670337423197795,"ARMH3",0.778306292453845,"URGCP-MRPS24",0.885948450296717,"APLP2",0.799,"KIAA0895L",0.562420318560239,"NIPA1",0.594
"66",NA,NA,"WDR90",0.839251627601257,NA,NA,"SNHG16",0.466,"C1orf94",0.542953312050988,"GNAQ",0.7233846438792,"CIP2A",0.487168921533172,"MFN2",0.386,"STRN3",0.372,"SLC25A17",0.295609813914665,"AL157871.6",0.898422109266262,"ENAH",0.352904172261174,"ZBTB7C",0.66849798681663,"IVD",0.778302674474464,"ADCY8",0.881826278870726,"FAM162A",0.799,"DPY30",0.562280869896782,"ZFP82",0.58464303742693
"67",NA,NA,"STX18-AS1",0.833143786435713,NA,NA,"SGK3",0.461695264135557,"SENP6",0.537,"PRKACB",0.705096776091321,"LINC00678",0.486712838194232,"SLC25A17",0.385,"KIF3A",0.367,"EXOC6B",0.294790087749042,"LIMCH1",0.896,"AC138894.1",0.351,"AL390879.1",0.668400944907818,"ZFP82",0.772541643476111,"PPP3CA",0.878885591835985,"TRAF3",0.798132718114548,"ABCB8",0.561,"ATP7B",0.581
"68",NA,NA,"NPY5R",0.83242677824646,NA,NA,"RPS10",0.458589218793122,"TIAM1",0.531661478423737,"USP9Y",0.704998375461681,"TIAM1",0.486525292197504,"ANKHD1",0.383527828780705,"EXOC6B",0.364,"TIAM1",0.279937146057013,"MTERF3",0.895380755942773,"APLP2",0.351,"RBBP8",0.667952960367946,"MACROD2",0.766851184205704,"SPIDR",0.876758388392301,"AGGF1",0.796112245627686,"SLC24A3",0.560060323261016,"ERCC6L2",0.58
"69",NA,NA,"DNMBP",0.829631027078772,NA,NA,"CA5B",0.456367546024625,"RAF1",0.528,"ANKHD1",0.700268030393645,"CLK4",0.48,"MMS22L",0.379679635816622,"SLC7A6",0.363162315286773,"SETX",0.265889699744703,"DDX42",0.895196688125967,"ZNF687",0.349,"GABRB2",0.666882127242693,"ADAMTS10",0.76391928256611,"DDX42",0.875603732380588,"DLG5",0.793591274667637,"KDM6A",0.557,"RAPGEF1",0.579
"70",NA,NA,"IFT57",0.827176948279753,NA,NA,"TRAPPC13",0.456,"TPTEP2",0.524,"ARHGAP5",0.696871226879146,"EXOC6B",0.48,"SKP1",0.378348978937379,"SLC12A2",0.362059802665796,"LINC01011",0.265514251138759,"NEDD4",0.894620082615152,"C14orf132",0.346705403202711,"BEND6",0.666,"KDSR",0.762545604603216,"SEC22A",0.872597464235412,"DPH1",0.789286405818529,"HAUS3",0.555837042594428,"FBN2",0.575948263084675
"71",NA,NA,"ZNF208",0.82681360806658,NA,NA,"LRRC42",0.455,"RAP1A",0.523,"EXOC6B",0.696,"ZNF730",0.478532426434456,"KIF3A",0.37807485702037,"MADD",0.362,"TET1",0.262543706553409,"TANK",0.894350432050475,"CLN3",0.346,"AL157871.6",0.665936692978612,"CNGA3",0.758721060278452,"ZNF730",0.872540410757035,"CLASP2",0.788968827158632,"FAM174A",0.555,"WDR91",0.572
"72",NA,NA,"DIAPH3",0.8251374115176,NA,NA,"HIKESHI",0.452,"BECN1",0.521808944518446,"ENAH",0.695397652084358,"TNS3",0.477580931262301,"GRAMD2B",0.378,"MYCBP2",0.356,"FBL",0.259467685317266,"AGPS",0.892849011035389,"SERGEF",0.342,"PMS1",0.665,"RBBP8",0.753469167164452,"ARMH3",0.871724563675803,"NUP58",0.781,"TAF2",0.549,"COPS7B",0.568
"73",NA,NA,"AL031315.1",0.820068171600571,NA,NA,"MADD",0.451,"ADAMTS10",0.521715628047588,"PITPNB",0.692698837356324,"PMS1",0.471255723710271,"APIP",0.377331435832455,"TAF2",0.356,"TENT2",0.252256982149637,"BICRA",0.891900319672621,"TENT2",0.341098549588275,"CHN2",0.661962187694958,"PDIA5",0.752272251862807,"AXIN1",0.87,"ZMYM2",0.781,"TASP1",0.54509482617557,"LINGO2",0.567814109266937
"74",NA,NA,"EXTL2",0.814,NA,NA,"RNF144A",0.449456314912961,"GALC",0.514,"TMEM214",0.688195304059372,"RAF1",0.46,"TSPAN7",0.376,"GGCT",0.353773904715046,NA,NA,"LARP4B",0.886198309468903,"EXOC6B",0.339,"CCDC3",0.657234512479885,"ARHGAP5",0.750793741230608,"SLC41A3",0.869209562041565,"WNK1",0.780566084623487,"COPS7B",0.541,"TASP1",0.566660420568007
"75",NA,NA,"NAV2",0.814,NA,NA,"SPPL2B",0.440520511846915,"MAN1B1",0.513173228193119,"VPS29",0.688,"TENT2",0.458932244862501,"DHFR",0.372856510807262,"TCF4",0.350429081424179,NA,NA,"PTPRT",0.885169629480498,"PCDH10",0.331126597808086,"SORCS1",0.653509055303182,"DPH1",0.749294043499023,"PRPF39",0.868756358058148,"ZFP82",0.777712686961905,"CACNA1C",0.540322487679078,"TIAM1",0.566627595860176
"76",NA,NA,"WASHC4",0.810983051911918,NA,NA,"MMS22L",0.437799002157176,"LINC00678",0.512438130430744,"MMS19",0.687425158336653,"EVC",0.458376954781974,"ZMYM6",0.372069072320261,"SLC25A17",0.343,NA,NA,"DNAJA4",0.884319325150752,"MATK",0.327578241706292,"LRRC42",0.651,"APLP2",0.749,"CACNA1C",0.867,"DPY30",0.776780518248119,"AC068547.1",0.53846349696639,"STRN",0.551979869545561
"77",NA,NA,"PDS5B",0.809302725825003,NA,NA,"FGF12",0.436103761239728,"XRN2",0.504341053425005,"STXBP6",0.685157334155549,"MADD",0.457,"C1orf94",0.360492663007651,"NIPA1",0.34038510933945,NA,NA,"FGD4",0.874,"SF3B1",0.325,"CLK4",0.646,"MEMO1",0.748850903852745,"LIMCH1",0.865,"MEMO1",0.776000793212051,"WDR17",0.537,"FAM174A",0.55
"78",NA,NA,"SCO1",0.808,NA,NA,"OR2A20P",0.433205634432826,"AC092718.3",0.504006304674796,"ADAMTS10",0.676096405977562,"NOD1",0.455,"TARBP1",0.357890061230125,"ABHD10",0.339157694435101,NA,NA,"LRIG2",0.870867910992197,"FUS",0.324,"ZMYM6",0.640317262937276,"CCDC3",0.744547072282076,"ZDHHC17",0.857862259069572,"GNAQ",0.773398133047858,"LYRM1",0.53,"TAF2",0.542
"79",NA,NA,"ZNF138",0.807668823325358,NA,NA,"CHD9",0.433,"CLK4",0.5,"C1orf94",0.673972146513571,"LNPK",0.454388842564938,"ZNF618",0.356,"FAM174A",0.335,NA,NA,"ODR4",0.870248298375828,"NPRL2",0.322,"PRPF31",0.6391797715018,"SPIDR",0.737117469318353,"WNK1",0.85765474765455,"TIAM1",0.773222688005443,"GXYLT1",0.528469970542384,"RAP1A",0.538
"80",NA,NA,"HDX",0.804,NA,NA,"WNK3",0.431861201242429,"HIKESHI",0.5,"TAF2",0.672,"DIAPH3",0.454121483076149,"STRN3",0.355,"FAAP20",0.334054997652048,NA,NA,"AXIN1",0.87,"STAG3L5P-PVRIG2P-PILRB",0.322,"LINGO2",0.638174307783988,"ELP4",0.737,"BLMH",0.857204118524386,"NKAIN2",0.772505247212231,"SULF1",0.528001097151952,"SNAP23",0.538
"81",NA,NA,"CIP2A",0.801393759025628,NA,NA,"NIPA1",0.428568498464082,"RNF144A",0.493203737371449,"HSD17B4",0.665811138880496,"MFN2",0.454,"MYCBP2",0.346,"ANKHD1",0.332508523355998,NA,NA,"PLXNC1",0.866821151089702,"SLC25A17",0.319,"KIF3A",0.638,"STRN4",0.737,"AC026786.1",0.854499638175699,"ENAH",0.77183152723698,"RAP1A",0.528,"TAF1",0.536817230058642
"82",NA,NA,"RAPGEF1",0.8,NA,NA,"KCNT2",0.427448787131451,"TMEM50B",0.49,"JAKMIP2-AS1",0.662472124482643,"CEP164",0.451585908349826,"TENT2",0.343554206634844,"CLN3",0.331,NA,NA,"GCFC2",0.862533589252399,"ARMH3",0.317702574770545,"DDX42",0.635706935960534,"GRIA1",0.736750821311175,"FCHO1",0.852602330551048,"MELTF",0.768007613923566,"MLLT10",0.527340357253153,"PRICKLE1",0.531314440683123
"83",NA,NA,"BICRA",0.79875631508213,NA,NA,"FAM149B1",0.421797488038384,"OR2A20P",0.486680825552953,"ODR4",0.659615957269018,"ANKHD1",0.450695505363062,"GCFC2",0.342432117975827,"ELMO2",0.327,NA,NA,"DHFR",0.861023195002378,"MYCBP2",0.317,"CHD2",0.633336446409456,"SOX5",0.727317923485326,"MFN2",0.846,"BEND6",0.764,"PRICKLE1",0.523178314071539,"CLASP2",0.53095291372497
"84",NA,NA,"FAM162A",0.798,NA,NA,"ZFYVE26",0.417999232037957,"LNPK",0.485721907254191,"NR1H3",0.657160728267585,"PRKACB",0.450255268226455,"ANXA11",0.342,"SNHG16",0.323,NA,NA,"FBXL16",0.857874136185797,"PNISR",0.31061832266889,"FAM174A",0.632,"CEP57",0.719,"MDN1",0.84501361438105,"RBBP8",0.762469336927895,"CYB5B",0.522156744064812,"LMF1",0.529543653572182
"85",NA,NA,"PDE7A",0.797,NA,NA,"PIEZO2",0.417369935404565,"PIGO",0.482519587009154,"SLC7A6",0.65,"TSPAN7",0.445,"DLGAP4",0.341509110289518,"ADAMTS19",0.32272543845994,NA,NA,"CHD2",0.856091214746125,"CLN6",0.306,"ADAMTS10",0.629444811322519,"NKAIN2",0.717002741763821,"C14orf132",0.845,"CHD2",0.761765288912588,"IVD",0.521608090783168,"DLGAP4",0.527
"86",NA,NA,"FOXM1",0.793,NA,NA,"TNS3",0.412046003448684,"APLP2",0.482,"CHURC1",0.648949645094739,"PITPNB",0.44347404749356,"WNK3",0.338144552815459,"RSRP1",0.322168604667751,NA,NA,"PRKG1",0.85550236447623,"VPS29",0.30540327556983,"L3MBTL1",0.629,"THSD7B",0.716649837276227,"ENAH",0.84361206024052,"GLRA3",0.761057509119644,"ERCC8",0.517,"ERCC8",0.527
"87",NA,NA,"VPS29",0.793,NA,NA,"WDR90",0.408132833245941,"ADGRL1",0.479799584541278,"L3MBTL2",0.647662499585333,"FGF12",0.436121004553786,"FGFR1",0.337,"TARBP1",0.322,NA,NA,"NSUN4",0.854601481353293,"CSTF3",0.303553395551188,"EMSY",0.615813086406935,"MFN2",0.706,"RARS1",0.843508411491333,"TAF2",0.757,"SLC25A17",0.516,"CYB5B",0.526802569874904
"88",NA,NA,"TIAM1",0.789690117686765,NA,NA,"SERGEF",0.407539594581647,"USP43",0.477719889699644,"KDSR",0.641100208509511,"DENND1A",0.435346252415407,"LARP7",0.336,"AC138894.1",0.318,NA,NA,"CYLD",0.853507565543214,"PRUNE2",0.302,"TIAM1",0.615695776615659,"SLC41A3",0.699783432461588,"IFT57",0.842609374122391,"SUPT20H",0.751297059974353,"CCDC3",0.514580645223975,"CACNA1C",0.524901524648107
"89",NA,NA,"TET1",0.787863495299215,NA,NA,"SAR1A",0.407528803568986,"TENT2",0.476201627019476,"AVL9",0.638418850186636,"GPSM2",0.435057854105165,"ENAH",0.335686914538101,"MMS22L",0.315395923523733,NA,NA,"AL031315.1",0.849918242157487,"FAAP20",0.301,"DENND1A",0.610557973383801,"ERCC8",0.699,"STX18-AS1",0.840898986882303,"CEP162",0.749673906456455,"EMSY",0.5102039736093,"SETX",0.521984264580089
"90",NA,NA,"SKP1",0.784058559907844,NA,NA,"IFT27",0.407,"ARAP3",0.475032281841124,"DDX58",0.63154272583886,"KCNT2",0.428280889666884,"HARS1",0.329,"SGCE",0.314,NA,NA,"SENP6",0.849,"ADAM17",0.288043701658911,"MELTF",0.608320453642268,"RCOR3",0.695744570880688,"LMAN2L",0.834,"EMSY",0.748190229634287,"NLGN1",0.507686583019875,"SLC7A6",0.52
"91",NA,NA,"PDXDC1",0.77448579685831,NA,NA,"VAV2",0.401573236457213,"GRAMD2B",0.473,"STRN4",0.628,"ARMCX6",0.427781970962974,"MLLT10",0.325884172161411,"RAPGEF1",0.311761978682372,NA,NA,"CPT2",0.847927123325495,"RCC1",0.285329997766163,"MED13L",0.607641679695221,"ANP32A",0.693502531281756,"CHRM2",0.827959000063387,"FGD4",0.741,"ZNF804A",0.504818718260051,"INO80E",0.517
"92",NA,NA,"ZFYVE26",0.773611854036812,NA,NA,"SOS2",0.397004225429905,"MYCBP2",0.473,"ZNF730",0.625898654935993,"ZNF783",0.424888589210897,"ABCB8",0.32,"CHD9",0.31,NA,NA,"SERF1B",0.846309778698001,"WNK1",0.276698983890683,"RAPGEF1",0.606,"LYRM1",0.688,"DENND1B",0.827516902940561,"CACNA1C",0.735020941200756,"DPH1",0.499278658516316,"ENAH",0.516707783876399
"93",NA,NA,"HIKESHI",0.768,NA,NA,"VPS29",0.389,"FAAP20",0.464,"ADGRL1",0.622578646723158,"ANKHD1-EIF4EBP3",0.424642141390807,"SLC7A6",0.314655143171488,"WNK3",0.307836137839494,NA,NA,"EXOC6B",0.846,"DTWD1",0.272815039045584,"ZNF433",0.606,"FGD4",0.683,"HDX",0.827,"TASP1",0.735001394808368,"ENOX1",0.498342655501411,"EXOC6B",0.515
"94",NA,NA,"SPIDR",0.762267704367282,NA,NA,"DPH1",0.388448145457959,"PRKG1",0.46,"VWDE",0.620737778034012,"MYCBP2",0.424,"CLN3",0.313,"C1orf94",0.299735154001114,NA,NA,"CEP57",0.844,"TMEM50B",0.259943309454444,"TOE1",0.604146224457324,"MDN1",0.68177471037253,"STOX2",0.826042362331197,"PITPNB",0.729574532658222,"DENND5A",0.494,"SULF1",0.512614778013821
"95",NA,NA,"KCND2",0.761974190061319,NA,NA,"VWDE",0.383465000592295,"DENND5A",0.459263768822216,"PNISR",0.619871986851956,"DPH1",0.420037318888266,"NUP58",0.31,"NUP58",0.299729064985952,NA,NA,"CCDC3",0.841779888310559,"DENND5A",0.258477247921269,"SAR1A",0.602475201928419,"TMEM50B",0.676,"RASGRP2",0.82463710764101,"MTERF3",0.722886450409748,"CLK4",0.49,"MYT1",0.511
"96",NA,NA,"NCOA6",0.754,NA,NA,"ZNF777",0.381095125948999,"DDX58",0.458571037287659,"TDGF1",0.618884548496153,"SEC22A",0.419929506633839,"FAAP20",0.304,"STRN",0.298643209574335,NA,NA,"ANKS1B",0.841471986841625,NA,NA,"SNX7",0.601233400764302,"STOX2",0.675073826411638,"PDIA5",0.821909577705333,"ERCC6L2",0.721,"CRYL1",0.488,"WSB1",0.504
"97",NA,NA,"HDAC8",0.753,NA,NA,"HTT",0.377241174006376,"ODR4",0.457819635470532,"ZMIZ2",0.615,"ZNF618",0.417,"TTC23",0.304,"ASCC3",0.294876329930069,NA,NA,"BDP1",0.840616962424749,NA,NA,"SLC12A2",0.595101684123306,"AL390879.1",0.674172141531611,"DENND4A",0.821,"TPTEP2",0.72,"SREK1",0.487,"CACNB4",0.503
"98",NA,NA,"ZNF585B",0.752380374793505,NA,NA,"KIF3A",0.377,"DPH1",0.454983036107266,"SNAI3",0.612503007436102,"PDIA5",0.415186405696196,"ZMYM2",0.304,"DHFR",0.282846234630565,NA,NA,"PITPNB",0.839122109930454,NA,NA,"RARS2",0.590832625895998,"XRN2",0.664939690976473,"LRRC42",0.821,"LETM2",0.719896425797004,"GRIA1",0.485666376485906,"CTTNBP2",0.498841334503488
"99",NA,NA,"CACNB1",0.748642149560586,NA,NA,"ANKHD1",0.376383262447803,"SCO1",0.454030347330982,"TRAF3",0.608667801412373,"NUP58",0.414692372789954,"LINC01484",0.302,"ZMIZ2",0.279008464221739,NA,NA,"DPY30",0.837516493156333,NA,NA,"CLASP2",0.588400341755492,"MAN1B1",0.657659424595902,"ZFP82",0.818713999404642,"ANP32A",0.718492400495642,"TENT2",0.48538356056781,"ENOX1",0.496687318373567
"100",NA,NA,"AP002784.1",0.748475862546895,NA,NA,"ZNF138",0.375085477989873,"AC114490.2",0.453026889435011,"CRYBG3",0.606124453598514,"DLGAP4",0.413232797834601,"TCF4",0.301939118704399,"ENAH",0.27412492854212,NA,NA,"FAM162A",0.837,NA,NA,"TRAF3",0.576807672114318,"TRAF3",0.656601790106061,"TIAM1",0.818088895972761,"MMS19",0.716387794673397,"AC010538.1",0.484324721926608,"PMS1",0.496
"101",NA,NA,"VCAN",0.748,NA,NA,"TMEM214",0.373527069541579,"GALNT16",0.446310990839913,"FGD4",0.599,"C1orf94",0.412966642763642,"PPP1R26",0.298040859939827,"DLGAP4",0.273965158802336,NA,NA,"AC026786.1",0.834687056802564,NA,NA,"FGF12",0.573454288447025,"FCHO1",0.655948298431269,"VSTM2L",0.816240634523328,"SPIDR",0.713886231883252,"CACNB4",0.479372359479526,"SREK1",0.496
