Row.names,dPSI_DMSO_CHX_vs_DMSO_EtOH,dPSI_U1_WT_100_CHX_vs_U1_WT_100_EtOH,dPSI_U1_WT_500_CHX_vs_U1_WT_500_EtOH,dPSI_U1_mut1_100_CHX_vs_U1_mut1_100_EtOH,dPSI_U1_mut1_500_CHX_vs_U1_mut1_500_EtOH,dPSI_U1_mut2_100_CHX_vs_U1_mut2_100_EtOH,dPSI_U1_mut2_500_CHX_vs_U1_mut2_500_EtOH,dPSI_BIO2195127_CHX_vs_BIO2195127_EtOH,dPSI_BIO2197294_CHX_vs_BIO2197294_EtOH,dPSI_Branaplam_CHX_vs_Branaplam_EtOH
CDK11A,0.31159964160996,0.315585228608821,0.332678809000447,0.28944889569906,NA,0.302515086906797,0.324511389914322,0.282337413986857,0.279700975940469,0.30707959695903
CDK11B,0.369818811250039,NA,NA,NA,-0.331213438477814,NA,NA,NA,NA,NA
CDK19,NA,NA,NA,NA,0.318817875413601,NA,NA,NA,NA,NA
CDKN1A,NA,NA,-0.29208260806092,NA,NA,NA,NA,NA,NA,NA
CDKN2AIP,0.405246929507356,0.39573596841577,0.318049393179563,0.353860069489066,0.334134103069259,0.330845068736317,0.273924024363358,0.353293327587544,0.452343491918479,0.400120934055247
CENPJ,NA,NA,NA,-0.332684625881255,NA,NA,NA,NA,NA,NA
CEP126,NA,NA,NA,NA,-0.293432649728192,NA,NA,NA,NA,NA
CEP162,NA,NA,NA,-0.271576578546415,NA,NA,NA,NA,NA,NA
CEP250,0.305822122411032,-0.363084096661114,0.251753674088096,-0.324320171734523,-0.341901343058274,0.26437674677085,-0.288037465825418,-0.368741961923307,-0.301432717194477,-0.344391359691539
CEP295,0.25381311204578,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP76,0.303699393149887,0.255981893014105,0.253896639561623,0.273184628350748,NA,NA,0.269909457970569,NA,0.264400365723114,0.27833900876468
CEP83,NA,NA,NA,NA,NA,NA,NA,NA,0.279858399717699,NA
CEP85,NA,NA,-0.251894941514583,NA,NA,NA,NA,NA,NA,NA
CEP89,0.261374144765908,-0.344071014484448,-0.365703813756449,-0.377801123297893,-0.348872432374062,-0.299749191411265,-0.400347708544376,-0.351547199631887,-0.365560763701804,-0.324777771359866
CEPT1,-0.456485390517487,-0.437780428956782,-0.41609345361828,-0.4700403539746,NA,-0.423931592635856,NA,-0.419644465264749,-0.447490615901714,NA
CFAP206,NA,NA,NA,NA,NA,NA,NA,0.276652721661444,NA,NA
CFDP1,0.37294495985251,0.310337682707593,0.256961904096453,0.380292886645594,0.328361597526661,0.341398775993648,NA,0.442483074574735,NA,0.340473175131667
CHD3,NA,NA,NA,NA,NA,NA,NA,0.374229661530787,NA,NA
CHFR,0.255829686879708,NA,NA,NA,NA,NA,NA,0.253380801822277,0.266459678353468,NA
CHMP4A,NA,NA,NA,NA,NA,-0.280890904616812,NA,-0.259217631278907,NA,-0.263126738767121
CHMP4C,NA,NA,NA,NA,NA,0.25262194638234,NA,NA,NA,NA
CHN1,-0.343095807564666,-0.337365210649372,-0.366552032980233,-0.426336287373578,NA,-0.444657546518245,-0.428737426251725,-0.389026175697339,0.264647534544123,0.255885961784895
CHST12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271652300226588
CIC,0.39589001023746,0.366938966863485,0.335280836256068,0.346200773211537,0.355962279928582,0.334370437350197,0.257191560762506,0.337637794233354,0.43053146387955,0.354336973601482
CILK1,NA,NA,NA,NA,NA,NA,NA,-0.250616665007213,NA,NA
CIP2A,NA,NA,NA,NA,NA,NA,NA,-0.454637756928344,-0.403481390380248,-0.421791215558843
CIRBP,-0.2750604415424,NA,-0.265849565876203,-0.319195924361839,NA,-0.29513539782051,NA,0.260769443936357,-0.286261269185901,-0.325650684168971
CKMT1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435783868778493
CLASP2,0.391837140375469,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLASRP,0.354628608230375,0.287534188631331,0.367110975123519,0.371347201414278,NA,0.349050012660707,NA,0.430063108618677,0.345484118398348,0.38357495266586
CLBA1,NA,NA,NA,-0.41739999649417,NA,NA,NA,NA,NA,NA
CLCN6,0.434503361157734,0.348008842307609,0.38450484495031,0.419352877478642,0.321912174312031,0.418106954300261,0.386159096174627,0.335407280644293,0.446767820079652,0.456803009740693
CLIP4,NA,NA,NA,NA,NA,NA,NA,NA,0.441420534735273,NA
CLK1,0.531390773834098,0.532991198838719,0.532082890381566,0.522192372133,0.282656996586785,0.540876487680774,0.506725688123188,0.54948615392397,0.571745607901928,0.583986428528111
CLK2,0.260260678042267,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLK4,-0.386565857719512,0.531382508634083,-0.313352808255806,0.258949646432345,-0.398204311406868,0.56439536944461,-0.27510913011463,-0.418770205772351,-0.405223533487919,-0.345603572941921
CMC1,NA,NA,NA,NA,NA,0.32768267483271,NA,NA,NA,0.308396219142546
CNOT6L,0.2547061794079,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNTLN,-0.28569298799061,-0.260376366786321,-0.278567424004135,-0.285596524988677,-0.352427542853763,-0.354100364424004,NA,-0.305674956848321,-0.255119371543981,-0.258688693404481
CNTNAP3B,-0.273281337993153,NA,NA,-0.326300323495918,NA,NA,NA,-0.303637554272183,-0.359229370038925,NA
CNTNAP3P2,NA,NA,NA,NA,NA,NA,0.277524118071899,NA,NA,NA
COX11,NA,-0.260329415590547,-0.264859298961571,-0.272800121911068,NA,-0.302309686850819,-0.291506193929164,-0.3053512972977,-0.252875603568707,-0.254620161767388
COX18,NA,0.450890073003377,0.393608276798562,NA,NA,NA,NA,0.484271450107157,NA,0.481591864872769
CPLANE1,NA,NA,NA,-0.266382351797257,NA,NA,-0.323614372726553,NA,NA,NA
CRACR2B,NA,NA,NA,0.25551887295493,NA,NA,NA,NA,NA,NA
CREB1,-0.27241481890395,-0.280558761353102,-0.300175352741212,-0.252172954182001,NA,NA,NA,NA,NA,NA
CREBRF,NA,NA,NA,NA,NA,NA,NA,NA,0.27958732548351,NA
CRELD1,NA,NA,NA,NA,NA,NA,0.26848765672232,NA,NA,NA
CRYBG2,NA,-0.291592984577532,0.254350693769337,0.345030558890611,NA,0.262819858610293,NA,NA,0.285165113396506,-0.416184775432582
CSRNP1,NA,0.34136872609138,NA,NA,NA,NA,NA,NA,NA,NA
CSRNP2,NA,NA,NA,NA,NA,-0.365399307790304,NA,NA,NA,NA
CTDSPL2,NA,NA,-0.269314750306237,NA,-0.275791267612066,-0.30328693497731,-0.304318293293144,-0.334792810998545,-0.291802139443419,-0.305681269890097
CTTNBP2,NA,NA,NA,0.258620340030198,NA,NA,NA,NA,NA,NA
CU633904.2,0.360988084792227,NA,NA,0.265736951399114,NA,0.300819907027666,0.256718838355676,0.270191028585259,0.315944313141056,NA
CU634019.2,0.333718654970508,NA,NA,0.257843092832888,0.25453242957213,0.290712292533099,NA,NA,0.315144922606679,NA
CU638689.5,NA,NA,0.257799797757238,NA,NA,NA,NA,NA,NA,NA
CUL5,-0.303685353325604,-0.268714906288553,NA,-0.274336457763832,NA,-0.263929899035056,NA,-0.366641477468463,NA,-0.30207978040636
CUL7,0.338973306515724,0.297799448699339,-0.360619291537155,0.313871025478378,-0.402151647422672,0.264797576718037,0.325164262643442,0.273897478472947,0.294690525983395,0.330850006340796
CXXC4,NA,NA,NA,0.275592474135154,0.287966368966274,0.270955309842404,NA,NA,NA,0.252909599969643
CYB5R4,-0.262240495894653,-0.306232098734137,NA,-0.277237846747492,NA,-0.288375951394441,NA,NA,NA,NA
CYHR1,NA,NA,-0.289843580781902,-0.273310744120183,NA,NA,NA,NA,NA,NA
CYP4F26P,NA,NA,NA,NA,NA,NA,0.294135194343484,NA,NA,NA
CYTH1,0.539061025087662,NA,0.436801172643815,0.476396874186793,NA,NA,NA,0.460504188231705,NA,NA
DAGLA,NA,NA,NA,-0.250547949565875,NA,-0.250898529096741,NA,-0.274492059264712,NA,-0.301279294674305
DANCR,NA,NA,NA,NA,NA,0.527230297702067,NA,NA,NA,NA
DBT,-0.281489526928142,NA,-0.274170073104211,-0.269243932843193,NA,-0.261421250695575,-0.258647240611418,-0.282930863763455,-0.260949013895765,-0.266300901072561
DCAF17,NA,0.252714852934675,NA,0.303308476955577,0.280472204851516,0.288820553537354,NA,0.255132456861512,NA,NA
DCAF8,-0.393824849595264,-0.385743204496151,-0.416499604571049,-0.439472855597988,-0.34079556402455,-0.414892588381456,-0.394866720654079,-0.407677046908412,-0.387516651527484,-0.41738763837507
DCAKD,-0.277124922802638,-0.275604005944627,-0.256629953419406,-0.310629741847322,-0.299437983055921,-0.286592352474242,NA,-0.339417021184833,-0.312361343741708,-0.31646675823449
DCLK2,NA,NA,NA,-0.351334819755172,NA,NA,-0.340878156621977,0.250629735275933,NA,-0.252633282035638
DDB2,0.325521421891811,0.326555460353585,NA,NA,NA,0.417890577040108,NA,0.405984119027452,NA,0.386414305177519
DDX19A,-0.278449464386413,-0.276718317491761,-0.279628873287932,-0.283809228371369,NA,-0.302300233227893,-0.253761382176801,-0.292843979411966,-0.288219916398387,-0.291490584237878
DECR2,-0.377348375812769,-0.46392846292786,-0.356114727219893,-0.499286115582343,-0.428546211820615,-0.393862079762309,-0.516139995097826,-0.380148666239578,-0.445152479412044,-0.528157074976994
DELE1,-0.313705586204115,-0.260780920141566,-0.306701793511631,0.270294254850631,-0.282871214031806,-0.278166039755717,NA,-0.278824608252806,-0.285217155384139,-0.297053317121963
DENND1A,NA,NA,NA,NA,NA,NA,NA,-0.265061765071388,-0.260389142296775,-0.275056722468194
DENND1B,-0.321413073165657,NA,-0.263351423857589,-0.357312205798849,-0.314598731979719,-0.305942561016762,NA,-0.34799532282725,NA,-0.254462340268403
DENND6A,-0.256763434483999,-0.293791028168784,NA,NA,NA,NA,NA,NA,NA,NA
DGLUCY,-0.330428159500367,-0.333321051640916,-0.3401414392604,-0.255407179674065,NA,NA,0.259697392568235,-0.369965204255433,-0.33346649751771,-0.322267423870183
DHRS1,0.28547214695189,NA,NA,0.377945508864415,NA,NA,NA,NA,NA,NA
DHRS12,NA,NA,NA,NA,NA,NA,-0.259009548744466,NA,NA,NA
DHX34,-0.282028861767293,-0.280015539225196,-0.302667797108079,-0.361011893645917,NA,-0.313668076061524,-0.260822851019545,-0.276505300606656,-0.271796979916911,NA
DHX9,NA,0.260444066370059,0.252085760426184,0.276823448130762,NA,0.266986491013316,-0.47775368777962,0.266962411156971,0.270557226492737,0.261418144397419
DIAPH3,NA,NA,NA,NA,NA,NA,NA,-0.345210713629615,NA,-0.373413902522121
DIP2C,NA,0.305954778143797,NA,NA,NA,NA,NA,0.250515804779098,NA,NA
DIS3L2,NA,-0.251372592446542,NA,NA,NA,NA,NA,NA,NA,NA
DISP1,NA,NA,NA,NA,NA,NA,0.250879997002182,NA,NA,NA
DLEU1,NA,NA,NA,NA,0.263868646233745,NA,NA,NA,NA,NA
DLG5,NA,NA,NA,NA,-0.300699044621404,NA,NA,NA,NA,NA
DMPK,-0.267385423368475,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMTF1,-0.292925978388761,NA,NA,NA,NA,-0.267547533031056,NA,-0.269085259664497,-0.301478559619207,-0.274591052959907
DNAH14,-0.252620948426174,-0.254362704899297,-0.252026248365161,NA,-0.304102932988795,-0.260324534762205,NA,NA,-0.270619592920406,-0.253280599987125
DNAJC2,-0.290468590985913,-0.301742913132578,-0.311746436545035,-0.2840210994446,NA,-0.308859743847563,-0.33168938160026,-0.290744545674344,-0.287431458209362,-0.315690444819287
DNAJC25,0.317423279837971,0.311204843033848,0.278775921434564,0.299764523328166,-0.294690976140708,0.269061122372828,0.3030143433699,NA,0.280284549583458,0.292195310259327
DNAJC27,NA,NA,NA,NA,NA,-0.263376083313772,-0.383199543115226,NA,NA,NA
DNAJC6,-0.322629557572788,-0.332308679951909,-0.338254586890592,-0.278566860019518,-0.250436411919702,-0.291556236844698,-0.323064309952029,-0.314707204546606,-0.270066908132664,-0.270979976324357
DNAJC8,NA,NA,NA,NA,NA,0.281346922521729,NA,NA,-0.381331398511659,NA
DNMT3A,NA,NA,NA,NA,-0.294021705657044,NA,-0.259402858903827,NA,NA,NA
DOCK3,NA,NA,0.283900791787758,-0.255534875466751,NA,-0.328666567792799,NA,NA,NA,NA
DPP3,NA,0.272414154585374,NA,NA,NA,NA,NA,NA,NA,NA
DPP7,NA,NA,0.258755865531688,NA,NA,NA,NA,NA,NA,NA
DPY19L1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.271732921715666
DPY19L1P2,NA,NA,NA,-0.258038089828343,NA,NA,-0.278082069716788,NA,-0.272619755527741,-0.26916414760678
DPY19L2P1,-0.257166882353757,-0.301901687100923,NA,NA,NA,0.280420748045239,NA,NA,-0.296743678879752,NA
DPY30,0.351040764262605,0.255037928029482,0.404186984241974,0.377663599737956,NA,0.383952370154933,NA,0.351311680339764,NA,0.406871508922299
DRAM2,0.252253088871581,NA,NA,0.271323008697895,0.260288013882636,NA,NA,0.251879513026607,NA,NA
DSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266889796431195
DUSP12,0.284403497557891,0.283192959974428,0.271864045745512,0.332144839575014,NA,0.285857377983385,0.273287931229913,0.264170127919721,0.274209198910391,0.348945041595255
DXO,0.338721838660352,0.345864177932161,0.362482918801992,NA,NA,0.343526998830314,0.373962739870718,0.330806561721261,0.362006384421522,0.428316384789238
DYNC2H1,NA,NA,NA,NA,NA,NA,-0.259777028416095,NA,NA,NA
DZIP1L,0.334117946367328,0.261968498424135,NA,NA,NA,0.308567050892447,0.278168581074862,0.297406981852864,0.286588353398799,NA
E2F7,NA,-0.274679596268075,NA,NA,NA,NA,NA,-0.253885636278712,-0.297276516152863,-0.254374169265205
EDRF1,-0.428128433763775,0.282991256016561,0.25463470253784,-0.446351369275666,-0.392184722939001,0.254528495977465,-0.392966933481883,0.285287852080664,0.251291714702332,0.271367501567092
EEA1,-0.356533704727881,-0.308723472188194,-0.356365150465572,-0.373805339697956,-0.324572265568895,-0.348253431469961,-0.345320395391008,-0.33939474413789,-0.30573546048338,-0.285927145450596
EFL1,-0.362396916008424,-0.347469321471265,-0.339026571394274,-0.349555890384434,-0.341184202815847,-0.317102928478335,-0.284599963795687,-0.354200239979568,-0.316114363808185,-0.340128797592115
EIF4A2,-0.44510370021436,-0.412446105643522,-0.393656806418319,-0.416620699829777,-0.291586463177502,-0.441697574878329,-0.376422208150965,-0.458303677806039,-0.457136891165709,-0.432810117806552
EIF4E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252256085057426
EIF4E3,0.300316101286577,0.341833100393775,0.253133981357368,NA,NA,NA,NA,NA,NA,NA
EIF4H,NA,NA,NA,NA,NA,NA,0.267899688694396,NA,NA,NA
ELMOD1,NA,NA,NA,NA,NA,NA,0.250537264265807,NA,NA,NA
ELMOD3,-0.38645705687843,0.250795652629946,-0.299169492196051,0.27198909274252,-0.316401314943633,-0.359823779955209,-0.43598854283849,-0.41972732896413,-0.461125490159195,-0.405639756499647
EMC9,0.385932702785318,0.2960825901194,0.29159569097809,0.374336475698864,0.29973918364835,0.347616517306477,0.358199098501652,0.370191379753341,0.38256615714943,0.399872568315606
EML2,-0.26725392698695,-0.278799784350623,NA,NA,NA,NA,NA,NA,0.273041558427284,NA
EML5,-0.319788292742068,NA,NA,NA,NA,NA,NA,NA,NA,-0.30785429061807
EML6,0.278917436531711,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMSY,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.287167099348632
ENTPD4,NA,NA,NA,NA,NA,NA,-0.277595194076387,NA,NA,NA
ENTPD5,NA,NA,NA,NA,NA,NA,NA,0.355242571810629,NA,NA
EPB41,NA,NA,NA,NA,NA,NA,NA,NA,0.306104148459159,NA
EPB41L5,-0.254145058952665,NA,NA,NA,NA,NA,NA,NA,-0.258642055133906,NA
EPC1,NA,-0.301373149146627,-0.302856311830683,-0.283609937436127,NA,-0.279669781019532,-0.294128909490475,-0.30321681229376,-0.268113118063114,-0.272769230765669
EPC2,NA,NA,NA,0.267770066655126,0.294318124747075,0.297126016738329,NA,NA,NA,-0.308730359103126
EPM2A,NA,NA,NA,0.300886581235566,NA,NA,NA,NA,NA,NA
EPOR,NA,NA,NA,NA,NA,NA,NA,0.327181258289477,NA,NA
ERAP1,0.254738266940618,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERBB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.272331745938433
ERCC6L2,-0.31643457130299,-0.404547810700242,-0.329023719457574,-0.317564876236056,NA,-0.330947201578676,-0.288625823259997,-0.272712697194393,-0.315666824959336,-0.333688927720803
ERMARD,0.381657220323035,0.271952787684657,NA,0.272649408385448,0.260015908497726,0.320029584129407,0.295656115973712,0.326007429851243,0.295357597458209,0.278899434377047
ETNK1,-0.293793604498711,-0.318577313812505,-0.272099286576043,-0.425767078656312,-0.489377943873318,-0.383835325636398,-0.351392687707255,-0.349533414734929,-0.312054648028091,-0.336891887722242
EVC,-0.394079952971046,-0.3419997849403,-0.367043295525808,-0.385210271850398,-0.340319158533314,-0.301921238602149,0.272546938309526,-0.310057643875312,-0.387481552068105,0.257103998439823
EXO5,NA,NA,NA,NA,0.263233485800663,NA,NA,NA,NA,NA
EXOG,NA,NA,NA,NA,NA,NA,NA,-0.317279060213406,NA,NA
EYA3,0.278217126317391,0.273708508749517,0.260756849118063,0.281510727902729,-0.394648424275372,0.261611259658091,0.257398457569061,-0.47583343969231,0.284770575965851,0.286776163934094
EZH2,NA,NA,NA,NA,NA,NA,-0.254336145768066,NA,NA,NA
FAAHP1,NA,-0.255149315773951,NA,NA,NA,NA,NA,NA,NA,NA
FAM120C,NA,0.318363926259696,0.296623548163741,NA,NA,NA,0.254053362660184,NA,NA,0.263706619106663
FAM122C,NA,NA,0.256225913357743,NA,NA,NA,NA,NA,NA,NA
FAM133B,-0.346632563406678,-0.321299013255999,NA,NA,NA,-0.343138146266632,NA,-0.325276698452978,-0.306445736459618,-0.339247804408808
FAM13A,-0.273701128452854,-0.275677773369729,NA,-0.255176705243269,-0.287940621270775,-0.274422534513671,-0.298778682111912,-0.301200103583403,NA,NA
FAM149B1,-0.305478172403856,-0.259573079296886,NA,-0.34431236663044,NA,NA,-0.325925932652759,-0.303721566357147,-0.276244263205725,NA
FAM151B,NA,NA,NA,NA,NA,NA,0.270616709842131,NA,NA,NA
FAM156B,NA,NA,-0.348298136310753,NA,NA,NA,NA,NA,NA,NA
FAM174C,NA,NA,NA,NA,NA,NA,-0.276701235010191,NA,NA,NA
FAM184A,NA,-0.266037360106658,NA,-0.27876829700126,NA,-0.261303344656899,NA,NA,NA,-0.277180318003072
FAM214A,0.250835222415885,NA,NA,0.286028522262593,NA,0.265048993097917,0.250373370307803,0.335038521726411,NA,NA
FAM21EP,NA,NA,NA,NA,NA,NA,NA,NA,0.327100201600768,NA
FAM228B,0.331744025932201,NA,NA,NA,NA,0.294415212864739,NA,NA,NA,NA
FAM24B,NA,NA,NA,NA,-0.325276959596537,NA,NA,NA,NA,NA
FAM76B,NA,NA,-0.264309285466978,-0.261363631598169,NA,-0.250799072925125,NA,NA,NA,-0.265721831586146
FAM81A,NA,NA,NA,NA,NA,NA,NA,0.250373742776461,NA,NA
FAM92A,NA,NA,NA,0.548041506617751,NA,NA,-0.250111704509513,NA,NA,-0.300804321925549
FAM95C,NA,0.312907424524831,NA,NA,NA,NA,NA,NA,NA,NA
FANCB,-0.3483605732892,-0.323485963736954,-0.381021256962093,-0.365400283375984,-0.366049023554179,-0.346678201427135,-0.34895317794267,-0.390577548117247,-0.401252766076301,-0.347033531660992
FAT1,NA,0.29576147376585,NA,NA,NA,NA,0.315282407157691,NA,NA,0.282290950119612
FBF1,NA,NA,NA,0.488072529233458,NA,NA,NA,NA,NA,NA
FBXL18,NA,NA,NA,0.382472501012159,NA,NA,NA,NA,NA,NA
FBXO38,NA,NA,NA,NA,NA,NA,NA,-0.250250562800695,NA,-0.264140663326982
FBXW8,NA,0.272160994404005,NA,NA,NA,NA,NA,NA,0.259507328598623,NA
FCHSD1,NA,NA,NA,NA,NA,NA,-0.29506456858022,NA,NA,NA
FCSK,0.31391781643263,0.334352044959429,NA,-0.254294906799843,NA,NA,NA,0.289453117757985,0.252529801298961,0.265978569569374
FDXR,NA,NA,-0.327406380062043,0.294817369851514,NA,0.368478774339698,0.335337446368578,0.279929855385474,0.339390603318166,0.27684078298021
FGFR3,0.273275411415271,NA,-0.261470405353854,0.272380603531171,NA,NA,NA,0.284583540017305,-0.296303058692235,-0.255334678199744
FHOD3,NA,NA,NA,NA,NA,NA,NA,0.375333055780577,0.370130045511864,0.437225973400958
FKBP11,NA,NA,NA,0.256182228456376,NA,NA,NA,NA,NA,NA
FLVCR1,NA,-0.252721895378341,NA,NA,NA,NA,-0.276512992928227,-0.251757024665749,NA,NA
FMN2,-0.291471485541975,-0.258076169168192,-0.299160294579828,NA,-0.271461208875196,-0.297271173651347,-0.303088928367323,-0.321009907614179,NA,-0.255994663148027
FMNL2,NA,NA,NA,NA,NA,NA,-0.296324325304799,NA,NA,NA
FNBP4,-0.271142909972325,0.274157284068697,-0.275823532940189,-0.299354031119455,-0.370811515493238,-0.457131358560678,-0.4437158310827,-0.302231967779237,0.252871292028211,0.275659711320774
FNTB,-0.394819700587125,-0.334397206662909,-0.37629661547196,-0.386356204222867,-0.340316641687825,-0.320771713135978,-0.311405636465234,-0.283426304180616,-0.385088464370428,-0.359921013261284
FRRS1,-0.3002302441305,-0.399455986862333,-0.281235804596207,-0.278699393325498,NA,-0.363969325668317,-0.297093419717287,-0.303667497252347,-0.362284968658318,-0.286765055647542
FRS3,-0.306036578641273,NA,0.280224000416284,NA,NA,NA,NA,0.319912564833867,-0.367653934860108,NA
FRYL,-0.253293519652269,NA,NA,NA,NA,NA,NA,NA,NA,NA
FUBP3,-0.300800739292994,-0.288660731954713,NA,-0.309016325412985,NA,-0.278178635345932,NA,-0.290311250871292,-0.253458783222018,-0.276662063204082
FZR1,NA,0.258802555073251,NA,0.282722985869481,NA,NA,NA,NA,NA,NA
GAD1,NA,NA,NA,NA,NA,NA,-0.251261543288195,NA,NA,NA
GALK2,-0.332594897238667,-0.395379421432189,-0.317531737832106,-0.254835829683612,NA,-0.317059426269007,-0.277939102392409,NA,-0.300851309319071,-0.325892765354687
GALM,NA,NA,NA,NA,NA,NA,NA,-0.257863907079951,NA,NA
GALNT3,0.331968090449104,0.527785888504529,0.461287341596915,NA,NA,0.436958738460447,0.422516828737101,0.45787967724291,NA,NA
GALNT6,NA,0.283088905137637,NA,NA,NA,NA,NA,NA,NA,NA
GANC,NA,NA,NA,NA,NA,NA,NA,0.298897147380698,NA,NA
GARNL3,NA,0.314760583623363,0.388227641726458,0.497523933378484,NA,0.439817059840236,-0.290116059954271,0.353602779444087,0.443068206543445,0.353155568189848
GAS7,NA,0.250674042970484,NA,NA,NA,NA,NA,NA,NA,NA
GAS8,NA,NA,NA,-0.2633045173654,NA,NA,NA,NA,NA,NA
GDAP1,NA,-0.265541193833316,NA,0.376791473029881,NA,NA,NA,NA,NA,NA
GGT1,NA,NA,NA,NA,NA,NA,NA,0.291784353373836,NA,NA
GHDC,NA,NA,NA,NA,NA,0.255749983848051,NA,NA,NA,NA
GKAP1,NA,-0.305099678322406,-0.354563532581036,-0.285085654664494,NA,-0.347243663442326,-0.267142937829706,0.26732633757508,NA,-0.265360779966816
GLB1L,NA,NA,NA,0.250695851771831,NA,NA,NA,NA,NA,NA
GLB1L3,NA,0.533893409581382,NA,NA,NA,NA,NA,0.367751298845508,0.388919559379393,NA
GLI3,NA,NA,NA,NA,NA,NA,NA,0.332363864392076,-0.281450714835421,NA
GLS,-0.335656353287656,-0.374542907336572,-0.33516118051323,-0.330922234136774,NA,-0.35831985878123,-0.31522847757788,-0.316447471210549,-0.318467662904434,-0.336443772498032
GLUD1P3,NA,NA,-0.267134723900227,NA,NA,NA,NA,NA,NA,NA
GMDS,NA,NA,NA,NA,NA,0.401447934260113,NA,NA,NA,NA
GNB1,NA,-0.324865940448876,NA,NA,0.269878435403677,NA,NA,NA,NA,NA
GNPDA2,NA,-0.361479525527351,-0.361260670181528,-0.366173676681496,NA,-0.370342432448694,NA,-0.314518847645286,-0.359654300280835,-0.359681296000139
GOLGA2P10,NA,NA,NA,0.258771469087261,NA,NA,NA,NA,NA,NA
GOLGA8A,NA,NA,0.270639907737803,NA,NA,NA,NA,NA,NA,0.285277767365273
GOLGA8B,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.317051967191216
GOLGB1,NA,NA,NA,NA,NA,NA,NA,-0.279442153383163,NA,NA
GON4L,NA,NA,NA,0.250892392781766,NA,NA,NA,NA,NA,NA
GORAB,-0.276680793653803,0.470368043726747,0.331842315381164,0.424899165774685,0.349136372919524,0.403187056905659,0.375143743012402,-0.321318897450079,-0.329229879777705,0.452637641639835
GPATCH2,-0.440758274790858,0.308737511064486,0.259886880224426,0.299451482179047,-0.365148521878188,-0.485964199555487,0.268124880418204,0.304314490006456,0.284555184090968,0.272503289019264
GPATCH2L,NA,NA,NA,-0.253730968046674,NA,NA,-0.293453140948976,-0.255015884672507,NA,NA
GPC2,0.493832195645424,0.400318032599535,0.439806481784532,0.540826865684747,0.47031641832777,0.377314680278976,0.52077240694169,0.550888391032931,0.501784421094896,0.384261798116546
GPR89A,-0.276585573157841,0.27610878593539,-0.280933017933862,0.298751809993948,NA,-0.275141197363179,0.25271835316795,-0.311170988767603,0.281227514761759,0.296672647974065
GPR89B,0.279676112899117,-0.34575980624401,-0.330965489783487,0.30699546459645,-0.290053397886723,0.262644078571964,-0.311237468302532,0.268359399190671,0.280660627461892,0.292147934053376
GPRC5C,NA,NA,0.252967522298201,NA,NA,NA,NA,NA,NA,NA
GRB14,0.318406403338418,NA,0.312149261902184,-0.391535684491118,0.297860237383626,0.356224044958607,NA,NA,-0.337172493135652,0.275194105269091
GRHL1,0.29632223483554,NA,NA,NA,NA,NA,NA,0.27185675319617,NA,NA
GRID1,NA,NA,NA,NA,NA,NA,NA,-0.311719755941282,NA,NA
GSN,NA,0.337830806325127,NA,NA,NA,NA,NA,NA,NA,NA
GTF2IP12,NA,NA,NA,NA,NA,NA,NA,NA,0.259852395455916,NA
GTF2IP13,NA,NA,NA,NA,NA,NA,NA,NA,0.256987680273585,NA
GTF2IP20,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.268500495856005
GUSBP1,0.259474985813463,0.266884479621851,0.288041870298236,0.321939170088175,0.26031345202748,NA,0.277884596647723,0.261125673272725,0.27834714387859,0.252297813461251
H2BC5,-0.289548231904406,NA,-0.311310754798906,-0.386163095946637,-0.355738653795643,0.282505326243258,-0.374752497098728,-0.370874152763213,-0.30499309226113,NA
H4C15,NA,0.25795377329143,NA,NA,NA,NA,NA,NA,0.30232547081516,NA
HACE1,NA,NA,NA,-0.290623840617988,-0.277757814491987,NA,NA,-0.270954239254798,NA,-0.260103294682574
HCFC2,NA,-0.292469837234126,-0.275580526705799,-0.324494897627015,NA,-0.274212876114215,-0.31075765844651,-0.279661788760837,-0.303368733632813,-0.314488329514347
HECTD1,-0.276979574110239,-0.289325020928078,-0.285880238527867,-0.288487924491639,NA,-0.2745150678765,NA,-0.313111059832432,-0.269082431656797,-0.277186163612626
HECTD2,NA,NA,NA,NA,0.300226669501536,NA,0.341284150910231,NA,NA,NA
HERC2P2,NA,NA,-0.254643605312257,-0.278847490691809,NA,NA,NA,NA,NA,NA
HERC2P3,NA,NA,NA,0.314634068277961,NA,NA,NA,NA,0.255834578917822,NA
HERC2P9,NA,NA,NA,NA,NA,NA,-0.260877957120934,NA,NA,NA
