Row.names,dPSI_DMSO_CHX_vs_DMSO_EtOH,dPSI_U1_WT_100_CHX_vs_U1_WT_100_EtOH,dPSI_U1_WT_500_CHX_vs_U1_WT_500_EtOH,dPSI_U1_mut1_100_CHX_vs_U1_mut1_100_EtOH,dPSI_U1_mut1_500_CHX_vs_U1_mut1_500_EtOH,dPSI_U1_mut2_100_CHX_vs_U1_mut2_100_EtOH,dPSI_U1_mut2_500_CHX_vs_U1_mut2_500_EtOH,dPSI_BIO2195127_CHX_vs_BIO2195127_EtOH,dPSI_BIO2197294_CHX_vs_BIO2197294_EtOH,dPSI_Branaplam_CHX_vs_Branaplam_EtOH
HES6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276454149920124
HEXD,NA,NA,NA,NA,NA,-0.299141902970018,-0.251031825936886,NA,NA,NA
HHAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273858788485209
HINFP,NA,NA,NA,-0.258772627002967,NA,NA,NA,-0.28110658039131,-0.284898435252354,-0.294197531616491
HLA.E,NA,0.250389386695611,NA,NA,NA,0.267000137897265,0.253654003547192,0.269209903745825,0.299369791356118,0.280198145281065
HLF,NA,NA,-0.496276586699812,NA,NA,NA,NA,NA,-0.366537454259151,-0.427960141398865
HNRNPLL,-0.296110663692674,-0.282404633989325,-0.292430509548914,-0.292703121629393,-0.27306695707267,-0.277016314279248,-0.252206318075094,-0.273307213264431,-0.256387529078769,-0.274360142329526
HOMER3,NA,NA,NA,NA,NA,NA,0.255329199815147,NA,NA,NA
HOOK1,NA,NA,NA,-0.323470175917383,NA,NA,NA,NA,NA,NA
HOOK2,NA,NA,-0.330896803175976,NA,-0.324763046778584,NA,NA,NA,NA,NA
HOTAIR,NA,NA,NA,NA,NA,NA,-0.261216991989595,NA,NA,NA
HOXA.AS2,0.325620059743748,NA,NA,NA,NA,NA,0.29891200948545,NA,NA,0.286465045452156
HOXA7,NA,NA,NA,NA,NA,0.397241909246285,NA,NA,NA,NA
HRAS,-0.269582553085305,-0.261341843115779,NA,-0.274024991174102,NA,NA,NA,-0.256648795075475,NA,NA
HRK,NA,0.341423179142698,NA,NA,NA,NA,NA,NA,NA,NA
HSD17B7,NA,0.252410148753313,0.255717124156358,NA,NA,NA,0.271087085219763,NA,0.253627675704487,0.257980144407319
HSD17B7P2,NA,0.528867911923866,0.365050340279921,NA,0.360124294327441,0.411381599498437,0.298803952999991,NA,0.400756374352131,0.29800755133792
HSPA12A,NA,NA,NA,NA,NA,-0.302390762162819,NA,NA,NA,-0.288442315970362
HTT,NA,NA,NA,NA,-0.266166559236973,NA,NA,0.269116454038596,0.250929377474635,0.266237265186472
HUNK,NA,NA,NA,NA,NA,NA,0.307548090969974,NA,NA,NA
ICA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336857456703629
ICA1L,NA,NA,NA,NA,NA,-0.394878516249553,NA,NA,NA,NA
ICE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.251619328806839
IDE,-0.277637605794486,-0.275876515166818,NA,-0.259883678071688,NA,-0.301619348577786,NA,-0.2557124489718,NA,-0.270348284948855
IFFO1,-0.456145028541677,0.290162022100563,-0.43135844034475,-0.427337211660135,-0.399934038713244,0.25885204861883,-0.457376577617896,-0.402571899495253,-0.403799849560804,-0.372285460319269
IFT52,NA,NA,NA,NA,NA,NA,NA,-0.287916687918893,-0.282578862253054,NA
IGDCC4,0.381087050117186,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGHMBP2,NA,NA,NA,-0.272746804871127,NA,NA,NA,NA,NA,NA
IL18R1,NA,NA,NA,NA,-0.250095080034676,NA,NA,NA,-0.342052012498439,NA
ILKAP,NA,NA,NA,NA,NA,NA,0.26844046122086,NA,NA,0.253794980281911
IMPACT,0.396533522684423,0.417434699281689,0.343369114134712,0.432605242393225,0.386901040944531,0.417749123045025,0.386230311006278,0.444395113908467,0.4543697066415,0.442940785794203
IMPAD1,NA,NA,NA,-0.250382820787766,-0.291391738346547,NA,NA,NA,NA,NA
INPP1,NA,NA,NA,-0.251165827565047,NA,NA,NA,NA,NA,NA
INPP5B,NA,-0.269303207198604,NA,NA,NA,NA,NA,NA,NA,NA
INPP5J,NA,-0.373851700182,NA,-0.282644100092182,NA,-0.310400569628274,0.314557880512906,NA,0.277875406432237,0.252137731721335
INTU,NA,NA,NA,NA,NA,NA,NA,NA,-0.269177009787827,-0.290714683678786
IPPK,0.269544285930215,NA,NA,NA,NA,NA,NA,NA,NA,0.252931084509075
IRAK4,NA,0.274510227980507,NA,NA,NA,0.258441416013824,NA,NA,NA,0.259942745511304
ISG15,NA,NA,-0.283321419422468,NA,-0.369418645362501,-0.336373855238764,-0.323205007646783,NA,NA,NA
IVNS1ABP,0.274282546111223,-0.463842206631045,-0.462319663889274,0.282032181548256,NA,NA,NA,0.284206747367734,0.28886796916699,0.262372191063646
JAK2,0.398478440108083,0.323553524904082,0.404194922653237,0.331821180165231,0.343109581642915,0.369498795653329,0.260051798594686,0.310243723374312,0.290825018883804,0.404270843997165
KANSL2,-0.418446564078699,NA,NA,-0.270826114248045,NA,-0.417836598677888,-0.402661725794158,-0.438073662496548,NA,-0.257663246477783
KCNN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.253284021441962
KCNT2,0.404105075424137,0.313516155447117,0.328023773102782,0.351281072268108,NA,0.417306662400564,0.346110899051328,NA,NA,NA
KDM3A,-0.37178067303141,-0.349828945070355,-0.317309624610367,-0.387827603347702,-0.310767233171104,-0.330256130525946,-0.353980367827001,-0.31751782969442,-0.36874723973882,-0.335533821007318
KEAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314803206971585
KHDC4,0.475187420720904,0.490520332099104,-0.290989684015588,-0.276616680142761,0.456399602797855,-0.268421366932129,0.489802091474261,-0.25971742450939,-0.266387336004037,-0.269414962532573
KHDRBS3,NA,NA,NA,NA,0.291142662043558,NA,NA,NA,NA,NA
KHNYN,NA,NA,NA,NA,NA,NA,-0.264697819703335,NA,NA,NA
KIAA1109,0.297247482571941,0.276944524904814,0.287634760478946,0.32923202548601,NA,NA,NA,NA,0.29765627685821,0.288483083124536
KIAA1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.264422741968588
KIF17,NA,NA,NA,NA,0.261130921499464,NA,NA,NA,NA,NA
KIF27,-0.260927677784151,NA,-0.435383478446298,NA,0.303169891953098,-0.399736312545943,0.314020209915625,-0.322757828334953,-0.392799543985733,0.269593097527188
KLHL17,0.359612338645018,NA,NA,0.28679469027236,NA,NA,NA,0.329449491496272,0.346222958808842,0.325530180117311
KLHL2,NA,-0.317522446311239,NA,-0.252550844845158,NA,NA,-0.260197998893309,NA,NA,NA
KLHL36,0.273520825795124,-0.304841934952062,0.269656852128323,0.274707944925546,NA,-0.293711581033801,-0.287839167452382,NA,NA,NA
KLHL42,-0.31326486926389,-0.368463721418665,-0.317599887075773,-0.343541592765642,-0.372236470437528,-0.338843439089786,-0.306945915304558,-0.285241945103669,-0.404151515125283,-0.306705519611967
KLRG1,NA,0.302801909152632,NA,NA,NA,NA,NA,NA,NA,NA
KPNA5,NA,0.27585532363574,NA,0.29111156289076,0.262522668117324,NA,NA,0.254235197464248,0.288411927859295,0.344361938425475
KYAT1,NA,NA,NA,NA,NA,NA,NA,NA,0.304140911116877,0.277527617053225
L3HYPDH,0.265348276381234,0.286112613228559,0.289552524730152,0.253503948375077,-0.316258781362466,-0.270447465730322,-0.328255542010999,0.34666611872069,0.342907527606334,-0.256978888139569
LARP1B,NA,-0.363354375800197,NA,NA,NA,NA,NA,NA,NA,NA
LATS1,NA,NA,-0.284808244887527,NA,NA,-0.267611775169304,-0.27409451993196,-0.25682670908933,NA,NA
LBHD1,NA,NA,NA,NA,NA,NA,NA,NA,0.253939676504288,NA
LEPR,0.259203050931544,NA,NA,0.356998621699707,NA,NA,NA,0.312825224001078,NA,NA
LHX8,NA,NA,NA,NA,NA,NA,NA,0.404325698631268,NA,NA
LIN7A,NA,NA,NA,NA,NA,-0.27028478066805,NA,NA,-0.273678182573162,NA
LINC00680,0.272463160754771,0.267679442695949,NA,NA,NA,NA,NA,NA,NA,NA
LINC00888,NA,NA,NA,NA,NA,-0.268908775797332,NA,-0.274953019867302,NA,NA
LINC01145,NA,NA,NA,NA,NA,NA,NA,0.290237852765856,NA,NA
LINC01446,NA,NA,NA,NA,NA,NA,-0.290854757736264,NA,-0.332774048037585,NA
LINC01632,NA,NA,NA,NA,0.296385207512333,NA,NA,NA,NA,NA
LINC02163,NA,NA,NA,NA,0.260843280737924,NA,NA,NA,NA,NA
LLPH.DT,NA,NA,0.318713056248003,NA,NA,NA,NA,NA,NA,NA
LPIN3,NA,NA,NA,NA,NA,NA,NA,0.317670122479206,NA,NA
LPXN,NA,NA,NA,NA,NA,NA,0.286911704014362,NA,NA,NA
LRCH2,-0.252226877193957,NA,NA,-0.252102984731807,NA,-0.26078666007752,-0.275938498467265,-0.298645708556006,NA,NA
LRIG2,-0.307971320831576,-0.387440768249364,-0.353400489308978,0.326765158244028,NA,-0.294183318586136,0.251774062559262,-0.312278310972731,-0.338037156413111,0.279347992996395
LRP4,0.407865625051199,0.421514521995211,0.44457569443411,0.374528945999071,0.379055006511797,0.285710903675656,0.316850635525353,0.480227564710789,0.255560777841203,0.438178122313839
LRRC14,NA,NA,0.339218222201713,NA,NA,NA,NA,NA,NA,NA
LRRC17,NA,-0.263958346456505,NA,NA,-0.264359803105131,NA,NA,NA,NA,NA
LRRC27,-0.329382044437345,NA,-0.376827110624855,0.259818675973574,NA,-0.267875973843589,NA,NA,NA,-0.335051285262215
LRRC37A2,0.261413007016276,NA,NA,0.290967032466114,0.282025919398057,0.27599377522057,NA,0.423602017607939,0.410314443551194,0.363936624014318
LRRC37A4P,NA,NA,NA,NA,0.292254293619219,0.29061449253752,NA,0.272226332017336,NA,0.386666916944291
LRRC69,NA,0.376488133953293,0.345680327521681,NA,NA,0.437603086479866,0.312874822198796,NA,NA,0.404699449785029
LRRC75B,-0.269760627134831,-0.266909676442579,-0.324746928261668,-0.284190418988842,-0.354036093427542,-0.383510746577993,-0.312966266352481,-0.378185056663844,NA,-0.254613077840171
LRRCC1,NA,NA,0.262299109124788,NA,NA,NA,0.290242743463645,NA,NA,0.27996452749529
LTBP3,NA,NA,NA,NA,NA,NA,NA,0.299692724937196,NA,NA
LTN1,-0.349154929610855,-0.384287362795534,-0.318074051763494,-0.390898594599994,-0.348736081352186,-0.392610879263802,-0.32247477185434,-0.404996352985445,-0.402990390867891,-0.395247431365544
LUC7L,0.290623604884967,0.315976003896071,0.263485606115046,NA,NA,0.284349780499535,NA,0.276022532341106,0.290881321955873,0.365382530967457
LUC7L2,-0.306407837422617,-0.287608334153327,NA,-0.288397944938108,NA,-0.291341799587965,NA,-0.279477078395089,-0.276406334982827,-0.320498475942753
MACROD1,NA,NA,NA,NA,NA,NA,0.253268994753789,NA,NA,NA
MACROD2,NA,NA,NA,NA,0.284814516314729,NA,NA,NA,NA,NA
MADD,NA,NA,NA,NA,NA,NA,-0.261740382095021,NA,NA,NA
MAGEA2,NA,NA,NA,NA,NA,-0.25823694172861,NA,NA,NA,NA
MAGEA2B,NA,NA,NA,NA,NA,-0.274995636769713,NA,NA,NA,NA
MAK,NA,NA,NA,0.271042155891479,NA,0.313067311626632,NA,NA,NA,NA
MAN2A1,-0.359897072394215,-0.34101875925191,-0.317173499283468,-0.341502063071134,-0.279273823979789,0.259569421662564,-0.303738170689774,-0.279518913385907,-0.400310302058637,-0.335771731119916
MAN2A2,0.510919540609595,0.271902387638074,NA,0.342236577372793,NA,NA,0.286121051279609,0.379508502792553,NA,0.356730690633294
MAN2C1,-0.264504038039185,NA,-0.250873556841899,-0.280661407716386,NA,NA,NA,NA,NA,NA
MANBA,-0.377701885618706,-0.318521593993122,-0.300465882825774,-0.382978125151494,-0.27526517035556,-0.257502951373522,-0.300969972456648,-0.368358557296816,0.260436971054857,-0.321844716435193
MAP3K15,0.274980868335919,0.271466902944296,0.266965084160608,-0.389486976408719,-0.260916000414429,0.291177338613304,-0.410575367368728,-0.435958070206379,0.285687132811482,0.336287393602877
MAP4K5,NA,NA,NA,-0.261739274698319,NA,NA,0.385312090193876,NA,NA,NA
MAST1,-0.27230616274512,-0.379567059298188,-0.334103967617486,-0.314954800571137,-0.351052105904152,-0.332528590443039,-0.29663351233695,-0.3724905170809,-0.35819812733587,-0.319419647809999
MBTD1,-0.263195670403916,NA,NA,-0.287846774907256,NA,NA,NA,-0.267429845762016,-0.276288112737769,NA
MCEE,0.336911031007532,0.345317705031255,0.389295137507013,0.380075405340047,NA,0.395801083053415,0.436191744586265,0.403062704800929,0.477465620386613,0.483461321840289
MCIDAS,0.266944261598872,NA,NA,NA,-0.264905098291687,NA,NA,NA,NA,NA
MCOLN3,-0.338574143366303,-0.344146197673929,-0.258582830797098,-0.35510606352093,NA,-0.376833149684299,-0.394149750658613,-0.325001722634062,NA,0.265776828113982
MECOM,NA,0.250131757434564,NA,NA,NA,NA,NA,NA,NA,NA
MEGF11,NA,NA,NA,NA,NA,NA,0.303862367882904,NA,NA,NA
METTL15,NA,0.254874738535909,NA,NA,NA,NA,NA,NA,NA,NA
METTL16,NA,NA,NA,NA,0.334663495293778,NA,NA,0.334626400294602,NA,NA
METTL22,0.414387613632571,0.365837550060006,NA,0.481246590213853,NA,0.405972696116893,NA,0.493990340666353,0.455176472512904,NA
METTL25,NA,NA,NA,NA,NA,-0.251563369736049,NA,NA,NA,NA
METTL6,NA,NA,NA,NA,NA,NA,NA,0.295912673860621,0.279966593411375,0.250860376783502
MFSD11,NA,NA,NA,NA,0.265378816151211,NA,NA,NA,NA,NA
MFSD13A,NA,NA,NA,NA,NA,NA,NA,-0.254320012374214,NA,NA
MFSD14C,NA,NA,NA,-0.296924262209249,NA,-0.256052062155698,0.268045769283591,NA,NA,NA
MGA,NA,-0.262740634012474,NA,NA,NA,NA,NA,NA,NA,NA
MGAT5B,NA,NA,NA,0.301322930910684,NA,NA,NA,0.318820732615213,NA,0.274517333445235
MIA3,NA,NA,NA,-0.298185990052469,NA,NA,NA,-0.258589729554658,-0.269759922979103,NA
MIB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301267644284502
MICA,-0.363841265516031,NA,-0.301449758299387,-0.358449454775225,0.292655843858616,-0.310866290687074,-0.279857687386871,-0.363039469514449,NA,-0.295315426725251
MIGA1,NA,NA,NA,NA,NA,NA,-0.320929567413824,0.283329719971436,NA,NA
MIGA2,-0.268630866237351,-0.30152465700067,NA,NA,NA,NA,-0.337566916379207,-0.329234223200017,NA,NA
MINAR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.272488536719926
MIR503HG,NA,NA,NA,NA,NA,NA,NA,0.357322066411303,NA,NA
MITD1,-0.276779090617802,-0.329573112123994,-0.307186252028251,-0.322934872236383,-0.261056569143366,-0.283671655496105,NA,-0.292769319298307,-0.324302230056625,-0.300131075019033
MLH1,NA,NA,NA,NA,0.258047064823471,NA,NA,NA,NA,NA
MLLT10,NA,-0.286633473631153,NA,NA,NA,-0.251426171633739,-0.276936555939495,-0.360985174678875,-0.33082389463994,-0.366398004050178
MMP17,0.455636392431451,0.276474140532337,NA,NA,NA,0.429063004443596,NA,NA,0.307308872940702,NA
MMP25.AS1,0.307391825529742,0.37060556400411,NA,NA,NA,NA,0.252013973050881,0.250054998472146,0.333646929968155,NA
MMS22L,-0.28689971328086,-0.260984741195097,-0.274891209367534,-0.27531987859061,NA,-0.256140028251672,-0.326018284155554,-0.271281603525124,NA,-0.255158654421913
MNT,NA,0.294528365503611,NA,0.296108118737608,NA,NA,NA,NA,NA,NA
MOV10,NA,-0.301302017278823,-0.250370782481429,-0.263977981454046,-0.34166282150261,NA,-0.306187996917086,-0.270609876464113,-0.288952623811293,-0.320463992982412
MPC1,NA,NA,NA,NA,0.273770804602409,NA,NA,0.454634579458063,NA,0.451766245606246
MPPE1,NA,-0.265116407727024,NA,NA,NA,-0.341298166138851,-0.312030847545858,0.25564758378138,-0.272638936977387,NA
MPPED2,NA,NA,-0.323933422477847,NA,NA,NA,NA,NA,NA,NA
MRPL1,NA,NA,NA,NA,NA,NA,NA,-0.260825516021921,NA,-0.25331477024293
MRPS27,NA,NA,NA,NA,NA,NA,NA,NA,0.430924360490992,NA
MRPS31P5,NA,NA,NA,NA,NA,NA,NA,NA,-0.34342228926909,NA
MRPS6,0.355293994959692,NA,-0.259878755517999,0.315626884365692,0.271186076566016,0.419075498900396,0.418380819962711,NA,0.271025654371388,0.293144992984871
MSANTD2,NA,-0.337455787698519,NA,NA,NA,NA,-0.310576849912735,NA,-0.301609174410737,NA
MSH5,0.399318878658431,NA,NA,0.348506518803351,NA,0.330987560610311,NA,0.363310863222554,0.386481979477352,NA
MSTO2P,NA,NA,NA,NA,NA,-0.302064240601782,NA,NA,NA,-0.261238079946774
MTA1,-0.272614483769447,NA,NA,NA,NA,NA,-0.283351317118171,NA,NA,NA
MTA3,0.415438522228695,NA,NA,NA,NA,NA,NA,0.289065962899222,0.358451460457341,0.363411002637945
MTAP,-0.275195001880144,-0.278127457302634,-0.263794818950411,-0.288823949070355,-0.305469738831028,-0.287293173614783,-0.259261769271468,-0.27096956490468,-0.284000999796033,-0.275225472231433
MTCL1,NA,NA,-0.254136095465456,NA,NA,NA,NA,NA,NA,NA
MTMR11,NA,NA,NA,NA,-0.325573177585778,NA,NA,NA,NA,NA
MTMR4,0.314681272849506,0.254720680422507,NA,NA,NA,NA,NA,-0.266823715870533,-0.259636877499092,NA
MTUS1,NA,NA,NA,NA,NA,NA,NA,0.261585099780671,NA,NA
MUC20.OT1,NA,NA,NA,NA,NA,NA,NA,NA,0.278265249698587,0.286608224776519
MUS81,NA,NA,NA,0.281196930502145,NA,0.308916453439655,NA,0.298118954033303,0.269912154934776,0.332156929080013
MUTYH,0.377629315239551,NA,NA,0.326377880992423,NA,NA,NA,NA,0.257470754118471,NA
MYB,NA,NA,NA,NA,-0.257509528127118,NA,NA,NA,NA,NA
MYL5,-0.262551376966982,NA,NA,-0.302380553597053,-0.316694559525042,-0.321271024878038,-0.259912584212989,-0.386822742775907,NA,-0.263843169815193
MYLIP,NA,NA,NA,NA,0.33320483285059,NA,NA,0.524028931072504,NA,NA
MYLK,NA,0.280023463413442,NA,NA,NA,NA,NA,NA,NA,NA
MYO19,-0.250146236998099,NA,NA,NA,NA,NA,NA,NA,-0.29562502964193,-0.274287707568005
MYO1D,NA,NA,NA,0.468331699257696,NA,0.308803483404396,0.256654329078513,0.258780179690375,NA,NA
MYO5C,NA,NA,NA,NA,NA,-0.255776802667544,NA,NA,NA,NA
MYO6,NA,NA,NA,NA,NA,NA,NA,-0.253164288712801,NA,NA
N4BP2,NA,NA,-0.250243696381025,NA,NA,NA,NA,NA,NA,NA
NAA16,0.278696514517277,-0.474087312836896,0.281637621946474,0.258518911716921,-0.422962432672267,0.28295520712777,-0.437218110527769,0.294571076272138,0.265453566269707,0.279141900323213
NAA25,0.273359977972074,0.270624320539276,0.275331062609437,0.282024854458489,NA,0.287945872175722,NA,0.278426150895825,0.280220838563803,0.261182448787957
NAALAD2,0.279402236432302,0.301351462904308,NA,NA,-0.554931724813568,NA,NA,0.326576236766554,0.251061779048475,-0.391807980256505
NADK,0.300056651796519,NA,NA,NA,NA,NA,NA,NA,NA,NA
NADSYN1,NA,NA,NA,NA,NA,NA,-0.274896194593466,-0.255217246559228,-0.252831702537067,NA
NAF1,NA,-0.285324279768687,-0.276082180418275,-0.264996432783894,NA,-0.258560924578796,-0.265300415058687,-0.26096992884285,-0.261611754977668,-0.27208123047379
NASP,NA,0.261177954205768,NA,NA,NA,NA,NA,NA,NA,NA
NAT1,0.255516041712514,NA,0.272056963639274,0.315408343159999,NA,NA,NA,0.252955831436827,0.292162316567757,0.290916717399376
NBEAL1,NA,NA,NA,NA,NA,NA,0.278817042011086,NA,NA,NA
NBPF12,NA,NA,NA,0.259397621145789,NA,NA,NA,NA,NA,NA
NCBP3,NA,NA,NA,-0.268277811746789,NA,-0.279284970325253,-0.298571807917092,NA,NA,-0.254404372507865
NCDN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.250229931406818
NCK1.DT,NA,0.294401206088999,NA,NA,NA,NA,NA,NA,NA,NA
NCOA6,NA,-0.276180685762294,NA,-0.257553054129101,NA,NA,NA,NA,-0.256006034598955,NA
NCOA7,-0.290129977105503,-0.324520317215326,-0.275312325067362,-0.340306475551694,-0.280879961776016,-0.316979398504303,-0.315020561714811,-0.348658379519378,-0.328805265498531,-0.364080747501346
NDUFA6.DT,0.330216538656555,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDUFAF2,NA,NA,NA,0.522440837456529,NA,NA,NA,NA,NA,NA
NDUFV3,NA,NA,NA,-0.296265063003232,0.275694455943251,NA,NA,NA,NA,NA
NECAB2,NA,NA,NA,NA,NA,NA,0.431918803550987,0.250311801520695,NA,NA
NECAB3,NA,NA,-0.273681260738507,NA,NA,NA,NA,NA,NA,NA
NEDD1,NA,NA,-0.268940228200172,-0.260497486769922,NA,NA,NA,NA,NA,NA
NEK7,NA,NA,NA,NA,NA,NA,-0.290753766225061,NA,NA,NA
NEMF,NA,-0.252703634596538,NA,NA,NA,NA,NA,NA,NA,NA
NFAT5,NA,NA,NA,-0.277092258436574,NA,NA,NA,NA,NA,NA
NFE2L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2979594894904
NIFK.AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318509277409643
NINL,NA,0.265998536032699,0.281521516696314,0.250475172067101,NA,NA,NA,NA,NA,NA
NIPSNAP3B,-0.262879411709778,0.304477326001254,NA,-0.278558261066436,NA,0.366861646467763,-0.363953767494754,NA,NA,NA
NISCH,NA,NA,NA,NA,NA,NA,NA,-0.273143398636697,NA,NA
NKTR,0.260956660321942,0.289543680930937,-0.450794379208751,0.283089754362968,-0.444263182771893,0.289623496174472,0.294339830384921,0.286000975595365,0.270435631877665,0.301288770811174
NNT,NA,NA,NA,NA,NA,-0.259235099442068,-0.377588975792249,NA,NA,NA
NOD1,0.292631578448781,NA,0.344863946604795,0.39383188204857,0.288906155730471,0.327747606079567,0.281306376004649,0.288544010972905,0.293642582105487,0.316637988671072
NOL4,-0.332022799277784,-0.25366872394092,NA,-0.268529713338671,NA,-0.267696518276915,NA,NA,NA,NA
NOM1,-0.354231931198216,-0.339867084251336,-0.337929665280164,-0.320063702594189,-0.300023847138817,-0.321766464630879,-0.289598664763218,-0.32668993608948,-0.28285164311543,-0.354445546132151
NOMO2,NA,NA,NA,NA,NA,NA,0.270038082009811,NA,NA,NA
NOMO3,NA,NA,NA,NA,NA,NA,0.261826005601251,NA,NA,NA
NOP14.AS1,0.345585029930858,NA,NA,NA,NA,NA,0.295738249229067,NA,NA,NA
NOP56,NA,NA,NA,NA,NA,0.267893048952142,NA,NA,NA,0.32913002360098
NOTCH2NLC,NA,NA,NA,NA,NA,NA,0.251375915597412,NA,0.378892778997364,NA
NOVA1,NA,NA,NA,NA,-0.251095116886986,NA,NA,NA,NA,NA
NPHP3,NA,NA,NA,0.28192634223176,NA,NA,0.305460919984808,NA,NA,NA
NPIPA1,NA,0.250663459137792,NA,NA,NA,NA,NA,NA,NA,NA
NPIPB6,NA,NA,0.281122995944279,NA,NA,NA,NA,NA,NA,NA
NR2C2,-0.300059258295612,-0.283128123498184,NA,-0.261136430432862,NA,-0.258873206782389,NA,-0.3076470361528,-0.267107444887483,-0.273678212849626
NR4A1,NA,-0.306751244994999,-0.312970770067199,NA,NA,NA,-0.303838593060779,-0.272216063992437,NA,NA
NRSN2,0.276579843823667,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSG1,NA,NA,0.29737336573316,NA,NA,NA,NA,NA,NA,NA
NSRP1,NA,NA,NA,NA,NA,NA,NA,NA,0.321479734858674,NA
NSUN5P1,NA,NA,-0.35740465656344,-0.267660659031739,NA,-0.305807422643983,-0.407141734725137,NA,-0.277060567396738,-0.279608136175586
NT5C2,NA,NA,NA,NA,NA,NA,-0.251826477672998,NA,NA,NA
NT5C3A,-0.269567027091108,NA,-0.253908279235044,-0.255550214518419,NA,NA,NA,NA,NA,NA
NT5M,-0.383791733453712,-0.279703045555983,-0.285557440872853,NA,-0.307742378594829,0.262199552634897,NA,NA,NA,-0.257467366340874
NUDCD3,NA,NA,NA,-0.259255907931174,NA,NA,-0.282843395774693,NA,NA,-0.256915383008077
NUDT16L1,0.544472693103468,0.451984958890275,0.478494258115685,0.43316802482773,NA,0.456287881936891,0.428867249488096,0.513782365199894,0.481212438769686,0.423608232193587
NUDT2,NA,NA,NA,-0.259152062347915,NA,NA,NA,NA,NA,NA
OCLN,NA,NA,NA,NA,NA,NA,NA,-0.256748904942783,NA,NA
OCLNP1,NA,NA,NA,NA,NA,NA,NA,-0.263459474977335,NA,-0.255698399833032
ODR4,-0.43930668187753,-0.367853328620606,-0.365793035194272,-0.394708266843189,-0.365578944768282,-0.429911443554951,-0.411955474143912,-0.39180177957878,-0.398947494139593,-0.404944746668669
OLA1,NA,NA,0.334592617242384,0.351050555067938,NA,NA,NA,0.452502957418562,0.416089166067704,0.420460847153085
ORC1,-0.28527131140665,-0.290259231021321,-0.280017108096258,-0.293944440196854,NA,-0.302157764354877,-0.30204757460422,-0.301381844582299,-0.301050894077244,-0.295896469750943
OSGEP,-0.324827845989243,-0.304797191793451,-0.317478449863136,-0.362746189386721,-0.281327881776383,-0.306184246848833,-0.286924773203602,-0.333501342491228,-0.33136384632485,-0.327525222790358
OTUD3,0.272871413436304,0.322658663610587,NA,0.357459596813911,NA,NA,NA,NA,0.354748274753804,0.292387075901438
OXSR1,NA,NA,NA,NA,NA,NA,NA,NA,-0.252783596688266,NA
PACSIN2,NA,NA,NA,0.322578964071345,NA,NA,NA,NA,NA,0.37165698037607
PAK3,NA,NA,NA,NA,NA,NA,0.256744018905431,NA,NA,NA
PAN2,NA,-0.275111850369802,NA,NA,NA,NA,-0.313073560075393,NA,-0.277567980631903,NA
PAN3,NA,-0.250012060082244,-0.280941376736597,-0.279775743827404,-0.251671976299705,-0.279050440113551,-0.318712122669532,NA,-0.265526247693382,-0.279231571910632
PANK2,0.280402856187955,0.294127347967262,-0.268237611761662,0.282614862456105,0.268237798323862,0.298047299106252,0.292245470275274,0.28208080509464,0.306381315830914,0.35107554547082
PANK4,0.506346429709856,0.531560754062496,0.510152969585595,0.537839069579209,0.51689674843917,0.447274063520301,0.478399615413706,0.513887775919067,0.56382660893447,0.492813329855377
PAOX,NA,-0.268445493096284,NA,NA,NA,NA,NA,NA,NA,NA
PAQR3,NA,NA,-0.27064074710515,NA,NA,NA,NA,NA,NA,NA
PARG,-0.342514250589285,-0.388701739685578,-0.353237413712586,-0.376347034357405,-0.35032863509124,-0.342702023394554,-0.376709107766479,-0.350344847110819,-0.382858700381895,-0.378843184182896
PARGP1,0.449461255908622,0.45368040674964,0.390335487920878,0.379442453357413,0.396055001899586,0.43064808042588,0.381889761680369,0.39043323773002,0.407992030252458,0.393284612006852
PARL,NA,NA,-0.25601365649129,-0.285070422856685,NA,NA,NA,-0.266205086584191,NA,NA
PARP3,0.251572602737515,NA,NA,NA,NA,NA,-0.259941232347635,NA,NA,NA
PARP4,-0.370652454052717,-0.422489813202798,-0.385556682565925,-0.39350615935452,-0.359557814828307,-0.383084006972114,-0.388703674429641,-0.367490838268389,0.260735570858581,-0.402829201474922
PATL1,-0.446212442186866,-0.43803026444547,-0.464464790215985,-0.471733255976161,-0.382313287564322,-0.492008158775355,-0.406079222095222,-0.476852458651565,-0.445885569282102,-0.469776178566546
