,dPSI_U1_mut1_100_CHX_vs_DMSO_CHX
AC009022.1,-0.312535597400663
ANKHD1,-0.267026001813094
BCLAF1,-0.31580793789599
CLK4,-0.312561340625409
MRPL39,-0.296621192578636
NUP58,-0.297995079847617
